,NCAPG (64151)
ACH-000004,-1.223366576059747
ACH-000005,-1.3262872611268313
ACH-000007,-1.4903569550422944
ACH-000009,-1.1029890756279408
ACH-000011,-1.6054055136927528
ACH-000012,-1.1506273765017094
ACH-000013,-1.3935332127722206
ACH-000014,-1.5404545268396712
ACH-000015,-1.1957810374146898
ACH-000017,-1.629263892656624
ACH-000018,-1.0633463550639082
ACH-000019,-1.2576399443245758
ACH-000021,-1.0374555167211363
ACH-000022,-1.3127508535299806
ACH-000025,-1.3678415705921871
ACH-000028,-1.216700588760371
ACH-000030,-1.3509421266225423
ACH-000035,-1.2916671446647894
ACH-000036,-1.218492260165679
ACH-000037,-1.499998372724994
ACH-000039,-1.5719432966646851
ACH-000040,-1.253858313559708
ACH-000041,-1.3849330449926889
ACH-000042,-1.3782463662014488
ACH-000045,-1.1593814991172156
ACH-000047,-1.3634831382956334
ACH-000052,-1.1203093119350498
ACH-000053,-1.2000635053263171
ACH-000054,-1.239202537572671
ACH-000055,-1.4877992813841148
ACH-000060,-1.325685629153621
ACH-000067,-1.1173798608803918
ACH-000070,-1.1065648141195856
ACH-000075,-1.1387717250467022
ACH-000078,-1.3933321275741988
ACH-000082,-1.1515229835831833
ACH-000085,-1.6459156163354831
ACH-000086,-1.2193888937012642
ACH-000087,-1.5682793426014583
ACH-000092,-1.0552712966332218
ACH-000095,-1.216878263784658
ACH-000097,-1.3571389996580971
ACH-000098,-1.084352173068035
ACH-000099,-1.3120642126207684
ACH-000108,-1.3500087001201253
ACH-000113,-1.3184032052514625
ACH-000116,-1.4691511339101837
ACH-000118,-1.4590493174988282
ACH-000120,-1.1966873907260869
ACH-000123,-1.2089553303251268
ACH-000127,-1.323299686403004
ACH-000128,-1.2309665481422665
ACH-000132,-1.3034301430090085
ACH-000133,-1.423397191517643
ACH-000137,-1.6367155773528308
ACH-000138,-1.3693533397292672
ACH-000142,-1.3664123246109534
ACH-000143,-1.2892080027472619
ACH-000146,-1.0985265470069947
ACH-000148,-1.5363506017271369
ACH-000150,-1.1737431201972082
ACH-000152,-1.2700225121635238
ACH-000153,-1.3866418330252055
ACH-000159,-1.1005883142804689
ACH-000160,-1.0265965110944542
ACH-000163,-1.4060889123391394
ACH-000167,-1.6564106374781973
ACH-000168,-1.2889216968763808
ACH-000169,-1.1613761395346291
ACH-000178,-1.2238898000360103
ACH-000183,-1.4726764439752964
ACH-000188,-1.2756306378414908
ACH-000189,-1.3365111305315736
ACH-000190,-0.9170433115048038
ACH-000198,-1.2691200462802557
ACH-000203,-1.5304438821074442
ACH-000204,-1.1665107265329873
ACH-000206,-2.0615580255685417
ACH-000207,-1.6394338771348729
ACH-000208,-1.2082067155420588
ACH-000210,-1.1458718183142278
ACH-000211,-1.1897417374722858
ACH-000215,-1.1568651532341077
ACH-000221,-1.2678070131199013
ACH-000222,-1.4219914249302277
ACH-000223,-1.2254295097145995
ACH-000226,-1.2556135101324133
ACH-000227,-1.3009934326000194
ACH-000228,-1.54824080835926
ACH-000231,-1.207311669168102
ACH-000232,-1.1821281574903353
ACH-000233,-1.4254664695832755
ACH-000234,-1.5827045194687888
ACH-000235,-1.130866177804601
ACH-000237,-1.308257657551415
ACH-000238,-1.306040170228238
ACH-000242,-1.1394607322845476
ACH-000243,-1.4310441904147941
ACH-000244,-1.5044732407789922
ACH-000246,-1.2145351711159749
ACH-000248,-1.2782413839473667
ACH-000250,-1.2372686728058735
ACH-000251,-1.7945521775553614
ACH-000252,-1.3930201309430803
ACH-000253,-1.3461577866755656
ACH-000255,-1.3098930392174581
ACH-000256,-1.1727124575383925
ACH-000257,-1.324726920728195
ACH-000258,-1.5045612028031918
ACH-000259,-1.4933562724503142
ACH-000260,-1.4319372486920825
ACH-000261,-1.2013755894199238
ACH-000262,-1.418167854813355
ACH-000263,-1.442575192862107
ACH-000264,-1.1970392534771777
ACH-000265,-1.2793588124586268
ACH-000266,-1.399169098254593
ACH-000272,-1.2111848000372616
ACH-000274,-1.3543698240013171
ACH-000277,-1.116704285870366
ACH-000278,-1.4187455606988395
ACH-000279,-1.2460201562724944
ACH-000280,-1.3962780948392262
ACH-000281,-1.1396950747727408
ACH-000288,-1.0400016358757156
ACH-000291,-1.2939616206933675
ACH-000293,-1.2814814517149804
ACH-000294,-1.3694739728538914
ACH-000295,-1.2671460026222825
ACH-000296,-1.3820329419704762
ACH-000302,-1.4387319521753332
ACH-000304,-2.027257234276881
ACH-000307,-1.378202127554656
ACH-000308,-1.3593454889454146
ACH-000310,-1.1551662213662026
ACH-000311,-1.3233957004943508
ACH-000312,-1.2927295873287905
ACH-000315,-1.3573268524029851
ACH-000316,-1.4473203232481164
ACH-000317,-1.5208759848301356
ACH-000318,-1.354697278490979
ACH-000319,-1.189764246573454
