,NCAPG (64151)
ACH-000320,-1.1920647005749203
ACH-000322,-1.1300158116766414
ACH-000323,-1.0862422040583481
ACH-000324,-1.4618321923207926
ACH-000329,-1.2925129350995523
ACH-000330,-1.3784280039072576
ACH-000331,-1.3562430051097618
ACH-000332,-1.280328326285586
ACH-000334,-0.9325300678945351
ACH-000335,-1.2864636400048213
ACH-000336,-1.326819198008855
ACH-000337,-1.2748173877518951
ACH-000338,-0.83713334391017
ACH-000339,-1.2292723366499163
ACH-000341,-1.4281914012880923
ACH-000348,-1.39041606102023
ACH-000350,-1.5043624976368974
ACH-000352,-1.4209515469277625
ACH-000356,-1.522274162863792
ACH-000361,-1.6635405787407345
ACH-000362,-1.2636623847672708
ACH-000363,-1.121089211396375
ACH-000364,-1.1582031857709565
ACH-000365,-1.3406359914706911
ACH-000366,-1.1645648449321582
ACH-000368,-1.2745587849791833
ACH-000374,-1.2101248244374585
ACH-000375,-1.222189819992316
ACH-000376,-1.2873307565790653
ACH-000381,-1.243043961283436
ACH-000383,-1.114362517484991
ACH-000387,-1.4746787927763358
ACH-000389,-1.2762507677054942
ACH-000390,-1.1047501968975195
ACH-000393,-1.260265161207944
ACH-000395,-1.1919636551924409
ACH-000396,-0.9114967633359216
ACH-000397,-1.3231046967594962
ACH-000401,-1.5020787682201333
ACH-000402,-1.0044997301369234
ACH-000403,-1.2075474722816892
ACH-000404,-1.3686075429746731
ACH-000406,-1.4243107777086936
ACH-000407,-1.2760683017109995
ACH-000408,-1.539736068381066
ACH-000410,-1.2052698419546088
ACH-000411,-1.1856980991738555
ACH-000414,-1.4092166479296206
ACH-000415,-1.3269438575946175
ACH-000416,-1.2687739815080084
ACH-000420,-1.2840284521465168
ACH-000421,-1.336933115009152
ACH-000424,-1.4468552204140424
ACH-000425,-1.1420234464647654
ACH-000426,-2.071124869070973
ACH-000427,-1.1133146524335535
ACH-000433,-0.9998707810870914
ACH-000435,-1.5040754646705965
ACH-000436,-1.4319643595228635
ACH-000444,-1.2510862003228502
ACH-000445,-1.3554515109681775
ACH-000448,-1.256428867825713
ACH-000450,-1.614561789709869
ACH-000452,-1.3364472767100857
ACH-000454,-1.0555778741298003
ACH-000458,-1.331538645788367
ACH-000459,-1.175704432613831
ACH-000460,-1.3972865421438507
ACH-000461,-1.019099516047539
ACH-000463,-1.2076303371339792
ACH-000464,-1.4870532071380995
ACH-000466,-1.599533592732972
ACH-000467,-1.4796594137087669
ACH-000468,-1.0785891625379742
ACH-000469,-1.3208992342789705
ACH-000470,-1.1095845595879903
ACH-000471,-1.2586558141697106
ACH-000472,-1.2751186180581149
ACH-000473,-1.2992844466946052
ACH-000475,-1.4916050149645852
ACH-000476,-1.285776559524843
ACH-000477,-1.0608798188464434
ACH-000479,-1.209346700658894
ACH-000480,-1.0476787451846243
ACH-000481,-1.4297867731515803
ACH-000483,-1.356363910227529
ACH-000484,-1.268273210451559
ACH-000485,-1.2224111140900664
ACH-000486,-1.1580022229472582
ACH-000487,-1.0969257384893103
ACH-000488,-1.3546599688349426
ACH-000490,-1.1464415649051358
ACH-000491,-0.989912399643827
ACH-000495,-1.0750566544465765
ACH-000496,-1.1786465133922002
ACH-000499,-1.112341751703905
ACH-000500,-1.3621726877289069
ACH-000502,-1.4324543618120325
ACH-000503,-1.2436436374617543
ACH-000505,-1.3371184574677943
ACH-000507,-1.4978455318512491
ACH-000510,-1.1170828367281065
ACH-000511,-1.2689446028402611
ACH-000512,-1.2071081530586352
ACH-000516,-1.4592387049545112
ACH-000517,-1.479983392925743
ACH-000518,-1.4693633443660414
ACH-000520,-1.4063154627541798
ACH-000521,-1.4173850852119256
ACH-000522,-1.323912104100326
ACH-000524,-1.1938689601048638
ACH-000527,-1.461666415714012
ACH-000528,-1.2820792499989289
ACH-000537,-1.430965753494586
ACH-000541,-1.457993216218226
ACH-000542,-1.2298573705679148
ACH-000544,-1.2112139018747854
ACH-000545,-1.2928036485367689
ACH-000547,-1.4558986581373086
ACH-000548,-1.252249889838197
ACH-000549,-1.136001550695013
ACH-000550,-1.3107740157767336
ACH-000552,-1.2636326061264085
ACH-000556,-1.3011669112378053
ACH-000557,-1.5408485226015283
ACH-000569,-1.4570896287950097
ACH-000570,-1.3153402435868902
ACH-000571,-1.2589229196656142
ACH-000573,-1.2015242264738382
ACH-000576,-1.4793422035887664
ACH-000579,-1.4307276426982611
ACH-000580,-1.4908594122869594
ACH-000584,-1.446003639734881
ACH-000585,-1.4453568470073537
ACH-000588,-1.3553709141380297
ACH-000589,-1.2395389741082374
ACH-000591,-1.3394262163377118
ACH-000593,-1.357695642007272
ACH-000600,-1.2764031861173597
ACH-000601,-1.1709351692093055
ACH-000605,-1.4880567679807364
ACH-000606,-1.3391347080519642
ACH-000608,-1.0481737610377682
ACH-000614,-1.1030225266469793
ACH-000616,-1.2894937262186894
ACH-000618,-1.6315354258022532
ACH-000619,-1.1768883548645002
ACH-000620,-1.5422186311509043
ACH-000621,-1.2640041885227735
ACH-000622,-1.3654101182955438
ACH-000623,-1.3054970524710217
ACH-000624,-1.2542148719300972
ACH-000627,-1.4248092342703356
ACH-000630,-1.1545638455376208
ACH-000631,-1.3528502353652618
ACH-000632,-1.1490001974069934
ACH-000633,-1.0187032579358712
ACH-000637,-1.4952364712136432
ACH-000638,-1.5429888740127893
ACH-000646,-0.9025373675457634
ACH-000647,-1.3403188923563374
ACH-000648,-1.551364501307272
ACH-000649,-1.0953905616601471
ACH-000651,-1.254814841989509
ACH-000652,-1.008575426247705
ACH-000653,-1.2930629373062354
ACH-000657,-1.1916052455178818
ACH-000658,-1.2296900230077936
ACH-000661,-1.576400391557231
ACH-000662,-1.4582741742393015
ACH-000663,-1.2356243590736669
ACH-000665,-1.0606700067113963
ACH-000671,-1.2464832261913148
ACH-000672,-1.000618570399924
ACH-000673,-1.1628999649714726
ACH-000676,-1.220403154424503
ACH-000677,-1.2455438584653225
ACH-000681,-1.4220772809192472
ACH-000683,-1.43764576672658
ACH-000684,-1.3597361305295426
ACH-000688,-1.0804679826886316
ACH-000693,-1.186842164553003
ACH-000694,-1.2158414386219896
ACH-000695,-1.0408756958845502
ACH-000696,-1.3115598204525578
ACH-000697,-1.2609651808654636
ACH-000699,-1.5932273430348816
ACH-000701,-1.4760092376627416
ACH-000706,-1.5346524773379362
ACH-000711,-1.4330355366689127
ACH-000713,-1.1753446238527134
ACH-000714,-1.47549302112112
ACH-000718,-1.2031854135408435
ACH-000720,-1.3426325550581812
ACH-000721,-1.0379911364441834
ACH-000724,-1.7862004174856878
ACH-000725,-1.3024243526008572
ACH-000732,-1.3189841997501632
ACH-000734,-1.226548695382311
ACH-000735,-1.1646170714675663
ACH-000736,-1.3495944378706215
ACH-000738,-1.3581420041928702
ACH-000746,-1.4340323788350944
ACH-000747,-1.3449784933411608
ACH-000748,-1.5093616034521202
ACH-000753,-1.2999741657368749
ACH-000756,-1.1738736825796727
ACH-000757,-0.7371635411925908
ACH-000758,-1.234656332799094
ACH-000760,-1.2558101500999717
ACH-000762,-1.402287348403826
ACH-000763,-1.4754617879558325
ACH-000764,-1.372033502208554
ACH-000765,-1.4760324536930136
ACH-000766,-1.291469843184349
ACH-000767,-1.4420272449341938
ACH-000768,-1.3378481207444486
ACH-000769,-1.2807218173587067
ACH-000770,-1.5563446264538157
ACH-000771,-1.390336482629244
ACH-000773,-1.2120056275382822
ACH-000776,-1.0339659987123735
ACH-000777,-1.2934110223546402
ACH-000778,-1.7316177888254956
ACH-000781,-1.4350420976593643
ACH-000782,-1.3138181644062092
ACH-000783,-1.3186871093070596
ACH-000784,-1.2862879123539968
ACH-000785,-1.392749763113268
ACH-000787,-1.4235774857202106
ACH-000788,-1.3233496360780201
ACH-000791,-1.2913204938811162
ACH-000792,-1.4855347781578383
ACH-000794,-1.3211110299258542
ACH-000796,-1.1695604159292954
ACH-000798,-1.7790865060830512
ACH-000799,-1.1833456137932241
ACH-000800,-2.118090748771084
ACH-000802,-1.1784802619122512
ACH-000804,-1.300903127247124
ACH-000805,-1.393030093921051
ACH-000809,-1.280859617355237
ACH-000810,-1.3193547583785004
ACH-000811,-1.463022598055746
ACH-000817,-1.3529277709555387
ACH-000819,-1.2432058749571129
ACH-000820,-0.961592305156569
ACH-000821,-1.4807679797553222
ACH-000822,-1.22524924417097
ACH-000823,-1.3363099200244442
ACH-000824,-1.5286493368651564
ACH-000827,-1.2660452340033532
ACH-000829,-1.2190692660475206
ACH-000831,-1.4456515153761769
ACH-000832,-1.459577502635805
ACH-000833,-1.3432739661792437
ACH-000834,-1.1773276423219117
ACH-000835,-1.4532616885235945
ACH-000836,-0.8724046199024953
ACH-000837,-1.2666578165501066
ACH-000838,-1.4057383035302382
ACH-000839,-1.3724945618322741
ACH-000840,-1.4190551518814287
ACH-000841,-1.25804659504749
ACH-000843,-1.3723360965862177
ACH-000846,-1.2726468253910457
ACH-000847,-1.233370123205249
ACH-000848,-1.2963704235721174
ACH-000849,-1.2732444281639994
ACH-000851,-1.3495167365730774
ACH-000855,-1.7949722713547254
ACH-000856,-1.3027491508086708
ACH-000858,-1.5433257352701155
ACH-000859,-1.40532427128624
ACH-000861,-1.4919414476710475
ACH-000862,-1.5116442719745642
ACH-000865,-1.3884896627857741
ACH-000866,-1.2593333447374706
ACH-000867,-1.4726933624660128
ACH-000869,-1.0653256926006416
ACH-000872,-1.210610511410382
ACH-000873,-1.1931949985674897
ACH-000876,-1.5850348496488458
ACH-000878,-1.5853995480113343
ACH-000880,-1.3878750536047912
ACH-000881,-1.5230479825112129
ACH-000882,-1.0511485806243113
ACH-000884,-1.4640993173449226
ACH-000885,-1.1555705690255504
ACH-000887,-1.1765048482429674
ACH-000889,-1.168840561319197
ACH-000896,-1.4015092777339575
ACH-000898,-1.5822859098297832
ACH-000900,-1.299790707554881
ACH-000901,-1.2063119567392528
ACH-000905,-1.3211047011003851
ACH-000906,-1.6107033685702845
ACH-000907,-1.382542192204632
ACH-000910,-1.7276309583639031
ACH-000911,-1.2989119563959992
ACH-000912,-1.3345975515304274
ACH-000913,-1.1652332162778605
ACH-000915,-1.191426680360825
ACH-000916,-1.1454021524854745
ACH-000917,-1.2641133712476191
ACH-000920,-1.229748061264605
ACH-000921,-1.4206537644452168
ACH-000924,-1.2037957994532946
ACH-000926,-1.3964190381230734
ACH-000928,-1.1646447157945023
ACH-000929,-1.4755663515031523
ACH-000932,-1.2176228317237874
ACH-000935,-1.0988287044483052
ACH-000936,-1.3076523847337864
ACH-000937,-1.3479976337099442
ACH-000938,-1.1241327353534267
ACH-000939,-0.9815640354751626
ACH-000941,-1.2826188773788425
ACH-000943,-1.3726142833554047
ACH-000946,-1.2914679786947223
ACH-000947,-1.2174527412969192
ACH-000948,-1.4143624418708192
ACH-000950,-1.23476165328501
ACH-000953,-1.1349404396242586
ACH-000954,-1.185577256516771
ACH-000957,-1.426458324649312
ACH-000958,-1.3232876146567951
ACH-000960,-1.1536751955176316
ACH-000963,-1.223749061188852
ACH-000968,-1.4300595944191692
ACH-000969,-1.4429614496651657
ACH-000972,-0.909857616168253
ACH-000973,-1.164608253069105
ACH-000974,-1.2849206580559722
ACH-000978,-1.7338308445751938
ACH-000984,-1.2188849293786448
ACH-000986,-1.3127959439729535
ACH-000988,-1.4783674699790148
ACH-000993,-1.6455231962421568
ACH-000994,-1.5644325412362294
ACH-000996,-1.3928618320111743
ACH-001001,-1.1649404812391777
ACH-001020,-0.9571215175046566
ACH-001028,-1.1424636870856275
ACH-001031,-1.2408552750292128
ACH-001038,-1.3464680178151227
ACH-001048,-1.3339852783900967
ACH-001050,-1.0338377696814545
ACH-001053,-1.2226078675889358
ACH-001054,-1.0764655442579159
ACH-001061,-1.2807339398697468
ACH-001067,-1.1580254883183905
ACH-001075,-1.2824684007963554
ACH-001096,-1.306809178524004
ACH-001111,-1.4475602994889398
ACH-001119,-1.1722360580904407
ACH-001128,-0.5909496431441859
ACH-001134,-1.2812098989913905
ACH-001151,-1.3028254648329194
ACH-001163,-1.0952937492506511
ACH-001164,-1.3551664704109507
ACH-001183,-1.2101922141338906
ACH-001192,-1.3571344516688035
ACH-001193,-1.2730238318460496
ACH-001196,-1.3066519850368763
ACH-001197,-1.603131739906552
ACH-001205,-1.445949788130768
ACH-001211,-1.053857131725234
ACH-001212,-1.3131354330984737
ACH-001228,-1.477804363030747
ACH-001232,-1.3397297824030183
ACH-001239,-1.2356171854886364
ACH-001270,-1.288241168484887
ACH-001274,-1.0957580154368027
ACH-001275,-1.2670674168512277
ACH-001277,-1.1194691561616998
ACH-001278,-1.0914882224895135
ACH-001280,-1.1521963999212292
ACH-001283,-1.4956911085857587
ACH-001289,-1.1783864162446485
ACH-001300,-1.2376311331970635
ACH-001301,-1.3459876581612658
ACH-001302,-1.3567899928469511
ACH-001306,-1.0750856354072458
ACH-001318,-1.4907309283891514
ACH-001322,-1.0735428978797994
ACH-001328,-1.3145357896085752
ACH-001332,-1.400610007902929
ACH-001336,-1.4212640892503816
ACH-001346,-1.3818168482433817
ACH-001353,-1.2086655257819778
ACH-001354,-1.408527495891308
ACH-001367,-1.2887024995137728
ACH-001368,-1.2741921374984748
ACH-001374,-1.2495167330134933
ACH-001377,-1.495498299863792
ACH-001380,-1.4253586008379135
ACH-001391,-0.9887203342215042
ACH-001408,-1.6771567430875454
ACH-001430,-0.9189031403603578
ACH-001431,-1.3873966913901303
ACH-001450,-1.3845209588905942
ACH-001496,-1.1420052344746947
ACH-001500,-1.3203906348507108
ACH-001523,-1.252196768906271
ACH-001532,-1.369849816293876
ACH-001550,-1.0360425020147923
ACH-001552,-1.2122566367569962
ACH-001554,-1.4835170626700929
ACH-001654,-1.384199029334105
ACH-001735,-1.2760755143015383
ACH-001736,-1.272149003746016
ACH-001737,-1.102042273835834
ACH-001740,-1.2317149962435825
ACH-001745,-1.4541450439503247
ACH-001765,-1.2985191072602855
