,UNK (85451)
ACH-000004,-0.1823295527725224
ACH-000005,-0.0689257362639994
ACH-000007,-0.07122569242681519
ACH-000009,-0.2483810343856941
ACH-000011,-0.01682502276196701
ACH-000012,-0.08873347169134779
ACH-000013,-0.09866956755257844
ACH-000014,-0.023353627689328704
ACH-000015,-0.13423193563722738
ACH-000017,-0.24177627034477106
ACH-000018,-0.16402026024723307
ACH-000019,-0.1895516874810464
ACH-000021,-0.2606742121636917
ACH-000022,-0.08070312896016589
ACH-000025,-0.07802032963497382
ACH-000028,-0.24838190476736524
ACH-000030,-0.2113723903517183
ACH-000035,-0.2647868853881493
ACH-000036,-0.1417728277903792
ACH-000037,-0.2391737603592589
ACH-000039,0.008468590651643588
ACH-000040,-0.051794423857673605
ACH-000041,-0.17513374779697924
ACH-000042,-0.22139947904195964
ACH-000045,-0.028007192805603227
ACH-000047,-0.1789711878229815
ACH-000052,-0.08995893966887822
ACH-000053,-0.2321457100475116
ACH-000054,-0.09933907353993987
ACH-000055,-0.1827891369034638
ACH-000060,0.017432766920167844
ACH-000067,-0.1398119098727872
ACH-000070,-0.26279315225733857
ACH-000075,0.09801258958266867
ACH-000078,-0.1960577635919949
ACH-000082,-0.16522834098072178
ACH-000085,-0.06237475077580845
ACH-000086,-0.2918981784323661
ACH-000087,-0.2425596962975626
ACH-000092,-0.1230244779879532
ACH-000095,-0.37097662258316105
ACH-000097,-0.051737521619272565
ACH-000098,-0.19730573497970727
ACH-000099,-0.3608615768838512
ACH-000108,-0.22325342553203129
ACH-000113,-0.1673471285434903
ACH-000116,0.004223549302951733
ACH-000118,-0.10612685090546706
ACH-000120,-0.16444865717825527
ACH-000123,-0.3628581919055384
ACH-000127,-0.09865415500659352
ACH-000128,-0.1114017041090737
ACH-000132,-0.12483849542250593
ACH-000133,-0.14729982786658394
ACH-000137,-0.11117832764048204
ACH-000138,-0.17426312337661015
ACH-000142,-0.2054213225471231
ACH-000143,-0.22404981225430476
ACH-000146,-0.16806423016829902
ACH-000148,-0.2471445608784888
ACH-000150,-0.18717105816175994
ACH-000152,-0.15673024915104872
ACH-000153,-0.1282353022791724
ACH-000159,-0.19574404600137285
ACH-000160,-0.26858350373149475
ACH-000163,-0.07271397448989285
ACH-000167,-0.3304461991964517
ACH-000168,-0.19301258875712327
ACH-000169,-0.08683089317213477
ACH-000178,-0.09318681981243436
ACH-000183,-0.14047883570226286
ACH-000188,-0.05079925117414487
ACH-000189,-0.18641526327459235
ACH-000190,-0.24873543505766746
ACH-000198,-0.2547814237083806
ACH-000203,-0.2990556448671403
ACH-000204,-0.1952863707993608
ACH-000206,-0.1664172338114159
ACH-000207,-0.2714047137736835
ACH-000208,-0.07451017393615998
ACH-000210,-0.046809539444700926
ACH-000211,-0.20263236775912652
ACH-000215,-0.1453323560414051
ACH-000221,-0.14609482014791636
ACH-000222,-0.16090062321729462
ACH-000223,-0.14935224121778962
ACH-000226,0.018358646841290918
ACH-000227,-0.2590570776428929
ACH-000228,-0.15638781206928082
ACH-000231,-0.16023947450873716
ACH-000232,-0.0006469026889911165
ACH-000233,-0.12117414472408355
ACH-000234,-0.15591445119495362
ACH-000235,-0.13978740379687954
ACH-000237,-0.17772208104113366
ACH-000238,-0.09824282522842832
ACH-000242,0.08050177842518094
ACH-000243,-0.1930611386364864
ACH-000244,0.021516528743311027
ACH-000246,-0.050598670729387236
ACH-000248,-0.2573941078404304
ACH-000250,-0.17161985143880315
ACH-000251,-0.14912226939358916
ACH-000252,-0.2559701486589361
ACH-000253,-0.14846052027654294
ACH-000255,-0.20680386403490256
ACH-000256,-0.10363580321142804
ACH-000257,-0.2766261304995098
ACH-000258,-0.16204470958394726
ACH-000259,-0.1309012164250858
ACH-000260,-0.1143775125585326
ACH-000261,-0.19273779588061812
ACH-000262,-0.002129364240743064
ACH-000263,-0.493293029981383
ACH-000264,-0.2351996178390895
ACH-000265,-0.07730908724728314
ACH-000266,-0.17063872233555707
ACH-000272,-0.16425765673976206
ACH-000274,-0.18125337732781066
ACH-000277,-0.0970501483056538
ACH-000278,-0.08167314948035681
ACH-000279,-0.22547738658759106
ACH-000280,-0.27455154513261604
ACH-000281,-0.2087125177946044
ACH-000288,-0.2561976835810025
ACH-000291,-0.18484192697317373
ACH-000293,-0.054255647380104265
ACH-000294,-0.015683942642321126
ACH-000295,-0.2443435827796745
ACH-000296,-0.22495825678536624
ACH-000302,-0.1911726952959613
ACH-000304,-0.07659664994231191
ACH-000307,-0.2323529200155051
ACH-000308,-0.13205019495394965
ACH-000310,-0.23686891231313584
ACH-000311,-0.2370276032325232
ACH-000312,-0.2759804727162783
ACH-000315,-0.16695734770587653
ACH-000316,-0.1061881793428647
ACH-000317,0.12031483644756533
ACH-000318,-0.2377662438128945
ACH-000319,-0.18824712020953085
ACH-000320,-0.09473757768399088
ACH-000322,-0.17631288192574873
ACH-000323,-0.36093265977290856
ACH-000324,-0.15982675612198147
ACH-000329,-0.2201218714528825
ACH-000330,-0.07921483653604806
ACH-000331,-0.05169197224992495
ACH-000332,-0.024201501360475785
ACH-000334,-0.35410309950541
ACH-000335,0.005988471611473521
ACH-000336,-0.18259653821912414
ACH-000337,-0.4971804342942264
ACH-000338,0.0688897866244938
ACH-000339,-0.14422441810858405
ACH-000341,-0.023503209580393012
ACH-000348,-0.14984699413974348
ACH-000350,-0.08906275377966986
ACH-000352,-0.08318642464782454
ACH-000356,-0.058410293195803716
ACH-000361,-0.012564638639750363
ACH-000362,-0.11494317300030504
ACH-000363,-0.2431338125651332
ACH-000364,-0.0721143645000358
ACH-000365,-0.19828573587476556
ACH-000366,-0.07043596860617697
ACH-000368,0.0658925090443489
ACH-000374,-0.14627250946500753
ACH-000375,0.02453478324632993
ACH-000376,-0.09896724303536912
ACH-000381,-0.0690006152728088
ACH-000383,-0.2071132354895047
ACH-000387,-0.13068930572665174
ACH-000389,-0.02172974630099592
ACH-000390,-0.15606685994025138
ACH-000393,-0.08247534088936102
ACH-000395,-0.19985323223272156
ACH-000396,-0.1305631731937299
ACH-000397,-0.00955044367054394
ACH-000401,-0.07544966145537611
ACH-000402,-0.041102039765397405
ACH-000403,-0.08679553313098527
ACH-000404,-0.044124888929539134
ACH-000406,-0.22307105336278427
ACH-000407,-0.2184473539623128
ACH-000408,-0.06575068374137165
ACH-000410,-0.0491800643166892
ACH-000411,-0.2550700647166632
ACH-000414,-0.08630400131690827
ACH-000415,-0.22593340581512306
ACH-000416,-0.20258750414258414
