,MIXL1 (83881)
ACH-000004,-0.07061981750882798
ACH-000005,0.12084134307181207
ACH-000007,-0.016774179669193364
ACH-000009,0.05281217921802325
ACH-000011,0.011798786727884132
ACH-000012,0.22027396644161346
ACH-000013,0.09530001598821967
ACH-000014,0.13518775725005566
ACH-000015,0.11544342925867215
ACH-000017,0.08800652622532337
ACH-000018,0.20227259170290865
ACH-000019,0.1358880424449341
ACH-000021,0.02851857233182057
ACH-000022,0.006559906165848883
ACH-000025,0.02500718586971339
ACH-000028,0.17902175057750094
ACH-000030,-0.0008475087863777395
ACH-000035,0.1869804094965043
ACH-000036,0.11083240593472317
ACH-000037,0.15130891031506888
ACH-000039,0.029387776858096737
ACH-000040,0.1431315224275086
ACH-000041,0.1989439389868041
ACH-000042,0.09507752635693256
ACH-000045,0.11407799935973878
ACH-000047,0.10757919978269072
ACH-000052,0.14965473287770828
ACH-000053,0.11249901072864314
ACH-000054,-0.036647833275878235
ACH-000055,-0.0949143499092866
ACH-000060,0.07247895274206002
ACH-000067,-0.04468778115533121
ACH-000070,-0.18728243824207674
ACH-000075,-0.14453541924109295
ACH-000078,0.07462758407963667
ACH-000082,0.10662131037475923
ACH-000085,0.03837876920102005
ACH-000086,0.013126757662691366
ACH-000087,0.2561123496783413
ACH-000092,0.05955291482097776
ACH-000095,0.0140256818006745
ACH-000097,0.15618042147046435
ACH-000098,-0.044882710504754585
ACH-000099,0.012726488360240736
ACH-000108,0.12935201731605378
ACH-000113,-0.0030552811129478732
ACH-000116,-0.08843683166574096
ACH-000118,0.11210747878255918
ACH-000120,-0.021566485263094026
ACH-000123,0.08360014609032518
ACH-000127,0.06973259122815621
ACH-000128,0.043533259399970575
ACH-000132,-0.05588982819747365
ACH-000133,0.21881905200073767
ACH-000137,0.09765255797336307
ACH-000138,0.11974419403210093
ACH-000142,0.043260654356355684
ACH-000143,0.03358620807967351
ACH-000146,-0.007754584266746845
ACH-000148,0.02940627740210195
ACH-000150,0.04466566481275613
ACH-000152,0.08160574109436806
ACH-000153,0.2099794130582732
ACH-000159,0.12350281338780185
ACH-000160,0.16101167348881024
ACH-000163,0.05180258776726325
ACH-000167,-0.03767170213286356
ACH-000168,0.07203865852485035
ACH-000169,0.04259569107800708
ACH-000178,0.17979141635144186
ACH-000183,0.11503736092833372
ACH-000188,0.09617520282336428
ACH-000189,-0.11811510098679615
ACH-000190,-0.11415729246960656
ACH-000198,0.003507421004970669
ACH-000203,0.17839169030508434
ACH-000204,-0.0692532131104227
ACH-000206,0.3011483811097358
ACH-000207,0.11914858235565146
ACH-000208,-0.272222055080736
ACH-000210,0.03348649796207643
ACH-000211,0.08922068932399392
ACH-000215,0.040236728483503466
ACH-000221,0.23811941656367544
ACH-000222,0.21406049205625916
ACH-000223,0.04841556304994828
ACH-000226,0.047430583115098915
ACH-000227,0.0844613605949667
ACH-000228,0.004304461874744619
ACH-000231,0.106162009746897
ACH-000232,0.15437666619419815
ACH-000233,-0.009906185721497478
ACH-000234,0.033356056924444516
ACH-000235,0.0374456359713899
ACH-000237,0.08368284327846752
ACH-000238,-0.003420304735416596
ACH-000242,0.035331359743900545
ACH-000243,0.10186444904610366
ACH-000244,0.026968215561082854
ACH-000246,-0.011561949852548685
ACH-000248,0.19246904421702815
ACH-000250,0.1520726318689193
ACH-000251,-0.046501542945333096
ACH-000252,0.14549144985561105
ACH-000253,0.06672665715272537
ACH-000255,0.03061368420318923
ACH-000256,0.04580186013704248
ACH-000257,-0.08509474783038116
ACH-000258,0.31194505097928943
