,TRMT10A (93587)
ACH-000004,0.03960926607858497
ACH-000005,-0.10146012157335976
ACH-000007,-0.05067225627521404
ACH-000009,-0.032290309160692955
ACH-000011,0.1060331045060378
ACH-000012,-0.0002604625413839607
ACH-000013,-0.07189763694766861
ACH-000014,0.012164327213205388
ACH-000015,-0.08119861172452764
ACH-000017,0.06991996212410308
ACH-000018,-0.17860332601865544
ACH-000019,-0.0076396528304698876
ACH-000021,-0.1282622176231087
ACH-000022,-0.2132655228733457
ACH-000025,0.07167146586544705
ACH-000028,0.051231975634826135
ACH-000030,0.004148209054293923
ACH-000035,-0.20012870973150398
ACH-000036,-0.15126146369510815
ACH-000037,-0.06860475644608688
ACH-000039,-0.14829767875588598
ACH-000040,0.12149734534679822
ACH-000041,-0.14441275944050394
ACH-000042,-0.0949847786460292
ACH-000045,0.14650343912227107
ACH-000047,-0.008414156782587712
ACH-000052,-0.1364415771302465
ACH-000053,0.06721933952503882
ACH-000054,0.05877636419323778
ACH-000055,-0.03008989679684232
ACH-000060,0.004646086901536551
ACH-000067,-0.2257172088244416
ACH-000070,-0.07346301808084486
ACH-000075,0.09906325378027253
ACH-000078,-0.003930842129956052
ACH-000082,0.011764520459169493
ACH-000085,-0.12071850551449448
ACH-000086,0.032523045829747986
ACH-000087,0.10469938450515698
ACH-000092,-0.020179583888598716
ACH-000095,-0.2611883061091673
ACH-000097,0.04358971466344035
ACH-000098,-0.08333774161656192
ACH-000099,0.011007408883580587
ACH-000108,0.043953176067148714
ACH-000113,-0.0429662004584329
ACH-000116,-0.15161089384248466
ACH-000118,0.10667947851207353
ACH-000120,-0.07297697125437361
ACH-000123,-0.08587469792612254
ACH-000127,-0.20127904496208227
ACH-000128,0.01372634749867825
ACH-000132,-0.22307242368516067
ACH-000133,-0.0070934785112464595
ACH-000137,0.1487757679284411
ACH-000138,-0.018942346510435186
ACH-000142,-0.2752718402516273
ACH-000143,-0.21208609156376806
ACH-000146,-0.009654327418995176
ACH-000148,-0.0003721337250925552
ACH-000150,-0.0957150544181586
ACH-000152,-0.010026487213160459
ACH-000153,-0.08554184265948281
ACH-000159,-0.024918848087353115
ACH-000160,-0.1531158891582784
ACH-000163,0.0053583802528268405
ACH-000167,-0.1832377096942332
ACH-000168,0.13279993577574828
ACH-000169,-0.08339790877438738
ACH-000178,-0.08319075605038986
ACH-000183,-0.03423335046998475
ACH-000188,-0.05998156900726063
ACH-000189,-0.2644686851793784
ACH-000190,-0.07632856953519221
ACH-000198,0.16464940690913926
ACH-000203,-0.16951379587468465
ACH-000204,-0.0974223425122578
ACH-000206,0.12510686022472856
ACH-000207,0.01904083551451964
ACH-000208,-0.07527006668586841
ACH-000210,0.2964204032989759
ACH-000211,-0.013361895722332082
ACH-000215,-0.03465876828820518
ACH-000221,-0.13371090545721262
ACH-000222,0.10062584004424664
ACH-000223,-0.14097625201680472
ACH-000226,0.05247144049550682
ACH-000227,0.06249921229419915
ACH-000228,0.001054745912359866
ACH-000231,-0.0530565806879339
ACH-000232,0.02619645818388881
ACH-000233,-0.12315755321681802
ACH-000234,0.11470757789536898
ACH-000235,0.05810421971357635
ACH-000237,-0.017836020994629727
ACH-000238,-0.02069992979737481
ACH-000242,-0.12420727917513545
ACH-000243,0.001941450766661505
ACH-000244,-0.047044664544681015
ACH-000246,0.042118706466208966
ACH-000248,-0.007538912126287095
ACH-000250,0.05492098238020432
ACH-000251,-0.009486128752071258
ACH-000252,-0.1330369911917556
ACH-000253,-0.1220163986956091
ACH-000255,0.006345761937448556
ACH-000256,0.09763972309831168
ACH-000257,0.007363908940559652
ACH-000258,-0.01328269054376122
ACH-000259,0.021156270110826804
ACH-000260,-0.021806569626060132
ACH-000261,0.10862896660328904
ACH-000262,0.006125397818247916
ACH-000263,0.11077676389168828
ACH-000264,-0.01891478721813316
ACH-000265,-0.15851833647161045
ACH-000266,-0.0919579880677014
ACH-000272,-0.028613705767436107
ACH-000274,0.10574602707850553
ACH-000277,0.02601695029114488
ACH-000278,-0.013427918135860441
ACH-000279,-0.0664866610328562
ACH-000280,0.0403602616249098
ACH-000281,-0.14640685075205165
ACH-000288,-0.0796347875972522
ACH-000291,-0.2637925363220485
ACH-000293,-0.019090556637872173
ACH-000294,0.058572520767180065
ACH-000295,0.19757294779814472
ACH-000296,0.08056602010571759
ACH-000302,-0.1541585840456511
ACH-000304,0.007587899177942616
ACH-000307,0.012728652706599564
ACH-000308,0.033894496753670365
ACH-000310,-0.006971551727895439
ACH-000311,0.028207756125245613
ACH-000312,0.017959660568147892
ACH-000315,-0.036575244064874085
ACH-000316,0.16820902771865187
ACH-000317,-0.023447996990423957
ACH-000318,-0.056979210080402284
ACH-000319,-0.03632121717654725
ACH-000320,-0.1833675256585704
ACH-000322,-0.06938738478970727
ACH-000323,-0.048695614770093584
ACH-000324,-0.11846174022417133
ACH-000329,0.02509663394956432
ACH-000330,0.014018660606584092
ACH-000331,-0.06170973505506281
ACH-000332,0.009365206373705802
ACH-000334,0.04199901321016348
ACH-000335,0.15678048042371853
ACH-000336,-0.19128068705089668
ACH-000337,-0.1945393991764943
ACH-000338,-0.5877095777216682
ACH-000339,-0.02939149653845906
ACH-000341,0.1713293401603322
ACH-000348,-0.015340790930334197
ACH-000350,0.004355379791818282
ACH-000352,-0.1630866264223068
ACH-000356,-0.08049760022535697
ACH-000361,0.01953895266435093
ACH-000362,0.03928249511553407
ACH-000363,0.016855043787508024
ACH-000364,0.015356729454156191
ACH-000365,0.03164084907508661
ACH-000366,-0.07424246742393441
ACH-000368,-0.027863629108075272
ACH-000374,-0.2084992389607254
ACH-000375,-0.05008234665899077
ACH-000376,0.0033562174954738268
ACH-000381,-0.12185108313380365
ACH-000383,-0.002094173891685688
ACH-000387,0.01689282381577654
ACH-000389,0.12525396647734113
ACH-000390,-0.2352501757443721
ACH-000393,0.02068513225184154
ACH-000395,-0.06062791078723729
ACH-000396,0.02248797540791291
ACH-000397,-0.0906709110792512
ACH-000401,0.011356461529305842
ACH-000402,0.08849977982470619
ACH-000403,-0.00033354963054474715
ACH-000404,-0.030467388256735232
ACH-000406,0.012193957297565429
ACH-000407,-0.05281577993598378
ACH-000408,-0.18728905739020235
ACH-000410,-0.04061564779933808
ACH-000411,-0.03364358146065663
ACH-000414,0.04545040357957926
ACH-000415,-0.04323522701805018
ACH-000416,-0.06812873708131549
ACH-000420,-0.10645551690272327
ACH-000421,-0.011510527857843523
ACH-000424,-0.02805517678331973
ACH-000425,-0.07206918118428615
ACH-000426,-0.014825968235736068
ACH-000427,-0.0567229415176484
ACH-000433,-0.11441282037438576
ACH-000435,-0.2230295613475283
ACH-000436,0.1683028630419289
ACH-000444,0.13461465588624838
ACH-000445,-0.01948444195626861
ACH-000448,-0.0054083202926240356
ACH-000450,0.2593942224153372
ACH-000452,-0.08299713439666069
ACH-000454,-0.2556560449443573
ACH-000458,-0.16808864013220973
ACH-000459,0.14129249302798533
ACH-000460,-0.2016611600737279
ACH-000461,0.03696221996552927
ACH-000463,-0.17586648662096405
ACH-000464,-0.027126644661329368
ACH-000466,-0.060149032106503915
ACH-000467,0.05259129923925625
ACH-000468,-0.0772496096207075
ACH-000469,0.06660838892779843
ACH-000470,-0.05086736670033856
ACH-000471,0.02614485254752278
ACH-000472,0.019668344997323298
ACH-000473,-0.1432550928603369
ACH-000475,0.022921848888550454
ACH-000476,0.0187196335284873
ACH-000477,0.05772431602946045
ACH-000479,-0.11305710109249208
ACH-000480,-0.19133514986769
ACH-000481,-0.06284912898459621
ACH-000483,0.06703663899352398
ACH-000484,-0.028152515850847742
ACH-000485,-0.04321387856341784
ACH-000486,-0.04424409908638137
ACH-000487,-0.2477935521995365
ACH-000488,-0.3414763846875205
ACH-000490,-0.06082413179517415
ACH-000491,0.027790859442534614
ACH-000495,0.25735695307848866
ACH-000496,-0.03679524285225172
ACH-000499,-0.03620843488956894
ACH-000500,0.17909288112684632
ACH-000502,-0.013920192091304956
ACH-000503,0.1226608766881451
ACH-000505,-0.025453090053651626
ACH-000507,-0.33737784441455243
ACH-000510,-0.07748971040467861
ACH-000511,-0.10451313258180643
ACH-000512,0.18100237598372154
ACH-000516,0.06874012638681852
ACH-000517,-0.04042572883551706
ACH-000518,0.029585273492693506
ACH-000520,0.051103241504817314
ACH-000521,0.1236582818156399
ACH-000522,-0.0431194856238518
ACH-000524,-0.03338486158217702
ACH-000527,-0.055272054075177386
ACH-000528,-0.012955350186688523
ACH-000537,-0.05136651725261252
ACH-000541,-0.0311103387602031
ACH-000542,0.06351447423779931
ACH-000544,-0.3757493828173454
ACH-000545,-0.1590752786892641
ACH-000547,-0.09612169502131312
ACH-000548,0.040115947650824615
ACH-000549,-0.23666864897839002
ACH-000550,-0.1476087321767645
ACH-000552,-0.07687938903199329
ACH-000556,-0.10335372020288967
ACH-000557,0.13526489325366298
ACH-000569,0.039280087566341576
ACH-000570,-0.046848122264172655
ACH-000571,0.036827415075445895
ACH-000573,0.022671317160707284
ACH-000576,0.14329624303036506
ACH-000579,0.043941837007998384
ACH-000580,-0.05969724228281359
ACH-000584,0.008697733632183915
ACH-000585,-0.032578222335118256
ACH-000588,-0.08250734756997438
ACH-000589,-0.04851438226090092
ACH-000591,-0.11213039845891104
ACH-000593,-0.20388800847172256
ACH-000600,-0.07335276322423286
ACH-000601,-0.03885831077213494
ACH-000605,0.06406273558064511
ACH-000606,-0.222065670079674
ACH-000608,0.05065728234285829
ACH-000614,-0.06503965980139546
ACH-000616,-0.16290537911845476
ACH-000618,-0.17137132433391386
ACH-000619,-0.1025591389826328
ACH-000620,0.11125067660744704
ACH-000621,0.008045897209466519
ACH-000622,-0.07308803539730623
ACH-000623,-0.07152267486228969
ACH-000624,-0.038865319547309485
ACH-000627,-0.01652059945846672
ACH-000630,-0.21497642244860846
ACH-000631,-0.27716395953329176
ACH-000632,-0.016761638172618096
ACH-000633,-0.00723446197012793
ACH-000637,-0.010536074634903674
ACH-000638,-0.03683695567206277
ACH-000646,-0.1938159127741222
ACH-000647,-0.01725728740343688
ACH-000648,-0.0656766360656196
ACH-000649,-0.07076084316428435
ACH-000651,-0.5718468772309712
ACH-000652,-0.019660939424844592
ACH-000653,0.10175870988667528
ACH-000657,-0.029304325797155507
ACH-000658,0.0312051197458853
ACH-000661,-0.08595507165280236
ACH-000662,-0.1338484383654201
ACH-000663,-0.016122074170422683
ACH-000665,-0.0962300212265607
ACH-000671,-0.04031657065420653
ACH-000672,-0.04655304973090742
ACH-000673,-0.12049221917312315
ACH-000676,-0.05021726415821184
ACH-000677,-0.16127628890041318
ACH-000681,-0.059740996868843176
ACH-000683,-0.03530401320752074
ACH-000684,0.01970930321248096
ACH-000688,0.188005288468336
ACH-000693,-0.24854137671331036
ACH-000694,-0.15055906245198392
ACH-000695,-0.11319377614608722
ACH-000696,0.014969584234967885
ACH-000697,-0.030940229112482717
ACH-000699,-0.018787746651056737
ACH-000701,-0.03735744273789919
ACH-000706,0.056099387948696185
ACH-000711,0.05048408129723557
ACH-000713,-0.12735580400710378
ACH-000714,0.1625896570204088
ACH-000718,0.03351042608565721
ACH-000720,-0.1875870550909127
ACH-000721,0.012426829473770022
ACH-000724,-0.07873641898558592
ACH-000725,0.016624229113086975
ACH-000732,-0.08080692538843988
ACH-000734,-0.05862820952866634
ACH-000735,-0.0013040783913079806
ACH-000736,0.02474769273252068
ACH-000738,0.08732581431586918
ACH-000746,-0.11956721084684638
ACH-000747,0.095073801579333
ACH-000748,-0.0212776664714934
ACH-000753,-0.05061298814613042
ACH-000756,-0.05257926445525952
ACH-000757,0.17553835774038132
ACH-000758,-0.03044363515289024
ACH-000760,-0.18188144886977928
ACH-000762,-0.17454833040395082
ACH-000763,0.12049750177997175
ACH-000764,-0.4822457778975823
ACH-000765,-0.0919017422231199
ACH-000766,0.07152019086248942
ACH-000767,-0.013268183994090785
ACH-000768,-0.02805048755050699
ACH-000769,-0.3007796413352704
ACH-000770,0.0790435106089996
ACH-000771,-0.04680512025387934
ACH-000773,0.15077058791008385
ACH-000776,-0.1998894088045209
ACH-000777,-0.07968726454859751
ACH-000778,0.003658070671856255
ACH-000781,-0.04730283887981486
ACH-000782,0.13195738508937674
ACH-000783,0.03387689967293603
ACH-000784,-0.21712851492558768
ACH-000785,0.029982559743415
ACH-000787,-0.1661261631684908
ACH-000788,0.0355635416746541
ACH-000791,-0.03917840039881376
ACH-000792,0.02099857851716512
ACH-000794,-0.10092879849441083
ACH-000796,0.0351923451980682
ACH-000798,-0.20359255262294698
ACH-000799,-0.10551019181087766
ACH-000800,-0.05031095598057186
ACH-000802,-0.10426174257677846
ACH-000804,-0.15370371359819826
ACH-000805,-0.07425904272047311
ACH-000809,-0.006472996623511353
ACH-000810,0.10034997506016384
ACH-000811,-0.06121595345943277
ACH-000817,-0.06857317528800236
ACH-000819,0.07074434513912356
ACH-000820,-0.07337735366607047
ACH-000821,0.03386314672640872
ACH-000822,0.04369943424346444
ACH-000823,-0.16312253388779838
ACH-000824,-0.04390073683356145
ACH-000827,-0.07001455272003126
ACH-000829,-0.006776836150982661
ACH-000831,-0.029848023166804714
ACH-000832,-0.004456455596111124
ACH-000833,0.06429101366902272
ACH-000834,-0.0316324387040302
ACH-000835,-0.0429249191537214
ACH-000836,-0.22309272994590995
ACH-000837,-0.05397772152104939
ACH-000838,0.013231127890667846
ACH-000839,-0.16317755642452444
ACH-000840,-0.19254081411547275
ACH-000841,0.08355321948295702
ACH-000843,-0.10696935344284292
ACH-000846,0.04865017752419213
