,CDA (978)
ACH-000004,0.0019416608755114925
ACH-000005,0.05949819350206684
ACH-000007,0.3051064376236594
ACH-000009,-0.2070951759648553
ACH-000011,0.00688761036226923
ACH-000012,-0.1573843167808055
ACH-000013,-0.1553660391233852
ACH-000014,-0.1927405908863576
ACH-000015,0.025621276187900145
ACH-000017,0.019833550631525587
ACH-000018,-0.06603400312775777
ACH-000019,-0.1583135860922657
ACH-000021,-0.02665658824620092
ACH-000022,-0.18555399576454026
ACH-000025,0.033293994796630304
ACH-000028,-0.0891601663891712
ACH-000030,-0.016969696541418354
ACH-000035,-0.10560181158467882
ACH-000036,0.041290369549366976
ACH-000037,-0.04443518911445307
ACH-000039,-0.06305657553462987
ACH-000040,-0.15719669056901733
ACH-000041,0.00553641379546438
ACH-000042,-0.03675867189514704
ACH-000045,-0.05552457219282243
ACH-000047,-0.10206436109088546
ACH-000052,-0.2316142703620933
ACH-000053,-0.08873545497403681
ACH-000054,-0.1482433879768507
ACH-000055,-0.13512085502431834
ACH-000060,0.05615043826811345
ACH-000067,-0.0458682670319231
ACH-000070,-0.010829416505855208
ACH-000075,0.012285060466343605
ACH-000078,-0.10629521047059734
ACH-000082,-0.03782870528109728
ACH-000085,0.0236122684400239
ACH-000086,-0.017238038488368964
ACH-000087,-0.1703928073050223
ACH-000092,-0.0761565974191149
ACH-000095,-0.08674724625822915
ACH-000097,-0.18811335115118266
ACH-000098,-0.14430020863181398
ACH-000099,-0.05814325710456305
ACH-000108,-0.02396433100997961
ACH-000113,-0.06994745446542032
ACH-000116,0.024571650829328103
ACH-000118,0.02431128328579976
ACH-000120,-0.1940222755027048
ACH-000123,-0.10308306768280412
ACH-000127,-0.0030405909105722644
ACH-000128,-0.14130799809552347
ACH-000132,-0.06794065759763768
ACH-000133,-0.03877881341440121
ACH-000137,-0.061275345787677925
ACH-000138,-0.06275348552295268
ACH-000142,-0.015714782399877354
ACH-000143,0.032201211793336744
ACH-000146,-0.09019185156544056
ACH-000148,-0.07380378219847843
ACH-000150,-0.2464334357169711
ACH-000152,-0.0051168250166185114
ACH-000153,-0.3354639370875597
ACH-000159,-0.15506630792575482
ACH-000160,-0.013612311366011822
ACH-000163,0.004345691490469205
ACH-000167,-0.25600043066441497
ACH-000168,-0.03831309090946666
ACH-000169,-0.02638588889380289
ACH-000178,-0.0695456312612804
ACH-000183,-0.11797746042738255
ACH-000188,0.027093931152808868
ACH-000189,-0.3026775126873568
ACH-000190,0.009309155697649372
ACH-000198,-0.10214978440168383
ACH-000203,-0.2621329270573384
ACH-000204,-0.17941821027839533
ACH-000206,0.0260092966149486
ACH-000207,-0.08610584486308255
ACH-000208,-0.06510466685217885
ACH-000210,-0.2541033079381769
ACH-000211,-0.026448767371290267
ACH-000215,-0.16503271352295393
ACH-000221,0.034203673776211384
ACH-000222,-0.11736297064169675
ACH-000223,-0.024923663851887486
ACH-000226,0.10625153810310617
ACH-000227,-0.011628476401093352
ACH-000228,0.14929092623917714
ACH-000231,0.03447044007471274
ACH-000232,0.053106063261870035
ACH-000233,-0.16801046110602513
ACH-000234,-0.13384634531341918
ACH-000235,-0.052235649980218485
ACH-000237,-0.050633650064154635
ACH-000238,-0.09198235992198707
ACH-000242,-0.7253909419611236
ACH-000243,0.007354226783994821
ACH-000244,0.06557251712811528
ACH-000246,-0.07911778207577637
ACH-000248,0.037674261654808285
ACH-000250,-0.0847844858211588
ACH-000251,-0.18232414002937689
ACH-000252,-0.13021943757223658
ACH-000253,0.06534837806598329
ACH-000255,-0.06451019829460017
ACH-000256,-0.15185856592530875
ACH-000257,-0.18335445700813105
ACH-000258,0.024835567972102016
ACH-000259,-0.07018548102490925
ACH-000260,-0.0783337926591567
ACH-000261,0.006540492664560189
ACH-000262,-0.06428710297357282
ACH-000263,0.0163831421589965
ACH-000264,0.038426409349143584
ACH-000265,-0.04373018195134296
ACH-000266,-0.06257486583955686
ACH-000272,-0.018245576292492263
ACH-000274,-0.17480887384212526
ACH-000277,0.018832891707173626
ACH-000278,-0.0788901125366323
ACH-000279,-0.12725017381802786
ACH-000280,-0.0021745934199038095
ACH-000281,-0.1770008267789578
ACH-000288,-0.2194522630030513
ACH-000291,-0.003811585119582304
ACH-000293,-0.047588772930853146
ACH-000294,-0.2625197932256417
ACH-000295,0.05527670474072634
ACH-000296,-0.1449802824701149
ACH-000302,-0.06682293919701568
ACH-000304,-0.07306717671607023
ACH-000307,-0.12108888706036322
ACH-000308,-0.007592159357576685
ACH-000310,0.018058721603371037
ACH-000311,-0.18159212554918056
ACH-000312,-0.1480150591441182
ACH-000315,-0.11273323247304445
ACH-000316,-0.15881899776191902
ACH-000317,-0.06525891358393153
ACH-000318,-0.01066841592903849
ACH-000319,0.030606870594875775
ACH-000320,0.01999362782896754
ACH-000322,0.06584222790050599
ACH-000323,-0.15238156932289956
ACH-000324,-0.12020831886607015
ACH-000329,-0.15561669809738166
ACH-000330,0.07210935021598387
ACH-000331,-0.035196601050132816
ACH-000332,-0.10018952288139957
ACH-000334,-0.053173028097733735
ACH-000335,-0.07992405049313966
ACH-000336,-0.2798294533216781
ACH-000337,-0.2778623145263659
ACH-000338,-0.336484992496079
ACH-000339,-0.012326563543535559
ACH-000341,-0.17497821212023687
ACH-000348,0.004559217567629505
ACH-000350,-0.08628418488190487
ACH-000352,0.021303393896010568
ACH-000356,-0.007161524040784655
ACH-000361,-0.04040693444972745
ACH-000362,-0.13520548289848938
ACH-000363,-0.07200394602221492
ACH-000364,-0.10867709141073507
ACH-000365,-0.04940634235328521
ACH-000366,-0.1690216405114481
ACH-000368,-0.1226068417071636
ACH-000374,-0.09324210625585504
ACH-000375,-0.07240247542110988
ACH-000376,-0.23020560538758664
ACH-000381,0.1035705410512264
ACH-000383,-0.06659112480083954
ACH-000387,-0.06954031890758675
ACH-000389,-0.05781837812780509
ACH-000390,-0.08861268072358165
ACH-000393,-0.180335266459982
ACH-000395,-0.004006620287082799
ACH-000396,0.061050710002239016
ACH-000397,0.02601956237955689
ACH-000401,-0.12399245672704726
ACH-000402,-0.1396139513587686
ACH-000403,-0.03821667202034625
ACH-000404,0.00048349999884148915
ACH-000406,-0.08685161033535585
ACH-000407,0.002373740269735325
ACH-000408,0.0490012035781325
ACH-000410,0.029603379523130562
ACH-000411,-0.1006712652536378
ACH-000414,0.016499110858744656
ACH-000415,0.006046134516109414
ACH-000416,-0.04445634925781397
ACH-000420,0.038101490833546005
ACH-000421,0.001815294224296084
ACH-000424,-0.11363985943745933
ACH-000425,-0.06095422105335989
ACH-000426,0.09192306732484007
ACH-000427,0.0838690763804465
ACH-000433,-0.027250071017355174
ACH-000435,0.0350154444476042
ACH-000436,-0.08759341048045469
ACH-000444,0.07478606820629663
ACH-000445,-0.08240390238426147
ACH-000448,0.08901643928094613
ACH-000450,-0.18908337311861534
ACH-000452,0.049986821156832166
ACH-000454,-0.15660439947534915
ACH-000458,-0.05614202593545505
ACH-000459,-0.00494689215394934
ACH-000460,0.0302302427316052
ACH-000461,-0.012427996702623498
ACH-000463,-0.13245731579863124
ACH-000464,0.07672259918262421
ACH-000466,0.06723771673692558
ACH-000467,-0.05323352009563834
ACH-000468,-0.013498100246306472
ACH-000469,0.014862441906247904
ACH-000470,-0.17727325810361586
ACH-000471,-0.030402283936577425
ACH-000472,-0.061826924268216565
ACH-000473,-0.024222775408305957
ACH-000475,0.015099698780105057
ACH-000476,0.044713906532742466
ACH-000477,-0.11948358037585935
ACH-000479,0.0868527461803417
ACH-000480,-0.04539815774266099
ACH-000481,0.050611900204375525
ACH-000483,-0.1808025264525114
ACH-000484,0.0021827727589788593
ACH-000485,-0.14003617622147774
ACH-000486,0.040926821298487084
ACH-000487,-0.13265606781413264
ACH-000488,-0.0016790544430897087
ACH-000490,-0.02507652247120413
ACH-000491,-0.16373296109439742
ACH-000495,0.14589647865513372
ACH-000496,-0.19696497584423248
ACH-000499,-0.11799177321454893
ACH-000500,0.4581983159495693
ACH-000502,-0.02610408286124969
ACH-000503,-0.17999447776564906
ACH-000505,-0.07075775134526686
ACH-000507,-0.029430996158322342
ACH-000510,-0.05010193179029744
ACH-000511,-0.07601808555080036
ACH-000512,0.21331004370186374
ACH-000516,-0.06262359928956593
