,MIS18BP1 (55320)
ACH-000004,-0.9843129186012396
ACH-000005,-0.7199237471532286
ACH-000007,-0.7516386535620402
ACH-000009,-0.9912179586570966
ACH-000011,-1.1636634935522767
ACH-000012,-0.8097691946370206
ACH-000013,-1.032847870853635
ACH-000014,-0.9097830892859936
ACH-000015,-0.905814325713791
ACH-000017,-0.8554704726655891
ACH-000018,-1.0611373366747163
ACH-000019,-0.7953669405542478
ACH-000021,-0.814417966989383
ACH-000022,-0.8787968024067953
ACH-000025,-0.8693373124388186
ACH-000028,-0.7944126577990649
ACH-000030,-0.94646007450267
ACH-000035,-1.1005919000115671
ACH-000036,-0.9422451686281896
ACH-000037,-0.9491144750801841
ACH-000039,-0.9969805354657374
ACH-000040,-1.0009782838025358
ACH-000041,-1.0253155960453766
ACH-000042,-0.9210497208337356
ACH-000045,-1.0758055902038388
ACH-000047,-1.0148747924614698
ACH-000052,-1.17837888312691
ACH-000053,-0.7904112104523816
ACH-000054,-0.9725528025051596
ACH-000055,-0.7871453201526009
ACH-000060,-0.8316134650497461
ACH-000067,-1.065586617978095
ACH-000070,-1.204727494039415
ACH-000075,-1.1189389768315547
ACH-000078,-0.9045748656480028
ACH-000082,-0.8559966436973454
ACH-000085,-1.1004544624793449
ACH-000086,-0.9309914375718152
ACH-000087,-1.2141585374667596
ACH-000092,-0.9352378981248202
ACH-000095,-0.8582442049830692
ACH-000097,-0.9960923086911232
ACH-000098,-1.132020985170133
ACH-000099,-0.7540285526268236
ACH-000108,-1.0910712184910976
ACH-000113,-1.016498886490505
ACH-000116,-1.0361577505487265
ACH-000118,-0.8761136307484827
ACH-000120,-0.7257373145115019
ACH-000123,-0.8394178902676581
ACH-000127,-0.8314177161726456
ACH-000128,-0.8790045138820656
ACH-000132,-0.8359453676618567
ACH-000133,-1.076941681903625
ACH-000137,-1.0968588129044368
ACH-000138,-0.9096306376966724
ACH-000142,-0.89908414149233
ACH-000143,-1.1176763210210174
ACH-000146,-0.8709899447726684
ACH-000148,-1.0614653489866948
ACH-000150,-0.9555706226315828
ACH-000152,-1.0925574664757731
ACH-000153,-0.9322266233896758
ACH-000159,-0.9753595774585068
ACH-000160,-0.6362446194834899
ACH-000163,-0.9152752059291318
ACH-000167,-0.237874918396308
ACH-000168,-0.9838164015366836
ACH-000169,-1.06667432300904
ACH-000178,-0.9615064564248348
ACH-000183,-0.9419864527306354
ACH-000188,-0.8674782525986788
ACH-000189,-1.0661823051517123
ACH-000190,-0.5888511054780314
ACH-000198,-0.6678555204473078
ACH-000203,-0.852110688194838
ACH-000204,-0.7959379100292184
ACH-000206,-0.7213441651197905
ACH-000207,-0.6928642663588092
ACH-000208,-0.9709246731671828
ACH-000210,-1.0301482126450128
ACH-000211,-1.0060336694342753
ACH-000215,-1.072243578898866
ACH-000221,-1.162947242341855
ACH-000222,-0.9495729632875264
ACH-000223,-0.749576548966551
ACH-000226,-0.9519603036092636
ACH-000227,-0.7991424962044767
ACH-000228,-1.0478803532894505
ACH-000231,-0.98229027708244
ACH-000232,-0.9192924592657629
ACH-000233,-0.8288348413574749
ACH-000234,-0.647844429917474
ACH-000235,-0.7889173403313684
ACH-000237,-0.91053409541391
ACH-000238,-0.8825959018860274
ACH-000242,-1.154342413184409
ACH-000243,-0.9378704197834944
ACH-000244,-1.220054432602412
ACH-000246,-1.0020317634180729
ACH-000248,-0.9535350563150142
ACH-000250,-0.9501617401085388
ACH-000251,-0.540571685786414
ACH-000252,-1.1055373082451196
ACH-000253,-0.9151477763525532
ACH-000255,-1.0439880896877982
ACH-000256,-1.0241332577330184
ACH-000257,-0.9112298054848801
ACH-000258,-0.996607918653768
ACH-000259,-0.9987334878353528
ACH-000260,-0.9212242315264804
ACH-000261,-1.0875990433275944
ACH-000262,-1.070746910386661
ACH-000263,-1.132831724233099
ACH-000264,-0.7733704573323326
ACH-000265,-0.8708526016656223
ACH-000266,-0.9570470630477478
ACH-000272,-0.8918689760786579
ACH-000274,-0.8682422603756175
ACH-000277,-0.7653412200010253
ACH-000278,-1.0239656336869198
ACH-000279,-1.2520407810597012
ACH-000280,-0.9969333720839121
ACH-000281,-1.1142297861445398
ACH-000288,-1.0016701115719306
ACH-000291,-0.8176535723728982
ACH-000293,-0.7044522973188967
ACH-000294,-0.9462284471966704
ACH-000295,-1.2761253382335316
ACH-000296,-0.7441433723182628
ACH-000302,-0.8730713855352583
ACH-000304,-0.9447761525571844
ACH-000307,-1.000051451051806
ACH-000308,-0.9479538429704932
ACH-000310,-0.8644241471105321
ACH-000311,-0.926605598030087
ACH-000312,-1.020669203332002
ACH-000315,-0.7776987703928133
ACH-000316,-1.0746770018519654
ACH-000317,-1.2750585256126026
ACH-000318,-0.7999307873601079
ACH-000319,-0.7674100096108346
ACH-000320,-0.7972644094099989
ACH-000322,-1.0788489442065186
ACH-000323,-0.7116323004053156
ACH-000324,-0.9551913824589916
ACH-000329,-0.753105010898745
ACH-000330,-0.8845322851558942
ACH-000331,-1.0690943887963142
ACH-000332,-0.9195552455506724
ACH-000334,-0.5753521168581126
ACH-000335,-0.9104941073767582
ACH-000336,-0.8585323162690007
ACH-000337,-0.8708934664124284
ACH-000338,-0.887261348051163
ACH-000339,-0.9049578606013564
ACH-000341,-0.8790349509390349
ACH-000348,-0.7407836141766952
ACH-000350,-0.9905327676424284
ACH-000352,-0.6970696142370191
ACH-000356,-0.7737291339631763
ACH-000361,-0.9785328536983244
ACH-000362,-0.8849044411910443
ACH-000363,-0.7461108410521081
ACH-000364,-0.8378189395405411
ACH-000365,-0.7765294765195508
ACH-000366,-0.8896668263753685
ACH-000368,-1.175441395209467
ACH-000374,-0.8822540152887876
ACH-000375,-0.9606544899745902
ACH-000376,-0.9952206482352772
ACH-000381,-1.051420445750218
ACH-000383,-0.7127000490718839
ACH-000387,-1.2477584925273555
ACH-000389,-1.0435003546092636
ACH-000390,-0.9251262859872674
ACH-000393,-0.95043401511306
ACH-000395,-0.7738316560275271
ACH-000396,-0.6935165961939214
ACH-000397,-0.7902844620940453
ACH-000401,-1.0089704385810925
ACH-000402,-1.0046540691309778
ACH-000403,-1.1421819089643352
ACH-000404,-0.9939184226701212
ACH-000406,-0.973834588498414
ACH-000407,-0.8946192842961833
ACH-000408,-0.8526572988242005
ACH-000410,-0.8280265913159953
ACH-000411,-1.015598446387212
ACH-000414,-0.9906638244207748
ACH-000415,-0.8259873150501261
ACH-000416,-1.1697338741893233
ACH-000420,-0.8102888500001809
ACH-000421,-1.054249116659062
ACH-000424,-0.5809701870117879
ACH-000425,-0.9221528237529192
ACH-000426,-1.0464244019608664
ACH-000427,-0.6773810578077216
ACH-000433,-1.1709511400177646
ACH-000435,-1.0425814590272648
ACH-000436,-0.8390567859661238
ACH-000444,-0.8682469710855637
ACH-000445,-1.0759902405641113
ACH-000448,-0.9154418589753056
ACH-000450,-1.2130981051245209
ACH-000452,-1.031089416981297
ACH-000454,-0.8862895510129076
ACH-000458,-0.7916460928874091
ACH-000459,-1.012683884108205
ACH-000460,-0.8367459507984534
ACH-000461,-0.8661099769386241
ACH-000463,-0.8920824455988743
ACH-000464,-0.828658769269421
ACH-000466,-0.7635460503605714
ACH-000467,-1.0727886599487677
ACH-000468,-0.7203718943340064
ACH-000469,-0.8768767105513952
ACH-000470,-0.8746210467621941
ACH-000471,-0.961905552091022
ACH-000472,-0.9096639650701052
ACH-000473,-1.1375280491974726
ACH-000475,-0.8677473964564859
ACH-000476,-1.0673062972708018
ACH-000477,-1.011976936746248
ACH-000479,-1.1767892804663944
ACH-000480,-0.8126679889016295
ACH-000481,-0.8904270963001506
ACH-000483,-1.031948257826646
ACH-000484,-0.9108633905651048
ACH-000485,-0.7443811222084672
ACH-000486,-1.052037950339439
ACH-000487,-0.8805437152229261
ACH-000488,-0.8824209398502088
ACH-000490,-0.9247430237642722
ACH-000491,-0.7707813551668549
ACH-000495,-1.1954743166660091
ACH-000496,-0.7513001448572589
ACH-000499,-1.0913913807416702
ACH-000500,-1.047894777908626
ACH-000502,-0.910536234609347
ACH-000503,-0.8748954873938988
ACH-000505,-0.6602511859466558
ACH-000507,-0.8398504898682423
ACH-000510,-0.926387517860209
ACH-000511,-1.0706905804121332
ACH-000512,-1.0001451630073126
ACH-000516,-1.2097387166901388
ACH-000517,-0.8200167015410437
ACH-000518,-0.9412400679950144
ACH-000520,-1.0179061939435678
ACH-000521,-0.6809717511550375
ACH-000522,-0.8744157058477272
ACH-000524,-0.8588050170923345
ACH-000527,-0.928416065118794
ACH-000528,-0.9526600746792454
ACH-000537,-0.7610169290921759
ACH-000541,-1.1331243440024072
ACH-000542,-1.0046711334159584
ACH-000544,-0.9201554004988304
ACH-000545,-0.8003789893402798
ACH-000547,-1.222607843581408
ACH-000548,-0.9635621362142334
ACH-000549,-0.9115424531309736
ACH-000550,-0.9371174375693364
ACH-000552,-0.9258187625122304
ACH-000556,-0.9983380961685708
ACH-000557,-0.8450966333313015
ACH-000569,-0.9285549562661704
ACH-000570,-1.1371367522782283
ACH-000571,-0.7358189449258496
ACH-000573,-0.8435760056940679
ACH-000576,-0.8037802862242449
ACH-000579,-0.9498124382364964
ACH-000580,-0.9562639270175112
ACH-000584,-0.9454200149328016
ACH-000585,-0.9197643015170592
ACH-000588,-1.2328282287931118
ACH-000589,-1.1446303739971948
ACH-000591,-1.2086272916455083
ACH-000593,-0.7356931692892035
ACH-000600,-0.912889390838098
ACH-000601,-0.8183846012776681
ACH-000605,-0.9893501813537476
ACH-000606,-0.7895435754704003
ACH-000608,-0.6548627479034366
ACH-000614,-0.7442507522015298
ACH-000616,-0.9304985357734792
ACH-000618,-0.9034756989127176
ACH-000619,-0.8503317735065197
ACH-000620,-0.9500593150828937
ACH-000621,-0.7819281670569095
ACH-000622,-0.9485164496638046
ACH-000623,-1.2273504876517092
ACH-000624,-0.9031567520080452
ACH-000627,-1.0631802611513723
ACH-000630,-0.862957191722037
ACH-000631,-0.8444123429704177
ACH-000632,-1.056320017199923
ACH-000633,-0.8474418555681119
ACH-000637,-0.9701207504590018
ACH-000638,-0.690388647960093
ACH-000646,-0.7555361740310698
ACH-000647,-0.8724100930947414
ACH-000648,-1.0124464093298844
ACH-000649,-1.0832246031816066
ACH-000651,-0.9626693665168614
ACH-000652,-0.8625088333294312
ACH-000653,-0.8792898293410271
ACH-000657,-0.9590830115704922
ACH-000658,-0.8529281512121933
ACH-000661,-0.8669452309992388
ACH-000662,-0.6736394543301158
ACH-000663,-0.94807512432338
ACH-000665,-0.8821036423242643
ACH-000671,-0.8092690901823693
ACH-000672,-1.088185518100267
ACH-000673,-0.7450041710176272
ACH-000676,-0.7871264595306452
ACH-000677,-0.8842163746940556
ACH-000681,-1.0552274771388932
