,FAM160A2 (84067)
ACH-000004,-0.03072778932788428
ACH-000005,-0.2480091125394574
ACH-000007,0.08660798502788887
ACH-000009,0.1812330329018261
ACH-000011,0.19108791933147146
ACH-000012,0.0780984282617232
ACH-000013,0.18593769244840055
ACH-000014,0.09794310878241408
ACH-000015,0.11131364660488967
ACH-000017,0.2413857824379378
ACH-000018,-0.06134087138338822
ACH-000019,0.15409448555239671
ACH-000021,0.03157262379925383
ACH-000022,-0.0015047398952949954
ACH-000025,0.12936772778023534
ACH-000028,-0.0167804461050011
ACH-000030,-0.02105862955962135
ACH-000035,0.1436516754175523
ACH-000036,0.20626294624655486
ACH-000037,0.11353250186276585
ACH-000039,0.21743659181305008
ACH-000040,0.1766808402527877
ACH-000041,-0.026292674140453116
ACH-000042,0.03992495756261253
ACH-000045,0.14094862216189002
ACH-000047,0.1829336891110525
ACH-000052,0.03377829597045528
ACH-000053,0.08291757287145203
ACH-000054,0.09410042972887453
ACH-000055,0.1852760252293399
ACH-000060,0.061421517018942426
ACH-000067,-0.022464843322198738
ACH-000070,-0.036337296625687764
ACH-000075,0.07359768049941214
ACH-000078,-0.0865412112111764
ACH-000082,0.19792975709308788
ACH-000085,-0.06426160030164463
ACH-000086,-0.16184762273238548
ACH-000087,0.13355170183996154
ACH-000092,0.14346262573775992
ACH-000095,0.08832991025998217
ACH-000097,0.1486784473540165
ACH-000098,0.0641942238254152
ACH-000099,0.07594021410779536
ACH-000108,0.09004420303796996
ACH-000113,0.050453249465493386
ACH-000116,0.0008304945936200182
ACH-000118,0.17914152515235904
ACH-000120,0.17550897673770066
ACH-000123,0.11434528338702997
ACH-000127,0.11943833428297584
ACH-000128,0.05679487521169688
ACH-000132,0.16263990726381197
ACH-000133,0.15825371121291215
ACH-000137,0.12409180104781233
ACH-000138,0.05611106330540143
ACH-000142,0.14591559307402396
ACH-000143,0.02358673732823469
ACH-000146,0.08770103049209163
ACH-000148,0.09673310461785056
ACH-000150,0.16955762175284453
ACH-000152,0.022635052068607983
ACH-000153,-0.23997786892568734
ACH-000159,-0.009175708132970728
ACH-000160,0.02188740947535546
ACH-000163,0.1650576883909985
ACH-000167,0.4882391854879335
