,HTN3 (3347)
ACH-000004,0.11448673102654078
ACH-000005,-0.2353729269760805
ACH-000007,0.0663845822834723
ACH-000009,0.11446983642190213
ACH-000011,0.1275134598352537
ACH-000012,-0.02289024368518516
ACH-000013,0.17920169575788802
ACH-000014,0.11860875071387555
ACH-000015,0.03492442276720551
ACH-000017,0.04369720821209154
ACH-000018,0.02831339703367713
ACH-000019,-0.08141892233457464
ACH-000021,0.08229890560692144
ACH-000022,0.0340533275871321
ACH-000025,0.024266453353459037
ACH-000028,-4.005830486419486e-05
ACH-000030,0.03088932456166525
ACH-000035,0.1284892090488335
ACH-000036,0.13577107395122948
ACH-000037,0.11642858556718758
ACH-000039,0.05102478476433606
ACH-000040,0.0994205520532532
ACH-000041,0.07752645898489326
ACH-000042,0.092844108852235
ACH-000045,0.05240467824647944
ACH-000047,-0.01411306529675086
ACH-000052,0.09361377884181676
ACH-000053,0.031365675529068875
ACH-000054,0.026022214643574192
ACH-000055,0.1333868874469913
ACH-000060,0.0442183779274543
ACH-000067,0.14641866770271605
ACH-000070,0.0932531345065106
ACH-000075,-0.047557874573014886
ACH-000078,0.037851451575830204
ACH-000082,0.12346712023476515
ACH-000085,0.035088810150428515
ACH-000086,0.13931867584435007
ACH-000087,-0.015190010337051325
ACH-000092,0.10854728442405766
ACH-000095,0.02848935406169143
ACH-000097,0.008956478081520204
ACH-000098,-0.019321600661598957
ACH-000099,0.032280901639470304
ACH-000108,0.0705210650383659
ACH-000113,0.10970731439877693
ACH-000116,0.015115033334853869
ACH-000118,0.0782004980035885
ACH-000120,-0.028458208383200387
ACH-000123,-0.025723844147821414
ACH-000127,0.11944748996406745
ACH-000128,0.07577479770053319
ACH-000132,0.0224474175456191
ACH-000133,0.1126844590107576
ACH-000137,0.09004048571302634
ACH-000138,0.14194433380227606
ACH-000142,-0.001027217866239579
ACH-000143,0.01951484531132009
ACH-000146,0.06853614382323188
ACH-000148,0.06972864512837272
ACH-000150,0.06859787259388757
ACH-000152,0.044130356010750466
ACH-000153,0.04255226226851112
ACH-000159,0.06358691633758523
ACH-000160,0.02007359731034097
ACH-000163,0.02597450498734667
ACH-000167,0.036838757569247725
ACH-000168,0.005203589673879254
ACH-000169,0.1071370013058969
ACH-000178,0.12942855591845348
ACH-000183,0.13596961926199266
ACH-000188,0.06726565478493605
ACH-000189,0.13025151687300532
ACH-000190,-0.007394053660542816
ACH-000198,0.13957397112435155
ACH-000203,0.03276862882414988
ACH-000204,0.055400287566471404
ACH-000206,0.034545382937316425
ACH-000207,0.16522304551686107
ACH-000208,0.14396667937663193
ACH-000210,0.3444886509996874
ACH-000211,-0.03847045767766877
ACH-000215,-0.013215500187589593
ACH-000221,0.038404432836522576
ACH-000222,0.14606420372602194
ACH-000223,0.05116259272083401
ACH-000226,0.16733770544476154
ACH-000227,0.20370471502239107
ACH-000228,-0.005183365306195273
ACH-000231,0.09039707672176887
ACH-000232,0.0378898581408216
ACH-000233,0.0018469876544918253
ACH-000234,0.044815814479690456
ACH-000235,0.1067825813398764
ACH-000237,0.014686938073031047
ACH-000238,0.13763185577507406
ACH-000242,0.015607573169331913
ACH-000243,0.14604723646183915
ACH-000244,0.002221250693960567
ACH-000246,0.15439347926148034
ACH-000248,-0.025837739890551003
ACH-000250,0.09907490152954468
ACH-000251,0.13683647861241618
ACH-000252,-0.011263841493302498
ACH-000253,0.17933383703482994
ACH-000255,0.05281100386004455
ACH-000256,0.08495154291668434
ACH-000257,0.06849833526224731
ACH-000258,0.18563657630073865
ACH-000259,0.1074424705015704
ACH-000260,0.047779901403731416
ACH-000261,0.09402207305768627
