,PREP (5550)
ACH-000004,-0.0376270540116913
ACH-000005,-0.1434156275908589
ACH-000007,0.14423943114706544
ACH-000009,-0.10575267692142604
ACH-000011,-0.048871864914343116
ACH-000012,-0.14031661413314336
ACH-000013,0.03566666457220022
ACH-000014,0.08118842031149386
ACH-000015,-0.09813537667812557
ACH-000017,-0.060815769726563884
ACH-000018,-0.04492474852871176
ACH-000019,-0.16816760498671246
ACH-000021,-0.1640758326018624
ACH-000022,-0.0334409285152926
ACH-000025,-0.06749342100794846
ACH-000028,0.02141982387745444
ACH-000030,-0.08821626482106762
ACH-000035,0.06083607508454818
ACH-000036,-0.17975752099022174
ACH-000037,-0.04086352441027612
ACH-000039,-0.09204050009506336
ACH-000040,-0.09384692947169383
ACH-000041,-0.1848771059084763
ACH-000042,-0.039253367035110016
ACH-000045,-0.09009469111878153
ACH-000047,0.04040360130424492
ACH-000052,0.0835776282542862
ACH-000053,-0.046633569507845314
ACH-000054,-0.11660296997483155
ACH-000055,-0.05620498486518823
ACH-000060,-0.18602927121391696
ACH-000067,-0.048639448425401334
ACH-000070,0.10377179279076326
ACH-000075,-0.1448386386196691
ACH-000078,-0.17306968645040893
ACH-000082,-0.037895452284895034
ACH-000085,-0.037618121420419336
ACH-000086,-0.17392189254250187
ACH-000087,0.07244858022666137
ACH-000092,-0.12253768626046398
ACH-000095,-0.1736609413761134
ACH-000097,0.004946536906274797
ACH-000098,-0.15517053030601888
ACH-000099,-0.06486068547664392
ACH-000108,-0.014057239918694805
ACH-000113,-0.20711632472056687
ACH-000116,-0.1900247180448223
ACH-000118,-0.14911489049102514
ACH-000120,-0.11137049923909502
ACH-000123,-0.1373701207110633
ACH-000127,-0.13084284148695427
ACH-000128,-0.16442610276394146
ACH-000132,-0.2728085844565422
ACH-000133,0.06512539134218039
ACH-000137,-0.1250846215765985
ACH-000138,-0.04104400725144817
ACH-000142,-0.09015976130340007
ACH-000143,0.01864005264495648
ACH-000146,-0.1238370607588168
ACH-000148,-0.05812321771303475
ACH-000150,-0.1267795284423376
ACH-000152,-0.10507558626671328
ACH-000153,0.2003619747911673
ACH-000159,-0.12556719096396796
ACH-000160,-0.1868359473728112
ACH-000163,-0.13431495700501395
ACH-000167,-0.0731273833455576
ACH-000168,-0.10066407885788127
ACH-000169,-0.22284829418369367
ACH-000178,-0.0008280888527804532
ACH-000183,-0.23266342165446502
ACH-000188,-0.03866483784866865
ACH-000189,-0.09474593745855006
ACH-000190,-0.11167359998021656
ACH-000198,-0.13815229411501725
ACH-000203,0.5485070121023629
ACH-000204,-0.21135022850218232
ACH-000206,-0.1717666020775727
ACH-000207,-0.017858523829709382
ACH-000208,-0.2199021724445631
ACH-000210,0.1090043701435596
ACH-000211,-0.12903877762611396
ACH-000215,-0.23094841229307295
ACH-000221,-0.18237851427926247
ACH-000222,-0.12753396696220312
ACH-000223,-0.10247631075343563
ACH-000226,-0.08526616689059739
ACH-000227,-0.3356382254643925
ACH-000228,0.009408857883893269
ACH-000231,-0.12340619932808294
ACH-000232,-0.08170578523077564
ACH-000233,-0.05671166658247302
ACH-000234,-0.1111467774198398
ACH-000235,-0.1610903067527888
ACH-000237,-0.08478090900779903
ACH-000238,-0.13979506773333775
ACH-000242,-0.12296303489508648
ACH-000243,-0.0393316681476951
ACH-000244,-0.1724426782655958
ACH-000246,0.02196998260114006
ACH-000248,-0.12819252616066434
ACH-000250,-0.15614904261165535
ACH-000251,-0.06199009427095526
ACH-000252,-0.1921204145560196
ACH-000253,-0.12977488459476086
ACH-000255,-0.14821908697080433
ACH-000256,-0.0573535864167317
ACH-000257,0.050041881900751435
ACH-000258,0.00892577922617021
ACH-000259,-0.18553426572648848
ACH-000260,-0.1420821230994413
ACH-000261,-0.2012526535746816
ACH-000262,-0.19985013813016875
ACH-000263,-0.00856074957021148
