,KHDC1L (100129128)
ACH-000004,-0.2652363387093731
ACH-000005,-0.03701984046882908
ACH-000007,-0.18286863695488906
ACH-000009,-0.051580947766320696
ACH-000011,-0.023846844025308282
ACH-000012,-0.07847256456831211
ACH-000013,-0.19298775958760012
ACH-000014,-0.20594564140695798
ACH-000015,-0.06022618647173211
ACH-000017,-0.1343211404982316
ACH-000018,-0.20651013838418547
ACH-000019,-0.007281875399968327
ACH-000021,-0.3526650731334575
ACH-000022,-0.1172340755485292
ACH-000025,-0.14854013800268634
ACH-000028,-0.15445023920773598
ACH-000030,-0.23655086437476916
ACH-000035,0.033831888457489176
ACH-000036,-0.12497664844087585
ACH-000037,-0.020560240770037503
ACH-000039,-0.22164617503744755
ACH-000040,-0.2040077173730112
ACH-000041,-0.12621085492825654
ACH-000042,-0.05765998796428564
ACH-000045,-0.13561249379014245
ACH-000047,-0.09630633635914312
ACH-000052,-0.08927193780457836
ACH-000053,-0.14722095144327008
ACH-000054,-0.057958720041883426
ACH-000055,-0.15545683887063852
ACH-000060,-0.07170521157339703
ACH-000067,-0.16241894941165747
ACH-000070,-0.06428398751857192
ACH-000075,0.10003152195180524
ACH-000078,-0.1905312168550716
ACH-000082,-0.08618270038694886
ACH-000085,-0.09839500383858424
ACH-000086,-0.09908875759965953
ACH-000087,0.09453810803869753
ACH-000092,-0.3191317507114917
ACH-000095,-0.16860984235746626
ACH-000097,-0.15843205577597844
ACH-000098,-0.1678195657652456
ACH-000099,-0.15738402890008635
ACH-000108,-0.10796149547687896
ACH-000113,-0.07480868377565965
ACH-000116,-0.19860297832542104
ACH-000118,-0.17012305852553694
ACH-000120,0.02684989880087407
ACH-000123,-0.3699930605568662
ACH-000127,-0.327885654128037
ACH-000128,-0.10432728693679097
ACH-000132,-0.3080335044868656
ACH-000133,-0.23388490084186056
ACH-000137,-0.042367583398448525
ACH-000138,-0.19248486504729184
ACH-000142,-0.000537493210027746
ACH-000143,-0.06838027068458792
ACH-000146,-0.1029113949933606
ACH-000148,-0.04478291106379231
ACH-000150,-0.1905109090374151
ACH-000152,-0.06506083400525083
ACH-000153,0.053804973370404026
ACH-000159,-0.16198208339462722
ACH-000160,-0.1092628980168458
ACH-000163,0.04177131694667478
ACH-000167,-0.12193756767091796
ACH-000168,-0.1382282163094847
ACH-000169,-0.17096881859755886
ACH-000178,-0.18728320018740255
ACH-000183,-0.2563452994021115
ACH-000188,-0.047110480210751
ACH-000189,-0.36674302238386103
ACH-000190,-0.1002714807105703
ACH-000198,-0.17070181002152132
ACH-000203,-0.4243173785425784
ACH-000204,-0.2271433502659463
ACH-000206,-0.09350435672009684
ACH-000207,-0.24573063622355115
ACH-000208,0.028647533689687612
ACH-000210,-0.06663018577529536
ACH-000211,-0.2692975698608204
ACH-000215,-0.15212729237706246
ACH-000221,-0.16797554385580715
ACH-000222,-0.10742916080317984
ACH-000223,-0.0890386324881041
ACH-000226,-0.12700321834068154
ACH-000227,-0.1839372058895158
ACH-000228,-0.18375077498435105
ACH-000231,-0.18781166344467248
ACH-000232,-0.08326144581374839
ACH-000233,-0.15971297555016026
ACH-000234,-0.12609225478617464
ACH-000235,-0.11955421708864886
ACH-000237,-0.08570155832650715
ACH-000238,-0.07114865492529379
ACH-000242,-0.2637314369697553
ACH-000243,-0.21675014499679088
ACH-000244,-0.181127433949928
ACH-000246,-0.12776933412917854
ACH-000248,-0.23707737969032466
ACH-000250,-0.040155545802618535
ACH-000251,-0.32930932053721945
ACH-000252,-0.21246866477910614
ACH-000253,-0.15095286698506374
ACH-000255,-0.32949867915836234
ACH-000256,-0.17122713131657202
ACH-000257,-0.21894374247416198
ACH-000258,-0.12779742349790976
ACH-000259,-0.12461085001839745
ACH-000260,-0.10761882105365816
ACH-000261,-0.18506433170119854
ACH-000262,-0.16163278342314336
ACH-000263,-0.052941714394342636
ACH-000264,-0.20213444301548847
ACH-000265,-0.0683090819114152
ACH-000266,-0.0966701672501955
ACH-000272,-0.2362105493581261
ACH-000274,-0.2882200805138507
ACH-000277,-0.05811172404061605
ACH-000278,-0.27840481868095723
ACH-000279,-0.2127417842015336
ACH-000280,-0.2272003975352035
ACH-000281,-0.125110077271318
ACH-000288,-0.19475364665961886
ACH-000291,-0.18517560053218665
ACH-000293,-0.16487682884943214
ACH-000294,-0.25130738311450235
ACH-000295,-0.235779421774834
ACH-000296,-0.33051012647686817
ACH-000302,-0.23203544835694165
ACH-000304,-0.2146338885661136
ACH-000307,-0.2513627246181249
ACH-000308,-0.1331936197740483
ACH-000310,-0.03845154349067905
ACH-000311,-0.15613837447924894
ACH-000312,-0.021907003309726742
ACH-000315,-0.25389934847021856
ACH-000316,-0.13512361907266202
ACH-000317,-0.1271135510564052
ACH-000318,-0.13662065210445812
ACH-000319,-0.15033175685238098
ACH-000320,-0.09590570183427716
ACH-000322,-0.10726383446230638
ACH-000323,-0.18407411513312527
ACH-000324,-0.13011224685737655
ACH-000329,-0.07092978905626122
ACH-000330,-0.3348364129308776
ACH-000331,-0.03163160535523802
ACH-000332,-0.03780319285026759
ACH-000334,-0.17463337859978606
ACH-000335,-0.3182313103149215
ACH-000336,-0.288025235725133
ACH-000337,0.02362896018639423
ACH-000338,-0.3790984220448145
ACH-000339,-0.2214268738391605
ACH-000341,0.0570838891967448
ACH-000348,-0.19648128339156026
ACH-000350,-0.03212031685302216
ACH-000352,-0.18483427594885585
ACH-000356,-0.1394994812001289
ACH-000361,-0.09210404202476663
ACH-000362,-0.35430331952195104
ACH-000363,-0.21687237511081384
ACH-000364,-0.4012576468339546
ACH-000365,-0.1382349157825543
ACH-000366,-0.2469883591155838
ACH-000368,-0.14012843342077658
ACH-000374,-0.057337844759854026
ACH-000375,-0.050551069999728436
ACH-000376,-0.3012546123570519
ACH-000381,-0.09548403833466276
ACH-000383,-0.1623157330542577
ACH-000387,-0.2481280400593552
ACH-000389,-0.25176437025942794
ACH-000390,-0.211590437019659
ACH-000393,-0.2281611046262848
ACH-000395,-0.0757912738053403
ACH-000396,0.1270902807320838
ACH-000397,-0.11617404780321935
ACH-000401,-0.2687780919566605
ACH-000402,-0.22659288201197084
ACH-000403,-0.12163716412324152
ACH-000404,-0.19105778074596666
ACH-000406,-0.15357100873311186
ACH-000407,-0.321355482146
ACH-000408,-0.13300186767046246
ACH-000410,-0.2515297206341158
ACH-000411,-0.007320146511946083
ACH-000414,-0.02562916091040872
ACH-000415,-0.13334534844806348
ACH-000416,-0.15717979879098798
ACH-000420,0.04449500640752023
ACH-000421,-0.2325022953812343
ACH-000424,0.0495998748747875
ACH-000425,-0.08540072098079222
ACH-000426,-0.11694553887932815
ACH-000427,-0.16297605406320384
ACH-000433,-0.1490468536721764
ACH-000435,-0.3911209853129685
ACH-000436,-0.21862346735272425
ACH-000444,-0.18682585199273935
ACH-000445,-0.1523041817233594
ACH-000448,-0.14191666232002315
ACH-000450,-0.11817347103626814
ACH-000452,-0.1815416216555833
ACH-000454,-0.07351613928755728
ACH-000458,-0.09875404662212753
ACH-000459,-0.14185514002845293
ACH-000460,-0.10660536536543734
ACH-000461,-0.027657279959959976
ACH-000463,-0.015204634955187125
ACH-000464,-0.09709738350982897
ACH-000466,-0.121846878667423
ACH-000467,0.011895938657647246
ACH-000468,-0.2506894499795585
ACH-000469,-0.2037897944111353
ACH-000470,-0.2978897352634326
ACH-000471,-0.26605705543085223
ACH-000472,-0.06644550019238875
ACH-000473,-0.2295328494703281
ACH-000475,-0.1318850958555573
ACH-000476,-0.031413760371398335
ACH-000477,-0.011069094597947443
ACH-000479,-0.07520271305610758
ACH-000480,-0.09786528959317836
ACH-000481,-0.06984892250528879
ACH-000483,-0.00878508251180187
ACH-000484,-0.12375478794164635
ACH-000485,-0.029177848631455637
ACH-000486,-0.08669365633997808
ACH-000487,-0.08729687341956313
ACH-000488,0.017805618021328132
ACH-000490,-0.039244269696081024
ACH-000491,-0.12500615998024794
ACH-000495,-0.10761637706272284
ACH-000496,-0.2198160776371103
ACH-000499,-0.12260359314209332
ACH-000500,-0.3567353046749155
ACH-000502,-0.10273256202452084
ACH-000503,-0.035183178967755385
ACH-000505,-0.18560433450140687
ACH-000507,-0.2254693256714904
ACH-000510,-0.0683797929956403
ACH-000511,-0.14203490380872186
ACH-000512,-0.6050507890850583
ACH-000516,-0.10263026008019337
ACH-000517,-0.06527546354668902
ACH-000518,-0.30170468876635204
ACH-000520,-0.2251998087766431
ACH-000521,-0.21899021168901736
ACH-000522,-0.1953225979114067
ACH-000524,-0.031609947450808425
ACH-000527,-0.11884042142893575
ACH-000528,-0.22135244650746486
ACH-000537,-0.33736757774245624
ACH-000541,-0.17078317498934856
ACH-000542,-0.09937503893883773
ACH-000544,-0.1366509815613966
ACH-000545,-0.3085102846795193
ACH-000547,-0.15635234305498186
ACH-000548,0.05543525304824067
ACH-000549,-0.024500383665579908
ACH-000550,-0.1849035052868244
ACH-000552,-0.2308854399746808
