,LUZP1 (7798)
ACH-000004,-0.16153502517019092
ACH-000005,-0.037038698236975316
ACH-000007,0.11631824494072165
ACH-000009,-0.16686475540040954
ACH-000011,-0.16609943958526233
ACH-000012,-0.3085731239439167
ACH-000013,-0.4055909958552481
ACH-000014,-0.3125517349058451
ACH-000015,-0.19107535095359768
ACH-000017,-0.2926403449784157
ACH-000018,-0.29973185028321725
ACH-000019,-0.17651753477078458
ACH-000021,-0.2428971875248441
ACH-000022,-0.15389906285210034
ACH-000025,-0.2254084654534612
ACH-000028,-0.07773092369602519
ACH-000030,-0.1186893212279561
ACH-000035,-0.3448108649208708
ACH-000036,-0.15109618366670344
ACH-000037,-0.28331793370661856
ACH-000039,-0.1449478876835306
ACH-000040,-0.3418404000481119
ACH-000041,-0.18276967883580508
ACH-000042,-0.17914353317436113
ACH-000045,-0.3564334760725948
ACH-000047,0.04189553755157624
ACH-000052,-0.2288771957038425
ACH-000053,-0.27842968897276343
ACH-000054,-0.1536996576318367
ACH-000055,-0.09903460438794087
ACH-000060,-0.05683265285011704
ACH-000067,-0.3670169985096312
ACH-000070,-0.06000367143555919
ACH-000075,-0.1931035187935395
ACH-000078,-0.24095344775057564
ACH-000082,-0.12204120357888212
ACH-000085,-0.24569821979385015
ACH-000086,-0.27706471002785804
ACH-000087,0.05670885458050525
ACH-000092,-0.21995381057140453
ACH-000095,-0.24112284859307626
ACH-000097,-0.08729079980835522
ACH-000098,-0.3443328724885259
ACH-000099,-0.21532398711657832
ACH-000108,-0.17350797239958854
ACH-000113,-0.4087110102921751
ACH-000116,-0.053019571817496614
ACH-000118,-0.17003466740875486
ACH-000120,-0.09295838958627244
ACH-000123,-0.14165074691894164
ACH-000127,-0.16658083648513694
ACH-000128,-0.4015388959440942
ACH-000132,-0.07523890478147283
ACH-000133,-0.2818742809396729
ACH-000137,-0.3701696683190525
ACH-000138,-0.1214503524371141
ACH-000142,-0.2344956369561189
ACH-000143,-0.015348360729466944
ACH-000146,-0.28378640463222704
ACH-000148,-0.2903384714638645
ACH-000150,-0.35099104301461803
ACH-000152,-0.32794556573552136
ACH-000153,-0.06535336736807294
ACH-000159,-0.12585459007554398
ACH-000160,-0.21153500195206693
ACH-000163,-0.12853678092581586
ACH-000167,-0.3860908991819901
ACH-000168,-0.25533438930322216
ACH-000169,-0.18924803396160014
ACH-000178,-0.07648938645384172
ACH-000183,-0.3827501077046713
ACH-000188,-0.1582169920823589
ACH-000189,0.09431910741669207
ACH-000190,-0.08681302052138556
ACH-000198,-0.4875269573196255
ACH-000203,0.05607312414610003
ACH-000204,-0.37939599670189456
ACH-000206,-0.11589340444328175
ACH-000207,-0.06905433052583466
ACH-000208,-0.0384529518654045
ACH-000210,0.11771680731693512
ACH-000211,-0.03907107879304442
ACH-000215,-0.29550424845418233
ACH-000221,-0.21329456967560206
ACH-000222,-0.22889341467525945
ACH-000223,-0.2556905613468632
ACH-000226,-0.10842241828380507
ACH-000227,-0.2016816100783224
ACH-000228,-0.2706537577194313
ACH-000231,-0.18994418906520535
ACH-000232,-0.1867310143062538
ACH-000233,-0.2254827603053061
ACH-000234,-0.2346882328312393
ACH-000235,-0.1399319616290306
ACH-000237,-0.33260191369894226
ACH-000238,-0.17062558294566965
ACH-000242,0.04445244546291237
ACH-000243,0.05669768585368658
ACH-000244,-0.1568082368465216
ACH-000246,-0.1532025762181764
ACH-000248,-0.1225128662614656
ACH-000250,-0.16206498707083872
ACH-000251,-0.16515835912834087
ACH-000252,-0.17027703196901942
ACH-000253,-0.2474600513410142
ACH-000255,-0.1209097986391492
ACH-000256,-0.2662763045470096
ACH-000257,-0.23743223841588024
ACH-000258,-0.330291091310466
ACH-000259,-0.1443815261105562
ACH-000260,-0.15293474813537306
ACH-000261,-0.2244900572707468
ACH-000262,-0.4556139760549109
ACH-000263,-0.28340082021555496
ACH-000264,-0.2419017120307965
ACH-000265,-0.350514540136337
ACH-000266,-0.049373503433924416
ACH-000272,-0.23403111533987264
ACH-000274,-0.2281899635886882
ACH-000277,-0.4437406859278856
ACH-000278,-0.10488933754511948
ACH-000279,-0.3119827514804108
ACH-000280,0.001752588126890646
ACH-000281,-0.19590577896822728
ACH-000288,-0.19833547234503512
ACH-000291,-0.18185082189149812
ACH-000293,-0.22457803095250264
ACH-000294,-0.12841046149834676
ACH-000295,-0.3572855148473548
ACH-000296,-0.09350649294950236
ACH-000302,-0.24344105043089664
ACH-000304,-0.4212842917848124
