,CEBPG (1054)
ACH-000004,-0.2325760286875151
ACH-000005,-0.06930628321810416
ACH-000007,-0.18355668982298956
ACH-000009,-0.07062733387944914
ACH-000011,0.14557811644314228
ACH-000012,-0.11979873309214928
ACH-000013,-0.06281810621221898
ACH-000014,0.0482494247921306
ACH-000015,-0.06396011271503918
ACH-000017,-0.06356651051052631
ACH-000018,-0.025994228789496185
ACH-000019,-0.1042441997942692
ACH-000021,0.06735421311940573
ACH-000022,-0.004259706640841257
ACH-000025,-0.018698418343949856
ACH-000028,-0.07212407320116411
ACH-000030,-0.03201743487572788
ACH-000035,-0.04555838806420056
ACH-000036,0.17848696474938813
ACH-000037,0.04284848972812332
ACH-000039,-0.12018781204214048
ACH-000040,0.06694930022253105
ACH-000041,-0.06620604820183686
ACH-000042,0.05853605562594477
ACH-000045,-0.024234667387830467
ACH-000047,0.004319848111829362
ACH-000052,-0.04506480975126472
ACH-000053,0.028039704226132472
ACH-000054,0.08607426656886617
ACH-000055,-0.1999126416529569
ACH-000060,0.020621449838003958
ACH-000067,0.11763225968030352
ACH-000070,0.02127324209195432
ACH-000075,-0.1208428744010024
ACH-000078,0.08089013157666891
ACH-000082,-0.0012919461513623063
ACH-000085,0.13643406217438522
ACH-000086,-0.028048953269531246
ACH-000087,0.06978686380796217
ACH-000092,0.011009736748704134
ACH-000095,-0.10746594959680722
ACH-000097,-0.11956196543946808
ACH-000098,-0.0948147018928397
ACH-000099,-0.05748758174606707
ACH-000108,-0.015852214168758788
ACH-000113,0.033376749827940484
ACH-000116,0.1236192086541664
ACH-000118,-0.01740793504628314
ACH-000120,0.06824850014243747
ACH-000123,-0.006857094984951853
ACH-000127,0.02549576593539697
ACH-000128,0.07916484846455385
ACH-000132,-0.023208480394457776
ACH-000133,0.16288846812618846
ACH-000137,-0.040373646112198125
ACH-000138,0.012032291207696326
ACH-000142,0.0333416122844815
ACH-000143,-0.02657470948285091
ACH-000146,-0.033492125065231235
ACH-000148,0.13308366814640346
ACH-000150,0.06365476866207496
ACH-000152,-0.09796260401097412
ACH-000153,-0.16963001827973034
ACH-000159,0.006580064814663081
ACH-000160,-0.015323061057564076
ACH-000163,0.05781937971866776
ACH-000167,-0.06191048137779815
ACH-000168,0.31953196793399485
ACH-000169,0.03972459581697918
ACH-000178,-0.039049737158717686
ACH-000183,-0.006241594656409649
ACH-000188,-0.01593807084345677
ACH-000189,-0.10518308233979944
ACH-000190,-0.06880110475667721
ACH-000198,-0.31153878951793224
ACH-000203,0.20378948130964716
ACH-000204,-0.06783064730822211
ACH-000206,0.08968904901545649
ACH-000207,-0.22078663400437826
ACH-000208,-0.1863575257650342
ACH-000210,-0.38237599181879
ACH-000211,-0.07511409616165585
ACH-000215,0.10752038749614204
ACH-000221,-0.06673033233893888
ACH-000222,-0.019655216248172947
ACH-000223,0.0875730145185733
ACH-000226,0.1831398476342009
ACH-000227,-0.0903434261365412
ACH-000228,-0.05998960860337101
ACH-000231,0.1086386160472364
ACH-000232,-0.11671566175140842
ACH-000233,-0.019891378606463474
ACH-000234,0.16028938924130606
ACH-000235,-0.012578020562247308
ACH-000237,-0.030672260728845314
ACH-000238,0.12886830436626073
ACH-000242,-0.10854138600174812
ACH-000243,0.06162478183747714
ACH-000244,0.04493243227096659
ACH-000246,-0.0840414650439996
ACH-000248,-0.07048515405399769
ACH-000250,0.05367381081387721
ACH-000251,0.03608916223445846
ACH-000252,-0.1335161316725174
ACH-000253,-0.0629437282876872
ACH-000255,-0.04318256260800827
ACH-000256,0.09567462790157014
ACH-000257,0.07958574185848658
ACH-000258,-0.03151768322291458
ACH-000259,0.09217489859301986
ACH-000260,0.045171585971551964
ACH-000261,0.045317270251018345
ACH-000262,-0.10974728012614672
ACH-000263,-0.14424159186259572
ACH-000264,0.021517662661811075
ACH-000265,-0.05861209702892468
ACH-000266,-0.06302027420231639
ACH-000272,0.06981381654093584
ACH-000274,-0.051283213755519766
ACH-000277,0.10525819233708107
ACH-000278,-0.07396020439753481
ACH-000279,0.0705285189186024
ACH-000280,-0.02267030432972021
ACH-000281,0.09419936996054927
ACH-000288,0.04876043163303422
ACH-000291,-0.17548490419366414
ACH-000293,-0.05231738793210707
ACH-000294,-0.012897981065269893
ACH-000295,0.4424345159100336
ACH-000296,0.09950277450316047
ACH-000302,-0.0963278961834548
ACH-000304,0.2687628610861492
ACH-000307,0.03778986365061743
ACH-000308,0.05918287055544776
ACH-000310,-0.10894585384236276
ACH-000311,-0.13303654929129533
ACH-000312,0.10057858388655937
ACH-000315,-0.08115502537895618
ACH-000316,-0.03626819710828797
ACH-000317,0.3087133844921266
ACH-000318,-0.018615539394598986
ACH-000319,0.010568794371918764
ACH-000320,0.20618411361222305
ACH-000322,0.33550362472124623
ACH-000323,0.10341869288618302
ACH-000324,-0.15575465430413366
ACH-000329,0.05352742078655775
ACH-000330,-0.06383718834183758
ACH-000331,0.05935133178853004
ACH-000332,0.10140986265290182
ACH-000334,0.1328392469768039
ACH-000335,0.2826242486405136
ACH-000336,0.17190929118732395
ACH-000337,0.17842626083525576
ACH-000338,0.4137563057464261
ACH-000339,-0.01785989427953665
ACH-000341,-0.2512485746938543
ACH-000348,-0.015582216517474122
ACH-000350,-0.03084209711145363
ACH-000352,-0.12974534497654555
ACH-000356,0.06408203086976835
ACH-000361,-0.08694099533692533
ACH-000362,-0.08092886168828174
ACH-000363,-0.0730169301379406
ACH-000364,0.1043536786626743
ACH-000365,0.1489990377806462
ACH-000366,-0.07539359862199088
ACH-000368,0.06596273003908927
ACH-000374,0.125712212538497
ACH-000375,0.08881333359987915
ACH-000376,0.2643810555008143
ACH-000381,0.10839462280789013
ACH-000383,-0.01767949003948649
ACH-000387,-0.05242598868169527
ACH-000389,0.1303809565772055
ACH-000390,0.11315313255256967
ACH-000393,-0.12038801834116722
ACH-000395,-0.030060585500400094
ACH-000396,0.019010628898798364
ACH-000397,0.032030757150773075
ACH-000401,0.08502332179795077
ACH-000402,-0.032233515882453004
ACH-000403,-0.003961270319535385
ACH-000404,-0.0617207456011438
ACH-000406,0.01868502070780101
ACH-000407,0.1547947062986236
ACH-000408,0.10426511095131742
ACH-000410,0.08850087465962686
ACH-000411,-0.08345552310956952
ACH-000414,0.013426652727239958
ACH-000415,0.0735036827537946
