,APBA3 (9546)
ACH-000004,0.0940994064706952
ACH-000005,-0.17787195462690228
ACH-000007,0.09010973489851228
ACH-000009,0.2070114982371813
ACH-000011,0.249695823499942
ACH-000012,0.04195796157392384
ACH-000013,0.11796522124887615
ACH-000014,0.3116501149047709
ACH-000015,0.07770933080982101
ACH-000017,0.0070839724435685265
ACH-000018,0.1975917127322204
ACH-000019,0.17456166298133313
ACH-000021,0.047272455701510216
ACH-000022,0.173421077527338
ACH-000025,0.17548157891245744
ACH-000028,0.01997355258476081
ACH-000030,0.04112530730550015
ACH-000035,-0.11469077351815657
ACH-000036,0.08102601523846263
ACH-000037,0.16901901444863004
ACH-000039,0.13841995156781242
ACH-000040,-0.029774920256215764
ACH-000041,0.06897706946480216
ACH-000042,0.08964353454137099
ACH-000045,0.010050288319911263
ACH-000047,0.1277935097809316
ACH-000052,0.05819485560399141
ACH-000053,0.08791714448401182
ACH-000054,0.13442430116055756
ACH-000055,0.1151672493969034
ACH-000060,0.12563403514421298
ACH-000067,0.0312372493286666
ACH-000070,0.056052238320191086
ACH-000075,-0.08959230554640008
ACH-000078,0.09593671993283016
ACH-000082,0.14043504117061215
ACH-000085,-0.03722862611739635
ACH-000086,0.038915204656639016
ACH-000087,0.23125608972953635
ACH-000092,0.06164693045970941
ACH-000095,0.17284058732825142
ACH-000097,0.15723218124289795
ACH-000098,-7.845661529779028e-05
ACH-000099,0.13464832980589486
ACH-000108,0.03922018505912666
ACH-000113,-0.011180235704903731
ACH-000116,0.11524580909164385
ACH-000118,0.0800277420582606
ACH-000120,0.010149217764906722
ACH-000123,0.14026306872120833
ACH-000127,0.06046742821416325
ACH-000128,0.01589981168138416
ACH-000132,0.07676962225198684
ACH-000133,0.08694051437196408
ACH-000137,-0.17891118952286875
ACH-000138,0.09879461528718364
ACH-000142,0.13370899401706882
ACH-000143,0.3616016741658452
ACH-000146,0.056836351671774886
ACH-000148,0.12661648433015016
ACH-000150,0.11653211736576705
ACH-000152,0.28604863975896405
ACH-000153,0.22077138635424548
ACH-000159,0.13179934493191955
ACH-000160,0.198243829273237
ACH-000163,0.0850257985623668
ACH-000167,0.0919488259409405
ACH-000168,0.07942667738267573
ACH-000169,0.09865804388778766
ACH-000178,0.053136667505244484
ACH-000183,0.06191471985482504
ACH-000188,0.050332144119349415
ACH-000189,0.3503784443994649
ACH-000190,-0.039125652056924164
ACH-000198,0.022403883054827496
ACH-000203,-0.13630859549218907
ACH-000204,-0.047099949831401686
ACH-000206,0.043014732029285095
ACH-000207,0.19374743027993693
ACH-000208,-0.008915204926426352
ACH-000210,0.11120200342486818
ACH-000211,0.14669060217784372
ACH-000215,0.2821083120841497
ACH-000221,0.1009449353076114
ACH-000222,0.22315940944211252
ACH-000223,0.2327686457234486
ACH-000226,0.15196473370695954
ACH-000227,0.10758361664494068
ACH-000228,0.2175425617476948
ACH-000231,0.07159488153426231
ACH-000232,0.09092894577968406
ACH-000233,0.16646012243724506
ACH-000234,-0.0563656313874935
ACH-000235,0.13547787439054246
ACH-000237,0.09315187047339464
ACH-000238,0.2797135474842013
ACH-000242,0.18845489859575645
ACH-000243,0.08922868420767928
ACH-000244,0.14245371464502873
ACH-000246,0.053260046520724906
ACH-000248,-0.05458293452992366
ACH-000250,0.09867909223583893
ACH-000251,0.04889703657423608
ACH-000252,0.146484353255522
ACH-000253,0.1756360108287202
ACH-000255,0.0709951200621915
ACH-000256,0.1674800967153619
ACH-000257,0.07481416897786418
ACH-000258,0.2248281639730072
ACH-000259,0.2036341178284404
ACH-000260,0.0007400294985207753
ACH-000261,0.07320105310387402
ACH-000262,0.04272244650300524
ACH-000263,0.15744800725576644
ACH-000264,0.11830044767336975
ACH-000265,0.31941181197157675
ACH-000266,0.1688520985817647
ACH-000272,0.14062357891882826
ACH-000274,0.0869700836741405
ACH-000277,0.06907263059707877
ACH-000278,0.20087191373417787
