,FAM26F (441168)
ACH-000004,0.06137309278739106
ACH-000005,0.3433607080922036
ACH-000007,0.0711403424022741
ACH-000009,-0.08528434517245204
ACH-000011,0.13753903507397655
ACH-000012,0.05079027303133065
ACH-000013,0.058291878999373874
ACH-000014,0.0033477944959281235
ACH-000015,0.012408011077114795
ACH-000017,0.016178921018857918
ACH-000018,-0.18588331391676027
ACH-000019,0.011663498007965286
ACH-000021,-0.13812640863749542
ACH-000022,0.07867675131891935
ACH-000025,0.040087256166193394
ACH-000028,-0.0011826990400825956
ACH-000030,-0.027314013760095648
ACH-000035,0.058219647973446566
ACH-000036,-0.007172486388098732
ACH-000037,0.1681273019793749
ACH-000039,0.09330460523646518
ACH-000040,0.026176614174742246
ACH-000041,-0.009466520352305188
ACH-000042,0.03791955888116599
ACH-000045,0.013741813061724948
ACH-000047,0.12681400357415307
ACH-000052,-0.009428135010118223
ACH-000053,-0.025768134691075785
ACH-000054,-0.02392257853791606
ACH-000055,-0.20696796058175895
ACH-000060,0.018015353825394927
ACH-000067,0.0372054741696172
ACH-000070,0.09357940349891468
ACH-000075,0.0835066396461582
ACH-000078,-0.016501313306640803
ACH-000082,0.018032593159198
ACH-000085,-0.19601350017853333
ACH-000086,0.09737469016558964
ACH-000087,-0.030996827548815473
ACH-000092,-0.07793564876356762
ACH-000095,0.028167881358707132
ACH-000097,-0.012113488478764992
ACH-000098,0.00025782333516721523
ACH-000099,0.04848226152870709
ACH-000108,0.032264078707743574
ACH-000113,0.057629575097787676
ACH-000116,0.05521461368443194
ACH-000118,-0.03189392094461279
ACH-000120,-0.00661189072222274
ACH-000123,-0.005745237578745365
ACH-000127,0.010003149795464943
ACH-000128,-0.0605486085128071
ACH-000132,-0.05342288828736794
ACH-000133,0.07240561018697365
ACH-000137,-0.04663675218043221
ACH-000138,0.10539594794734668
ACH-000142,0.04796277201185061
ACH-000143,0.1664953903026944
ACH-000146,0.04887602854479494
ACH-000148,0.014878588115701703
ACH-000150,-0.19835618952493908
ACH-000152,0.157510654839791
ACH-000153,0.05539622807460918
ACH-000159,0.057300027964535274
ACH-000160,0.02459759170820639
ACH-000163,0.07139869172800895
ACH-000167,0.08351078664638911
ACH-000168,0.03378974162207201
ACH-000169,0.061190411372995884
ACH-000178,0.06812641487397769
ACH-000183,-0.027427128429207942
ACH-000188,0.07409062037767063
ACH-000189,0.08145109540087186
ACH-000190,0.09005751073503253
ACH-000198,0.030321533537308418
ACH-000203,-0.21304768600763246
ACH-000204,0.08162385496489102
ACH-000206,0.03701466121790955
ACH-000207,-0.038407062266793794
ACH-000208,0.02317645034121666
ACH-000210,0.2351330710559716
ACH-000211,0.015412338137474184
ACH-000215,0.03389556317515994
ACH-000221,0.0193646658739859
ACH-000222,-0.09747820752120594
ACH-000223,0.022146847166024757
ACH-000226,0.04383454734056951
ACH-000227,-0.07414039876565838
ACH-000228,-0.017196457050068958
ACH-000231,-0.04927911575424699
ACH-000232,0.005564814439264172
ACH-000233,0.09750865001378953
ACH-000234,0.0405757232733274
ACH-000235,0.05513845682026597
ACH-000237,0.025884807043148904
ACH-000238,0.02159923231623372
ACH-000242,0.07360995890899408
ACH-000243,0.0483194756161164
ACH-000244,0.08343288554424261
ACH-000246,0.020482100487257918
ACH-000248,0.05136504683240474
ACH-000250,0.0682491018445395
ACH-000251,0.1293446447376263
ACH-000252,-0.01663099792581816
ACH-000253,0.07225978058877264
ACH-000255,-0.030409184869233555
ACH-000256,-0.030231040206934557
ACH-000257,0.10013937804565903
ACH-000258,0.1794220704761582
ACH-000259,0.008931312880995919
ACH-000260,0.0018305227353419766
ACH-000261,-0.032625261828786105
ACH-000262,0.05646307728966145
ACH-000263,-0.0754551276684306
ACH-000264,-0.022544459314007517
ACH-000265,0.0858763946807038
ACH-000266,-0.031209125092094624
ACH-000272,0.03770711892168836
ACH-000274,-0.011295973634923418
ACH-000277,0.0739675220403318
ACH-000278,0.008494357553268132
ACH-000279,0.06179180804553756
ACH-000280,-0.04573927422026258
ACH-000281,0.03559789882367618
ACH-000288,0.02540153483079533
ACH-000291,0.04740467035790629
ACH-000293,-0.07820063677238269
ACH-000294,0.02046066625633133
ACH-000295,-0.01030150594312024
ACH-000296,0.08466715234899952
ACH-000302,0.021294860632742413
ACH-000304,0.0930335469620121
ACH-000307,0.061056603820873474
