,GAPVD1 (26130)
ACH-000004,-0.185244876398711
ACH-000005,-0.4247121348743947
ACH-000007,0.11135975514902233
ACH-000009,-0.09302321356330183
ACH-000011,0.1699896880136369
ACH-000012,-0.020515014622866087
ACH-000013,-0.160269176956026
ACH-000014,-0.0998172787397316
ACH-000015,-0.3263246716135109
ACH-000017,0.11379615796913015
ACH-000018,-0.23041245620172954
ACH-000019,0.022060648565572726
ACH-000021,-0.19908826837795385
ACH-000022,-0.009643240353120095
ACH-000025,0.04842830049825855
ACH-000028,0.10730121985889654
ACH-000030,-0.04156782184007502
ACH-000035,0.03973869445833279
ACH-000036,-0.09064600700583256
ACH-000037,0.041615853180086766
ACH-000039,-0.19776995693979652
ACH-000040,-0.2642743384228164
ACH-000041,-0.2305783980359917
ACH-000042,-0.10691086489057204
ACH-000045,-0.3278305203764107
ACH-000047,-0.030970600346068994
ACH-000052,0.010797273325462505
ACH-000053,-0.09853082154316496
ACH-000054,-0.02432829510021602
ACH-000055,0.07877875758360492
ACH-000060,-0.07929986774446847
ACH-000067,-0.29592843812860936
ACH-000070,-0.16312650769643322
ACH-000075,-0.1174525435256324
ACH-000078,-0.0920728855775128
ACH-000082,-0.1294316463159094
ACH-000085,0.0900866377013626
ACH-000086,-0.13801620943385873
ACH-000087,0.003933526103765446
ACH-000092,-0.22762449287166625
ACH-000095,-0.021223893900867517
ACH-000097,0.06200215072547799
ACH-000098,-0.3901136358604225
ACH-000099,-0.0038651173522865783
ACH-000108,-0.056003705542304785
ACH-000113,-0.05612958402183621
ACH-000116,-0.01823422598628703
ACH-000118,0.024295658303987375
ACH-000120,-0.22851856598141945
ACH-000123,-0.12795233899222228
ACH-000127,-0.17779767185365786
ACH-000128,0.013114763383908807
ACH-000132,-0.07940668142983054
ACH-000133,-0.1164350109240202
ACH-000137,-0.24257090702654294
ACH-000138,-0.12305279672335274
ACH-000142,-0.01891231592472246
ACH-000143,-0.13686331950487068
ACH-000146,-0.18770106975436288
ACH-000148,-0.2731393182014157
ACH-000150,-0.08577080026911224
ACH-000152,0.05498349653858143
ACH-000153,-0.19507311805055336
ACH-000159,-0.13533487228151378
ACH-000160,-0.2686913704966382
ACH-000163,-0.1322585663166133
ACH-000167,-0.4732568327314741
ACH-000168,-0.3592507747957395
ACH-000169,0.005994195187394442
ACH-000178,-0.04437186232359185
ACH-000183,-0.11840795415549785
ACH-000188,-0.06032694463876415
ACH-000189,-0.11102355428768132
ACH-000190,0.029680446468788774
ACH-000198,-0.3139840961940444
ACH-000203,-0.2740147407724076
ACH-000204,-0.4237731090528032
ACH-000206,-0.3425017649030529
ACH-000207,0.016285272670819636
ACH-000208,0.04754813854075264
ACH-000210,-0.026775541341122856
ACH-000211,-0.24119419392298036
ACH-000215,-0.2711326202651061
ACH-000221,-0.038710753332381116
ACH-000222,-0.30481493344991656
ACH-000223,0.07217357180253321
ACH-000226,-0.06353301846000589
ACH-000227,-0.14589323397997064
ACH-000228,-0.2306519049518865
ACH-000231,-0.05265959308014928
ACH-000232,-0.15340963196111784
ACH-000233,0.002445146305830792
ACH-000234,-0.17638779410710434
ACH-000235,-0.09632422945754013
ACH-000237,-0.1847897779208686
ACH-000238,-0.17492113048319285
ACH-000242,-0.10481642907680476
ACH-000243,-0.0279180230644942
ACH-000244,-0.05838890311076715
ACH-000246,-0.12701161672469805
ACH-000248,-0.002460167495322732
ACH-000250,-0.11732747852200892
ACH-000251,0.04844588210798588
ACH-000252,-0.01788146146907597
ACH-000253,-0.08491871399416996
ACH-000255,-0.10139303661617033
ACH-000256,-0.04800539136005219
ACH-000257,0.09051183493538636
ACH-000258,0.12671442283147896
ACH-000259,-0.2197115877495879
ACH-000260,0.06268167096279925
ACH-000261,-0.05978331595740032
ACH-000262,-0.2763316798080087
ACH-000263,-0.11692198078614648
ACH-000264,-0.1904930847369457
ACH-000265,-0.0013583570033845185
ACH-000266,-0.09285220785649624
ACH-000272,-0.0983419153130094
ACH-000274,-0.0653289566614751
ACH-000277,0.11111998973416587
ACH-000278,-0.11487534763780892
ACH-000279,-0.11320693975963265
ACH-000280,-0.26296448137145034
ACH-000281,-0.2057467486544968
ACH-000288,-0.06012460342234013
ACH-000291,-0.16563170503153835
ACH-000293,0.03279665589755811
ACH-000294,-0.4203925695037417
ACH-000295,-0.10991280407264213
