,SMU1 (55234)
ACH-000304,-1.4873920197988664
ACH-000307,-1.4519361027459354
ACH-000308,-1.778093108602672
ACH-000310,-1.418492850436203
ACH-000311,-1.2813239550401452
ACH-000312,-1.3378507542207736
ACH-000315,-1.4829167239897227
ACH-000316,-1.4605926695819038
ACH-000317,-1.5887998853709366
ACH-000318,-1.4516599492744169
ACH-000319,-1.2409084392091159
ACH-000320,-1.4984608367323011
ACH-000322,-1.6961187176566874
ACH-000323,-1.391589431856438
ACH-000324,-1.5335541496275005
ACH-000329,-1.4298443422846707
ACH-000330,-1.513584415526799
ACH-000331,-1.317629770050314
ACH-000332,-1.4319951352421791
ACH-000334,-1.9452219829908564
ACH-000335,-1.1146998289176608
ACH-000336,-1.3030381453580466
ACH-000337,-1.3408972222026083
ACH-000338,-0.8192296013488488
ACH-000339,-1.5448071583727063
ACH-000341,-1.190938958003906
ACH-000348,-1.5020188014711142
ACH-000350,-1.1950688493616344
ACH-000352,-1.4071295221212925
ACH-000356,-1.6964829747685917
ACH-000361,-1.4180116356537993
ACH-000362,-1.4656282112082626
ACH-000363,-1.5742465512771768
ACH-000364,-1.6376744330850428
ACH-000365,-1.572441886437438
ACH-000366,-1.3703308018126132
ACH-000368,-1.4272482993432694
ACH-000374,-1.6739517755924567
ACH-000375,-1.4251924099489008
ACH-000376,-1.1942884635170652
ACH-000381,-1.5513424520823011
ACH-000383,-1.7066757885994566
ACH-000387,-1.5577799295906911
ACH-000389,-1.235832605515294
ACH-000390,-1.3262793854287092
ACH-000393,-1.3948249660084988
ACH-000395,-1.4445221145348883
ACH-000396,-1.4605986106586233
ACH-000397,-1.3466027284774993
ACH-000401,-1.4040173863535321
ACH-000402,-1.5647432103515977
ACH-000403,-1.4170292871780117
ACH-000404,-1.3658645344043314
ACH-000406,-1.7159960713581182
ACH-000407,-1.249029159818455
ACH-000408,-1.3154037927858135
ACH-000410,-1.2880215658026737
ACH-000411,-1.2503942653729971
ACH-000414,-1.3465063194828175
ACH-000415,-1.3586122011149775
ACH-000416,-1.29691834505214
ACH-000420,-1.318943941806119
ACH-000421,-1.1725490379497814
ACH-000424,-1.3590519588819798
ACH-000425,-1.4251421010481793
ACH-000426,-1.0928886213049611
ACH-000427,-1.5004435055129146
ACH-000433,-1.4042821173488302
ACH-000435,-1.8032713927631052
ACH-000436,-1.268027457797523
ACH-000444,-1.4409297385129782
ACH-000445,-1.225117019393429
ACH-000448,-1.3463832876281143
ACH-000450,-1.2278442766683035
ACH-000452,-1.3310585360704714
ACH-000454,-1.1596813881537442
ACH-000458,-1.2182327803315809
ACH-000459,-2.097151854834405
ACH-000460,-1.2926767927583314
ACH-000461,-1.3892804154449183
ACH-000463,-1.2773114507201118
ACH-000464,-1.3626222872825746
ACH-000466,-1.501178455830014
ACH-000467,-1.2210959718355692
ACH-000468,-1.490416181718725
ACH-000469,-1.369660586153392
ACH-000470,-1.8700079280085689
ACH-000471,-1.607468352620082
ACH-000472,-1.4782122444420582
ACH-000473,-1.1711534072153844
ACH-000475,-1.3810578308703
ACH-000476,-1.289630077200164
ACH-000477,-1.0316075767357524
ACH-000479,-1.1698062580837043
ACH-000480,-1.3600898066344924
ACH-000481,-1.495779401950826
ACH-000483,-1.0050285069394174
ACH-000484,-1.3710091758962857
ACH-000485,-1.5928357820543977
ACH-000486,-1.2730241909986255
ACH-000487,-1.3849311055574811
ACH-000488,-1.3875788535109097
ACH-000490,-1.1315427425370912
ACH-000491,-1.529713019019714
ACH-000495,-1.4038561614756229
ACH-000496,-1.4239637924939808
ACH-000499,-1.4053711353088625
ACH-000500,-1.3374565794808269
ACH-000502,-1.4585176830495294
ACH-000503,-1.4216950704056797
ACH-000505,-1.185090410806641
ACH-000507,-1.4144229654998193
ACH-000510,-1.481805365394904
ACH-000511,-1.3080983409939264
ACH-000512,-1.5659597475173284
ACH-000516,-1.3565880187060309
ACH-000517,-1.4730033037315662
ACH-000518,-1.403806679148946
ACH-000520,-1.4567830244973532
ACH-000521,-1.4988364902257096
ACH-000522,-1.569463862133727
ACH-000524,-1.5467568985549325
ACH-000527,-1.38747419260669
ACH-000528,-1.2532638570870036
ACH-000537,-1.5494507789679617
ACH-000541,-1.4387000715089733
ACH-000542,-1.3719609696328174
ACH-000544,-1.4057382610031022
ACH-000545,-1.2197196871852518
ACH-000547,-1.6955420895312234
ACH-000548,-1.23205451791236
ACH-000549,-0.9914745403324272
ACH-000550,-1.3662794459979677
ACH-000552,-1.352817968412794
ACH-000556,-1.384260277150411
ACH-000557,-1.5231018796883145
ACH-000569,-1.4796506541179877
ACH-000570,-1.4084747766682963
ACH-000571,-1.5536329768866912
ACH-000573,-1.618052689264571
ACH-000576,-1.1806664736610073
ACH-000579,-1.4268440647467258
ACH-000580,-1.473475203398264
ACH-000584,-1.7752265322019218
ACH-000585,-1.4668054428408441
ACH-000588,-1.3773494360904337
ACH-000589,-1.3574422793878398
ACH-000591,-1.3301973440237829
ACH-000593,-1.2581860107285412
ACH-000600,-1.258215969385001
ACH-000601,-1.4899752950978344
ACH-000605,-1.4826590242077635
ACH-000606,-1.310889521644677
ACH-000608,-1.8652212064042943
ACH-000614,-1.6364109558296935
ACH-000616,-1.314512094719237
ACH-000618,-1.281030980713721
ACH-000619,-1.5190658425696018
ACH-000620,-1.3186215784787358
ACH-000621,-1.6265167174111437
ACH-000622,-1.3173184127014086
ACH-000623,-1.2972123135386884
ACH-000624,-1.445669670044902
ACH-000627,-1.2183939932163763
ACH-000630,-1.2664640022976597
ACH-000631,-1.2163472674684557
ACH-000632,-1.424509656043775
ACH-000633,-1.3508745088486729
ACH-000637,-1.3286768613381914
ACH-000638,-1.200840141793278
ACH-000646,-1.384146853510564
ACH-000647,-1.3405274001286571
ACH-000648,-1.5309873851405418
ACH-000649,-1.3447439569584327
ACH-000651,-1.5577791150791735
ACH-000652,-1.431916700274469
ACH-000653,-1.5797469500373662
ACH-000657,-1.468770410177086
ACH-000658,-1.6425303238804505
ACH-000661,-1.4239254652667124
ACH-000662,-1.046749906011111
ACH-000663,-1.404001559481648
ACH-000665,-1.2143751428083436
ACH-000671,-1.2857384492855524
ACH-000672,-1.5165304061583915
ACH-000673,-1.3553992720186359
ACH-000676,-1.5118437528743989
ACH-000677,-1.4837128492772134
ACH-000681,-1.2007336334753955
ACH-000683,-1.493553687524275
ACH-000684,-1.1707448521101236
ACH-000688,-1.901202807029488
ACH-000693,-1.4534338816932149
ACH-000694,-1.6656713372217244
ACH-000695,-1.4727116601464492
ACH-000696,-1.3608360193471338
ACH-000697,-1.633066766493189
ACH-000699,-1.9730790486119287
ACH-000701,-1.709834432207464
ACH-000706,-1.3240344481150197
ACH-000711,-1.5623994389392262
ACH-000713,-1.3107958497801069
ACH-000714,-1.3335119553865304
ACH-000718,-1.7130541997697737
ACH-000720,-1.217647393102326
ACH-000721,-1.541726424067119
ACH-000724,-1.853454417565156
ACH-000725,-1.8432022974695952
ACH-000732,-1.1896679460079589
ACH-000734,-1.629866049222559
ACH-000735,-1.4530413168077525
ACH-000736,-1.5179852679621963
ACH-000738,-1.391381758538207
ACH-000746,-1.7024783530086969
ACH-000747,-1.534176052765896
ACH-000748,-1.2723741376135431
ACH-000753,-1.6577434653797567
ACH-000756,-1.4135631158377766
ACH-000757,-1.5068393805675315
ACH-000758,-1.2569373019946246
ACH-000760,-1.4119534634486115
ACH-000762,-1.3165985531352735
ACH-000763,-1.561643153995968
ACH-000764,-1.454501921874782
ACH-000765,-1.6822359494276646
ACH-000766,-1.478125134421488
ACH-000767,-1.5075190414755817
ACH-000768,-1.3469803097912618
ACH-000769,-1.3953268303459512
ACH-000770,-1.5963327558122151
ACH-000771,-1.2441938445965437
ACH-000773,-1.2778293842878492
ACH-000776,-1.2816716844554024
ACH-000777,-1.6367975374907726
ACH-000778,-1.3171649147012512
ACH-000781,-1.4335166010514828
ACH-000782,-1.4114150761456363
ACH-000783,-1.74036576237203
ACH-000784,-1.3894133340514159
ACH-000785,-1.7294538377738071
ACH-000787,-1.3878640430219065
ACH-000788,-1.4622776279831142
ACH-000791,-1.2685895853308558
ACH-000792,-1.174423672354877
ACH-000794,-1.3885100290263692
ACH-000796,-1.5358981099500248
ACH-000798,-1.0537297911171606
ACH-000799,-1.5353321557173152
ACH-000800,-1.0939781297749127
ACH-000802,-1.445377230453632
ACH-000804,-1.526338303348952
ACH-000805,-1.3210824663086005
ACH-000809,-1.412669702961204
ACH-000810,-1.0832655557612891
ACH-000811,-1.6186157118129108
ACH-000817,-1.3735745564190465
ACH-000819,-1.3775377990199522
ACH-000820,-1.5459753366924165
ACH-000821,-1.5417646890315198
ACH-000822,-1.4979215013004017
ACH-000823,-1.3684791308026385
ACH-000824,-1.4677342239121556
ACH-000827,-1.3816128288449865
ACH-000829,-1.3484081710075695
ACH-000831,-1.210374173649543
ACH-000832,-1.1655979559035479
ACH-000833,-1.258618487359956
ACH-000834,-1.604930936971891
ACH-000835,-1.5628397478450708
ACH-000836,-1.4059512635355935
ACH-000837,-1.5264540249849952
ACH-000838,-1.51253292079922
ACH-000839,-1.1542547423133718
ACH-000840,-1.339003091838697
ACH-000841,-1.2258474710317608
ACH-000843,-1.3914866619696922
ACH-000846,-1.5202270883707862
ACH-000847,-1.2993512875663311
ACH-000848,-1.5579292270356149
ACH-000849,-1.655794663899221
ACH-000851,-1.2940494135723684
ACH-000855,-1.426614684085315
ACH-000856,-1.561146228303903
ACH-000858,-1.4473515705702855
ACH-000859,-1.4352683189572069
ACH-000861,-1.4816695759240652
ACH-000862,-1.5219201295974836
ACH-000865,-1.2558490540043679
ACH-000866,-1.4822886614569737
ACH-000867,-1.3528708116520822
ACH-000869,-1.5579815635919143
ACH-000872,-1.3078633263101322
ACH-000873,-1.3227800174195037
ACH-000876,-1.8232438491985403
ACH-000878,-1.3477060267965026
ACH-000880,-1.3311029167456363
ACH-000881,-1.2499545621047683
ACH-000882,-1.1859549612164424
ACH-000884,-1.3912753067589594
ACH-000885,-1.5210337056802077
ACH-000887,-1.247827110743973
ACH-000889,-1.6219754321996387
ACH-000896,-1.4171114798956448
ACH-000898,-1.443944616588311
ACH-000900,-1.4309248685864842
ACH-000901,-1.5764528786736949
ACH-000905,-1.2397126154666709
ACH-000906,-1.3715606767091093
ACH-000907,-1.239672494902939
ACH-000910,-1.4612220819176183
ACH-000911,-1.3542296969010827
ACH-000912,-1.3983233191172986
ACH-000913,-1.3990384739827793
ACH-000915,-1.5256972678036669
ACH-000916,-1.6352647869779944
ACH-000917,-1.3451412847955724
ACH-000920,-1.4552042561411396
ACH-000921,-1.4236642394011214
ACH-000924,-1.4091509508565196
ACH-000926,-1.7083426190870443
ACH-000928,-1.6134533405734732
ACH-000929,-1.3481450112047197
ACH-000932,-1.536760137453541
ACH-000935,-1.195152161248342
ACH-000936,-1.5171888362410522
ACH-000937,-1.685647614277759
ACH-000938,-1.6156972941266499
ACH-000939,-1.4040325406145724
ACH-000941,-1.4501514160571378
ACH-000943,-1.3581646934216962
ACH-000946,-1.335576943135468
ACH-000947,-1.4101844950077167
ACH-000948,-1.2353342341311448
ACH-000950,-1.3495805754149548
ACH-000953,-1.3861570900907545
ACH-000954,-1.3096736029987923
ACH-000957,-1.2330869319045057
ACH-000958,-1.3544872836644528
ACH-000960,-1.76306497553841
ACH-000963,-1.289560855109764
ACH-000968,-1.1889623752323342
ACH-000969,-1.5462777585190473
ACH-000972,-1.548630625876064
ACH-000973,-1.4826630920003951
ACH-000974,-1.3869874707298202
ACH-000978,-1.3808184811222055
ACH-000984,-1.4245310207493933
ACH-000986,-1.3845427464383842
ACH-000988,-1.3184776172667028
ACH-000993,-1.3740564861111382
ACH-000994,-1.5063636508091758
ACH-000996,-1.2734600268627594
ACH-001001,-1.487830227832203
ACH-001020,-1.5717459827078968
ACH-001028,-1.4970221012948752
ACH-001031,-1.5147459422340546
ACH-001038,-1.6121540736814228
ACH-001048,-1.4699772465576897
ACH-001050,-1.3256255902492216
ACH-001053,-1.3055804272724134
ACH-001054,-1.4117026394076897
ACH-001061,-1.3428262844990768
ACH-001067,-1.6728994233551302
ACH-001075,-1.2276076250471455
ACH-001096,-1.336627544475396
ACH-001111,-1.7761028371118168
ACH-001119,-1.420115977302623
ACH-001128,-1.4798202013379702
ACH-001134,-1.3197200538157987
ACH-001151,-1.4769514704344668
ACH-001163,-1.4002881625600472
ACH-001164,-1.1657128142807172
ACH-001183,-1.2977286559491856
ACH-001192,-1.4392003079066298
ACH-001193,-1.33147956864318
ACH-001196,-1.4709205282038504
ACH-001197,-1.2979681028030914
ACH-001205,-1.3642698559654942
ACH-001211,-1.5578440718077096
ACH-001212,-1.4630996310556967
ACH-001228,-1.2101314222348185
ACH-001232,-1.276591425752465
ACH-001239,-1.2280394052400505
ACH-001270,-1.565750511808507
ACH-001274,-1.441040992265794
ACH-001275,-1.3568400873498394
ACH-001277,-1.3734750810979928
ACH-001278,-1.3649555905813435
ACH-001280,-1.1664154099313058
ACH-001283,-1.3588545892092228
ACH-001289,-1.2500933890216142
ACH-001300,-1.4258540141731593
ACH-001301,-1.2238373506429998
ACH-001302,-1.3539155404974426
ACH-001306,-1.15722264123478
ACH-001318,-1.5450282571718132
ACH-001322,-1.2988170684283984
ACH-001328,-1.306283907575486
ACH-001332,-1.2492722978227828
ACH-001336,-1.3008259263013315
ACH-001346,-1.528803774994757
ACH-001353,-1.396004506802167
ACH-001354,-1.398804798853536
ACH-001367,-1.6658118415690633
ACH-001368,-1.7097179045291724
ACH-001374,-1.4872936547076483
ACH-001377,-1.4435927873487495
ACH-001380,-1.371268851306089
ACH-001391,-1.5021413586705474
ACH-001408,-1.1775677775954108
ACH-001430,-1.4443196695756777
ACH-001431,-1.3700362969179385
ACH-001450,-1.5179828101836428
ACH-001496,-1.5337640627006772
ACH-001500,-1.4195575266336815
ACH-001523,-1.512163530680337
ACH-001532,-1.467704614442913
ACH-001550,-1.8313039589145523
ACH-001552,-1.3561330745033695
ACH-001554,-1.4301342649736168
ACH-001654,-1.5266014451398782
ACH-001735,-1.4205506544593085
ACH-001736,-1.4825505290447716
ACH-001737,-1.5810912232842818
ACH-001740,-1.257373862091454
ACH-001745,-1.4343233044410115
ACH-001765,-1.3373329610911069
