,INHBA (3624)
ACH-000004,0.05241308979296588
ACH-000005,0.17924023341291678
ACH-000007,0.1302476062128236
ACH-000009,-0.09626397431925568
ACH-000011,0.0712773839312667
ACH-000012,0.07598852097561737
ACH-000013,0.041354801351825815
ACH-000014,0.13282588981789714
ACH-000015,-0.0026547397981204987
ACH-000017,0.0506273548318022
ACH-000018,-0.08991047830158479
ACH-000019,-0.02464457752953894
ACH-000021,0.08406555438930165
ACH-000022,0.01636246794590573
ACH-000025,-0.19721198736148346
ACH-000028,0.09764949056417163
ACH-000030,0.012545384033267932
ACH-000035,-0.20802203064396585
ACH-000036,-0.04834986290961592
ACH-000037,-0.028165224932444364
ACH-000039,0.01434156504891259
ACH-000040,0.02531657206053206
ACH-000041,0.02753360635399416
ACH-000042,-0.03578373469901205
ACH-000045,-0.013276399944084962
ACH-000047,0.02108004717605672
ACH-000052,0.11474583604965174
ACH-000053,0.008850310100046659
ACH-000054,-0.09405120794824846
ACH-000055,0.05370043699856936
ACH-000060,0.015786129571045568
ACH-000067,0.020424239692610924
ACH-000070,0.004302439756053557
ACH-000075,0.022244668475167692
ACH-000078,0.17194033121788704
ACH-000082,-0.03752850751604934
ACH-000085,0.053373319859455405
ACH-000086,0.1517990924059535
ACH-000087,0.08482791855437398
ACH-000092,0.013119173471536216
ACH-000095,-0.025950466956272532
ACH-000097,0.0015378100138334241
ACH-000098,-0.015739335920969964
ACH-000099,0.10096324422353407
ACH-000108,-0.03772664248664736
ACH-000113,-0.0862424550891782
ACH-000116,0.01345072271303499
ACH-000118,0.06790952143887674
ACH-000120,-0.02716665831724849
ACH-000123,-0.034601333672660134
ACH-000127,-0.04949970476942641
ACH-000128,0.018986428931889933
ACH-000132,0.14219122073994475
ACH-000133,0.045204325420880064
ACH-000137,-0.16813709013593914
ACH-000138,0.06458382556193865
ACH-000142,0.02388008196791172
ACH-000143,0.06989137356259985
ACH-000146,0.010806495938103924
ACH-000148,-0.031194051607063813
ACH-000150,0.014414647693821978
ACH-000152,0.07396250784607952
ACH-000153,-0.025210662356139262
ACH-000159,-0.03668002015073518
ACH-000160,0.07936180070648978
ACH-000163,0.06959384943310548
ACH-000167,-0.19334789696336666
ACH-000168,-0.03192014194541345
ACH-000169,-0.08018160207422309
ACH-000178,0.03375662861319135
ACH-000183,0.048825565475395134
ACH-000188,0.026962451586153773
ACH-000189,-0.16913573083160616
ACH-000190,-0.08287614246757571
ACH-000198,-0.018556276506880128
ACH-000203,0.07329525485937029
ACH-000204,-0.2297704733926866
ACH-000206,0.02385569698098794
ACH-000207,0.02586801975685246
ACH-000208,0.08064894828810105
ACH-000210,0.13348790511418804
ACH-000211,0.11450743832462446
ACH-000215,0.052330991902540265
ACH-000221,-0.04490132330406478
ACH-000222,0.14545018925442474
ACH-000223,-0.03208167974132206
ACH-000226,0.06517078473755564
ACH-000227,-0.01452653392360471
ACH-000228,0.07787258257836584
ACH-000231,-0.04602136496174936
ACH-000232,-0.0022495156297835826
ACH-000233,0.09177627984547568
ACH-000234,0.09364714059411926
ACH-000235,0.02298323269046737
ACH-000237,0.031033005466789026
ACH-000238,0.08387930727598983
ACH-000242,0.15566171460462494
ACH-000243,-0.06230126517907971
ACH-000244,-0.02807663459286422
ACH-000246,0.04923799566588604
ACH-000248,0.034902145071739665
ACH-000250,0.019274195669290044
ACH-000251,0.24056268765792985
ACH-000252,0.02832393384819496
ACH-000253,0.04980719874303207
ACH-000255,0.054012975167478314
ACH-000256,0.09975686138050276
ACH-000257,0.19572391655363505
ACH-000258,0.09033142450497028
ACH-000259,-0.0019282929138082624
ACH-000260,0.06476807480127515
ACH-000261,-0.08505821973058983
ACH-000262,0.015165149821291041
ACH-000263,-0.11256118346459246
ACH-000264,-0.010131949612566752
ACH-000265,0.040761502216686986
ACH-000266,-0.003270898113113229
ACH-000272,-0.04718173514920464
ACH-000274,-0.04815634142141706
ACH-000277,0.04373717633531924
ACH-000278,-0.03358711525838279
ACH-000279,0.028892453078431336
ACH-000280,-0.02179675461094585
ACH-000281,0.006240051865748441
ACH-000288,-0.048978048967021265
ACH-000291,-0.06510737473234758
ACH-000293,-0.00014358499474127114
ACH-000294,-0.18838937299525213
ACH-000295,-0.08478956060230036
ACH-000296,0.1838167546885283
ACH-000302,-0.048317990058092515
ACH-000304,-0.08638031482365227
ACH-000307,-0.0007966300423564479
ACH-000308,-0.019199540543375464
ACH-000310,-0.16222828671259512
ACH-000311,0.009080128932138304
ACH-000312,0.007038026973264177
ACH-000315,0.2054507572875678
ACH-000316,0.05395322596752217
ACH-000317,0.164673306505974
ACH-000318,0.038299944344410856
ACH-000319,-0.016911787080937317
ACH-000320,0.04833517780368776
ACH-000322,-0.05511699067010045
ACH-000323,0.044153766466132775
ACH-000324,-0.0013405143283725766
ACH-000329,-0.00205808117265236
ACH-000330,-0.10285030147048813
ACH-000331,-0.06110729987449363
ACH-000332,0.062304475785327065
ACH-000334,0.15941537105195458
ACH-000335,0.2613035032814306
ACH-000336,0.05455405483140982
ACH-000337,-0.005904905517305839
