,SERAC1 (84947)
ACH-000004,-0.02898101788183513
ACH-000005,0.10330141911611687
ACH-000007,-0.06563966837321045
ACH-000009,0.010000136723077216
ACH-000011,0.1346116367691193
ACH-000012,-0.012436838931310062
ACH-000013,-0.014093007978921553
ACH-000014,0.013964289884804441
ACH-000015,-0.02347051405489221
ACH-000017,0.08670183315895001
ACH-000018,0.0009221248627142998
ACH-000019,0.16501535591685645
ACH-000021,-0.1815934557901049
ACH-000022,0.06287323195715258
ACH-000025,-0.03820841976370714
ACH-000028,0.016183998957834074
ACH-000030,-0.04109694148977239
ACH-000035,0.06853255198321713
ACH-000036,-0.07356625372063841
ACH-000037,0.04433646513524854
ACH-000039,-0.025965707463049943
ACH-000040,-0.07811838970450545
ACH-000041,-0.04760299629522486
ACH-000042,-0.03955161968971057
ACH-000045,0.032978275425609896
ACH-000047,0.06453355158432107
ACH-000052,0.26741071851907977
ACH-000053,0.06541505274320188
ACH-000054,-3.528906434080124e-05
ACH-000055,0.04125664310963437
ACH-000060,0.04177176302014287
ACH-000067,0.11039478134808496
ACH-000070,-0.14430156633897712
ACH-000075,-0.14371172089710932
ACH-000078,-0.05840135316179
ACH-000082,-0.012690448773628252
ACH-000085,0.05196791202325719
ACH-000086,0.0068707310923299255
ACH-000087,0.11332581716719793
ACH-000092,0.007847641793577189
ACH-000095,0.022557204611114125
ACH-000097,0.025989263944034297
ACH-000098,0.04367569379951358
ACH-000099,0.05361471166169241
ACH-000108,0.12712637914603828
ACH-000113,0.042171698446376894
ACH-000116,-0.004696160098609077
ACH-000118,-0.020177797307367
ACH-000120,0.13390549042592845
ACH-000123,0.12188404883202987
ACH-000127,-0.02732298006141233
ACH-000128,0.007435400773645527
ACH-000132,0.06284277851605438
ACH-000133,-0.057557535946690726
ACH-000137,0.05422406090902057
ACH-000138,-0.052580709788184486
ACH-000142,-0.09900969850721383
ACH-000143,-0.029454369051604375
ACH-000146,-0.0807143821307677
ACH-000148,0.02131657213834549
ACH-000150,-0.08746181871707903
ACH-000152,0.11876083578713376
ACH-000153,-0.028414882121463193
ACH-000159,-0.03627437645076114
ACH-000160,-0.0959635661750899
ACH-000163,0.0651550390304781
ACH-000167,-0.026057406611426245
ACH-000168,0.05573188488748227
ACH-000169,0.007652282044261899
ACH-000178,0.017519986026718996
ACH-000183,-0.05986566815359524
ACH-000188,-0.002715939127894289
ACH-000189,0.3775374453661992
ACH-000190,0.10491655138600252
ACH-000198,0.020663727648466024
ACH-000203,-0.3471378952308785
ACH-000204,0.10956526601690347
ACH-000206,0.12215208188276973
ACH-000207,-0.006796920271314302
ACH-000208,0.04592544076437705
ACH-000210,0.20480143929125355
ACH-000211,0.01426111200642623
ACH-000215,0.008786747713036135
ACH-000221,0.06836239712070351
ACH-000222,-0.1131487278227465
ACH-000223,-0.10703844333785674
ACH-000226,0.0779278420102778
ACH-000227,-0.05364644717550452
ACH-000228,-0.03675507576139962
ACH-000231,0.1034956311943954
ACH-000232,-0.03700740750521733
ACH-000233,-0.09300976797434142
ACH-000234,0.016482039040876674
ACH-000235,0.07179737805587745
ACH-000237,0.09084232456731994
ACH-000238,-0.12194613733402175
ACH-000242,0.06840883038266178
ACH-000243,0.09264867749043447
ACH-000244,-0.016956540181557626
ACH-000246,-0.02926838886994855
ACH-000248,0.03494944332981528
ACH-000250,-0.00785261386596857
ACH-000251,-0.04112797816466849
ACH-000252,0.10186548994193327
ACH-000253,-0.01838197337978616
ACH-000255,0.14612111264981625
ACH-000256,0.08812056537969476
ACH-000257,0.021671093860403653
ACH-000258,0.0948379464256817
ACH-000259,0.07350153259261949
ACH-000260,0.07724309489831997
ACH-000261,0.010845032065974005
ACH-000262,0.08087504783060448
ACH-000263,-0.11903506780989292
ACH-000264,-0.03060100187352753
ACH-000265,0.07810290318986846
ACH-000266,0.03375094812699475
ACH-000272,0.032201215932787394
ACH-000274,-0.0369072382478348
ACH-000277,0.008885226726896844
ACH-000278,0.040400082635395636
ACH-000279,-0.03149480999669806
ACH-000280,0.08398075880706339
ACH-000281,-0.02427747873083148
ACH-000288,0.0068683205523566715
ACH-000291,0.08777068751755829
ACH-000293,0.029809741521718832
ACH-000294,-0.062103259894212524
ACH-000295,-0.06529719896978814
ACH-000296,0.21612412881826945
ACH-000302,0.07808047248250946
ACH-000304,0.10297995352744437
ACH-000307,-0.02426168681327589
ACH-000308,0.02721937963497838
ACH-000310,0.02511836421816228
ACH-000311,0.0959444710873522
ACH-000312,0.05916308084458422
ACH-000315,-0.025835038064097576
ACH-000316,-0.013496981606990059
ACH-000317,0.02700670611356905
ACH-000318,0.062936487304597
ACH-000319,-0.07965334399274276
ACH-000320,0.18392268249776034
ACH-000322,0.07024974198948651
ACH-000323,0.14715524375955702
ACH-000324,0.019742744521733642
ACH-000329,0.002240323006873202
ACH-000330,0.1115048417398965
ACH-000331,0.01716126357876737
ACH-000332,0.02863236806308568
