,DROSHA (29102)
ACH-000004,-0.3897520637299476
ACH-000005,-0.7732919851704272
ACH-000007,-0.2050595857044432
ACH-000009,-0.25557516440684064
ACH-000011,-0.32404168713521353
ACH-000012,-0.4525717595456363
ACH-000013,-0.4117221236257162
ACH-000014,-0.3638688474129989
ACH-000015,-0.1420909208132936
ACH-000017,-0.29410119061615503
ACH-000018,-0.5678555825956324
ACH-000019,-0.10861182838880153
ACH-000021,-0.32612845912656924
ACH-000022,-0.16950346562768814
ACH-000025,-0.33742281906369376
ACH-000028,-0.30208756412722665
ACH-000030,-0.16378502719213928
ACH-000035,-0.3913027469545125
ACH-000036,-0.2773197839489827
ACH-000037,-0.30852663848048123
ACH-000039,-0.4032172872524004
ACH-000040,-0.5072026756401965
ACH-000041,-0.5463691707458069
ACH-000042,-0.5376090633683611
ACH-000045,-0.5280734025759244
ACH-000047,-0.3854593120388816
ACH-000052,-0.6039486718445194
ACH-000053,-0.6778759451716955
ACH-000054,-0.3182935776795073
ACH-000055,-0.402463789487668
ACH-000060,-0.2638463483636736
ACH-000067,-0.4575813622456813
ACH-000070,-0.4144718788965256
ACH-000075,-0.195514957681408
ACH-000078,-0.38031128302722816
ACH-000082,-0.7888152406711488
ACH-000085,-0.6114571243883873
ACH-000086,-0.23779605472759424
ACH-000087,-0.3856366136547851
ACH-000092,-0.3317539631157744
ACH-000095,-0.4167927993624552
ACH-000097,-0.3928551954928355
ACH-000098,-0.2393496062475481
ACH-000099,-0.44447785360983016
ACH-000108,-0.5409480530979698
ACH-000113,-0.4946957958047268
ACH-000116,-0.21305283246293055
ACH-000118,-0.7269310139849532
ACH-000120,-0.5693282877861967
ACH-000123,-0.40998114503316
ACH-000127,-0.3726487919459821
ACH-000128,-0.25655676728230103
ACH-000132,-0.17458737812150202
ACH-000133,-0.23928386626224296
ACH-000137,-0.3525836674519666
ACH-000138,-0.5056991622245129
ACH-000142,-0.2121649403419532
ACH-000143,-0.5220815377513944
ACH-000146,-0.3522992931393194
ACH-000148,-0.3585202860156013
ACH-000150,-0.14515084649504664
ACH-000152,-0.41296177937245865
ACH-000153,-0.32629807065184724
ACH-000159,-0.4095140167316173
ACH-000160,-0.5700979402296905
ACH-000163,-0.4460466468385046
ACH-000167,-0.31731138325067704
ACH-000168,-0.4425880612557781
ACH-000169,-0.4045825195166057
ACH-000178,-0.33445735502704776
ACH-000183,-0.4989266766733145
ACH-000188,-0.3406462319690064
ACH-000189,-0.3013372495514434
ACH-000190,-0.2985631043498356
ACH-000198,-0.5184538493234535
ACH-000203,-0.8924297383226351
ACH-000204,-0.4905934162512095
ACH-000206,-0.3449844836936776
ACH-000207,-0.4743569980850984
ACH-000208,-0.03455778258461757
ACH-000210,-0.4289361550210076
ACH-000211,-0.4044663254970958
ACH-000215,-0.2887422535212103
ACH-000221,-0.3792992089719256
ACH-000222,-0.39723702594811583
ACH-000223,-0.1847024097181613
ACH-000226,-0.37978769318281824
ACH-000227,-0.38508009946345145
ACH-000228,-0.3694355628451044
ACH-000231,-0.31372209315622923
ACH-000232,-0.20042439567135656
ACH-000233,-0.459308171474187
ACH-000234,-0.4709060553276394
ACH-000235,-0.4987883078230533
ACH-000237,-0.28427111032219565
ACH-000238,-0.318060710618498
ACH-000242,-0.25817322720975866
ACH-000243,-0.4480025080271775
ACH-000244,-0.5018579409115662
ACH-000246,-0.4742478020231126
ACH-000248,-0.21320778337123705
ACH-000250,-0.4238753679041825
ACH-000251,-0.3554475448717961
ACH-000252,-0.3020185096039881
ACH-000253,-0.4551588643069219
ACH-000255,-0.4147907388337417
ACH-000256,-0.5878386995848769
ACH-000257,-0.42241580764267256
ACH-000258,-0.4666237377627862
ACH-000259,-0.3415422979168201
ACH-000260,-0.4685581098441637
ACH-000261,-0.31427860534314844
ACH-000262,-0.5128290112093631
ACH-000263,-0.41668282775275
ACH-000264,-0.4198493576196028
ACH-000265,-0.4389127870766937
ACH-000266,-0.4001780749136383
ACH-000272,-0.3553543502701439
ACH-000274,-0.17991475532067594
ACH-000277,-0.11827724604418202
ACH-000278,-0.35455704585004705
ACH-000279,-0.4553102069868058
ACH-000280,-0.4203799549301679
ACH-000281,-0.5756283038747098
ACH-000288,-0.26395930808533785
ACH-000291,-0.5314994912762618
ACH-000293,-0.3543422400974942
ACH-000294,-0.2893030732812594
ACH-000295,-0.1599229001699786
ACH-000296,-0.5618143238166247
ACH-000302,-0.42471543256894895
ACH-000304,-0.30256657582407803
ACH-000307,-0.40215937635671506
ACH-000308,-0.3629774502004637
ACH-000310,-0.37778725369765903
ACH-000311,-0.3511525678234101
ACH-000312,-0.434713832991234
ACH-000315,-0.6846101338812026
ACH-000316,-0.4749161869186326
ACH-000317,-0.4111142347631781
ACH-000318,-0.2402374498854415
ACH-000319,-0.3280931389764763
ACH-000320,-0.488694656205049
ACH-000322,-0.5815891373477603
ACH-000323,-0.5796916019882764
ACH-000324,-0.4063188741677222
ACH-000329,-0.2388458588219325
ACH-000330,-0.309074646797453
ACH-000331,-0.2509743680290193
ACH-000332,-0.5677886843125028
ACH-000334,-0.460507991916647
ACH-000335,-0.2956227155154632
ACH-000336,-0.06675450878895503
ACH-000337,-0.21213281820787264
ACH-000338,-0.2551318819019188
ACH-000339,-0.4202806551690796
ACH-000341,-0.33121063650864263
ACH-000348,-0.4553045916146658
ACH-000350,-0.1872538458657407
ACH-000352,-0.28369740109142594
ACH-000356,-0.07592101111525952
ACH-000361,0.04202015251918512
ACH-000362,-0.244304600065466
ACH-000363,-0.4988636809004434
ACH-000364,-0.07772432208498835
ACH-000365,-0.549135362446141
ACH-000366,-0.3596629399441593
ACH-000368,-0.5451915627531989
ACH-000374,-0.37431482209369177
ACH-000375,-0.615984983588239
ACH-000376,-0.3170669360667465
ACH-000381,-0.34462628931794353
ACH-000383,-0.4228400029654606
ACH-000387,-0.5057648011963379
ACH-000389,-0.4696916627540582
ACH-000390,-0.2046823023842487
ACH-000393,-0.4062668849776527
ACH-000395,-0.15903427361270536
ACH-000396,-0.2459670859001673
ACH-000397,-0.33357627297720555
ACH-000401,-0.3244762486657411
ACH-000402,-0.38055463836077547
ACH-000403,-0.12429099801607303
ACH-000404,-0.4910033871033602
ACH-000406,-0.6319225979145711
ACH-000407,-0.14142283336402714
ACH-000408,-0.30009087344358504
ACH-000410,-0.361916980235315
ACH-000411,-0.5616343185152145
ACH-000414,-0.4969892933437807
ACH-000415,-0.51424174921921
ACH-000416,-0.2505451486925889
ACH-000420,-0.31385527966531074
ACH-000421,-0.4729636613240264
ACH-000424,-0.29396155393217466
ACH-000425,-0.634045037643714
ACH-000426,-0.3381164422213999
ACH-000427,-0.4727453813814235
ACH-000433,-0.5629376509335804
ACH-000435,-0.3854930090469408
ACH-000436,-0.18866617645250006
ACH-000444,-0.5107528251611579
ACH-000445,-0.23323083411866785
ACH-000448,-0.4661173019675968
ACH-000450,-0.22459633836325904
ACH-000452,-0.4195765395602765
ACH-000454,-0.09572875643421223
ACH-000458,-0.3364409245226241
ACH-000459,-0.3278755773575219
ACH-000460,-0.36500616544888
ACH-000461,-0.3289990877346188
ACH-000463,-0.3849150191974813
ACH-000464,-0.3063079631634385
ACH-000466,-0.29738866103236783
ACH-000467,-0.2905782008355892
ACH-000468,-0.15439901366381872
ACH-000469,-0.16690180247209424
ACH-000470,-0.22761307334951755
ACH-000471,-0.4314357413580503
ACH-000472,-0.3062130413796843
ACH-000473,-0.6997112770768741
ACH-000475,-0.1431949047425546
ACH-000476,-0.29403169156727843
ACH-000477,-0.26987913432784066
ACH-000479,-0.1964689867476827
ACH-000480,-0.4917749909832959
ACH-000481,-0.2966005068055649
ACH-000483,-0.3387916296069857
ACH-000484,-0.6187480442168793
ACH-000485,-0.2704367083299967
ACH-000486,-0.5416626930909937
ACH-000487,-0.36501752103586094
ACH-000488,-0.3526586590901501
ACH-000490,-0.4021730375391763
ACH-000491,-0.3873536803523141
ACH-000495,-0.4695362346814215
ACH-000496,-0.2536676830888223
ACH-000499,-0.4815107678712498
ACH-000500,-0.29218427164851285
ACH-000502,-0.3981948540909781
ACH-000503,-0.2224741572918472
ACH-000505,-0.2418365418999525
ACH-000507,-0.3387372406282014
ACH-000510,-0.2917919824854276
ACH-000511,-0.4110942542279088
ACH-000512,-0.2748669236306027
ACH-000516,-0.6166778621715048
ACH-000517,-0.20628147504581115
ACH-000518,-0.5182197631840129
ACH-000520,-0.4159392290591396
ACH-000521,-0.26366172877021643
ACH-000522,-0.07854516749533234
ACH-000524,-0.25743021620040923
ACH-000527,-0.7327127172268709
ACH-000528,-0.15186348820575324
ACH-000537,-0.1688183316622351
ACH-000541,-0.2716993429258912
ACH-000542,-0.2982422595158468
ACH-000544,-0.3833954523051896
ACH-000545,-0.17009244248700528
ACH-000547,-0.44934213473325735
ACH-000548,-0.2508912442865744
ACH-000549,-0.3337012091228204
ACH-000550,-0.2904675630227112
ACH-000552,-0.4312701523648271
ACH-000556,-0.12351860566892472
ACH-000557,-0.212087409707026
ACH-000569,-0.4920034750222103
ACH-000570,-0.4202084197646375
ACH-000571,-0.2668416820473251
ACH-000573,-0.32753757223537183
ACH-000576,-0.4719485256063375
ACH-000579,-0.4820816499134098
ACH-000580,-0.444698425552544
ACH-000584,-0.4916650690081504
ACH-000585,-0.24163668230281896
ACH-000588,-0.4005145231399425
ACH-000589,-0.3882715481628445
ACH-000591,-0.3585799049286636
ACH-000593,-0.5820407758071611
ACH-000600,-0.35528710807589325
ACH-000601,-0.1764805103079269
ACH-000605,-0.3440391952426101
ACH-000606,-0.31432762177148044
ACH-000608,-0.568544489677512
ACH-000614,-0.4852753864963733
ACH-000616,-0.580664672871553
ACH-000618,-0.414781944141049
ACH-000619,-0.21627878590083685
ACH-000620,-0.4428991515348514
ACH-000621,-0.3177032963599056
ACH-000622,-0.1929173487153786
ACH-000623,-0.4240629358772413
ACH-000624,-0.25006995226020384
ACH-000627,-0.12949509070854448
ACH-000630,-0.42612268563311934
ACH-000631,-0.1649051152760367
ACH-000632,-0.2694458310568429
ACH-000633,-0.04477188604229273
ACH-000637,-0.3312588311293122
ACH-000638,-0.07363255724691221
ACH-000646,-0.7418446519902244
ACH-000647,-0.14963871621400912
ACH-000648,-0.5013449244350172
ACH-000649,-0.1853057113020861
ACH-000651,-0.4316902892793724
ACH-000652,-0.30198789488601946
ACH-000653,-0.3920374940363879
ACH-000657,-0.2977795492140372
ACH-000658,-0.26422534414015303
ACH-000661,-0.3074337938856784
ACH-000662,-0.620075692788308
ACH-000663,-0.5901224525288771
ACH-000665,-0.47150359162582395
ACH-000671,-0.4771138182700248
ACH-000672,-0.4587064749444292
ACH-000673,-0.6136441358131203
ACH-000676,-0.303701183608706
ACH-000677,-0.4007008741340444
ACH-000681,-0.31474471247340186
ACH-000683,-0.4521323212521661
ACH-000684,-0.41620008674599795
ACH-000688,-0.6130346662961341
ACH-000693,-0.27059748813982365
ACH-000694,-0.5072308424305704
ACH-000695,-0.454632130746808
ACH-000696,-0.3280638643764553
ACH-000697,-0.7002258040634949
ACH-000699,-0.4105726676661005
ACH-000701,-0.5101145562504181
ACH-000706,-0.33863306987058284
ACH-000711,-0.4319089749544828
ACH-000713,-0.4101474854336713
ACH-000714,-0.2869378140499396
ACH-000718,-0.10031137375361593
ACH-000720,-0.14332103554152076
ACH-000721,-0.058018710874856
ACH-000724,-0.2808063378692229
ACH-000725,-0.1969669302102168
ACH-000732,-0.5587516798129313
ACH-000734,-0.31646806248625803
ACH-000735,-0.3896741158883909
ACH-000736,-0.34063251506901937
ACH-000738,-0.3232461985797054
ACH-000746,-0.7183604924693184
ACH-000747,0.1909335379213663
ACH-000748,-0.4230799379612729
ACH-000753,-0.3434982420206621
ACH-000756,-0.32198294821022805
