,HYKK (123688)
ACH-000004,-0.2263785502873667
ACH-000005,-0.2501075560029176
ACH-000007,-0.2349828564777445
ACH-000009,-0.2107961819015071
ACH-000011,-0.07884283499863716
ACH-000012,-0.10555209246646563
ACH-000013,-0.08378048286374791
ACH-000014,-0.16516634252376394
ACH-000015,-0.16625396593768685
ACH-000017,-0.352029924345204
ACH-000018,-0.11109480345484622
ACH-000019,-0.22101524523209698
ACH-000021,-0.013974381032243357
ACH-000022,-0.08929195481463932
ACH-000025,0.06683768537658978
ACH-000028,-0.13208592176092335
ACH-000030,-0.0912234636078066
ACH-000035,-0.0566536884471122
ACH-000036,0.05660506665696913
ACH-000037,-0.0615863997310744
ACH-000039,-0.0553131530570803
ACH-000040,0.011223306277657706
ACH-000041,-0.2080754693719931
ACH-000042,-0.15475643973843928
ACH-000045,-0.08276948691709085
ACH-000047,-0.15588572755121402
ACH-000052,-0.05524220067535182
ACH-000053,-0.08810922101024622
ACH-000054,-0.18762727530224027
ACH-000055,-0.0005154840948817811
ACH-000060,-0.12775926042373165
ACH-000067,-0.055251989384477035
ACH-000070,-0.015644492244229456
ACH-000075,-0.1065901713062814
ACH-000078,-0.2755013752419487
ACH-000082,-0.15093660157048874
ACH-000085,-0.35309772476369233
ACH-000086,-0.05829020155388932
ACH-000087,-0.15111977163324586
ACH-000092,-0.11909990229120708
ACH-000095,-0.1797471823163917
ACH-000097,-0.21021610103874394
ACH-000098,-0.06291791782868136
ACH-000099,-0.2224212023256779
ACH-000108,-0.0231697236239512
ACH-000113,-0.09457849004682277
ACH-000116,-0.0871118502236684
ACH-000118,-0.06019290220582357
ACH-000120,-0.03798905926965672
ACH-000123,-0.17890729703693745
ACH-000127,-0.10334053793496008
ACH-000128,-0.06028725371218745
ACH-000132,-0.1122322216845389
ACH-000133,0.04849716929630229
ACH-000137,-0.08540071086154387
ACH-000138,0.03958776098058141
ACH-000142,0.0306438895224643
ACH-000143,-0.1822485212753648
ACH-000146,-0.13962994917988705
ACH-000148,-0.09710864175864188
ACH-000150,-0.016764891989095945
ACH-000152,-0.04987716551913473
ACH-000153,-0.008402875362532822
ACH-000159,-0.04584062370106401
ACH-000160,-0.04766419838219075
ACH-000163,-0.04321327236785008
ACH-000167,-0.08386044052594997
ACH-000168,-0.13005456232304102
ACH-000169,-0.14131277587183147
ACH-000178,-0.015626709223253092
ACH-000183,-0.11288888123715805
ACH-000188,-0.04276920059997802
ACH-000189,0.06699872276225707
ACH-000190,-0.1532847892413397
ACH-000198,-0.20748173320145533
ACH-000203,-0.1970012984792377
ACH-000204,-0.1288292917691423
ACH-000206,-0.1406196913509477
ACH-000207,0.06459590403748729
ACH-000208,-0.2343182318899437
ACH-000210,-0.15373475881021698
ACH-000211,-0.1389482357982862
ACH-000215,-0.05541831396254307
ACH-000221,-0.05371645910506345
ACH-000222,-0.08656660840745814
ACH-000223,-0.21110561156025215
ACH-000226,-0.008953272928926989
ACH-000227,-0.20276563334864592
ACH-000228,-0.00804253949508938
ACH-000231,-0.024941386435233283
ACH-000232,-0.10881194580290857
ACH-000233,-0.17749869631100268
ACH-000234,-0.07508138696270512
ACH-000235,-0.1481906237755195
ACH-000237,-0.269870410844254
ACH-000238,-0.0168121977844563
ACH-000242,-0.15349230269874795
ACH-000243,-0.13606104318540052
ACH-000244,-0.20982096364717245
ACH-000246,-0.07238773916849872
ACH-000248,-0.28200724028773955
ACH-000250,-0.11956962346081568
ACH-000251,0.0857265919471638
ACH-000252,-0.15266801815597772
ACH-000253,-0.07312113855732927
ACH-000255,-0.20561974220999374
ACH-000256,-0.02382726997610199
ACH-000257,-0.09035496723826272
ACH-000258,-0.21911549121130813
ACH-000259,-0.06453245027805317
ACH-000260,-0.15261964673580894
ACH-000261,-0.13701929134232835
ACH-000262,-0.0301859343410858
ACH-000263,-0.5201432756952076
ACH-000264,-0.08569345885493919
ACH-000265,-0.16472245644121927
ACH-000266,-0.1526152747833606
ACH-000272,-0.13215297217459684
ACH-000274,-0.11733550291497707
ACH-000277,-0.3567499771269422
ACH-000278,-0.2277081036847346
ACH-000279,-0.14457165936592928
ACH-000280,-0.07249317250097077
ACH-000281,-0.275157287815716
ACH-000288,-0.0007548245884239537
ACH-000291,-0.2136206614234932
ACH-000293,-0.052769378137732935
ACH-000294,-0.05722736208515997
ACH-000295,-0.02577355833716233
ACH-000296,-0.05980821572535385
ACH-000302,-0.11237424946644617
ACH-000304,-0.2838968091536598
ACH-000307,-0.22266221945755227
ACH-000308,-0.1840348039288364
ACH-000310,-0.4086627911670142
ACH-000311,-0.006610147855066451
ACH-000312,-0.1391333986862086
ACH-000315,-0.0958325661824276
ACH-000316,-0.11622907633842605
ACH-000317,0.008167471639242556
ACH-000318,-0.2149106358751154
ACH-000319,-0.08548831309495923
ACH-000320,-0.008817035474319335
ACH-000322,-0.3835257099542034
ACH-000323,-0.08888236352098358
ACH-000324,-0.029358919162069508
ACH-000329,-0.09000375044364799
ACH-000330,-0.16778198485835086
ACH-000331,-0.04002992367564491
ACH-000332,-0.09437852357229913
ACH-000334,-0.14525662971412462
ACH-000335,0.03206653818424264
ACH-000336,-0.0671977987008127
ACH-000337,-0.044985192448377696
ACH-000338,0.12488454080189353
ACH-000339,-0.028218864234687262
ACH-000341,-0.1678686696815658
ACH-000348,-0.11786380735113018
ACH-000350,-0.28325754295997285
ACH-000352,-0.20934268435984252
ACH-000356,-0.1372879438800951
ACH-000361,0.11134092572394758
ACH-000362,-0.09818951277649676
ACH-000363,-0.2262210017090705
ACH-000364,-0.0008239505214882151
ACH-000365,-0.14238947263623475
ACH-000366,-0.1121093813561724
ACH-000368,-0.11188214334989124
ACH-000374,-0.0018267909071224128
ACH-000375,-0.14708107037600462
ACH-000376,-0.0376612077626431
ACH-000381,-0.00371035479461988
ACH-000383,-0.08741680400012519
ACH-000387,-0.14701108335533772
ACH-000389,-0.14199206585728535
ACH-000390,-0.06977894746465092
ACH-000393,-0.1824648378949864
ACH-000395,-0.0045162962178918005
ACH-000396,0.1554659715392578
ACH-000397,-0.01550226907765158
ACH-000401,-0.12357176516153605
ACH-000402,-0.006184329170435549
ACH-000403,-0.07177124899963709
ACH-000404,-0.06777408738668532
ACH-000406,-0.0522039120439738
ACH-000407,-0.1627912438069759
ACH-000408,0.023425312212986483
ACH-000410,-0.06859546213189155
ACH-000411,-0.19547643858116204
ACH-000414,-0.2062161877632332
ACH-000415,0.02218385343622551
ACH-000416,-0.1199898220598618
ACH-000420,-0.16632539066097055
ACH-000421,-0.15710137512085215
ACH-000424,-0.3086027801922202
ACH-000425,-0.1929433753138942
ACH-000426,-0.14353099790189874
ACH-000427,0.029327800341634427
ACH-000433,-0.10808196072495453
ACH-000435,0.054263881249199314
ACH-000436,-0.1904124437734079
ACH-000444,-0.06580834985155032
ACH-000445,-0.1840314949876326
ACH-000448,-0.15087151246911232
ACH-000450,-0.0950843100026122
ACH-000452,-0.08487450105433088
ACH-000454,-0.007964376125620716
ACH-000458,-0.17288531777806765
ACH-000459,-0.16577708981495615
ACH-000460,-0.13124022940834842
ACH-000461,-0.05520272478429936
