,ANKS3 (124401)
ACH-000004,-0.1012467672872945
ACH-000005,-0.21496962483391188
ACH-000007,-0.1269372447534021
ACH-000009,0.03432279409362582
ACH-000011,0.305875032114281
ACH-000012,-0.2775651130794529
ACH-000013,-0.13217553625171502
ACH-000014,0.006591825992010566
ACH-000015,-0.2370173904769406
ACH-000017,-0.09348075807689336
ACH-000018,-0.11527733068746715
ACH-000019,-0.10724206484033184
ACH-000021,-0.18643099643614694
ACH-000022,-0.11037779185367666
ACH-000025,-0.14755133979715446
ACH-000028,-0.045728153119282064
ACH-000030,0.02622687762064325
ACH-000035,-0.11303183890213325
ACH-000036,-0.061723204848825375
ACH-000037,-0.029679863432972745
ACH-000039,-0.03516399668782735
ACH-000040,-0.10545965886298536
ACH-000041,0.0016455174664663358
ACH-000042,-0.11754490124701135
ACH-000045,-0.06131921456547568
ACH-000047,-0.17376126435342115
ACH-000052,-0.14095853049568596
ACH-000053,-0.17888686362560108
ACH-000054,-0.006702049308790607
ACH-000055,0.003309739308540581
ACH-000060,-0.2087862781414817
ACH-000067,-0.043004810669400664
ACH-000070,0.023273989750784256
ACH-000075,0.03432699210889988
ACH-000078,0.0016791174604687345
ACH-000082,-0.14989075204499824
ACH-000085,-0.14700106906726074
ACH-000086,-0.07129791033666824
ACH-000087,-0.2073442660018994
ACH-000092,-0.11108357248756562
ACH-000095,-0.11285946088281948
ACH-000097,-0.14373916724305286
ACH-000098,-0.010355467771541673
ACH-000099,0.03871920618409524
ACH-000108,-0.2933435465482072
ACH-000113,-0.23391969311595004
ACH-000116,-0.06283933085133793
ACH-000118,-0.06988965839462545
ACH-000120,-0.09753484505690377
ACH-000123,-0.2622786706271273
ACH-000127,-0.009233712360901541
ACH-000128,-0.05155747081126722
ACH-000132,-0.1285332509070746
ACH-000133,0.026334572417015617
ACH-000137,0.0025019279728208358
ACH-000138,0.03866224106946233
ACH-000142,-0.11636712892029973
ACH-000143,-0.025760091788400552
ACH-000146,-0.1509334549611668
ACH-000148,-0.214349822050544
ACH-000150,-0.2351036442620267
ACH-000152,0.02248344304901249
ACH-000153,-0.048831947745427484
ACH-000159,-0.2555417139604287
ACH-000160,-0.18305354162176546
ACH-000163,-0.2883760839375657
ACH-000167,-0.11729067344454652
ACH-000168,-0.17556551699157594
ACH-000169,0.0012056392091823653
ACH-000178,-0.013257204264386991
ACH-000183,0.00740460139917167
ACH-000188,0.07382324499826383
ACH-000189,-0.19009882835872602
ACH-000190,-0.01801349812822776
ACH-000198,-0.13211076477039654
ACH-000203,-0.2410560772553852
ACH-000204,-0.2724839511141648
ACH-000206,0.04060184630416113
ACH-000207,-0.2100475310076869
ACH-000208,-0.023595648625867157
ACH-000210,-0.2230004190163242
ACH-000211,-0.04768879127320305
ACH-000215,-0.09725246419843846
ACH-000221,-0.08775596646428171
ACH-000222,-0.15692544231580768
ACH-000223,-0.02018245142987577
ACH-000226,-0.05174510244733122
ACH-000227,-0.2957054545013503
ACH-000228,-0.05980357569890135
ACH-000231,-0.1793064849483499
ACH-000232,-0.03283274164280968
ACH-000233,-0.10244519878794396
ACH-000234,0.023263014016445968
ACH-000235,-0.14236861260158215
ACH-000237,-0.11134104937780387
ACH-000238,0.003010581512843436
ACH-000242,0.058775247243362624
ACH-000243,-0.21019234835491654
ACH-000244,-0.21964881534989567
ACH-000246,-0.2810587686778854
ACH-000248,-0.056679289454672564
ACH-000250,-0.027633808980089068
ACH-000251,0.4600054458097938
ACH-000252,-0.3871041604231986
ACH-000253,-0.04895228527731106
ACH-000255,0.07002556146178683
ACH-000256,-0.16199039108597396
ACH-000257,-0.3222026163024353
ACH-000258,-0.0876288986316937
ACH-000259,-0.1135311226505141
ACH-000260,-0.16713015432421224
ACH-000261,-0.1455819136320415
ACH-000262,-0.12487004211737655
ACH-000263,-0.4348704896507123
ACH-000264,-0.1261822782105859
ACH-000265,-0.22219199463846911
ACH-000266,0.10708816923378137
ACH-000272,-0.15499450720498878
ACH-000274,0.18190181259817695
ACH-000277,-0.10120270834109273
ACH-000278,0.038951182083602716
ACH-000279,-0.04675680633946478
ACH-000280,-0.2769821577272724
ACH-000281,-0.013287009742481063
ACH-000288,0.05392438992363148
ACH-000291,-0.07973474773482365
ACH-000293,-0.02539492897351602
ACH-000294,-0.12059095382740567
ACH-000295,-0.0815195365982973
ACH-000296,-0.06857863826633592
ACH-000302,-0.27972955412647044
ACH-000304,0.028280016883682094
ACH-000307,-0.09787154215788713
ACH-000308,-0.41413484107526544
ACH-000310,-0.1082105626412208
ACH-000311,-0.22313969831984706
ACH-000312,-0.03132411786474565
ACH-000315,-0.31023927898897863
ACH-000316,-0.3119270812198902
ACH-000317,-0.6904310864418224
ACH-000318,-0.05166263054845647
ACH-000319,-0.17429204592516492
ACH-000320,-0.15540861859948948
ACH-000322,-0.2632067287430304
ACH-000323,-0.19422656314309836
ACH-000324,-0.3160894981911309
ACH-000329,-0.08792602064852648
ACH-000330,-0.038844900448301564
ACH-000331,-0.08133964907795882
ACH-000332,-0.11755961495035178
ACH-000334,-0.2233564375325754
ACH-000335,-0.17640771331082955
ACH-000336,-0.15488347631129784
ACH-000337,-0.0156972050265411
ACH-000338,-0.6738573382790408
ACH-000339,-0.09351340597493972
ACH-000341,-0.000389187236288345
ACH-000348,-0.027736563680343204
ACH-000350,-0.1371726625845154
ACH-000352,-0.07731440081439149
ACH-000356,-0.0575366394346631
ACH-000361,-0.25394865803195144
ACH-000362,-0.0886564977686551
ACH-000363,-0.06804235209980612
ACH-000364,-0.018678951798083987
ACH-000365,-0.10004951796055088
ACH-000366,-0.09466847799762818
ACH-000368,0.1142407131207541
ACH-000374,-0.1383283351024014
ACH-000375,-0.17094477542281816
ACH-000376,-0.01589873258192561
ACH-000381,-0.02238306111036809
ACH-000383,-0.16302787895555096
ACH-000387,-0.15628353758718774
ACH-000389,0.2269565746426238
ACH-000390,-0.09873866224058607
ACH-000393,-0.08527736245861385
ACH-000395,-0.023850372134743742
ACH-000396,-0.31976903657229017
ACH-000397,-0.28943873765069345
ACH-000401,-0.09452066646508052
ACH-000402,-0.1350583498588451
ACH-000403,-0.0692571740550848
ACH-000404,-0.10122479395788862
ACH-000406,-0.12575482056644638
ACH-000407,-0.0988997437906739
ACH-000408,-0.19617785552701805
ACH-000410,-0.028862348570818142
ACH-000411,-0.12768447019282686
ACH-000414,-0.1656274807867721
ACH-000415,-0.1340352405706557
ACH-000416,-0.05110798581579181
ACH-000420,-0.06945533968677098
ACH-000421,-0.1964045795007365
ACH-000424,-0.23934712116324605
ACH-000425,-0.1581102643078424
ACH-000426,-0.17197667757266188
ACH-000427,-0.12225811182605048
ACH-000433,-0.12205337584149195
ACH-000435,0.018167235833508828
ACH-000436,-0.0586598844700119
ACH-000444,-0.1585894440247045
ACH-000445,-0.12368813303308113
ACH-000448,-0.2489979669130769
ACH-000450,-0.14816326631518192
ACH-000452,-0.123973849537955
ACH-000454,0.09681266372494404
ACH-000458,-0.09753978519734204
ACH-000459,0.06309515273491838
ACH-000460,-0.17305124292666849
ACH-000461,-0.04290858501847211
ACH-000463,-0.12019172860727224
ACH-000464,-0.04603990028726397
ACH-000466,-0.24230872072688164
ACH-000467,-0.014428917721992887
