,TADA2A (6871)
ACH-000827,-0.5770474275031195
ACH-000829,-0.3707882141269456
ACH-000831,-0.3562449484493785
ACH-000832,-0.5673633485773752
ACH-000833,-0.6153930856815577
ACH-000834,-0.5473488264623265
ACH-000835,-0.5978979612093964
ACH-000836,-0.061772279435288215
ACH-000837,-0.4944527357879057
ACH-000838,-0.4818905199203918
ACH-000839,-0.4436536215322163
ACH-000840,-0.09923134247391717
ACH-000841,-0.5838596277417132
ACH-000843,-0.6208402623079092
ACH-000846,-0.4538043321327333
ACH-000847,-0.747959644647859
ACH-000848,-0.3901393136644504
ACH-000849,-0.315529744907445
ACH-000851,-0.2621599642191159
ACH-000855,-0.3098209450533572
ACH-000856,-0.6554416444643074
ACH-000858,-0.3885450921018157
ACH-000859,-0.5204944808322476
ACH-000861,-0.4038773646937849
ACH-000862,-0.5462156213633145
ACH-000865,-0.3037603914093955
ACH-000866,-0.5365131886878981
ACH-000867,-0.4175279576727773
ACH-000869,-0.33708664412208444
ACH-000872,-0.7513244536847857
ACH-000873,-0.5990729995408666
ACH-000876,-0.4382380804443909
ACH-000878,-0.3326893725619434
ACH-000880,-0.3279528683245704
ACH-000881,-0.30389636409651305
ACH-000882,-0.33525263209136363
ACH-000884,-0.4875982597128712
ACH-000885,-0.4104461259538499
ACH-000887,-0.417635138935592
ACH-000889,-0.3102296545190072
ACH-000896,-0.4796177964598033
ACH-000898,-0.5275750083011203
ACH-000900,-0.4450970380469975
ACH-000901,-0.2420915783910097
ACH-000905,-0.5770303525616957
ACH-000906,-0.3671497973040658
ACH-000907,-0.4764388131568867
ACH-000910,-0.3450160358180395
ACH-000911,-0.3849006231956961
ACH-000912,-0.7419761336471096
ACH-000913,-0.6130338786568845
ACH-000915,-0.473678713424961
ACH-000916,-0.8899162807413371
ACH-000917,-0.43966285525806653
ACH-000920,-0.35220017548875737
ACH-000921,-0.36951414853713865
ACH-000924,-0.37983072117686
ACH-000926,-0.4300101714455335
ACH-000928,-0.6616420266180705
ACH-000929,-0.830931313898851
ACH-000932,-0.5751061645949079
ACH-000935,-0.4011198760899711
ACH-000936,-0.4827086630632174
ACH-000937,-0.15580614418244418
ACH-000938,-0.2969375349989291
ACH-000939,-0.2494767729186255
ACH-000941,-0.3424186530268929
ACH-000943,-0.4605349544578634
ACH-000946,-0.3171557202647525
ACH-000947,-0.2973396557407398
ACH-000948,-0.28018681527814804
ACH-000950,-0.3357334863895794
ACH-000953,-0.16347782660100893
ACH-000954,-0.45826787597669
ACH-000957,-0.3336529288566931
ACH-000958,-0.6333015673078982
ACH-000960,-0.4318397426519136
ACH-000963,-0.5263999063617614
ACH-000968,-0.4759751560037523
ACH-000969,-0.26190783362360043
ACH-000972,-0.6848629960911686
ACH-000973,-0.43883174526182384
ACH-000974,-0.7052380484016684
ACH-000978,-0.15888943400151914
ACH-000984,-0.4812330594423619
ACH-000986,-0.31896996026407043
ACH-000988,-0.43234624754825096
ACH-000993,-0.513404905303853
ACH-000994,-0.3019905579436129
ACH-000996,-0.5188463932777609
ACH-001001,-0.247962672524896
ACH-001020,-0.10603636827141098
ACH-001028,-0.5139411607104732
ACH-001031,-0.7702104059637955
ACH-001038,-0.4609196044124366
ACH-001048,-0.4293085431876712
ACH-001050,-0.3262764191392456
ACH-001053,-0.406122559743144
ACH-001054,-0.4995571592787064
ACH-001061,-0.18574806220835305
ACH-001067,-0.6555196783262189
ACH-001075,-0.6902803645175133
ACH-001096,-0.4814996339819327
ACH-001111,-0.06829532048213002
ACH-001119,-0.5088641254171409
ACH-001128,0.266148654753732
ACH-001134,-0.3135640490201148
ACH-001151,-0.4130322820751549
ACH-001163,-0.451557715295702
ACH-001164,-0.5863714820280091
ACH-001183,-0.3373428877461426
ACH-001192,-0.4479118536865952
ACH-001193,-0.3666275063992432
ACH-001196,-0.5212500727627392
ACH-001197,-0.08832053965019182
ACH-001205,-0.7135523431897104
ACH-001211,-0.3706920025383137
ACH-001212,-0.4732871401923203
ACH-001228,-0.3988759318793679
ACH-001232,-0.7790317579979911
ACH-001239,-0.4368252730219695
ACH-001270,-0.5168269097348319
ACH-001274,-0.3073718037679146
ACH-001275,-0.3972118556387047
ACH-001277,-0.3045012002689345
ACH-001278,-0.7235673497519695
ACH-001280,-0.10755296555063948
ACH-001283,-0.3549549388181976
ACH-001289,-0.4568513592408287
ACH-001300,-0.3321038934890284
ACH-001301,-0.5668192726986864
ACH-001302,-0.3590222141675005
ACH-001306,-0.4226094498071968
ACH-001318,-0.6506709412398333
ACH-001322,-0.4519711072873787
ACH-001328,-0.4157754074801197
ACH-001332,-0.11552097207180224
ACH-001336,-0.4671018736673112
ACH-001346,-0.5012831595575098
ACH-001353,-0.5352152545464709
ACH-001354,-0.0935485271293391
ACH-001367,-0.2724550207900136
ACH-001368,-0.4670243660635004
ACH-001374,-0.17312971667143628
ACH-001377,-0.5051951039245123
ACH-001380,-0.4996323282569316
ACH-001391,-0.3510977355300066
ACH-001408,-0.4626689531003678
ACH-001430,-0.15572455177175434
ACH-001431,-0.4437824171759829
ACH-001450,-0.25167112768815125
ACH-001496,-0.30398937644544305
ACH-001500,-0.4971055831912586
ACH-001523,-0.6003659210015587
ACH-001532,-0.625016977608285
ACH-001550,-0.3250232506374547
ACH-001552,-0.5197152447504837
ACH-001554,-0.4677134400930354
ACH-001654,-0.40804929556179664
ACH-001735,-0.3783574908066892
ACH-001736,-0.20671392201370287
ACH-001737,-0.1732723821647367
ACH-001740,-0.3342341932765012
ACH-001745,-0.1871875022998101
ACH-001765,-0.2723866028433412
