,NUPR1L (389493)
ACH-000375,-0.2912090329701034
ACH-000376,-0.20625760055179965
ACH-000381,-0.27439037273133643
ACH-000383,-0.3098319020912493
ACH-000387,-0.10118643770867676
ACH-000389,-0.2880902791632187
ACH-000390,-0.4842797627647245
ACH-000393,-0.3516631494408753
ACH-000395,-0.3427269818699544
ACH-000396,-0.6412721682748944
ACH-000397,-0.37917612116449795
ACH-000401,-0.18889993303880925
ACH-000402,-0.19133188393231948
ACH-000403,-0.13917889766419947
ACH-000404,0.1413946753268492
ACH-000406,-0.17512177275034868
ACH-000407,-0.20132082126915266
ACH-000408,-0.2639066106779647
ACH-000410,-0.1575581765637762
ACH-000411,-0.33756158248674417
ACH-000414,-0.2799094134969833
ACH-000415,-0.42732255469892705
ACH-000416,-0.270461890448993
ACH-000420,-0.2922385345651241
ACH-000421,-0.24542008054022765
ACH-000424,-0.018414161921362044
ACH-000425,-0.24684779407000115
ACH-000426,-0.19940141211020174
ACH-000427,-0.2841243381704871
ACH-000433,-0.3689764043287267
ACH-000435,0.1263214078542655
ACH-000436,-0.22770127729195835
ACH-000444,-0.0023813970146631144
ACH-000445,0.07808616614875692
ACH-000448,-0.2156849421892415
ACH-000450,-0.23832864719868266
ACH-000452,-0.3659229163514681
ACH-000454,-0.2259443262630097
ACH-000458,-0.319224217315124
ACH-000459,-0.4098887078095601
ACH-000460,-0.30614648733266586
ACH-000461,-0.15499732302801056
ACH-000463,-0.21029594313288733
ACH-000464,-0.30326495711446605
ACH-000466,-0.2237463734048388
ACH-000467,-0.18140026112739244
ACH-000468,-0.04847341492696354
ACH-000469,-0.24507181325156116
ACH-000470,-0.2784801547356205
ACH-000471,-0.2589194370377785
ACH-000472,-0.2839485920866525
ACH-000473,-0.17564030124471405
ACH-000475,-0.1929543061419541
ACH-000476,-0.17747674200153207
ACH-000477,-0.2750796913702581
ACH-000479,-0.3175671807830898
ACH-000480,-0.15995968182125653
ACH-000481,-0.14189999605915454
ACH-000483,-0.0986080980410888
ACH-000484,-0.11817870188668007
ACH-000485,-0.06733611655929324
ACH-000486,-0.1577864150114811
ACH-000487,-0.2469704559733453
ACH-000488,-0.13207894237058768
ACH-000490,-0.3077248017513892
ACH-000491,-0.2369274350170041
ACH-000495,-0.033513136660761916
ACH-000496,-0.2660753448171857
ACH-000499,-0.3351194338457241
ACH-000500,-0.2707828482374577
ACH-000502,-0.1956591885902527
ACH-000503,-0.373314921611164
ACH-000505,-0.13968606555411436
ACH-000507,-0.1766294788243005
ACH-000510,-0.2706220251713826
ACH-000511,-0.12088384933621164
ACH-000512,-0.29338407720195697
ACH-000516,-0.13674211869062258
ACH-000517,-0.16361212201027606
ACH-000518,-0.32435329541498764
ACH-000520,0.005466539909893458
ACH-000521,-0.11561428443284205
ACH-000522,-0.28162054368675943
ACH-000524,-0.20678539233157592
ACH-000527,-0.18484557742684535
ACH-000528,-0.005197089395105951
ACH-000537,-0.27117575004715605
ACH-000541,-0.21813314985827967
ACH-000542,-0.26006729014374275
ACH-000544,-0.6725533710556847
ACH-000545,-0.15194053009220607
ACH-000547,0.02314942668694948
ACH-000548,-0.08918746317717882
ACH-000549,-0.2872488075382357
ACH-000550,-0.3319866670066171
ACH-000552,-0.07062073720844356
ACH-000556,-0.1628319707377106
ACH-000557,-0.2461104970938099
ACH-000569,-0.11498943868165848
ACH-000570,-0.12045089697793025
ACH-000571,-0.1772489250609436
ACH-000573,-0.28388318900806336
ACH-000576,-0.065428152067889
ACH-000579,-0.3126380938730895
ACH-000580,-0.3167763404096746
ACH-000584,-0.2571282832830427
ACH-000585,-0.20713065371432884
ACH-000588,-0.2811879669515652
ACH-000589,-0.1935778786443968
ACH-000591,-0.21622956471527804
ACH-000593,-0.2549294941763857
ACH-000600,-0.20631229401845516
ACH-000601,-0.11215644465305462
ACH-000605,-0.18837108788276746
ACH-000606,-0.1203763614034789
ACH-000608,-0.23598549605354655
ACH-000614,-0.3171389006719246
ACH-000616,-0.3080601416104753
ACH-000618,-0.3954132815284157
ACH-000619,-0.15017341922762298
ACH-000620,-0.321421995051498
ACH-000621,-0.19665492461274373
ACH-000622,-0.3719761018116177
ACH-000623,-0.16957795417580088
ACH-000624,-0.2230758673395422
ACH-000627,-0.0634525868725967
ACH-000630,-0.3568638681747205
ACH-000631,-0.4066916875425267
ACH-000632,-0.4097148212527584
ACH-000633,-0.07652039032236246
ACH-000637,-0.3460867403746396
ACH-000638,-0.2183143779736384
ACH-000646,-0.07386510263928332
ACH-000647,0.03067034388219865
ACH-000648,-0.3717095856916964
ACH-000649,-0.3085196941999642
ACH-000651,-0.31707005790460197
ACH-000652,-0.1361877813585365
ACH-000653,-0.0896677350432127
ACH-000657,-0.3843838248984123
ACH-000658,-0.26454277068979265
ACH-000661,-0.12054452723591612
ACH-000662,-0.06976274676505675
ACH-000663,-0.3683958025118792
ACH-000665,-0.05673091128016033
ACH-000671,-0.1983274779809051
ACH-000672,0.07846839673063978
ACH-000673,-0.2525494572631499
ACH-000676,-0.12182972177773363
ACH-000677,-0.19992408082736865
ACH-000681,-0.2052037066297364
ACH-000683,-0.2306065784108297
ACH-000684,-0.4056765645584662
ACH-000688,-0.23172932316583816
ACH-000693,-0.19749552958704905
ACH-000694,-0.2463154671672514
ACH-000695,-0.3956360332722403
ACH-000696,-0.06099209475523306
ACH-000697,-0.17063085176678386
ACH-000699,-0.32587843166136776
ACH-000701,-0.1877982674342664
ACH-000706,-0.242361532048716
ACH-000711,-0.17150068161464074
ACH-000713,-0.4782346441965497
ACH-000714,-0.07453498712294929
ACH-000718,-0.1980351846462616
ACH-000720,-0.2081758843898148
ACH-000721,-0.2291422802699803
ACH-000724,-0.22556283341851155
ACH-000725,-0.1970885239308376
ACH-000732,-0.05609849740490985
ACH-000734,-0.2881187288894522
ACH-000735,-0.21156217165741653
ACH-000736,-0.2446052616586266
ACH-000738,-0.19126017539238915
ACH-000746,-0.2417682021314704
ACH-000747,-0.11137153157651007
ACH-000748,-0.1919969036289786
ACH-000753,-0.3163864143959029
ACH-000756,0.02986724895582144
ACH-000757,-0.1709861294063426
ACH-000758,-0.19565754884308706
ACH-000760,-0.15677166978987433
ACH-000762,-0.3485439146951264
ACH-000763,-0.06350216988440338
ACH-000764,-0.12702551611475835
ACH-000765,-0.2252440467666245
ACH-000766,-0.3857331617388885
ACH-000767,0.09271633463366566
ACH-000768,-0.18849384750712184
ACH-000769,-0.10603712910209273
ACH-000770,-0.23715047554220195
ACH-000771,-0.1596371785014266
ACH-000773,-0.27387940278744954
ACH-000776,-0.4839051078049914
ACH-000777,-0.3823450313354656
ACH-000778,-0.2607936977201851
ACH-000781,-0.3163126910172326
ACH-000782,-0.24006449760119844
ACH-000783,-0.15061267669340567
ACH-000784,-0.1395436623815517
ACH-000785,-0.1274346885497178
ACH-000787,-0.22187788966685693
ACH-000788,-0.26943481602158176
ACH-000791,-0.1548425333457132
ACH-000792,-0.10364987452814156
ACH-000794,-0.1812424028443172
ACH-000796,-0.2788400253788013
ACH-000798,-0.220762206151774
ACH-000799,-0.1078556710510632
ACH-000800,-0.1543396361363295
ACH-000802,-0.17788211953588304
ACH-000804,-0.1395839171453236
ACH-000805,-0.14486585042130265
ACH-000809,-0.1728975048957987
ACH-000810,-0.13037620475114886
ACH-000811,-0.2864346045725154
ACH-000817,-0.2282337493097589
ACH-000819,-0.10827872096985697
ACH-000820,-0.23941902581071056
ACH-000821,-0.21068107997439064
ACH-000822,-0.182726798291678
ACH-000823,-0.28723757708504355
ACH-000824,-0.17496921565164822
ACH-000827,-0.2184051398358152
ACH-000829,-0.025048075655871967
ACH-000831,-0.3524769495493372
ACH-000832,-0.212137791531444
ACH-000833,-0.06014395143525704
ACH-000834,-0.1881093630380329
ACH-000835,-0.25807927533870845
ACH-000836,-0.3006585158357936
ACH-000837,-0.27715661946494463
ACH-000838,-0.16717281988511246
ACH-000839,-0.3861788014225777
ACH-000840,-0.09647887254699744
ACH-000841,-0.2363531805314122
ACH-000843,-0.31420832680148064
ACH-000846,-0.1908633988486776
ACH-000847,-0.2628587877464155
ACH-000848,-0.1638196756019053
ACH-000849,0.17841117623212774
ACH-000851,-0.028480919085957374
ACH-000855,-0.2406629255426437
ACH-000856,-0.12831117427918673
ACH-000858,-0.18872240114904332
ACH-000859,-0.25801429126713143
ACH-000861,-0.06936806061839712
ACH-000862,-0.25360400365867863
ACH-000865,-0.2183796183096919
ACH-000866,-0.10263006527649113
ACH-000867,-0.19806135616403125
ACH-000869,-0.20699398443545253
ACH-000872,-0.0943766661049541
ACH-000873,-0.2142789137063107
ACH-000876,-0.22189742593977055
ACH-000878,-0.33190452269729115
ACH-000880,-0.3198315461941076
ACH-000881,-0.20550695594712354
ACH-000882,-0.3416415108406881
ACH-000884,-0.23672383136869096
ACH-000885,-0.09754222228409802
ACH-000887,-0.21335506352543912
ACH-000889,-0.5219359889362659
ACH-000896,-0.32308032708760204
ACH-000898,-0.3020032892969771
ACH-000900,-0.4312138557127672
ACH-000901,-0.21294815327373448
ACH-000905,-0.2329368577745993
ACH-000906,-0.25556895732839296
ACH-000907,-0.11676839692012933
ACH-000910,-0.16897723805921816
ACH-000911,-0.20858263188418494
ACH-000912,-0.09319211764262396
ACH-000913,-0.2656121127413816
ACH-000915,-0.06681817346325987
ACH-000916,-0.36812114410563535
ACH-000917,-0.3347553283260916
ACH-000920,-0.12991224561306006
ACH-000921,-0.23896819177234285
ACH-000924,-0.14650125172415934
ACH-000926,-0.10286703410252687
ACH-000928,-0.3940409771026757
ACH-000929,-0.10883125425085148
ACH-000932,-0.34613481865492607
ACH-000935,-0.27621217311427176
ACH-000936,-0.3134403165949433
ACH-000937,-0.12074844501052184
ACH-000938,-0.29459392031435866
ACH-000939,-0.09058155338684064
ACH-000941,-0.1304350984023003
ACH-000943,-0.17905902416836486
ACH-000946,-0.2941469630054462
ACH-000947,-0.2398370731460001
ACH-000948,-0.059247231442383974
ACH-000950,-0.19767074390336947
ACH-000953,-0.10582994977334026
ACH-000954,-0.14703076318178
ACH-000957,-0.0886132257084798
ACH-000958,-0.21947575102751946
ACH-000960,-0.2063206541433205
ACH-000963,-0.2432500245137028
ACH-000968,-0.09174623320819894
ACH-000969,-0.25497142557687685
ACH-000972,-0.0759147647450629
ACH-000973,-0.14443133236901556
ACH-000974,-0.02992973242442198
ACH-000978,-0.2273619732255212
ACH-000984,-0.03827664474947657
ACH-000986,-0.12285635673431895
ACH-000988,-0.3185937203886609
ACH-000993,-0.06421928464891477
ACH-000994,-0.08119215186327576
ACH-000996,-0.1648004603548056
ACH-001001,-0.2858216701951965
ACH-001020,0.14764929533576718
ACH-001028,-0.2017319660738269
ACH-001031,-0.2670198230823837
ACH-001038,0.002780714737791445
ACH-001048,-0.05760620125727151
ACH-001050,-0.2374754151582254
ACH-001053,-0.3424758215962062
ACH-001054,-0.1922830644972434
ACH-001061,-0.12302879164287328
ACH-001067,-0.33132037983907103
ACH-001075,-0.3427841514586531
ACH-001096,-0.184844805790434
ACH-001111,-0.2916434503253076
ACH-001119,-0.2325117471337401
ACH-001128,0.0071924533290200965
ACH-001134,-0.17592979381922572
ACH-001151,-0.2337280352570749
ACH-001163,-0.3049535895325701
ACH-001164,-0.1396309558996383
ACH-001183,-0.2526369738162369
ACH-001192,-0.27809572690577866
ACH-001193,-0.1247619844835794
ACH-001196,-0.23229140864307435
ACH-001197,-0.20699549226975994
ACH-001205,-0.17575540761064207
ACH-001211,-0.2874683845072466
ACH-001212,-0.18541702017407888
ACH-001228,-0.2355213126850987
ACH-001232,-0.28892069240152196
ACH-001239,-0.20862942250021765
ACH-001270,0.08407237220057548
ACH-001274,-0.2372622093906675
ACH-001275,-0.3996560950435841
ACH-001277,-0.31949658846667
ACH-001278,-0.3198167069851653
ACH-001280,-0.3898713439878407
ACH-001283,-0.13162982147907507
ACH-001289,-0.2906163985870054
ACH-001300,-0.3248730604066814
ACH-001301,-0.21444214007542484
ACH-001302,-0.4362713491543724
ACH-001306,-0.4100416612947114
ACH-001318,-0.35338525395258746
ACH-001322,-0.028462398472438536
ACH-001328,-0.2996304284960176
ACH-001332,-0.38405427951019816
ACH-001336,-0.3688651854533965
ACH-001346,-0.30434510336482457
ACH-001353,-0.2470856255459039
ACH-001354,0.189554356218106
ACH-001367,-0.0464542604306092
ACH-001368,-0.2580107369439145
ACH-001374,-0.452847421961029
ACH-001377,-0.26100859367552115
ACH-001380,-0.233644809216936
ACH-001391,-0.14880811818732226
ACH-001408,-0.2074471294457132
ACH-001430,-0.33587063436220593
ACH-001431,-0.3434856658333396
ACH-001450,-0.015572859155879413
ACH-001496,-0.1842680647000985
ACH-001500,-0.18576518105301468
ACH-001523,-0.5739703815986399
ACH-001532,-0.25433481874971525
ACH-001550,-0.24138665557637495
ACH-001552,-0.1436860990945331
ACH-001554,-0.3514185950713226
ACH-001654,-0.4492987226280655
ACH-001735,-0.24100302622558986
ACH-001736,-0.20667970817047704
ACH-001737,-0.06499324722888042
ACH-001740,-0.2504764308188234
ACH-001745,-0.0703556186680615
ACH-001765,-0.14643308618464304
