,DTL (51514)
ACH-000608,-1.3027699080041286
ACH-000614,-1.3142203494392979
ACH-000616,-1.293132068956266
ACH-000618,-1.239472651980565
ACH-000619,-1.167160091198465
ACH-000620,-1.2009324671522716
ACH-000621,-0.9819024024489322
ACH-000622,-1.1549981361940715
ACH-000623,-1.1559190095301757
ACH-000624,-1.3046218829354843
ACH-000627,-1.2540848357537429
ACH-000630,-1.1747518957712466
ACH-000631,-1.6152690360789352
ACH-000632,-1.3581489444971917
ACH-000633,-0.812821781765417
ACH-000637,-1.1622331944036586
ACH-000638,-1.392048433444811
ACH-000646,-1.1575770314677816
ACH-000647,-1.1198230193252463
ACH-000648,-1.1574222115507529
ACH-000649,-1.1857703247874305
ACH-000651,-1.3163651084396053
ACH-000652,-1.2606113842050042
ACH-000653,-1.3735749521104903
ACH-000657,-1.1018938604062225
ACH-000658,-1.0155603462056508
ACH-000661,-1.3728352260810268
ACH-000662,-1.5238806092704236
ACH-000663,-1.2282039337824302
ACH-000665,-1.13284566107038
ACH-000671,-1.060786846449158
ACH-000672,-0.8291774794768908
ACH-000673,-1.2194303813464031
ACH-000676,-1.2401306402022914
ACH-000677,-1.0505904576689886
ACH-000681,-1.1554632042301745
ACH-000683,-1.2907129702930609
ACH-000684,-1.1075310753388667
ACH-000688,-1.0693613583607091
ACH-000693,-1.2664195556469942
ACH-000694,-1.3067382229521642
ACH-000695,-1.5687967589390874
ACH-000696,-1.3310895101722915
ACH-000697,-1.1421577138439147
ACH-000699,-1.1890427916663668
ACH-000701,-1.3260334786355308
ACH-000706,-1.0608016395858009
ACH-000711,-1.2509299173137771
ACH-000713,-1.307337026483406
ACH-000714,-1.0093474622757868
ACH-000718,-1.380653337585836
ACH-000720,-1.3183657244159859
ACH-000721,-1.4550041721264568
ACH-000724,-0.9587355961706012
ACH-000725,-1.331102602077621
ACH-000732,-1.0137543259244963
ACH-000734,-1.0812877681199031
ACH-000735,-1.3000883501786928
ACH-000736,-1.2441224927925347
ACH-000738,-1.3528724727464816
ACH-000746,-1.2882939193116123
ACH-000747,-1.0832955834031432
ACH-000748,-1.2843394412267837
ACH-000753,-1.14383117122141
ACH-000756,-1.1840292510339925
ACH-000757,-1.3854581779301138
ACH-000758,-1.27094726354836
ACH-000760,-1.3579543346344596
ACH-000762,-1.2492083273825891
ACH-000763,-1.1878992467036893
ACH-000764,-1.2514733832230243
ACH-000765,-1.5663322583614099
ACH-000766,-1.2443707216398123
ACH-000767,-1.603542723489069
ACH-000768,-0.954045680057749
ACH-000769,-1.164053960663977
ACH-000770,-1.2508566485338957
ACH-000771,-1.0711386099167242
ACH-000773,-1.292659461245338
ACH-000776,-1.1453406063902736
ACH-000777,-1.249001417706388
ACH-000778,-1.2643404192651857
ACH-000781,-1.3028532149126422
ACH-000782,-1.0697454615858295
ACH-000783,-1.3320091503751583
ACH-000784,-1.2393077640899277
ACH-000785,-1.3853475628417438
ACH-000787,-1.1254147637209768
ACH-000788,-1.2487813844103293
ACH-000791,-1.240539286594485
ACH-000792,-1.2503188888347272
ACH-000794,-1.2614981483656174
ACH-000796,-1.3327001229711597
ACH-000798,-1.1278013981263428
ACH-000799,-1.1609681261151277
ACH-000800,-1.3578181779353464
ACH-000802,-1.2361141137012472
ACH-000804,-1.1256314036584885
ACH-000805,-1.1617547599499958
ACH-000809,-1.2657555444179576
ACH-000810,-1.018879930296622
ACH-000811,-1.2268677948621296
ACH-000817,-1.1350951698990162
ACH-000819,-1.2414431168028075
ACH-000820,-1.3740375518414067
ACH-000821,-1.5661719515357502
ACH-000822,-1.2177504336541238
ACH-000823,-1.2250828225415094
ACH-000824,-1.0660243133823342
ACH-000827,-1.2289603225061476
ACH-000829,-1.1622201573328366
ACH-000831,-1.1212992975967988
ACH-000832,-1.231116109292645
ACH-000833,-1.2993187760752771
ACH-000834,-1.0672369892311708
ACH-000835,-1.3612979117442743
ACH-000836,-1.2890601258664307
ACH-000837,-1.0992066033032448
ACH-000838,-1.179131395924721
ACH-000839,-0.942419625483018
ACH-000840,-0.9767409143644328
ACH-000841,-1.2798974388929645
ACH-000843,-1.3184971894393895
ACH-000846,-1.1485856679292228
ACH-000847,-1.1208419865635142
ACH-000848,-1.3105913821387458
ACH-000849,-1.1482166679598975
ACH-000851,-1.1826001516210354
ACH-000855,-1.2726172419921231
ACH-000856,-1.2262062589846805
ACH-000858,-1.3030512319322776
ACH-000859,-1.2551258203746822
ACH-000861,-1.218027640958441
ACH-000862,-1.0685381651369426
ACH-000865,-1.1715475979143497
ACH-000866,-1.0502337014266665
ACH-000867,-1.2553068418956128
ACH-000869,-1.3846773333580749
ACH-000872,-1.2323549341691238
ACH-000873,-1.1044388437700077
ACH-000876,-1.0996333435583727
ACH-000878,-1.1653495313843931
ACH-000880,-1.2582240382616607
ACH-000881,-1.1024493749939233
ACH-000882,-1.371023289239831
ACH-000884,-1.0613872849641108
ACH-000885,-1.1187134556324114
ACH-000887,-1.0823955883067513
ACH-000889,-1.135105058597884
ACH-000896,-1.1498734096069998
ACH-000898,-1.3502130780434336
ACH-000900,-1.2818007863933052
ACH-000901,-1.1443111231097731
ACH-000905,-1.2160472943129164
ACH-000906,-1.292326902112357
ACH-000907,-1.1685618581016854
ACH-000910,-1.1583801360242656
ACH-000911,-1.3017518285792362
ACH-000912,-1.2558256864381516
ACH-000913,-1.1737477059521366
ACH-000915,-1.049884345469787
ACH-000916,-1.273760771390778
ACH-000917,-1.1724273114665915
ACH-000920,-1.363577490236721
ACH-000921,-1.2242673475116947
ACH-000924,-1.100109923406927
ACH-000926,-1.2613477265201076
ACH-000928,-1.3052102467317659
ACH-000929,-1.3484209613169318
ACH-000932,-1.1673562480618551
ACH-000935,-1.1560356707643462
ACH-000936,-1.2119947723828308
ACH-000937,-1.2588599016842097
ACH-000938,-0.9794181003996042
ACH-000939,-1.2236979808160855
ACH-000941,-1.1332292199599372
ACH-000943,-1.2159149955357842
ACH-000946,-1.2153570827556799
ACH-000947,-1.1599197319839454
ACH-000948,-1.1244094412182697
ACH-000950,-1.09739314546476
ACH-000953,-1.1269256519135329
ACH-000954,-1.2030794934179387
ACH-000957,-1.0846662515175838
ACH-000958,-1.3038598880293473
ACH-000960,-1.3899236085354094
ACH-000963,-1.3468622919198845
ACH-000968,-1.277275876730403
ACH-000969,-1.2483439513953658
ACH-000972,-1.3096870454211589
ACH-000973,-1.1942253705905044
ACH-000974,-1.0754738301262572
ACH-000978,-1.4791453135564774
ACH-000984,-1.3329464812871366
ACH-000986,-1.1864642641614442
ACH-000988,-1.226992923871279
ACH-000993,-1.124260753887946
ACH-000994,-1.1101338228839
ACH-000996,-1.3459691809190215
ACH-001001,-1.1261167888432044
ACH-001020,-1.587951937218561
ACH-001028,-1.2596424230670586
ACH-001031,-1.0512350843262517
ACH-001038,-1.0798799292642127
ACH-001048,-1.2416068768121886
ACH-001050,-1.1127683369117618
ACH-001053,-1.1450305473780211
ACH-001054,-1.2818252646435755
ACH-001061,-1.0808822330092969
ACH-001067,-1.2949317557891242
ACH-001075,-1.1491199221620172
ACH-001096,-1.160732247872291
ACH-001111,-0.9162473095279554
ACH-001119,-1.2244914890288865
ACH-001128,-1.2366870690195595
ACH-001134,-1.0261960303962538
ACH-001151,-1.2687775324053847
ACH-001163,-1.3069180492407781
ACH-001164,-1.2450428720052242
ACH-001183,-1.275034975605277
ACH-001192,-1.091348678292923
ACH-001193,-0.8374948762478776
ACH-001196,-0.9389315255335136
ACH-001197,-1.1796514636168858
ACH-001205,-0.9945839581742968
ACH-001211,-0.8587250690309242
ACH-001212,-1.244258346787797
ACH-001228,-1.1758062096725703
ACH-001232,-1.239894805444442
ACH-001239,-1.1474768058750122
ACH-001270,-1.2238536068379715
ACH-001274,-1.0240859707168697
ACH-001275,-1.0729945976858264
ACH-001277,-1.0784402856336273
ACH-001278,-1.0531968695681455
ACH-001280,-0.5540596685764128
ACH-001283,-1.2184470054756582
ACH-001289,-1.048091628011146
ACH-001300,-1.0261434602602912
ACH-001301,-1.1782484270693137
ACH-001302,-1.3615816571925037
ACH-001306,-1.1831413328490383
ACH-001318,-1.135474686732103
ACH-001322,-1.1362771541721108
ACH-001328,-1.1204514893836854
ACH-001332,-1.0781231214825502
ACH-001336,-1.4167942216136074
ACH-001346,-1.1806417602728259
ACH-001353,-1.2720172648309291
ACH-001354,-1.0194894177780462
ACH-001367,-1.1730691497979988
ACH-001368,-1.2594406693499345
ACH-001374,-1.31981966533306
ACH-001377,-0.9892386042347386
ACH-001380,-1.1680203108191751
ACH-001391,-1.2749403522552245
ACH-001408,-1.0967858467383949
ACH-001430,-0.8762658616210844
ACH-001431,-1.1178691593193086
ACH-001450,-1.2697707566589875
ACH-001496,-1.2276171618617313
ACH-001500,-1.287570280901084
ACH-001523,-1.1043328249208355
ACH-001532,-1.1633086696516064
ACH-001550,-1.2768935469800224
ACH-001552,-1.0235240618166763
ACH-001554,-1.1627167450920362
ACH-001654,-1.1219599541043401
ACH-001735,-1.1531656784285291
ACH-001736,-1.2997504347457929
ACH-001737,-1.286068586081732
ACH-001740,-1.0720699599199743
ACH-001745,-1.1081311557963285
ACH-001765,-1.1577460399169968
