,MFN2 (9927)
ACH-000004,-0.5198248101264491
ACH-000005,-0.6704323907251837
ACH-000007,-0.4696004112002276
ACH-000009,-0.7097858624777396
ACH-000011,-0.4458447517207357
ACH-000012,-0.6856926063239841
ACH-000013,-0.2890907324915908
ACH-000014,-0.6157674321771791
ACH-000015,-0.32665158778314196
ACH-000017,-0.6036886610477854
ACH-000018,-0.7955681533946762
ACH-000019,-0.5376999940955761
ACH-000021,-0.2329544090805973
ACH-000022,-0.7743580066910696
ACH-000025,-0.4245082957138226
ACH-000028,-0.5640976691054854
ACH-000030,-0.6524971150251313
ACH-000035,-0.7480036610946926
ACH-000036,-0.9196888995381112
ACH-000037,-0.5953172814772767
ACH-000039,-0.41839430047741466
ACH-000040,-0.7129609709261249
ACH-000041,-0.3065037525151539
ACH-000042,-0.5864978469347816
ACH-000045,-0.2532112974728796
ACH-000047,-0.26838743227692163
ACH-000052,-0.5658637961247454
ACH-000053,-0.6813425738190515
ACH-000054,-0.245441828617162
ACH-000055,-0.4225484900488081
ACH-000060,-0.5615548923874002
ACH-000067,-0.3586361984281453
ACH-000070,-0.39300916383182893
ACH-000075,-0.5716697081863907
ACH-000078,-0.4261329841343732
ACH-000082,-0.3210553541350882
ACH-000085,-0.4991584060356334
ACH-000086,-0.8550851885798657
ACH-000087,-0.4905050088298544
ACH-000092,-0.4567564072283193
ACH-000095,-0.3102055619264953
ACH-000097,-0.7137511889995443
ACH-000098,-0.6762914609873859
ACH-000099,-0.7640272322590128
ACH-000108,-0.5488067827845821
ACH-000113,-0.3527743240101222
ACH-000116,-0.7239244647017083
ACH-000118,-0.3033748272631377
ACH-000120,-0.7385950037348383
ACH-000123,-0.4227186522251681
ACH-000127,-0.5968064417109755
ACH-000128,-0.6348931515751526
ACH-000132,-0.735915171492143
ACH-000133,-0.4394683517718883
ACH-000137,-0.4898739948183004
ACH-000138,-0.3997342327340188
ACH-000142,-0.6427572217229811
ACH-000143,-0.4754738833442129
ACH-000146,-0.4175747166819371
ACH-000148,-0.598029166063016
ACH-000150,-0.7572188248620899
ACH-000152,-0.6571103452365084
ACH-000153,-0.486661621510816
ACH-000159,-0.2982411391040516
ACH-000160,-0.6377617754783989
ACH-000163,-0.6391556095553949
ACH-000167,-0.4369286947007279
ACH-000168,-0.6172922783879574
ACH-000169,-0.6042283952902828
ACH-000178,-0.6664909266931025
ACH-000183,-0.5819319195672055
ACH-000188,-0.5017449292945283
ACH-000189,-0.7187718873362492
ACH-000190,-0.7264397503927156
ACH-000198,-0.6401130360001045
ACH-000203,-0.0874389205723139
ACH-000204,-0.4329132036284627
ACH-000206,-0.2212300183818121
ACH-000207,-0.3785884604176215
ACH-000208,-0.6458830762605478
ACH-000210,-0.6310665669129928
ACH-000211,-0.3119475324340536
ACH-000215,-0.7544474207897165
ACH-000221,-0.7691666741475088
ACH-000222,-0.4913959729551299
ACH-000223,-0.7823081221226321
ACH-000226,-0.5713300677954899
ACH-000227,-0.2430101497930406
ACH-000228,-0.32689717767838683
ACH-000231,-0.1239892170931542
ACH-000232,-0.6229546065377554
ACH-000233,-0.4061395061910772
ACH-000234,-0.5077716218868515
ACH-000235,-0.3169220321627733
ACH-000237,-0.1305712182383206
ACH-000238,-0.6662642202461276
ACH-000242,-0.5764866219161675
ACH-000243,-0.4957188583698936
ACH-000244,-0.5978366220574726
ACH-000246,-0.8552025476394327
ACH-000248,-0.6400057824142326
ACH-000250,-0.5524621950766035
ACH-000251,-0.544277726582672
ACH-000252,-0.3810776866453136
ACH-000253,-0.4776973077492634
ACH-000255,-0.5481484450633537
ACH-000256,-0.2579570197307384
ACH-000257,-0.9492509563948036
ACH-000258,-0.7439082826439125
ACH-000259,-0.6344428849741961
ACH-000260,-0.4585081325532073
ACH-000261,-0.11343937484793686
ACH-000262,-0.6335201188211891
ACH-000263,-0.7021418927745119
ACH-000264,-0.45291833914488
ACH-000265,-0.5421744618444746
ACH-000266,-0.011477926246728188
ACH-000272,-0.7236644072337991
ACH-000274,-0.32956600203327324
