,CPEB3 (22849)
ACH-000004,0.20640191270131186
ACH-000005,0.17419761770137066
ACH-000007,0.13690179165568106
ACH-000009,0.08536513614398307
ACH-000011,0.02306701058878933
ACH-000012,0.14369085302017806
ACH-000013,0.20364694967262845
ACH-000014,0.1365636980634651
ACH-000015,0.10223839385866616
ACH-000017,0.11476328289797498
ACH-000018,0.16600930019809704
ACH-000019,0.03445226366544079
ACH-000021,0.15799584069667486
ACH-000022,0.16375349375914708
ACH-000025,0.014565983621869762
ACH-000028,0.14022916937104907
ACH-000030,0.035288969634563634
ACH-000035,0.1496429457670938
ACH-000036,0.15572087694386358
ACH-000037,0.1533903014577525
ACH-000039,0.2025741788729833
ACH-000040,0.07909538660164679
ACH-000041,-0.012780495939981505
ACH-000042,0.1723745180748669
ACH-000045,0.20033675739780768
ACH-000047,0.02173747501915299
ACH-000052,0.03336755148260045
ACH-000053,0.10784948384572793
ACH-000054,0.10016956821556136
ACH-000055,0.19366995628086445
ACH-000060,-0.007388440645002845
ACH-000067,-0.023259197366941937
ACH-000070,0.08983150072932483
ACH-000075,0.250085304120128
ACH-000078,0.15177638887216166
ACH-000082,0.08566346307278698
ACH-000085,-0.020099160172918417
ACH-000086,-0.053302327938746376
ACH-000087,0.35862857202178755
ACH-000092,0.07175990973017812
ACH-000095,-0.02503297705752823
ACH-000097,0.09031239783612964
ACH-000098,0.04310530228757699
ACH-000099,0.16281378122127887
ACH-000108,0.11261443965695445
ACH-000113,0.11359763192347501
ACH-000116,0.07429636488891787
ACH-000118,0.07589592432010529
ACH-000120,0.2280763138708801
ACH-000123,0.03626569652023929
ACH-000127,0.06418725085039204
ACH-000128,0.026514456615078088
ACH-000132,0.04350454077439729
ACH-000133,-0.0024958397896882715
ACH-000137,0.1659999988219744
ACH-000138,0.15339715677119206
ACH-000142,0.11745015018466792
ACH-000143,0.11784944526653475
ACH-000146,0.10488228436744232
ACH-000148,0.05381774724143097
ACH-000150,0.1413744324329747
ACH-000152,0.09294066485461873
ACH-000153,0.40219371507201057
ACH-000159,0.07226513290497824
ACH-000160,0.04196680173338795
ACH-000163,0.08115355560546082
ACH-000167,0.20976167087173128
ACH-000168,0.2207035237348456
ACH-000169,0.09089264731696224
ACH-000178,0.15728209387004288
ACH-000183,-0.023616664249488287
ACH-000188,0.17417051564040786
ACH-000189,0.052328835454793735
ACH-000190,-0.037793604636655626
ACH-000198,0.05518697188713439
ACH-000203,0.08636349071316902
ACH-000204,-0.08272265102287495
ACH-000206,0.15435031684237768
ACH-000207,0.04779991052723676
ACH-000208,0.2271473688147977
ACH-000210,0.3818484595076389
ACH-000211,-0.007701431658272782
ACH-000215,0.1483051006347657
ACH-000221,0.2182794176280364
ACH-000222,0.3300141387031296
ACH-000223,-0.0642853810096655
ACH-000226,0.009568364209966866
ACH-000227,-0.014205599369681398
ACH-000228,-0.07556363930947012
ACH-000231,0.055017168781776926
ACH-000232,0.1879123739265506
ACH-000233,0.12550206113123946
ACH-000234,0.13400903001411005
ACH-000235,0.17707652181731284
ACH-000237,0.033452658171510566
ACH-000238,0.11402122298997852
ACH-000242,0.28589334953578266
ACH-000243,0.1587525653622512
ACH-000244,0.13680062357084385
ACH-000246,0.0738481535917501
ACH-000248,0.09575331531522356
ACH-000250,0.06576057831995241
ACH-000251,-0.03229014772420833
ACH-000252,0.041872856600149916
ACH-000253,0.15636483858229058
ACH-000255,0.09860786278274622
ACH-000256,0.1557357417224264
ACH-000257,0.4362624349713765
ACH-000258,-0.02370272906308282
ACH-000259,0.12839955205207018
ACH-000260,0.07953920601941979
ACH-000261,0.09093138216481156
ACH-000262,0.09764181105063464
ACH-000263,-0.0485352626230606
ACH-000264,0.011794060488335943
ACH-000265,0.08390636807091142
ACH-000266,0.11196971263080333
ACH-000272,0.07973539679377059
ACH-000274,0.06372873755946365
ACH-000277,0.07069445218218788
ACH-000278,0.01661495242659869
ACH-000279,0.04052704636681397
ACH-000280,0.017713293179007314
ACH-000281,0.12819108176622246
ACH-000288,0.15287518099587796
ACH-000291,0.1020585231386474
ACH-000293,-0.04361569582058236
ACH-000294,0.13110818939527505
ACH-000295,0.01730927346519678
ACH-000296,0.016628807046877383
ACH-000302,0.06662217436940411
ACH-000304,0.3539156659904692
ACH-000307,-0.04747413611845805
ACH-000308,0.08001933677375582
ACH-000310,0.02784934671611414
ACH-000311,0.2521043139854824
ACH-000312,0.18870629464613245
ACH-000315,0.2406393105568753
ACH-000316,-0.014603620530580709
ACH-000317,0.0030627547402311047
ACH-000318,0.2215884706684552
ACH-000319,0.2123106357024108
ACH-000320,-0.03752418597891948
ACH-000322,0.11895556125284062
ACH-000323,-0.04024170096992717
ACH-000324,0.12604705521654289
ACH-000329,0.10587771027775028
ACH-000330,0.1306334873595548
ACH-000331,-0.05828967681815971
ACH-000332,0.12719459076438314
ACH-000334,0.3163756020419954
ACH-000335,0.08447379722564602
ACH-000336,-0.1878783803168222
ACH-000337,0.09198861591198396
