,PTPRD (5789)
ACH-000004,-0.3911055645276137
ACH-000005,0.019956379377508444
ACH-000007,0.07431817489737245
ACH-000009,0.06895685121366542
ACH-000011,0.20835844544297416
ACH-000012,0.10072812737020914
ACH-000013,0.16129081623433392
ACH-000014,0.10762067825115032
ACH-000015,-0.013245795189455107
ACH-000017,0.0646153497278398
ACH-000018,0.10968629976750743
ACH-000019,0.18999511707315625
ACH-000021,0.06840606441982677
ACH-000022,0.1709557007492715
ACH-000025,0.1708194486732757
ACH-000028,0.15968860030902066
ACH-000030,0.10552491724489084
ACH-000035,0.1271335664960415
ACH-000036,0.05742891566220632
ACH-000037,0.2323702131077575
ACH-000039,0.1796655275373806
ACH-000040,0.1808079339681631
ACH-000041,0.11293366807932935
ACH-000042,0.09965328474985652
ACH-000045,0.05808424374405882
ACH-000047,0.09700919383102938
ACH-000052,0.0919178622474309
ACH-000053,0.1127540886218081
ACH-000054,0.11830786157361604
ACH-000055,0.08222867349058897
ACH-000060,0.19897237810086288
ACH-000067,-0.02669777243990601
ACH-000070,0.06954515456145549
ACH-000075,0.02270329280937711
ACH-000078,0.14031234351817495
ACH-000082,0.02181708602707914
ACH-000085,0.003335707026990961
ACH-000086,0.16005087683088892
ACH-000087,0.040330182329808416
ACH-000092,0.16168695384115025
ACH-000095,0.04646488935010836
ACH-000097,0.15295770621990448
ACH-000098,0.15209896701710346
ACH-000099,0.07793949701778598
ACH-000108,0.2172082155211579
ACH-000113,0.2376912541049129
ACH-000116,0.17100359492927658
ACH-000118,0.027104138503035464
ACH-000120,0.2567657009204509
ACH-000123,0.1957026766153825
ACH-000127,0.17367059381903813
ACH-000128,0.04274993799770466
ACH-000132,-0.004071836835183471
ACH-000133,0.2349560024735905
ACH-000137,0.2397299734830235
ACH-000138,0.05367635448573548
ACH-000142,0.2845044281829107
ACH-000143,0.08663032279700078
ACH-000146,0.10866417803582784
ACH-000148,0.005855784721540026
ACH-000150,0.02084806865311325
ACH-000152,0.15784680744290594
ACH-000153,0.1632648516380661
ACH-000159,0.04037331262558385
ACH-000160,0.15666312587520112
ACH-000163,0.0014968630391925873
ACH-000167,-0.08148851725821213
ACH-000168,0.30209776722468984
ACH-000169,0.06383743249646763
ACH-000178,0.1465731669709
ACH-000183,0.2376958975941681
ACH-000188,0.15471333107889346
ACH-000189,0.2301811060726087
ACH-000190,0.14057595700659506
ACH-000198,0.10130481714211632
ACH-000203,0.16759866248220104
ACH-000204,0.0932425714998382
ACH-000206,0.29486007528996383
ACH-000207,0.2420533600892955
ACH-000208,0.04385024623300995
ACH-000210,-0.14050919522887506
ACH-000211,0.02042277189852406
