,WARS (7453)
ACH-000004,-1.1197243080594927
ACH-000005,-0.9214585953384492
ACH-000007,-1.045283353009929
ACH-000009,-0.9977157503969312
ACH-000011,-0.9759496346327494
ACH-000012,-0.9735364012302704
ACH-000013,-1.0908974743745803
ACH-000014,-0.9948591808892036
ACH-000015,-0.9527230387702456
ACH-000017,-1.3121558298587015
ACH-000018,-0.9229957511608208
ACH-000019,-0.673147407319651
ACH-000021,-0.956071371640856
ACH-000022,-0.7231477351369755
ACH-000025,-0.9002717975019279
ACH-000028,-0.7557299739997927
ACH-000030,-1.1831969938181324
ACH-000035,-0.9572409011238124
ACH-000036,-1.079850264329462
ACH-000037,-1.0445281930768642
ACH-000039,-0.7603493713022753
ACH-000040,-0.9971309626318664
ACH-000041,-1.249533528771224
ACH-000042,-1.019769828935672
ACH-000045,-0.8789543827654441
ACH-000047,-1.0176945101692287
ACH-000052,-1.1923670630987926
ACH-000053,-0.942283687639082
ACH-000054,-0.9031358377389568
ACH-000055,-1.0426189818418934
ACH-000060,-1.0405589334746976
ACH-000067,-0.9436294746562356
ACH-000070,-1.0072436523402206
ACH-000075,-0.7915248295860935
ACH-000078,-1.0281037220878195
ACH-000082,-0.9025946296464521
ACH-000085,-1.1359053187182442
ACH-000086,-1.2330376216860122
ACH-000087,-0.8965148971128748
ACH-000092,-1.0807315247400069
ACH-000095,-0.9232147000917648
ACH-000097,-0.8666509240895103
ACH-000098,-1.0705820217952045
ACH-000099,-1.0548713505913772
ACH-000108,-1.2659860182426728
ACH-000113,-0.8440762447174189
ACH-000116,-0.8297344561564197
ACH-000118,-0.954422761944512
ACH-000120,-1.0410201219507231
ACH-000123,-0.7544237766940115
ACH-000127,-0.9235955726507404
ACH-000128,-0.9552720073641902
ACH-000132,-0.9144978346778884
ACH-000133,-0.8821127083037489
ACH-000137,-1.0504846274704835
ACH-000138,-0.7168964323879384
ACH-000142,-0.9344871618851022
ACH-000143,-1.0739948652076596
ACH-000146,-0.9182220497688636
ACH-000148,-1.1285599776612385
ACH-000150,-1.0209417037389117
ACH-000152,-0.9109914526164782
ACH-000153,-0.8219640016041585
ACH-000159,-1.0432738532691717
ACH-000160,-1.0475807216721151
ACH-000163,-0.8114207938313397
ACH-000167,-1.335986380465943
ACH-000168,-0.7301266637176201
ACH-000169,-0.9515733933957056
ACH-000178,-0.8718629720364426
ACH-000183,-1.206349471572086
ACH-000188,-0.7923617005310809
