,FIBP (9158)
ACH-000004,-0.5478223506914386
ACH-000005,-0.2811106276268505
ACH-000007,0.04219976156410807
ACH-000009,-0.22148180243395535
ACH-000011,-0.09039951884112246
ACH-000012,-0.4160841902844232
ACH-000013,-0.26646244508570177
ACH-000014,0.09133851130740912
ACH-000015,-0.09692925565562896
ACH-000017,0.33247862976092946
ACH-000018,-0.3320497619227148
ACH-000019,-0.2846592306836586
ACH-000021,-0.2734825204832663
ACH-000022,-0.06973537531088762
ACH-000025,-0.348830926211852
ACH-000028,-0.2317085578302351
ACH-000030,-0.2309547397623913
ACH-000035,-0.2337872111507252
ACH-000036,-0.31046037703462265
ACH-000037,-0.2652618963806648
ACH-000039,-0.4529311812354161
ACH-000040,-0.3529465569202465
ACH-000041,-0.10836570486447496
ACH-000042,-0.2080348112310264
ACH-000045,0.018497945302206147
ACH-000047,-0.2567314192491574
ACH-000052,0.01997341998754692
ACH-000053,-0.41461207309840004
ACH-000054,-0.4150952087781205
ACH-000055,-0.4000776173078069
ACH-000060,-0.13930334375497785
ACH-000067,-0.2993300042956892
ACH-000070,0.3282568340372187
ACH-000075,-0.4556172666656195
ACH-000078,-0.01908877325001074
ACH-000082,-0.30193035921214884
ACH-000085,-0.3890726834907716
ACH-000086,-0.4088285750302423
ACH-000087,0.059759316995641125
ACH-000092,-0.3004122053161315
ACH-000095,-0.028740008946966523
ACH-000097,-0.1583106877095433
ACH-000098,-0.2281475848616308
ACH-000099,-0.09775954647773202
ACH-000108,-0.28289401471855913
ACH-000113,-0.008802060296147895
ACH-000116,-0.35943210809107945
ACH-000118,-0.3484535725062485
ACH-000120,-0.06725546552631542
ACH-000123,-0.2132531377853064
ACH-000127,-0.22591542459853906
ACH-000128,-0.12195136142420153
ACH-000132,-0.38701495612269937
ACH-000133,-0.3570967983047249
ACH-000137,-0.217577710801087
ACH-000138,-0.3542149589049434
ACH-000142,-0.1431884519959437
ACH-000143,-0.4508025667483538
ACH-000146,-0.20678914707251453
ACH-000148,-0.3254560803067196
ACH-000150,-0.34052521438004524
ACH-000152,-0.2436699012178931
ACH-000153,-0.5767252648640366
ACH-000159,-0.20716992881614904
ACH-000160,-0.3001529639262674
ACH-000163,-0.2010646188837274
ACH-000167,-0.29240651629593856
ACH-000168,-0.16896934903764754
ACH-000169,-0.10236915688480236
ACH-000178,-0.13860351375797236
ACH-000183,-0.06825022662100609
ACH-000188,-0.4331087104936216
ACH-000189,-0.3401278011671862
ACH-000190,-0.484431895308449
ACH-000198,-0.4624873391266493
ACH-000203,0.08496530923538824
ACH-000204,-0.2355862900458341
ACH-000206,-0.4167788240777112
ACH-000207,-0.18381910355180284
ACH-000208,-0.2189110865995228
ACH-000210,-0.4205633454465179
ACH-000211,-0.20219245646210296
ACH-000215,-0.11359877799503895
ACH-000221,-0.3525758373954489
ACH-000222,-0.14433801178321684
ACH-000223,-0.2111357361313617
ACH-000226,-0.4475610413151117
ACH-000227,-0.18748175610680706
ACH-000228,-0.5123287795168644
ACH-000231,-0.330489352760858
ACH-000232,-0.11750534121822455
ACH-000233,-0.4238451758156824
ACH-000234,-0.17884052795244246
ACH-000235,-0.21020260760851786
ACH-000237,-0.371474800344272
ACH-000238,-0.20512689542936496
ACH-000242,-0.5571135817886775
ACH-000243,-0.09733404339796953
ACH-000244,-0.4731277840538368
ACH-000246,-0.22508354120221988
ACH-000248,-0.02144444888945821
ACH-000250,-0.1423862303994294
ACH-000251,-0.09055270357251476
ACH-000252,-0.2583706339585897
ACH-000253,-0.3908605231186724
ACH-000255,-0.3172589978598613
ACH-000256,-0.35411484891517725
ACH-000257,-0.11274259556503573
ACH-000258,-0.2971070428920195
ACH-000259,-0.03905345809461396
ACH-000260,-0.3174188689889732
ACH-000261,-0.1823711345359909
ACH-000262,-0.17245052802800204
ACH-000263,-0.4492910374518939
ACH-000264,-0.2836639006087446
ACH-000265,-0.2105133282769075
ACH-000266,-0.21206036299126235
ACH-000272,-0.20601215950315865
ACH-000274,-0.06174722563451824
ACH-000277,-0.11511482131993933
ACH-000278,-0.23934921539623116
ACH-000279,-0.04000214028456709
ACH-000280,-0.2895104121143552
ACH-000281,-0.13087289433174618
ACH-000288,-0.2666844719651836
ACH-000291,-0.2803230621987745
ACH-000293,-0.24213311337279775
ACH-000294,-0.17024225741431626
ACH-000295,-0.173046106292694
ACH-000296,-0.11520675216386367
