,NRM (11270)
ACH-000004,-0.03549583315240176
ACH-000005,0.0809936790669841
ACH-000007,0.07854294235424808
ACH-000009,-0.10252274962378276
ACH-000011,-0.10068766827468416
ACH-000012,0.06147267619823112
ACH-000013,-0.026083299666854142
ACH-000014,-0.02471565094818619
ACH-000015,-0.02227806335214233
ACH-000017,-0.1197936736350078
ACH-000018,0.04279629387537722
ACH-000019,-0.03906509824131731
ACH-000021,0.023245420221963502
ACH-000022,-0.04242725597557776
ACH-000025,0.16423262020156038
ACH-000028,-0.0026755327168531268
ACH-000030,0.02534690669318575
ACH-000035,0.04990051125419809
ACH-000036,-0.06526691663477423
ACH-000037,-0.012645191194808895
ACH-000039,0.16258230651869954
ACH-000040,-0.17208592654183025
ACH-000041,0.063593112932795
ACH-000042,-0.0805151756233268
ACH-000045,0.03314657752774733
ACH-000047,-0.04737105617582744
ACH-000052,-0.06283770529990146
ACH-000053,0.029358655807717005
ACH-000054,-0.011637466179844793
ACH-000055,-0.05521962636036734
ACH-000060,-0.2324385437053708
ACH-000067,-0.03921778834426367
ACH-000070,-0.09510013035599957
ACH-000075,-0.11559291752263175
ACH-000078,0.03532422226773091
ACH-000082,0.02298452934228573
ACH-000085,-0.18239558878575754
ACH-000086,-0.004927923006467175
ACH-000087,-0.010909192738276298
ACH-000092,-0.056266569800686325
ACH-000095,-0.016182224057145055
ACH-000097,0.08204204820979706
ACH-000098,0.017849205569575612
ACH-000099,0.004867718538451897
ACH-000108,-0.0708848027935403
ACH-000113,-0.07176998588938044
ACH-000116,-0.024686635404982747
ACH-000118,-0.1665589493718938
ACH-000120,-0.00779708004024961
ACH-000123,-0.062082306032605415
ACH-000127,0.025477678720042325
ACH-000128,0.0029366757385212825
ACH-000132,-0.1330836732773995
ACH-000133,-0.1125738799593145
ACH-000137,-0.0031144393945789235
ACH-000138,0.05262525543222057
ACH-000142,0.08935686371553844
ACH-000143,-0.16075442647241242
ACH-000146,0.002236246689290738
ACH-000148,0.05831805412814042
ACH-000150,0.06786668442204627
ACH-000152,-0.004147976159399279
ACH-000153,-0.027815189730167847
ACH-000159,-0.00699018025252914
ACH-000160,-0.06887288128854502
ACH-000163,0.07111403437500778
ACH-000167,-0.09366773881861258
ACH-000168,-0.09821272099454377
ACH-000169,-0.10087799433676747
ACH-000178,-0.014647965543259143
ACH-000183,-0.031676918273331425
ACH-000188,-0.000844185821597628
ACH-000189,0.01842264513677386
ACH-000190,-0.09973750846118698
ACH-000198,0.010366106618244388
ACH-000203,0.02434682654835106
ACH-000204,0.01228665881938618
ACH-000206,-0.2796496282795925
ACH-000207,0.09208915304100164
ACH-000208,-0.037186763612541
ACH-000210,0.2328688858114853
ACH-000211,0.04690154615971462
ACH-000215,-0.105996261702016
ACH-000221,0.13176114562310645
ACH-000222,0.04710075895571148
ACH-000223,-0.12668754911990412
ACH-000226,0.018742920694223054
ACH-000227,0.15557291962091094
ACH-000228,-0.08489513610325222
ACH-000231,-0.027419875080578245
ACH-000232,-0.011749179417053996
ACH-000233,-0.018416812835506547
ACH-000234,-0.1172115252571273
ACH-000235,-0.0062242918953365365
ACH-000237,-0.025097393865784315
ACH-000238,-0.23923306826127985
ACH-000242,0.1497969572211715
ACH-000243,0.030727672709184837
ACH-000244,-0.14370048355027112
ACH-000246,0.03223772697776348
ACH-000248,-0.14147204651069106
ACH-000250,-0.13462509329875785
ACH-000251,-0.12771813696885856
ACH-000252,0.1722787914321281
ACH-000253,-0.12666201541024708
ACH-000255,-0.09477379485801228
ACH-000256,0.14151214718453425
ACH-000257,-0.021780391188490632
ACH-000258,0.0683395588424257
ACH-000259,-0.05785436116269008
ACH-000260,-0.05971731023139685
