,UBE2J2 (118424)
ACH-000004,-0.1354225507027158
ACH-000005,-0.4842372200835799
ACH-000007,-0.34178319219185943
ACH-000009,-0.5237580658053339
ACH-000011,-0.12076495898513336
ACH-000012,-0.3160529957581105
ACH-000013,-0.1555131084698873
ACH-000014,-0.6047999595710357
ACH-000015,-0.5971539144703361
ACH-000017,-0.4289329402208084
ACH-000018,-0.3699052714619992
ACH-000019,-0.3945774804338555
ACH-000021,-0.2897770591143308
ACH-000022,-0.2643840529441785
ACH-000025,-0.1517182380444126
ACH-000028,-0.27825421588247945
ACH-000030,-0.29628728211435673
ACH-000035,-0.20300377765546926
ACH-000036,-0.31742219364072216
ACH-000037,-0.30389255853106034
ACH-000039,-0.4552957130671478
ACH-000040,-0.3670044033028971
ACH-000041,-0.4553152098915037
ACH-000042,-0.4892839825755645
ACH-000045,-0.7272729111678309
ACH-000047,-0.34031059241524314
ACH-000052,-0.4707422365476276
ACH-000053,-0.24439125265229175
ACH-000054,-0.3113132262443018
ACH-000055,-0.2690594318613801
ACH-000060,-0.4723626273776307
ACH-000067,-0.2989097082840122
ACH-000070,-0.3998701165058435
ACH-000075,-0.3761119640754171
ACH-000078,-0.3784656936224996
ACH-000082,-0.187422076443767
ACH-000085,-0.5046496134668828
ACH-000086,-0.40835709483811816
ACH-000087,-0.3888476619364184
ACH-000092,-0.4482754013780984
ACH-000095,-0.3262488524736734
ACH-000097,-0.25105296396649257
ACH-000098,-0.3420050956284143
ACH-000099,-0.2506237169929601
ACH-000108,-0.5866318562851403
ACH-000113,-0.6433709082313267
ACH-000116,-0.2518509813400869
ACH-000118,-0.2682726381671791
ACH-000120,-0.6446227203186947
ACH-000123,-0.5132162892942609
ACH-000127,-0.34303448196207964
ACH-000128,-0.3619147956058446
ACH-000132,-0.25856899163813823
ACH-000133,-0.3695395553158763
ACH-000137,-0.19575789993242276
ACH-000138,-0.2769992536107904
ACH-000142,-0.19336990997369835
ACH-000143,-0.16560525922609673
ACH-000146,-0.6211040184326131
ACH-000148,-0.2919477006619449
ACH-000150,-0.5783446051612032
ACH-000152,-0.3979799956728991
ACH-000153,-0.2974735214042984
ACH-000159,-0.33370103785640504
ACH-000160,-0.3304202367618909
ACH-000163,-0.27533048332580146
ACH-000167,-0.2855028709521765
ACH-000168,-0.3608583315917657
ACH-000169,-0.29303847136840777
ACH-000178,-0.33965540791280396
ACH-000183,-0.3386872321389535
ACH-000188,-0.4187362554997046
ACH-000189,-0.3985540117925484
ACH-000190,-0.16458156917680644
ACH-000198,-0.4967019994092864
ACH-000203,-0.2603520042907556
ACH-000204,-0.5566400506031386
ACH-000206,-0.2936971237930477
ACH-000207,-0.4801513587340855
ACH-000208,0.00493129981948873
ACH-000210,-0.17173714379124322
ACH-000211,-0.4128048500729025
ACH-000215,-0.5342115082495578
ACH-000221,-0.2630332990113469
ACH-000222,-0.29574640821356
ACH-000223,-0.4215599148357413
ACH-000226,-0.4660876317414887
ACH-000227,-0.31287323523719685
ACH-000228,-0.2550869972750392
ACH-000231,-0.4067265790429882
ACH-000232,-0.23813644586492466
ACH-000233,-0.2837476697299824
ACH-000234,-0.32058639691037605
ACH-000235,-0.29867856027075873
ACH-000237,-0.28258787611728475
ACH-000238,-0.4482490362881529
ACH-000242,-0.015110634191775541
ACH-000243,-0.2310983063884812
ACH-000244,-0.39630389817789335
ACH-000246,-0.3946150063599553
ACH-000248,-0.12228534644266173
ACH-000250,-0.2578407599233396
ACH-000251,-0.18785477689020805
ACH-000252,-0.13832929436139968
ACH-000253,-0.3576487780132583
ACH-000255,-0.1375072591230025
ACH-000256,-0.6610093211561189
ACH-000257,-0.5590932308170161
ACH-000258,-0.4156752820944372
ACH-000259,-0.4862808199338893
ACH-000260,-0.2399381349651088
ACH-000261,-0.3074093175736673
ACH-000262,-0.2764597506593707
ACH-000263,-0.4769275109803338
ACH-000264,-0.30323347381144306
ACH-000265,-0.2496141705085196
ACH-000266,-0.4043228579195583
ACH-000272,-0.3064430979890081
ACH-000274,-0.4707555174192858
ACH-000277,-0.2570045252316941
ACH-000278,-0.4274484066665545
ACH-000279,-0.4602316932882855
ACH-000280,-0.3999148552543461
ACH-000281,-0.4908257112678623
ACH-000288,-0.4194242733541995
ACH-000291,-0.32362716681926945
ACH-000293,-0.2009020216968563
ACH-000294,-0.5229694388917401
ACH-000295,-0.8017686382519454
ACH-000296,-0.4490255344017358
ACH-000302,-0.32053447164338056
ACH-000304,-0.28125069107703915
ACH-000307,-0.3664656946049176
ACH-000308,-0.2464748601711132
ACH-000310,-0.2882085323435393
ACH-000311,-0.24293740510114176
ACH-000312,-0.4543153621805738
ACH-000315,-0.4265707218550048
ACH-000316,-0.4289085717851765
ACH-000317,-0.2952487052659137
ACH-000318,-0.4044732469126648
ACH-000319,-0.2567577068018152
ACH-000320,-0.3210891006482692
ACH-000322,-0.5143677990959489
ACH-000323,-0.4329248998956264
ACH-000324,-0.31862443342277386
ACH-000329,-0.506991455245688
ACH-000330,-0.3523878278030035
ACH-000331,-0.43510151849918605
ACH-000332,-0.31853666927706004
ACH-000334,-0.5392094139483748
ACH-000335,-0.25481287153781834
ACH-000336,-0.4458444251801921
ACH-000337,-0.26081332616735564
ACH-000338,-0.30712884950303704
ACH-000339,-0.21291817801277602
ACH-000341,-0.2861927877006121
ACH-000348,-0.4197682720032715
ACH-000350,-0.3733424871678536
ACH-000352,-0.4194939181924666
ACH-000356,-0.04426223493800595
ACH-000361,-0.3150112855628672
ACH-000362,-0.4925710169873753
ACH-000363,-0.2172187025115376
ACH-000364,-0.1844020792851971
ACH-000365,-0.3254310073666958
ACH-000366,-0.22097670943134684
ACH-000368,-0.3558476158403581
ACH-000374,-0.6188037648455236
ACH-000375,-0.5934244505134203
ACH-000376,-0.27923343434550885
ACH-000381,-0.5275470751335892
ACH-000383,-0.2845618481467677
ACH-000387,-0.3366213817904766
ACH-000389,-0.4878306197184422
ACH-000390,-0.27398392547964845
ACH-000393,-0.3898889606452939
ACH-000395,-0.4958194982598951
ACH-000396,-0.2815316570340558
ACH-000397,-0.16077770429492047
ACH-000401,-0.20339666591040112
ACH-000402,-0.8549058779212121
ACH-000403,-0.3195019441798201
ACH-000404,-0.2433419282448411
ACH-000406,-0.31259843058691034
ACH-000407,-0.3767571775726801
ACH-000408,-0.34884287323192525
ACH-000410,-0.31885648512018466
ACH-000411,-0.23528871616414845
ACH-000414,-0.4132821568268494
ACH-000415,-0.17471020384095248
ACH-000416,-0.2691906310861141
ACH-000420,-0.4614951728961521
ACH-000421,-0.3922611185199307
ACH-000424,-0.4267724452388956
ACH-000425,-0.3177475164556181
ACH-000426,-0.5275158900440452
ACH-000427,-0.15792863813618835
ACH-000433,-0.18067309757224376
ACH-000435,-0.4934788317227365
ACH-000436,-0.2517858390568087
ACH-000444,-0.1933974975303016
ACH-000445,-0.3866024490086622
