,MEIS3 (56917)
ACH-000004,-0.045296423699249855
ACH-000005,-0.0899029688947575
ACH-000007,-0.2194205319272067
ACH-000009,-0.16190844923973524
ACH-000011,-0.010848820989348314
ACH-000012,-0.039374312291645015
ACH-000013,-0.2020140980108982
ACH-000014,-0.2158935405852966
ACH-000015,-0.23249490873945294
ACH-000017,-0.08137207128745035
ACH-000018,-0.0917666418535971
ACH-000019,-0.18864360881129308
ACH-000021,-0.19351957144916773
ACH-000022,-0.2623807843304348
ACH-000025,0.025522052887427264
ACH-000028,-0.1498430761804275
ACH-000030,-0.18350991565451108
ACH-000035,-0.3128995888775263
ACH-000036,-0.14598561076076216
ACH-000037,-0.09743861580715757
ACH-000039,-0.05425053297532752
ACH-000040,-0.020812772726740748
ACH-000041,-0.1482133936996853
ACH-000042,-0.18337277976332148
ACH-000045,-0.2877173010541226
ACH-000047,-0.2345228188714045
ACH-000052,-0.13397339776060882
ACH-000053,-0.28866987503972313
ACH-000054,-0.26132468791436564
ACH-000055,-0.2653100320236922
ACH-000060,-0.11303402871215194
ACH-000067,0.06569595710090692
ACH-000070,-0.16553318926848862
ACH-000075,-0.20575596367768548
ACH-000078,-0.10612309097203464
ACH-000082,-0.18926349598293649
ACH-000085,-0.04763333781193045
ACH-000086,-0.17012170331403112
ACH-000087,-0.1062871981356486
ACH-000092,-0.29976467542493
ACH-000095,-0.12517008388207826
ACH-000097,-0.10271490701524301
ACH-000098,-0.20198117487683706
ACH-000099,-0.1881729297752262
ACH-000108,-0.16217350689445584
ACH-000113,-0.08573831537735196
ACH-000116,-0.17881438832580648
ACH-000118,-0.1888912422481341
ACH-000120,-0.022669324431261597
ACH-000123,-0.08895950763524321
ACH-000127,-0.24028336991219246
ACH-000128,-0.13806251766735875
ACH-000132,-0.19948833279367836
ACH-000133,-0.09996228540997512
ACH-000137,-0.29806650017560715
ACH-000138,-0.18649345660302136
ACH-000142,-0.44761069874273146
ACH-000143,-0.2801453038599857
ACH-000146,-0.11233958941638976
ACH-000148,0.026141244392033924
ACH-000150,-0.36436574305357583
ACH-000152,-0.2213580553480106
ACH-000153,-0.0880111996960607
ACH-000159,-0.0981558733107214
ACH-000160,-0.119676183222781
ACH-000163,-0.05625405864452677
ACH-000167,-0.0028818369219454705
ACH-000168,-0.12646043054627482
ACH-000169,-0.12301092679813247
ACH-000178,-0.18569099977993708
ACH-000183,0.04156434686530868
ACH-000188,-0.20896129617133646
ACH-000189,-0.2572520790223545
ACH-000190,-0.25274881480394723
ACH-000198,0.08174376870343104
ACH-000203,-0.016210753495332526
ACH-000204,-0.3297092508249144
ACH-000206,-0.13331906214281974
ACH-000207,-0.1079164879131292
ACH-000208,-0.0904271842116992
ACH-000210,-0.03207522259496436
ACH-000211,-0.11083438218838083
ACH-000215,-0.10727105041749473
ACH-000221,-0.22310571187124886
ACH-000222,-0.10813360733398446
ACH-000223,-0.19036091323353196
ACH-000226,-0.035247782754766165
ACH-000227,-0.1792786177611515
ACH-000228,-0.12274918573385322
ACH-000231,-0.09700521543762576
ACH-000232,-0.17085365073203002
ACH-000233,-0.30110706906086954
ACH-000234,-0.27112717760056365
ACH-000235,-0.17415380210955805
ACH-000237,-0.19693214865552744
ACH-000238,-0.12082369679123932
ACH-000242,-0.2614339390595663
ACH-000243,-0.04021247116857736
ACH-000244,-0.16881219070015974
ACH-000246,-0.2476009128063213
ACH-000248,-0.08135769881571397
ACH-000250,-0.1962835081564272
ACH-000251,-0.07185650601927353
ACH-000252,0.08896794335118006
ACH-000253,-0.2050283376392258
ACH-000255,-0.2776574812819247
ACH-000256,-0.23484720946018225
ACH-000257,-0.183298086254154
ACH-000258,-0.10541827280489552
ACH-000259,-0.25121056904223377
ACH-000260,-0.038281165902629165
ACH-000261,-0.12907467053909702
ACH-000262,-0.3136803906615073
ACH-000263,-0.12264034430868075
ACH-000264,-0.028287841041043173
ACH-000265,-0.059671501263744216
ACH-000266,-0.13591462049463499
ACH-000272,-0.11593444477892055
ACH-000274,-0.22993650149551426
ACH-000277,-0.186211124452238
ACH-000278,-0.09614640028986236
ACH-000279,-0.12872637524813535
ACH-000280,-0.26435489333768875
ACH-000281,0.01783795181097889
ACH-000288,-0.07802799353482744
ACH-000291,-0.14579980537077336
ACH-000293,-0.3118949629048552
ACH-000294,-0.5579167230995871
ACH-000295,-0.3146796988479101
ACH-000296,-0.2527938649267567
ACH-000302,-0.33648841586222233
ACH-000304,-0.2591513009299426
ACH-000307,-0.11939960890464295
ACH-000308,-0.12433481052752494
ACH-000310,-0.30962415749013983
ACH-000311,-0.25235414984316923
ACH-000312,-0.16951660434190374
ACH-000315,-0.1358713406515473
ACH-000316,-0.04867885639928757
ACH-000317,-0.05199093818676954
ACH-000318,-0.17380025995586418
ACH-000319,0.0017920208310276675
ACH-000320,-0.09274056032047703
ACH-000322,0.011499743570578268
ACH-000323,-0.25740833171033384
ACH-000324,-0.16004027135614474
ACH-000329,-0.25660374733288444
ACH-000330,-0.18144988435837006
ACH-000331,-0.15416654869364074
ACH-000332,-0.16605305850188534
ACH-000334,-0.2595877759653769
ACH-000335,0.016961795216361198
ACH-000336,-0.31196050578066664
ACH-000337,-0.0903121935967704
ACH-000338,0.6592633426794554
ACH-000339,-0.2405364483714374
ACH-000341,-0.2560579483766199
ACH-000348,-0.13618626988354254
ACH-000350,-0.1252172040792462
ACH-000352,-0.10668040282461087
ACH-000356,-0.18738375691490425
ACH-000361,-0.18071325557041806
ACH-000362,-0.18237982009488932
ACH-000363,-0.1982715472985042
ACH-000364,-0.24043923526433755
ACH-000365,-0.2631789718841789
ACH-000366,-0.16466265557471207
ACH-000368,-0.1889290362833954
ACH-000374,-0.030687165438324008
ACH-000375,-0.2912915613002072
ACH-000376,-0.17228862640547218
ACH-000381,-0.17033678299361138
ACH-000383,-0.28552650733770146
ACH-000387,-0.10160656675940637
ACH-000389,-0.11145078807540004
ACH-000390,-0.16530206500559008
ACH-000393,-0.1825494956087263
ACH-000395,-0.3109168726370091
ACH-000396,-0.10531650126534714
ACH-000397,-0.2111311236961075
ACH-000401,-0.060100365212984126
ACH-000402,-0.41329345367191456
ACH-000403,-0.18668879809848687
ACH-000404,-0.15654650648720653
ACH-000406,-0.08650075722991707
ACH-000407,-0.20764501422468
ACH-000408,-0.20709459764425864
ACH-000410,-0.19527262082545246
ACH-000411,-0.1012674473186192
ACH-000414,-0.11342292880303136
ACH-000415,-0.17747599191988536
ACH-000416,-0.1713548388587911
ACH-000420,-0.2547480315399397
ACH-000421,-0.09227622231711796
ACH-000424,-0.17768972414362338
ACH-000425,-0.17097457128072555
ACH-000426,-0.26912205407845896
ACH-000427,-0.34622862887290984
ACH-000433,-0.03879053692258292
ACH-000435,-0.4413450248798799
ACH-000436,-0.2779451194778668
ACH-000444,-0.03700368471438848
ACH-000445,-0.2722987272727338
ACH-000448,-0.31864451924844844
ACH-000450,-0.4222893059267264
ACH-000452,-0.07077620049141113
ACH-000454,-0.14623123473673053
ACH-000458,-0.241934701488328
ACH-000459,-0.11458875717852725
ACH-000460,-0.20854259691797533
ACH-000461,-0.19231212175993995
ACH-000463,-0.10318754411353112
ACH-000464,-0.1922393956018384
ACH-000466,-0.2843959661721691
ACH-000467,-0.02384602378289706
ACH-000468,-0.1494743169623216
ACH-000469,-0.10478906446501393
ACH-000470,-0.22218219936508304
ACH-000471,-0.23019415609760654
ACH-000472,-0.17999265427759228
ACH-000473,-0.07523873352564714
ACH-000475,-0.20276748744794054
ACH-000476,-0.17495017435955246
ACH-000477,-0.2950762771814968
ACH-000479,-0.31071296630129525
ACH-000480,-0.042281231199568094
ACH-000481,-0.2465315259613601
ACH-000483,0.028479635090830523
ACH-000484,-0.26389723786836805
ACH-000485,-0.17354699724050385
ACH-000486,-0.2377943572460376
ACH-000487,-0.18548156912950925
ACH-000488,-0.2292592985944975
ACH-000490,-0.22682813948443398
ACH-000491,-0.24354695900681786
ACH-000495,-0.2971150768744451
ACH-000496,-0.06683369492717241
ACH-000499,-0.1392683041201824
ACH-000500,-0.12054550199952575
ACH-000502,-0.13956769766646634
ACH-000503,-0.40115561812412015
ACH-000505,-0.17741156213013853
ACH-000507,-0.06565626380671279
ACH-000510,-0.10278029163540106
ACH-000511,-0.27544951560862746
ACH-000512,-0.0787468291271994
ACH-000516,-0.1156069973744454
ACH-000517,-0.22296853069253572
ACH-000518,-0.25674354309639746
ACH-000520,-0.2262512085010591
ACH-000521,-0.1829345440409784
ACH-000522,-0.09872878552879158
ACH-000524,-0.1921002166616442
ACH-000527,-0.12150381772453955
ACH-000528,-0.1027100762032205
ACH-000537,-0.11877629196929786
ACH-000541,-0.08492830832857312
ACH-000542,-0.1997726208564037
ACH-000544,-0.12094629204010593
ACH-000545,-0.23099440593368295
ACH-000547,0.0540256389873283
ACH-000548,-0.2525614403473221
ACH-000549,-0.23690780473695344
ACH-000550,-0.05399441513446423
ACH-000552,-0.05491463544146492
ACH-000556,-0.2705780903184006
ACH-000557,-0.2887961328822696
ACH-000569,-0.23330880685344135
ACH-000570,-0.2086997174345272
ACH-000571,-0.20191474237847207
ACH-000573,-0.17186542815433467
ACH-000576,-0.3423757498834385
ACH-000579,-0.027194658176718785
ACH-000580,-0.2085679850689664
ACH-000584,-0.092099098966611
ACH-000585,-0.14633150783485185
ACH-000588,0.13275528648991333
ACH-000589,-0.2136652233279829
ACH-000591,-0.05055621839369342
ACH-000593,-0.04551517248351775
ACH-000600,-0.04469607018175459
ACH-000601,-0.07768228462366987
ACH-000605,-0.2142052599663328
ACH-000606,-0.23940650734698096
ACH-000608,-0.28823044002096976
ACH-000614,-0.2648226439980184
ACH-000616,-0.1975208852554517
ACH-000618,-0.18595803806794567
ACH-000619,0.01766126523831196
ACH-000620,-0.21247060257794914
ACH-000621,-0.3399265287302938
ACH-000622,-0.034715570198288234
ACH-000623,-0.2409842078751891
ACH-000624,-0.3091888288159025
ACH-000627,-0.2725090389320333
ACH-000630,-0.030669178581708343
ACH-000631,0.01284445964030308
ACH-000632,-0.10357022190934992
ACH-000633,-0.1575202889598015
ACH-000637,-0.15202264769730567
ACH-000638,-0.043408402504725815
ACH-000646,-0.18723986758645925
ACH-000647,-0.05699092269272923
ACH-000648,-0.1633249970163978
ACH-000649,-0.11374923227728037
ACH-000651,-0.146843326765786
ACH-000652,-0.057678171755470964
ACH-000653,-0.2193101631301942
ACH-000657,-0.2330271304296477
ACH-000658,0.0021918867428226485
ACH-000661,-0.21550128159811555
ACH-000662,-0.0436277927958782
ACH-000663,-0.1747318148979971
ACH-000665,-0.1217331748186204
ACH-000671,0.003083749732545069
ACH-000672,-0.2600800435731336
ACH-000673,-0.21735491365514312
ACH-000676,-0.0591311835914324
ACH-000677,-0.10801861197070642
ACH-000681,-0.303052886473802
ACH-000683,-0.13433923641973353
ACH-000684,-0.15020545407478866
ACH-000688,-0.2778586390748101
ACH-000693,-0.15248883093622514
ACH-000694,-0.09905137154196644
ACH-000695,-0.2116694927838167
ACH-000696,-0.17396098846146565
ACH-000697,-0.2421457983053371
ACH-000699,-0.1587623901956928
ACH-000701,-0.3617489424131339
ACH-000706,-0.11033373611716106
ACH-000711,-0.3870913575586357
ACH-000713,-0.1473523751586077
ACH-000714,-0.1086813931777438
ACH-000718,-0.3223058212321257
ACH-000720,-0.20929710748998184
ACH-000721,-0.09327821292119587
ACH-000724,-0.03919422949027832
ACH-000725,-0.280520832417806
ACH-000732,-0.17916668204313504
ACH-000734,-0.06100922269418395
ACH-000735,-0.2196405667687564
ACH-000736,-0.19262879055420346
ACH-000738,-0.13572612524563146
ACH-000746,0.029566230309970108
ACH-000747,-0.06863566521498089
ACH-000748,0.021433504036362072
ACH-000753,-0.06984850839972141
ACH-000756,-0.3841546858456371
ACH-000757,-0.3372825724178874
ACH-000758,-0.05640813557998575
ACH-000760,-0.1150882394173352
ACH-000762,-0.3560029967969523
ACH-000763,-0.2392829697261725
ACH-000764,-0.30384443888194684
ACH-000765,-0.08809530500283985
ACH-000766,-0.2597752729051529
ACH-000767,-0.07557970949355224
ACH-000768,-0.09129695059059928
ACH-000769,-0.11264700959079745
ACH-000770,-0.05578342712040843
ACH-000771,-0.16291847914139834
ACH-000773,-0.05563846580510198
ACH-000776,0.10472634109378134
ACH-000777,-0.14456019610213708
ACH-000778,-0.11759892857249585
ACH-000781,-0.07358734242622582
ACH-000782,-0.2967260205177479
ACH-000783,-0.1128899283244683
ACH-000784,-0.10125973363603706
ACH-000785,-0.17264442410141898
ACH-000787,-0.06902340106798299
ACH-000788,-0.1331407689216333
ACH-000791,-0.23114491462402376
ACH-000792,-0.07742383039946471
ACH-000794,-0.17257076050269374
ACH-000796,-0.15502906588494794
ACH-000798,-0.064323942909558
ACH-000799,-0.27840929421410743
ACH-000800,-0.17830608703530373
ACH-000802,-0.17602772882883916
ACH-000804,-0.2389802441882499
ACH-000805,-0.14515860158726218
ACH-000809,-0.18126933689616168
ACH-000810,-0.0930782452085592
ACH-000811,-0.1970391199601556
ACH-000817,-0.2371195417836355
ACH-000819,-0.2163371854412202
ACH-000820,-0.12545665525672464
ACH-000821,-0.2819002634993679
ACH-000822,-0.19155411766569425
ACH-000823,-0.08348854567030457
ACH-000824,-0.3450775852595989
ACH-000827,-0.25619034793467843
ACH-000829,-0.018570274198119737
ACH-000831,-0.1748254107416375
ACH-000832,-0.13901231190709648
ACH-000833,-0.12562621306286573
ACH-000834,0.022145716263081774
ACH-000835,-0.12244785210783116
ACH-000836,-0.21930405525830848
ACH-000837,-0.2079162538489392
ACH-000838,-0.11165157629944653
ACH-000839,-0.13423258632308435
ACH-000840,-0.20254938021793303
ACH-000841,-0.16394097293204166
ACH-000843,-0.16758557943999602
ACH-000846,-0.3054631050673972
ACH-000847,-0.0936447862214667
ACH-000848,-0.09346110127427022
ACH-000849,-0.17058388769273738
ACH-000851,-0.040469934670619656
ACH-000855,0.11908217300869345
ACH-000856,-0.21200867431527706
ACH-000858,-0.18647885637629275
ACH-000859,-0.03686019623053
ACH-000861,-0.2400718152691097
ACH-000862,-0.1899537879418541
ACH-000865,-0.13800437082605005
ACH-000866,-0.02630668344024195
ACH-000867,-0.26237004459603697
ACH-000869,-0.04715409785636531
ACH-000872,-0.22042815669435575
ACH-000873,-0.51945857563703
ACH-000876,-0.18121516465633244
ACH-000878,-0.03279087732982161
ACH-000880,-0.13396296841667865
ACH-000881,-0.21299269245406144
ACH-000882,-0.058332406374097326
ACH-000884,-0.13764390140049165
ACH-000885,-0.06378262160592714
ACH-000887,-0.24387548453445396
ACH-000889,-0.07977334852255426
ACH-000896,-0.12759687815724266
ACH-000898,-0.2158883646552372
ACH-000900,-0.2788075468605356
ACH-000901,-0.18679550628878824
ACH-000905,-0.19016767731851464
ACH-000906,-0.2386021030109924
ACH-000907,-0.009654529224046412
ACH-000910,-0.11053991673669576
ACH-000911,-0.2429628243462173
ACH-000912,-0.08013287379769023
ACH-000913,-0.12256845798034388
ACH-000915,-0.14343750192468954
ACH-000916,-0.7767128623374979
ACH-000917,-0.3375530801227917
ACH-000920,0.00832430495044637
ACH-000921,-0.09742808383516324
ACH-000924,-0.09026063981866203
ACH-000926,-0.169481303510243
ACH-000928,-0.2727506883594254
ACH-000929,-0.09573524054575323
ACH-000932,-0.1251992465694571
ACH-000935,0.016706491799073686
ACH-000936,-0.08522302879404167
ACH-000937,-0.2346873830907221
ACH-000938,-0.2814455542468934
ACH-000939,-0.0840132440469848
ACH-000941,-0.13343878169053985
ACH-000943,-0.18908379384342835
ACH-000946,-0.2761622676166408
ACH-000947,0.03878461567618452
ACH-000948,-0.16549580642888062
ACH-000950,0.04646267849888955
ACH-000953,-0.36133859790480616
ACH-000954,-0.24679498070730604
ACH-000957,-0.2045237701867775
ACH-000958,-0.14195930228110434
ACH-000960,-0.16619926984860353
ACH-000963,-0.2431579414348325
ACH-000968,-0.11571382735798486
ACH-000969,-0.09491407858428733
ACH-000972,-0.2141163478198642
ACH-000973,-0.16818225858659594
ACH-000974,-0.08066577737214536
ACH-000978,-0.04801499301629518
ACH-000984,-0.2395212906958967
ACH-000986,-0.14887272480278296
ACH-000988,-0.1506103035705865
ACH-000993,-0.09077871333689932
ACH-000994,-0.31842817362468395
ACH-000996,-0.4544722287710559
ACH-001001,-0.1201642648544844
ACH-001020,-0.1554709096821136
