,CRLS1 (54675)
ACH-000190,-0.5078916804951537
ACH-000198,-0.514389727267133
ACH-000203,-0.311895784158197
ACH-000204,-0.7325602184862117
ACH-000206,-0.8569433988041404
ACH-000207,-0.7558545758210823
ACH-000208,-0.7508952530825734
ACH-000210,-0.5223137898865243
ACH-000211,-0.5955951425769822
ACH-000215,-0.7027529848214573
ACH-000221,-0.8156582320101958
ACH-000222,-0.5813398692247989
ACH-000223,-0.5895961166155745
ACH-000226,-0.6760228569769544
ACH-000227,-0.5598792907989403
ACH-000228,-0.4981664945783537
ACH-000231,-0.7626924467667167
ACH-000232,-0.8837629313896991
ACH-000233,-0.4838705645375192
ACH-000234,-0.4495935530217463
ACH-000235,-0.463990905191493
ACH-000237,-0.28230973600631953
ACH-000238,-0.5302340202692213
ACH-000242,-0.7208077780318443
ACH-000243,-0.635435830428255
ACH-000244,-0.595992319202691
ACH-000246,-0.1783213098525783
ACH-000248,-0.8721616840078387
ACH-000250,-0.4358106090939894
ACH-000251,-0.6417894221883632
ACH-000252,-0.3211380065999933
ACH-000253,-0.6469394392372179
ACH-000255,-0.495535611758957
ACH-000256,-0.5209589002848131
ACH-000257,-0.7725265936794776
ACH-000258,-0.5440504648568836
ACH-000259,-0.32048909055772995
ACH-000260,-0.30609764758425795
ACH-000261,-0.776713436641913
ACH-000262,-0.3822555909216015
ACH-000263,-0.686816194592382
ACH-000264,-0.3296407929453604
ACH-000265,-0.8430391093699995
ACH-000266,-0.3290883904456684
ACH-000272,-0.8326103252824972
ACH-000274,-0.8353086660507123
ACH-000277,-0.6129890198615737
ACH-000278,-0.318710484839081
ACH-000279,-0.5540143764407057
ACH-000280,-0.5148930558095994
ACH-000281,-0.8176201986819509
ACH-000288,-0.6756903388781229
ACH-000291,-0.6420061749704897
ACH-000293,-0.3365550208198914
ACH-000294,-0.7197192447723815
ACH-000295,-0.5897630009350356
ACH-000296,-0.44972513982568296
ACH-000302,-0.5836569636503957
ACH-000304,-0.645555690662782
ACH-000307,-0.4964230433139537
ACH-000308,-0.5387731011243119
ACH-000310,-0.429894581155268
ACH-000311,-0.4319641670552833
ACH-000312,-0.4510720360308747
ACH-000315,-0.5340148840793446
ACH-000316,-0.7123162942038299
ACH-000317,-0.603075828627441
ACH-000318,-0.8552955109115006
ACH-000319,-0.613609394842924
ACH-000320,-0.6561380946599941
ACH-000322,-0.5965122533687034
ACH-000323,-0.681561926884968
ACH-000324,-0.5907247026898377
ACH-000329,-0.5886595821558782
ACH-000330,-0.6583383329561009
ACH-000331,-0.6908115781968474
ACH-000332,-0.8931972794138422
ACH-000334,-0.7952913547150645
ACH-000335,-0.7074287505420123
ACH-000336,-0.6560034210711179
ACH-000337,-0.5053072981241098
ACH-000338,-0.6263150292569053
ACH-000339,-0.5074768739694356
ACH-000341,-0.3087955523648803
ACH-000348,-0.368527597920314
ACH-000350,-0.4388505871608336
ACH-000352,-0.91144692516891
ACH-000356,-0.8717984936946603
ACH-000361,-0.7317444715957075
ACH-000362,-0.4689862832804751
ACH-000363,-0.4837914398169678
ACH-000364,-0.632691205208201
ACH-000365,-0.677610612653905
ACH-000366,-0.20451077627051287
ACH-000368,-0.6205228058842099
ACH-000374,-0.6415136891865153
ACH-000375,-0.6142380553560826
ACH-000376,-0.8690228961309225
ACH-000381,-0.6810107866586836
ACH-000383,-0.4681380660925205
ACH-000387,-0.7501124801108138
ACH-000389,-0.8303932626012605
ACH-000390,-0.4890936212017674
ACH-000393,-0.4990647540247107
ACH-000395,-0.5135494247680346
ACH-000396,-0.6954803616546276
ACH-000397,-0.4362038962347189
ACH-000401,-0.2974183362658712
ACH-000402,-1.1938530233135196
ACH-000403,-0.6793904265941032
ACH-000404,-0.7802613912927052
ACH-000406,-0.4777444893113292
ACH-000407,-0.8669584237437937
ACH-000408,-0.606107696293952
ACH-000410,-0.6464332542310456
ACH-000411,-0.4919705457564918
ACH-000414,-0.5552262200021832
ACH-000415,-0.7427267931955672
ACH-000416,-0.2828333568134781
ACH-000420,-0.6129423373218209
ACH-000421,-0.6572123681475647
ACH-000424,-0.6992344073608663
ACH-000425,-0.3636578885363484
ACH-000426,-0.20276138388042916
ACH-000427,-0.3917311660223566
ACH-000433,-0.5651297472310065
ACH-000435,-0.4867223414036029
ACH-000436,-0.32722753475305294
ACH-000444,-0.4775900501279091
ACH-000445,-0.3878534316243759
ACH-000448,-0.5477701621148147
ACH-000450,-0.6335072693774328
ACH-000452,-0.5975366750568928
ACH-000454,-0.7325776969036142
ACH-000458,-0.40249174911740504
ACH-000459,-0.3550334177330787
ACH-000460,-0.7222024564579317
ACH-000461,-0.5288849519737795
ACH-000463,-0.45474289601258705
ACH-000464,-0.4997235488562906
ACH-000466,-0.5369289783909122
ACH-000467,-0.6451729490329466
ACH-000468,-0.6456037487409746
ACH-000469,-0.6912317755410733
ACH-000470,-0.4667404903823976
ACH-000471,-0.8763125560210577
ACH-000472,-0.4149235064056896
ACH-000473,-0.6330744446871237
ACH-000475,-0.6784806180598282
ACH-000476,-0.5277704792068482
ACH-000477,-0.5758859007126329
ACH-000479,-0.7514571563811062
ACH-000480,-0.7336295810322079
ACH-000481,-0.6575000956403264
ACH-000483,-0.5878648769686811
ACH-000484,-0.5522856213384428
ACH-000485,-0.6116781868765132
ACH-000486,-0.5944298118406661
ACH-000487,-0.7908625792599692
ACH-000488,-0.7270360529234384
ACH-000490,-0.6932608255608399
ACH-000491,-0.7446443976787581
ACH-000495,-0.26083596277259663
ACH-000496,-0.8018598525507662
ACH-000499,-0.7584978433418769
ACH-000500,-0.8001298613335466
ACH-000502,-0.635758666640886
ACH-000503,-0.5310559932249247
ACH-000505,-0.4796460987632384
ACH-000507,-0.6414388169035453
ACH-000510,-0.8007064850423965
ACH-000511,-0.6096998189151878
ACH-000512,-0.5047359691446491
ACH-000516,-0.497501120929741
ACH-000517,-0.4999226905841858
ACH-000518,-0.6929233414094342
ACH-000520,-0.4915659208857514
ACH-000521,-0.9777679222961454
ACH-000522,-0.6802236477658712
ACH-000524,-0.6168164052794582
ACH-000527,-0.625271187196235
ACH-000528,-0.4166698887312405
ACH-000537,-0.8425755080538371
ACH-000541,-0.5027005359489428
ACH-000542,-0.4860168521859583
ACH-000544,-0.6633500267745404
ACH-000545,-0.5615033713017288
ACH-000547,-0.7740077714417709
ACH-000548,-0.4552587171729276
ACH-000549,-0.3015703118725109
ACH-000550,-0.7674122877927159
ACH-000552,-0.4336015666720581
ACH-000556,-0.4851631830588595
ACH-000557,-0.4078228129013565
ACH-000569,-0.5898966501583044
ACH-000570,-0.6994582387724314
ACH-000571,-0.3986957433663362
ACH-000573,-0.6783917695088216
ACH-000576,-0.3312074065259406
ACH-000579,-1.1397735456773108
ACH-000580,-0.7249879095404458
ACH-000584,-0.6349383715776079
ACH-000585,-0.4538000246895171
ACH-000588,-0.7044365591412889
ACH-000589,-0.7704549432272613
ACH-000591,-0.9601437408040462
ACH-000593,-0.6556617358821056
ACH-000600,-0.8515439747717715
ACH-000601,-0.6866746565387545
ACH-000605,-0.6840657593936866
ACH-000606,-0.7694853424657941
ACH-000608,-0.4966755412879803
ACH-000614,-0.6245664931816294
ACH-000616,-0.8158900477411151
ACH-000618,-0.4779558421098072
ACH-000619,-0.627427219769067
ACH-000620,-0.4503931390221601
ACH-000621,-0.6371338620069079
ACH-000622,-0.5627953383735124
ACH-000623,-0.4938615171856704
ACH-000624,-0.4337170345158328
ACH-000627,-0.5191089268850505
ACH-000630,-0.7588339338722414
ACH-000631,-0.890114042278741
ACH-000632,-0.7918727112225447
ACH-000633,-0.5933437274843776
ACH-000637,-0.5054516958784075
ACH-000638,-0.8496251323778901
ACH-000646,-0.6300813627393032
ACH-000647,-0.7943993729618419
ACH-000648,-0.6263909913007529
ACH-000649,-0.5432924321832125
ACH-000651,-0.7703384014184544
ACH-000652,-0.9478458249143396
ACH-000653,-0.3846177166103381
ACH-000657,-0.5658879956335946
ACH-000658,-0.7407294883669638
ACH-000661,-0.3433087582790075
ACH-000662,-0.6709704794006289
ACH-000663,-0.5946870097424939
ACH-000665,-0.6041703759142721
ACH-000671,-0.5364448495269241
ACH-000672,-0.3034001975490049
ACH-000673,-0.2634549478047196
ACH-000676,-0.5577105206374053
ACH-000677,-0.654375098399288
ACH-000681,-0.6817897790640539
ACH-000683,-0.450041856765492
ACH-000684,-0.5691874638245144
ACH-000688,-0.7181018309201656
ACH-000693,-0.947413180682946
ACH-000694,-0.8188032083247061
ACH-000695,-0.5513831681482887
ACH-000696,-0.6124318505427431
ACH-000697,-0.5409508177048736
ACH-000699,-0.5011938431315291
ACH-000701,-0.7640611173430844
ACH-000706,-0.5782888396133855
ACH-000711,-0.6637755356558497
ACH-000713,-0.5202394923786426
ACH-000714,-0.6217864107360034
ACH-000718,-1.0325847683088385
ACH-000720,-0.5535964867511751
ACH-000721,-0.7161559255321464
ACH-000724,-0.6344441753641616
ACH-000725,-0.9361555781023354
ACH-000732,-0.5299674569321071
ACH-000734,-0.4140639280313863
ACH-000735,-0.7296971191627344
ACH-000736,-0.5331863597181541
ACH-000738,-0.6181674991150966
ACH-000746,-0.5399269141457333
ACH-000747,-0.6351101446383517
ACH-000748,-0.6396005697020403
ACH-000753,-0.7474286936284621
ACH-000756,-0.3072106657940641
ACH-000757,-0.6581726426038821
ACH-000758,-0.8387031696118105
ACH-000760,-0.7035438563949211
ACH-000762,-0.4543931520946983
ACH-000763,-0.6158506892806386
ACH-000764,-0.5056547891516432
ACH-000765,-0.6209316040595773
ACH-000766,-0.6652521606971222
ACH-000767,-0.6052715178195439
ACH-000768,-0.5211298339316899
ACH-000769,-0.6539898539447789
ACH-000770,-0.664610378160255
ACH-000771,-0.6560188895600698
ACH-000773,-0.6916777366909433
ACH-000776,-0.4814632624783021
ACH-000777,-0.6655280149311719
ACH-000778,-0.6707614719646403
ACH-000781,-0.7186074013938492
ACH-000782,-0.4513792910079965
ACH-000783,-0.5743798884721254
ACH-000784,-0.7173144606373365
ACH-000785,-0.5565100531482621
ACH-000787,-0.8021386670199805
ACH-000788,-0.5044452192581336
ACH-000791,-0.4161428006360703
ACH-000792,-0.6356473542290078
ACH-000794,-0.3962904146437436
ACH-000796,-0.2961753193074206
ACH-000798,-0.7147790008415811
ACH-000799,-0.5523609946204658
ACH-000800,-0.3767889468476959
ACH-000802,-0.8273462577564642
ACH-000804,-0.4586660424559603
ACH-000805,-0.6631931778195398
ACH-000809,-0.8208451937252021
ACH-000810,-0.16577333696764984
ACH-000811,-0.5052850176031496
ACH-000817,-0.6147509776415492
ACH-000819,-1.016136420669254
ACH-000820,-0.7277741361175598
ACH-000821,-0.5590580764361682
ACH-000822,-0.2530014296882721
ACH-000823,-0.8187785021862246
ACH-000824,-0.6966711562482578
ACH-000827,-0.6143300224474749
ACH-000829,-0.5463013318110996
ACH-000831,-0.9561910518243372
ACH-000832,-0.7698578395875778
ACH-000833,-0.8183872000253873
ACH-000834,-0.635255352253938
ACH-000835,-0.6855224789054252
ACH-000836,-0.6135423962022806
ACH-000837,-0.6793064013153671
ACH-000838,-0.7682149699516864
ACH-000839,-0.6151361583953447
ACH-000840,-0.5469985344926013
ACH-000841,-0.3355178510393452
ACH-000843,-0.6667755639351686
ACH-000846,-0.8838673203088661
ACH-000847,-0.7626322729583765
ACH-000848,-0.7321920738055429
ACH-000849,-0.7590982799602193
ACH-000851,-0.388463777278089
ACH-000855,-0.8732069362688281
ACH-000856,-0.5343351324300563
ACH-000858,-0.5436015738247065
ACH-000859,-0.7963366612325837
ACH-000861,-0.5133342659622672
ACH-000862,-0.8233723433199346
ACH-000865,-0.6254263260612717
ACH-000866,-0.6111249690707681
ACH-000867,-0.8039567523372598
ACH-000869,-0.722046054127826
ACH-000872,-0.7518578646220885
ACH-000873,-0.6276404177798823
ACH-000876,-0.5879656068774173
ACH-000878,-0.6138229186403495
ACH-000880,-0.3100390832343849
ACH-000881,-0.5654700679632098
ACH-000882,-0.6216277096730987
ACH-000884,-0.7118935166085417
ACH-000885,-0.6074877228272952
ACH-000887,-0.6044768622580519
ACH-000889,-0.6555822324893916
ACH-000896,-0.37146533127072895
ACH-000898,-0.563632507241222
ACH-000900,-0.6024820346804212
ACH-000901,-0.5286796888284878
ACH-000905,-0.7376250989784937
ACH-000906,-0.6331897779844131
ACH-000907,-0.5314716742253669
ACH-000910,-0.6349818562727771
ACH-000911,-0.4459393280172208
ACH-000912,-0.5270666635164729
ACH-000913,-0.6625841923787575
ACH-000915,-0.6421367806279722
ACH-000916,-0.4832185699121315
ACH-000917,-0.5280158337403801
ACH-000920,-1.0128514344673432
ACH-000921,-0.7146462674323726
ACH-000924,-0.9884071723342744
ACH-000926,-0.4032820555752628
ACH-000928,-0.508811373063895
ACH-000929,-0.9559051834521808
ACH-000932,-0.5515201988794829
ACH-000935,-0.7231279074607858
ACH-000936,-0.3309146831377829
ACH-000937,-0.32730688920593304
ACH-000938,-0.4136424940043986
ACH-000939,-0.7799302571728287
ACH-000941,-0.6746093049430263
ACH-000943,-0.4686908892084105
ACH-000946,-0.5841508965451563
ACH-000947,-0.6909046176838785
ACH-000948,-0.4537908607678222
ACH-000950,-0.6425442403290912
ACH-000953,-0.3510074806421519
ACH-000954,-0.5523051441080488
ACH-000957,-0.6464656981190531
ACH-000958,-0.5122256080925982
ACH-000960,-0.7216165445498706
ACH-000963,-0.5266713295764583
ACH-000968,-0.6545897477610825
ACH-000969,-0.3869712427521714
ACH-000972,-0.4176233260948236
ACH-000973,-0.4511042747244971
ACH-000974,-0.4427377692356733
ACH-000978,-0.5871519368957618
ACH-000984,-0.6586507911051571
ACH-000986,-0.5117870180943178
ACH-000988,-0.4992183845044738
ACH-000993,-0.32712856557145953
ACH-000994,-0.6495344707206377
ACH-000996,-0.4323389423766108
ACH-001001,-0.5823251440868422
ACH-001020,-0.6802373249074386
ACH-001028,-0.8772170533035242
ACH-001031,-0.5707810028198381
ACH-001038,-0.5799980513438361
ACH-001048,-0.6549501505645294
ACH-001050,-0.4154651832187815
ACH-001053,-0.7418701400317178
ACH-001054,-0.8862457076944901
ACH-001061,-0.892418983329361
ACH-001067,-0.5200937865357925
ACH-001075,-0.8960409276813508
ACH-001096,-0.620204383812246
ACH-001111,-0.44287515471198496
ACH-001119,-0.57815802689634
ACH-001128,-0.4192329698843685
ACH-001134,-0.2842509021389273
ACH-001151,-0.5357862062402398
ACH-001163,-0.4983361471898775
ACH-001164,-0.6209014121209541
ACH-001183,-0.8526982588535563
ACH-001192,-0.5941125506291622
ACH-001193,-0.6983489390418488
ACH-001196,-0.6224363218098053
ACH-001197,-0.8214564221425823
ACH-001205,-0.36326087378114
ACH-001211,-0.6525427871264681
ACH-001212,-0.7144996797868592
ACH-001228,-0.452025942692129
ACH-001232,-0.4993651893013915
ACH-001239,-0.7536163711456516
ACH-001270,-0.7121916052762766
ACH-001274,-0.5280972484852446
ACH-001275,-0.28177077145206864
ACH-001277,-0.572217360466788
ACH-001278,-0.6884794396107987
ACH-001280,-0.5064320221095955
ACH-001283,-0.5338989358563124
ACH-001289,-0.3639839023373006
ACH-001300,-0.6802528702609347
ACH-001301,-0.4069013966570369
ACH-001302,-0.5147294782990679
ACH-001306,-0.4971534364191243
ACH-001318,-0.8283605879815684
ACH-001322,-0.523187130652136
ACH-001328,-0.4934818185689122
ACH-001332,-0.9335399641548808
ACH-001336,-0.45177745615914205
ACH-001346,-0.4094230545205237
ACH-001353,-0.2456311454100169
ACH-001354,-0.5054926224683218
ACH-001367,-0.7631941889097666
ACH-001368,-0.593374829437488
ACH-001374,-1.1224823888383308
ACH-001377,-0.5944612008123952
ACH-001380,-0.5432920005873666
ACH-001391,-0.4564636740845964
ACH-001408,-0.4513199926144715
ACH-001430,-0.35862555096852605
ACH-001431,-0.4577889068537057
ACH-001450,-0.6307271590948069
ACH-001496,-0.5516311551260347
ACH-001500,-0.7998909405813456
ACH-001523,-0.7606824076718159
ACH-001532,-0.6437893562295104
ACH-001550,-0.8475721850941695
ACH-001552,-0.6511818458211415
ACH-001554,-0.6370296664211564
ACH-001654,-0.7508184370748275
ACH-001735,-0.6094544562945761
ACH-001736,-0.61462899288247
ACH-001737,-0.3269948927156458
ACH-001740,-0.366352807826923
ACH-001745,-0.3103667713586675
ACH-001765,-0.5989574237094998
