,OTOS (150677)
ACH-000520,-0.2777699941836385
ACH-000521,-0.2974049919926484
ACH-000522,-0.18094467805910786
ACH-000524,-0.2451286073233925
ACH-000527,-0.30108425055668275
ACH-000528,-0.1906663140243743
ACH-000537,-0.27523767542210625
ACH-000541,0.003572114462068268
ACH-000542,-0.20624566879405906
ACH-000544,-0.11923781042128548
ACH-000545,-0.1848273874156505
ACH-000547,0.0484970592797032
ACH-000548,-0.21431650629878704
ACH-000549,-0.08137507351872768
ACH-000550,-0.13731177609002118
ACH-000552,-0.3423245890156485
ACH-000556,-0.2777778926544993
ACH-000557,-0.01866238062364001
ACH-000569,-0.2360727237922039
ACH-000570,-0.2622521716351767
ACH-000571,-0.2309339205746564
ACH-000573,-0.16998435577327642
ACH-000576,-0.13592137733138676
ACH-000579,-0.13115464089421322
ACH-000580,-0.03499087427975316
ACH-000584,-0.2151661017331145
ACH-000585,-0.25717895387088
ACH-000588,-0.1981245474677963
ACH-000589,-0.19089887061967192
ACH-000591,-0.15475802984347578
ACH-000593,-0.14057886199235245
ACH-000600,-0.05046363696107165
ACH-000601,-0.28650818459114186
ACH-000605,-0.09123570918931123
ACH-000606,-0.2288463578070802
ACH-000608,-0.1826476212609572
ACH-000614,-0.2932840853102723
ACH-000616,-0.2941880469471346
ACH-000618,-0.2476461574615186
ACH-000619,-0.3439182921727814
ACH-000620,-0.29024034284429284
ACH-000621,-0.1801517143454395
ACH-000622,-0.20237732646409534
ACH-000623,-0.2379614449456511
ACH-000624,-0.3269006526441892
ACH-000627,-0.2242788501904567
ACH-000630,-0.1217464148586844
ACH-000631,-0.5987684474413983
ACH-000632,-0.16861390860282136
ACH-000633,-0.27671893343833304
ACH-000637,-0.3390198985237418
ACH-000638,-0.09840141614036416
ACH-000646,-0.3764521951504629
ACH-000647,-0.19710159842926087
ACH-000648,-0.33228613138198576
ACH-000649,-0.2414300714558943
ACH-000651,-0.15582811486199813
ACH-000652,-0.18133359262424012
ACH-000653,-0.2695641215339808
ACH-000657,-0.1862947670893262
ACH-000658,-0.14063423034861913
ACH-000661,-0.16627928897112876
ACH-000662,-0.2657104992333019
ACH-000663,-0.19625108681266215
ACH-000665,-0.07000455603410942
ACH-000671,-0.13444411359012948
ACH-000672,-0.4778660753669007
ACH-000673,-0.1846223592576666
ACH-000676,-0.17876838121189156
ACH-000677,-0.2287205135373357
ACH-000681,-0.15879352183397505
ACH-000683,-0.3108789985372119
ACH-000684,-0.17739937892552218
ACH-000688,-0.24465965303184375
ACH-000693,-0.321625232882893
ACH-000694,-0.2477043751071333
ACH-000695,-0.061631443173307536
ACH-000696,-0.2719259462767532
ACH-000697,-0.041315673508091816
ACH-000699,-0.3056860484968432
ACH-000701,-0.3996695263589712
ACH-000706,-0.06388162523673893
ACH-000711,-0.16421430061791129
ACH-000713,-0.291527116016707
ACH-000714,-0.24232189502789794
ACH-000718,-0.21371966597992129
ACH-000720,-0.1932379534339578
ACH-000721,-0.1148293021483912
ACH-000724,-0.03551377975558809
ACH-000725,-0.15020750495579688
ACH-000732,-0.1525868011657825
ACH-000734,-0.22340791371288715
ACH-000735,-0.18448670388735586
ACH-000736,-0.17388515328316725
ACH-000738,-0.14010071846592811
ACH-000746,-0.26107016710799863
ACH-000747,-0.10869865776678236
ACH-000748,-0.27917867370573035
ACH-000753,-0.2572466165983727
ACH-000756,-0.2514354164633498
ACH-000757,-0.1229743475863212
ACH-000758,-0.14118050432357984
ACH-000760,-0.3660302000554589
ACH-000762,-0.10034091636338596
ACH-000763,-0.2817037485657001
ACH-000764,-0.2414174593552463
ACH-000765,-0.32882189893645386
ACH-000766,-0.2286848772709888
ACH-000767,-0.18633498141549068
ACH-000768,-0.17319631576161074
ACH-000769,-0.3807515380456417
ACH-000770,-0.14333056104205144
ACH-000771,-0.3883308783555309
ACH-000773,-0.2386865772634495
ACH-000776,-0.2061797292849383
ACH-000777,-0.32283185135685777
ACH-000778,-0.2221876821163293
ACH-000781,-0.2675788302125605
ACH-000782,-0.17724564772214832
ACH-000783,-0.3761069149893816
ACH-000784,-0.2389480862291201
ACH-000785,-0.2012203672651056
ACH-000787,-0.2398262757412531
ACH-000788,-0.10833653500262813
ACH-000791,-0.27579256441307204
ACH-000792,-0.1419892108583628
ACH-000794,-0.325867463430882
ACH-000796,-0.2103975134652184
ACH-000798,-0.04548077107235688
ACH-000799,-0.261196454466325
ACH-000800,-0.07527328888444987
ACH-000802,-0.13753557736600913
ACH-000804,-0.07896704497360406
ACH-000805,-0.3641227471233292
ACH-000809,-0.18321280735504436
ACH-000810,-0.22961699523205334
ACH-000811,-0.14799454308150342
ACH-000817,-0.2516490765145506
ACH-000819,-0.1041422718752585
ACH-000820,-0.1337728449434826
ACH-000821,-0.27540793322331897
ACH-000822,-0.21763984836868228
ACH-000823,-0.20389272267522784
ACH-000824,-0.3200135043902985
ACH-000827,-0.2488408876776973
ACH-000829,-0.3116377863105085
ACH-000831,-0.3003574699785472
ACH-000832,-0.0879774685692051
ACH-000833,-0.4238031710902595
ACH-000834,-0.2536322648344002
ACH-000835,-0.1684301889332887
ACH-000836,-0.26223926755993804
ACH-000837,-0.23570137438772346
ACH-000838,-0.16828305641170255
ACH-000839,-0.3120636910457637
ACH-000840,-0.1588708217766672
ACH-000841,-0.23658148836849524
ACH-000843,0.0374482697809258
ACH-000846,-0.1586186080028434
ACH-000847,-0.18170840660141965
ACH-000848,-0.1555297425974083
ACH-000849,-0.1632826501368996
ACH-000851,-0.16622561783264606
ACH-000855,-0.2212750240772337
ACH-000856,-0.2705532530244129
ACH-000858,-0.1640596354258541
ACH-000859,-0.17078607005409166
ACH-000861,-0.16891294269850013
ACH-000862,-0.24681037461324545
ACH-000865,-0.160309123860576
ACH-000866,-0.3354821329822674
ACH-000867,-0.20466940893602384
ACH-000869,-0.3073029013769423
ACH-000872,-0.26707832512770074
ACH-000873,-0.06840926776963957
ACH-000876,-0.08460683805782117
ACH-000878,-0.17306105979418676
ACH-000880,-0.19868034355720368
ACH-000881,-0.2884218078746078
ACH-000882,-0.1296507569965616
ACH-000884,-0.04866347611963087
ACH-000885,-0.19035206300817267
ACH-000887,-0.2810542186469801
ACH-000889,-0.3563826877103552
ACH-000896,-0.017881741440520786
ACH-000898,-0.280440805628384
ACH-000900,-0.248847158709538
ACH-000901,-0.1838092156074405
ACH-000905,-0.05580372802801502
ACH-000906,-0.2569003488366106
ACH-000907,-0.3637100822582927
ACH-000910,-0.2856108462544849
ACH-000911,-0.19584343358110934
ACH-000912,-0.13371933029264627
ACH-000913,-0.193122833822897
ACH-000915,-0.14804480502775122
ACH-000916,-0.4596332760204746
ACH-000917,-0.3706934063832202
ACH-000920,-0.22006600798484774
ACH-000921,-0.16494795566197573
ACH-000924,-0.3363369019633183
ACH-000926,-0.1949242967333209
ACH-000928,-0.35647660339792264
ACH-000929,-0.2518061809965691
ACH-000932,-0.35669965190589203
ACH-000935,-0.32381954453663425
ACH-000936,-0.14750597433104487
ACH-000937,-0.17913990522605336
ACH-000938,-0.0865981951658118
ACH-000939,-0.1191365261110203
ACH-000941,-0.17314544676844276
ACH-000943,-0.08287345484949682
ACH-000946,-0.3764932346563721
ACH-000947,-0.2675473605321406
ACH-000948,-0.15762696754500974
ACH-000950,-0.0747903766751608
ACH-000953,-0.1928336214453273
ACH-000954,-0.27280810516933685
ACH-000957,-0.09761932414338814
ACH-000958,-0.07561859807384669
ACH-000960,-0.06438436994089712
ACH-000963,-0.16596610656770935
ACH-000968,-0.313990950713857
ACH-000969,-0.056507619385631015
ACH-000972,-0.12324236540388885
ACH-000973,-0.2312181696998889
ACH-000974,-0.1963467619420726
ACH-000978,-0.26214640922414145
ACH-000984,-0.08829408579764032
ACH-000986,-0.07813531283466853
ACH-000988,-0.21213591605962934
ACH-000993,-0.3894193372649233
ACH-000994,-0.21953084443827905
ACH-000996,-0.1486592844120331
ACH-001001,-0.25592144753768
ACH-001020,-0.2698005058133253
ACH-001028,-0.2225518600493991
ACH-001031,-0.2697012044333755
ACH-001038,-0.1475181799884653
ACH-001048,-0.1861485362859113
ACH-001050,-0.22313532133158068
ACH-001053,-0.26959395597449604
ACH-001054,-0.05866075532306194
ACH-001061,-0.1738996945577674
ACH-001067,-0.0855699088380684
ACH-001075,-0.2867813689321922
ACH-001096,-0.3273719042908629
ACH-001111,-0.19267533113952606
ACH-001119,-0.12793274684365016
ACH-001128,-0.07729399060941725
ACH-001134,0.02072270975494088
ACH-001151,-0.2448238204970773
ACH-001163,-0.13659764880961756
ACH-001164,-0.33433015520370474
ACH-001183,-0.273825894202866
ACH-001192,-0.1300106752710878
ACH-001193,-0.2644266999344813
ACH-001196,-0.2690153128711503
ACH-001197,-0.15118764378633553
ACH-001205,-0.2607358463346244
ACH-001211,0.0035080828689247738
ACH-001212,-0.15439022781242345
ACH-001228,-0.24579668946365285
ACH-001232,-0.14684466427586912
ACH-001239,-0.041486051223459545
ACH-001270,0.0346707453472098
ACH-001274,-0.3087851796271284
ACH-001275,-0.2696607611137736
ACH-001277,-0.08021781929798688
ACH-001278,-0.12390207760809385
ACH-001280,-0.2395708552857965
ACH-001283,-0.24951201370531384
ACH-001289,-0.3580907391262863
ACH-001300,-0.041644065199784176
ACH-001301,-0.2874755078866314
ACH-001302,-0.09023804695273717
ACH-001306,-0.12277280321744086
ACH-001318,-0.11794378962316747
ACH-001322,-0.08445925531723097
ACH-001328,-0.2428169966996506
ACH-001332,-0.056481288737072824
ACH-001336,-0.13773412588369496
ACH-001346,-0.23417101973414395
ACH-001353,-0.18632338344860086
ACH-001354,-0.014975861173317798
ACH-001367,-0.11738442168557585
ACH-001368,-0.18662162754831454
ACH-001374,-0.4445776479275442
ACH-001377,-0.17168870731958255
ACH-001380,-0.20325425704388086
ACH-001391,-0.3172050790510648
ACH-001408,-0.2428904554239536
ACH-001430,-0.2914323359933023
ACH-001431,-0.16373651195614392
ACH-001450,-0.3180148866085812
ACH-001496,-0.17415626001659812
ACH-001500,-0.1720184651892287
ACH-001523,-0.2171779557368004
ACH-001532,-0.30591860849273805
ACH-001550,-0.20226675850292006
ACH-001552,-0.07919085103555655
ACH-001554,-0.16155665023319946
ACH-001654,-0.2759383617778457
ACH-001735,-0.2270276724785797
ACH-001736,-0.25997947024927903
ACH-001737,-0.10186365001812024
ACH-001740,-0.0556878407333857
ACH-001745,-0.19075355983372647
ACH-001765,-0.3195503011871525
