,ARHGAP11B (89839)
ACH-000374,-0.3866471222370682
ACH-000375,-0.29348806230180857
ACH-000376,-0.4421244352107038
ACH-000381,-0.3008538746635769
ACH-000383,-0.34312863917330755
ACH-000387,-0.4048412182753991
ACH-000389,-0.2855098113720607
ACH-000390,-0.35640751395558445
ACH-000393,-0.323199117265338
ACH-000395,-0.3774505265484617
ACH-000396,-0.26033369140849794
ACH-000397,-0.20274925087220397
ACH-000401,-0.40119233524907016
ACH-000402,-0.5583075845355083
ACH-000403,-0.4020712827119315
ACH-000404,-0.5590849136914025
ACH-000406,-0.2972092955649995
ACH-000407,-0.6334268697170239
ACH-000408,-0.3056097394548485
ACH-000410,-0.4157047398387287
ACH-000411,-0.3715234349418223
ACH-000414,-0.43930274788646173
ACH-000415,-0.1836482127707368
ACH-000416,-0.2332572555466337
ACH-000420,-0.3765395378213045
ACH-000421,-0.3212428820495887
ACH-000424,-0.2260547206595853
ACH-000425,-0.4225658694255746
ACH-000426,-0.35660409244389313
ACH-000427,-0.3740858124988087
ACH-000433,-0.3778190801813178
ACH-000435,-0.22098819374221856
ACH-000436,-0.4662988854898884
ACH-000444,-0.3825873750460191
ACH-000445,-0.5398046282056113
ACH-000448,-0.2681446013640195
ACH-000450,-0.2803605387674282
ACH-000452,-0.2119110733185757
ACH-000454,-0.4040934424771055
ACH-000458,-0.37521006953840746
ACH-000459,-0.2990887683892993
ACH-000460,-0.3628758996033021
ACH-000461,-0.5569092348671636
ACH-000463,-0.3409565162231171
ACH-000464,-0.5361641522094315
ACH-000466,-0.12887067507767114
ACH-000467,-0.3217738321066296
ACH-000468,-0.37279199244624345
ACH-000469,-0.3342739044763709
ACH-000470,-0.2907100941122787
ACH-000471,-0.31437959556053474
ACH-000472,-0.27487383084777056
ACH-000473,-0.417184222633146
ACH-000475,-0.18623986379359647
ACH-000476,-0.3885804449932239
ACH-000477,-0.4317776739215067
ACH-000479,-0.4023240006563467
ACH-000480,-0.4113390545553911
ACH-000481,-0.5532881888984689
ACH-000483,-0.8881672757414236
ACH-000484,-0.3784103300316378
ACH-000485,-0.5227407872440568
ACH-000486,-0.3794675245315504
ACH-000487,-0.272501150656876
ACH-000488,-0.28485204501487643
ACH-000490,-0.3152037049906117
ACH-000491,-0.3026297977579266
ACH-000495,-0.6999451406740353
ACH-000496,-0.3740403662387976
ACH-000499,-0.1421460304040562
ACH-000500,-0.3197398529936708
ACH-000502,-0.3044224060388784
ACH-000503,-0.33297690887271403
ACH-000505,-0.3778383182550624
ACH-000507,-0.353157106367646
ACH-000510,-0.2957719557985801
ACH-000511,-0.43964514396772747
ACH-000512,-0.42929233868442507
ACH-000516,-0.29247589983117195
ACH-000517,-0.3683024945482258
ACH-000518,-0.2458030664838335
ACH-000520,-0.3709503264093003
ACH-000521,-0.1960134524511612
ACH-000522,-0.29019801201637924
ACH-000524,-0.18423989733086932
ACH-000527,-0.3985011078810971
ACH-000528,-0.20740221334855105
ACH-000537,-0.5624491384246699
ACH-000541,-0.36042553387243503
ACH-000542,-0.36132463765654255
ACH-000544,-0.3338869215129501
ACH-000545,-0.1582308843791362
ACH-000547,-0.1412259323048554
ACH-000548,-0.3526042995444549
ACH-000549,-0.27164648589443274
ACH-000550,-0.1743379929140551
ACH-000552,-0.3873390768264569
ACH-000556,-0.2523446699039298
ACH-000557,-0.4246429633568547
ACH-000569,-0.20612782789355935
ACH-000570,-0.4188643694720887
ACH-000571,-0.2989696893557964
ACH-000573,-0.33171961726338056
ACH-000576,-0.3118130701726309
ACH-000579,-0.12889165028765182
ACH-000580,-0.4639016714033625
ACH-000584,-0.3916112837607397
ACH-000585,-0.3819895823892465
ACH-000588,-0.4921371609107457
ACH-000589,-0.2746910725932116
ACH-000591,-0.5366836662177763
ACH-000593,-0.3473585273234316
ACH-000600,-0.2478956220474249
ACH-000601,-0.3577344924976303
ACH-000605,-0.1966278233209784
ACH-000606,-0.24114000295105564
ACH-000608,-0.3621121760682328
ACH-000614,-0.5088667947028228
ACH-000616,-0.336734375352814
ACH-000618,-0.270655954000745
ACH-000619,-0.3746949591731145
ACH-000620,-0.3270859588095993
ACH-000621,-0.27878119591582273
ACH-000622,-0.3306800426709952
ACH-000623,-0.2749721086864377
ACH-000624,-0.25393759326943016
ACH-000627,-0.4369893541524757
ACH-000630,-0.3095679577883643
ACH-000631,-0.2452553071456552
ACH-000632,-0.4617777448841202
ACH-000633,-0.2321828234275579
ACH-000637,-0.23178997943378699
ACH-000638,-0.4924335331492284
ACH-000646,-0.13961254842954915
ACH-000647,-0.3073143192096334
ACH-000648,-0.3319909712511919
ACH-000649,-0.4604332579420104
ACH-000651,-0.4057333160650259
ACH-000652,-0.2849418999035489
ACH-000653,-0.3475978488699134
ACH-000657,-0.2962638706444927
ACH-000658,-0.2915252189923205
ACH-000661,-0.628608090971151
ACH-000662,-0.2401240818772621
ACH-000663,-0.3748296672955559
ACH-000665,-0.405184887685728
ACH-000671,-0.3288541546996878
ACH-000672,-0.4768271995898534
ACH-000673,-0.28162494198872423
ACH-000676,-0.26683462771565697
ACH-000677,-0.33336320173008205
ACH-000681,-0.5665303317725204
ACH-000683,-0.27887577138308983
ACH-000684,-0.4234516859200712
ACH-000688,-0.4886802910563644
ACH-000693,-0.3120229585497204
ACH-000694,-0.30844923852865685
ACH-000695,-0.4465920489499153
ACH-000696,-0.3643129733817216
ACH-000697,-0.5246016202173742
ACH-000699,-0.1749270417481913
ACH-000701,-0.2839175549756573
ACH-000706,-0.2771424567204964
ACH-000711,-0.35592656817516993
ACH-000713,-0.462881909309062
ACH-000714,-0.6906794939846308
ACH-000718,-0.36823379520374094
ACH-000720,-0.3400338823145319
ACH-000721,-0.4921671444090402
ACH-000724,-0.3101276807753773
ACH-000725,-0.10652212132184764
ACH-000732,-0.386064223267126
ACH-000734,-0.3975108686527049
ACH-000735,-0.2951170814427829
ACH-000736,-0.3968505651060872
ACH-000738,-0.3859615298594577
ACH-000746,-0.33867469412499546
ACH-000747,-0.5898849342673004
ACH-000748,-0.2863536477106376
ACH-000753,-0.4535291276294048
ACH-000756,-0.4022583563432824
ACH-000757,-0.448635672147338
ACH-000758,-0.27265947853029426
ACH-000760,-0.27774470904851223
ACH-000762,-0.3785694274404027
ACH-000763,-0.3599212091161187
ACH-000764,-0.4657661610113976
ACH-000765,-0.2660231513154315
ACH-000766,-0.5027391521356581
ACH-000767,-0.3291331411114605
ACH-000768,-0.4068593449462115
ACH-000769,-0.2423567278777525
ACH-000770,-0.3161001252766717
ACH-000771,-0.2450308894998006
ACH-000773,-0.3708580876679125
ACH-000776,-0.455528226505932
ACH-000777,-0.2285393014311689
ACH-000778,-0.21926748733515755
ACH-000781,-0.4418066648429928
ACH-000782,-0.3896050070101764
ACH-000783,-0.3902203482567145
ACH-000784,-0.3464596900421861
ACH-000785,-0.2410079110016734
ACH-000787,-0.3371187004270065
ACH-000788,-0.3774527995475207
ACH-000791,-0.2973655027573892
ACH-000792,-0.2670267729900493
ACH-000794,-0.32229612724199475
ACH-000796,-0.3016758560164222
ACH-000798,-0.6027620202827678
ACH-000799,-0.4593087179880487
ACH-000800,-0.3168869850458953
ACH-000802,-0.3111263936741009
ACH-000804,-0.3050976404795941
ACH-000805,-0.4120193050773728
ACH-000809,-0.3052608635707561
ACH-000810,-0.4260080009497986
ACH-000811,-0.377603664262122
ACH-000817,-0.3972073840482063
ACH-000819,-0.3558246395075994
ACH-000820,-0.5091038691412273
ACH-000821,-0.45921391226235797
ACH-000822,-0.30716424557859945
ACH-000823,-0.28543772590473404
ACH-000824,-0.23530870724169545
ACH-000827,-0.35114086342201617
ACH-000829,-0.2735651058846256
ACH-000831,-0.35212597372624105
ACH-000832,-0.4423244273444332
ACH-000833,-0.34220065192305776
ACH-000834,-0.34679120862856
ACH-000835,-0.3296992364733631
ACH-000836,-0.3691340539500729
ACH-000837,-0.2649415980341077
ACH-000838,-0.5130768339577525
ACH-000839,-0.22482180396219095
ACH-000840,-0.3723728823935917
ACH-000841,-0.456193105563525
ACH-000843,-0.3807810795902292
ACH-000846,-0.21464646832006049
ACH-000847,-0.36677702761319936
ACH-000848,-0.26209586472942364
ACH-000849,-0.3304085797324967
ACH-000851,-0.343455496222593
ACH-000855,-0.2877104649803359
ACH-000856,-0.4326788142315831
ACH-000858,-0.16711681113214816
ACH-000859,-0.4277116067956541
ACH-000861,-0.4214942458175713
ACH-000862,-0.2029994170044006
ACH-000865,-0.26387657870836634
ACH-000866,-0.2687170600843322
ACH-000867,-0.4239057206982143
ACH-000869,-0.3240322098064074
ACH-000872,-0.41430687647117903
ACH-000873,-0.3380863317434081
ACH-000876,-0.2677930471205403
ACH-000878,-0.5358353407696879
ACH-000880,-0.2275884189250013
ACH-000881,-0.5045060154881014
ACH-000882,-0.4482693968833294
ACH-000884,-0.2856930874687341
ACH-000885,-0.3367613978858899
ACH-000887,-0.23492193725757404
ACH-000889,-0.2853548284888757
ACH-000896,-0.32928000162447685
ACH-000898,-0.2872432025536071
ACH-000900,-0.4445655005467331
ACH-000901,-0.30670624833897964
ACH-000905,-0.4482999512289103
ACH-000906,-0.3049490302985927
ACH-000907,-0.4614966604969104
ACH-000910,-0.3889957660219003
ACH-000911,-0.4429440491917118
ACH-000912,-0.2818255788967084
ACH-000913,-0.5270950200543791
ACH-000915,-0.263936755208762
ACH-000916,-0.4425148440782996
ACH-000917,-0.2518562644117867
ACH-000920,-0.1624244064843699
ACH-000921,-0.3872660788746278
ACH-000924,-0.2924069944493836
ACH-000926,-0.363471521464985
ACH-000928,-0.24014324543581805
ACH-000929,-0.3638477382416821
ACH-000932,-0.3465297319170854
ACH-000935,-0.3314988661964509
ACH-000936,-0.3546586745702511
ACH-000937,-0.26228199085914217
ACH-000938,-0.35129674081749857
ACH-000939,-0.3272761268819213
ACH-000941,-0.24442680050644044
ACH-000943,-0.4660510048243499
ACH-000946,-0.2300415134711519
ACH-000947,-0.2136109770361117
ACH-000948,-0.3593847443841758
ACH-000950,-0.3277714267317109
ACH-000953,-0.27250491286526146
ACH-000954,-0.1272277550971007
ACH-000957,-0.29556541733505304
ACH-000958,-0.22262931958902735
ACH-000960,-0.3346868066505305
ACH-000963,-0.16583992959768
ACH-000968,-0.320311952572698
ACH-000969,-0.33596188491452866
ACH-000972,-0.2254224030888076
ACH-000973,-0.4613629757119938
ACH-000974,-0.2912652151166276
ACH-000978,-0.6571345442068123
ACH-000984,-0.2451763591089057
ACH-000986,-0.18194373806246444
ACH-000988,-0.4240419755085525
ACH-000993,-0.2370938544720369
ACH-000994,-0.35827752574468835
ACH-000996,-0.3150465743133034
ACH-001001,-0.31891573822798336
ACH-001020,-0.3598010910329846
ACH-001028,-0.4052044422656791
ACH-001031,-0.21511208403398804
ACH-001038,-0.2901369488533922
ACH-001048,-0.3125856967621819
ACH-001050,-0.3164129545969253
ACH-001053,-0.29016235544157964
ACH-001054,-0.3334865607578051
ACH-001061,-0.282091219926188
ACH-001067,-0.3294448163033128
ACH-001075,-0.4675062554479814
ACH-001096,-0.4155667361840545
ACH-001111,-0.19023117777654955
ACH-001119,-0.4874466022021664
ACH-001128,-0.4237297100738045
ACH-001134,-0.27776408981358736
ACH-001151,-0.3360511304872897
ACH-001163,-0.4438795902900416
ACH-001164,-0.28528800897615425
ACH-001183,-0.34832923391197324
ACH-001192,-0.12881289557751752
ACH-001193,-0.16896076030726126
ACH-001196,-0.3763544840473144
ACH-001197,-0.3740344992831593
ACH-001205,-0.3419132461911165
ACH-001211,-0.2995753791780535
ACH-001212,-0.12797371161284535
ACH-001228,-0.2848972823313867
ACH-001232,-0.34094117444010386
ACH-001239,-0.33591672017163604
ACH-001270,-0.11752488283099086
ACH-001274,-0.3249368418345163
ACH-001275,-0.2981298183021009
ACH-001277,-0.2350325904502528
ACH-001278,-0.3397173270005513
ACH-001280,-0.3624289967626118
ACH-001283,-0.2754439647409342
ACH-001289,-0.3758838563695796
ACH-001300,-0.3389450360647208
ACH-001301,-0.36805463329826665
ACH-001302,-0.3314723850855749
ACH-001306,-0.4120856919193707
ACH-001318,-0.3150957324831725
ACH-001322,-0.4770344970040373
ACH-001328,-0.2107961804212412
ACH-001332,-0.29042871068406434
ACH-001336,-0.230213750650526
ACH-001346,-0.36394131944295816
ACH-001353,-0.2952500171026431
ACH-001354,-0.5213868119280912
ACH-001367,-0.3807736899135724
ACH-001368,-0.32521089384443314
ACH-001374,-0.2681694523623208
ACH-001377,-0.29288222092374805
ACH-001380,-0.3292231264153388
ACH-001391,-0.5047057215885871
ACH-001408,-0.3625261680069242
ACH-001430,-0.4008691596823162
ACH-001431,-0.4262364421042698
ACH-001450,-0.19090458923452824
ACH-001496,-0.3372587345724311
ACH-001500,-0.2983145616837145
ACH-001523,-0.1909472026445354
ACH-001532,-0.2833400590488594
ACH-001550,-0.3139771396309861
ACH-001552,-0.4130402478258972
ACH-001554,-0.32980809902792435
ACH-001654,-0.4641856475949687
ACH-001735,-0.2545053071071149
ACH-001736,-0.2993263386126148
ACH-001737,-0.20982978462975332
ACH-001740,-0.3023981589139422
ACH-001745,-0.5381228833910251
ACH-001765,-0.3968083281563847
