,HSD17B12 (51144)
ACH-000004,-0.3271442617722561
ACH-000005,-0.7412309439367855
ACH-000007,-0.574985258517213
ACH-000009,-0.40599308851160026
ACH-000011,-1.0059589521315822
ACH-000012,-0.4349769784882535
ACH-000013,-0.3550632549226552
ACH-000014,-0.8255884573143704
ACH-000015,-0.3458591278274972
ACH-000017,-0.3975717006364394
ACH-000018,-0.5161395442711495
ACH-000019,-0.7056725892824235
ACH-000021,-0.6813626609532796
ACH-000022,-1.0959654628994902
ACH-000025,-1.1487736428516555
ACH-000028,-0.9642991963033708
ACH-000030,-0.7105615073086107
ACH-000035,-0.8562391484389074
ACH-000036,-0.6492827168729263
ACH-000037,-0.2627445863446271
ACH-000039,-0.6435181248755553
ACH-000040,-1.017906757454585
ACH-000041,-0.5020390480723103
ACH-000042,-0.5437008783403656
ACH-000045,-0.7029803191280115
ACH-000047,-0.2359377956914541
ACH-000052,-0.6927703944381691
ACH-000053,-0.35525550250149024
ACH-000054,-0.6346815617718287
ACH-000055,-0.40204951246703147
ACH-000060,-0.4362718032155784
ACH-000067,-0.7457765066266079
ACH-000070,-0.4445864795440537
ACH-000075,-0.501642502093794
ACH-000078,-0.6370007407459779
ACH-000082,-0.4641795886307512
ACH-000085,-0.3893878901593768
ACH-000086,-0.9719386232152752
ACH-000087,-0.3841910439672809
ACH-000092,-0.7523458662579618
ACH-000095,-0.3172834522608253
ACH-000097,-0.7279024691801824
ACH-000098,-1.0115625464060645
ACH-000099,-0.42489806098578464
ACH-000108,-0.5190384945075956
ACH-000113,-0.4775121155170667
ACH-000116,-0.8073907355113247
ACH-000118,-0.22361013206662864
ACH-000120,-0.3755829537891188
ACH-000123,-0.4647421003058336
ACH-000127,-0.4389222840388207
ACH-000128,-0.8242874116558055
ACH-000132,-0.5544910966464521
ACH-000133,-0.9283593421706076
ACH-000137,-0.5841962692439936
ACH-000138,-0.8163764251131653
ACH-000142,-0.4629521831299286
ACH-000143,-0.6143139834271075
ACH-000146,-0.5016713502880957
ACH-000148,-0.7548122866864977
ACH-000150,-0.4214813283770703
ACH-000152,-0.5676472877560501
ACH-000153,-0.4556101347293812
ACH-000159,-0.5010973481153141
ACH-000160,-0.505638966563059
ACH-000163,-0.9926519024968136
ACH-000167,-0.7899897977974024
ACH-000168,-0.8228185727228753
ACH-000169,-1.1148218845276003
ACH-000178,-0.5911401618411252
ACH-000183,-0.21279120027411674
ACH-000188,-0.5281906385820332
ACH-000189,-0.8418322906154442
ACH-000190,-0.7305067442794085
ACH-000198,-0.4916759269532823
ACH-000203,-0.31004988861971233
ACH-000204,-0.6858815593394793
ACH-000206,-0.6141119414165208
ACH-000207,-0.7564135465009899
ACH-000208,-0.7517024555340152
ACH-000210,-0.6630773961349956
ACH-000211,-0.4712685036758693
ACH-000215,-0.8296760031964425
ACH-000221,-0.6835163454892781
ACH-000222,-0.5791744615202267
ACH-000223,-0.6298575220175262
ACH-000226,-0.5674799375112617
ACH-000227,-0.5069021348207269
ACH-000228,-0.518183388671859
ACH-000231,-0.9330363512150333
ACH-000232,-0.9227190441596408
ACH-000233,-0.9633808473283858
ACH-000234,-0.4510835556193573
ACH-000235,-0.4735501293076038
ACH-000237,-0.7554131773095367
ACH-000238,-0.6456054382645379
ACH-000242,-0.3751579092705639
ACH-000243,-0.472121328341165
ACH-000244,-1.1740428705522294
ACH-000246,-0.4294009222166381
ACH-000248,-0.614405830069522
ACH-000250,-0.6971047507014833
ACH-000251,-0.7818093071114068
ACH-000252,-0.38576221226535423
ACH-000253,-0.27755225153418217
ACH-000255,-0.6887352378279619
ACH-000256,-0.43977831745670576
ACH-000257,-0.6390199076046571
ACH-000258,-0.5213947014981432
ACH-000259,-0.8432607117036526
ACH-000260,-0.8982522220237465
ACH-000261,-1.09065473304713
ACH-000262,-0.6247963901023773
ACH-000263,-0.5429997678771177
ACH-000264,-0.4171278248322214
ACH-000265,-0.6444309585703951
ACH-000266,-0.5056001697235208
ACH-000272,-0.5937614006452052
ACH-000274,-0.4602859596681527
ACH-000277,-0.4792666755626489
ACH-000278,-0.5247669588912103
ACH-000279,-0.5755379727106691
ACH-000280,-0.3849666477663559
ACH-000281,-0.5345622072921006
ACH-000288,-1.1350997848569708
ACH-000291,-0.3685117998670975
ACH-000293,-0.5740796540169941
ACH-000294,-0.9684620404011056
ACH-000295,-0.6641487446428426
ACH-000296,-0.9521627760825536
ACH-000302,-0.19758450502650626
ACH-000304,-0.6386807529082296
ACH-000307,-0.5997938160233933
ACH-000308,-0.6229455350882337
ACH-000310,-0.6200082181616767
ACH-000311,-0.6206449430157508
ACH-000312,-0.5536123152980269
ACH-000315,-0.6043671014827006
ACH-000316,-0.8973003205433239
ACH-000317,-0.7057076488660726
ACH-000318,-0.8802820391509136
ACH-000319,-0.7488166422436453
ACH-000320,-0.8150920503803143
ACH-000322,-0.4173924175875903
ACH-000323,-0.7147156528709301
ACH-000324,-0.7825238019520991
ACH-000329,-0.6458120252516221
ACH-000330,-0.7957589968446318
ACH-000331,-1.0420268082751227
ACH-000332,-0.4553364183720642
ACH-000334,-0.3677445788011238
ACH-000335,-0.670901325627282
ACH-000336,-0.7554010244240124
ACH-000337,-0.8245916843880917
ACH-000338,-0.9176719491516252
ACH-000339,-0.6866981136471129
ACH-000341,-0.501532154458877
ACH-000348,-0.518576357821034
ACH-000350,-0.4647015751346597
ACH-000352,-0.5733221013317326
ACH-000356,-0.5757104217429871
ACH-000361,-0.8195484244666009
ACH-000362,-0.4368497786357535
ACH-000363,-0.4200171202176316
ACH-000364,-0.8494058426138505
ACH-000365,-0.4798049141605487
ACH-000366,-1.0854021452372424
ACH-000368,-0.6454098653773696
ACH-000374,-0.5061713673324701
ACH-000375,-0.5445848372315548
ACH-000376,-0.7091400160049474
ACH-000381,-0.5159659346255038
ACH-000383,-0.35711978408352896
ACH-000387,-0.8491905763547831
ACH-000389,-0.4958566174080777
ACH-000390,-0.5888045613969982
ACH-000393,-0.6193061946134993
ACH-000395,-0.4551775995227706
ACH-000396,-0.3937193922674331
ACH-000397,-0.4200348066518801
ACH-000401,-0.6341496802223918
ACH-000402,-0.7289308904859961
ACH-000403,-0.3942595001883514
ACH-000404,-0.3399560071893271
ACH-000406,-0.5761252670682865
ACH-000407,-0.7239411729426787
ACH-000408,-0.7701442233059312
ACH-000410,-0.3598043022684513
ACH-000411,-0.6195437884292979
ACH-000414,-0.7606284189597701
ACH-000415,-0.918225084660004
ACH-000416,-0.560441602120043
ACH-000420,-0.3723102036801105
ACH-000421,-0.4840668005684272
ACH-000424,-0.7349211481256446
ACH-000425,-0.4368703906158659
ACH-000426,-0.3977852398802443
ACH-000427,-0.5811515171670385
ACH-000433,-0.7555191537822838
ACH-000435,-0.15570336922243586
ACH-000436,-0.21991099023172628
ACH-000444,-0.4426656778035085
ACH-000445,-0.4826289446665437
ACH-000448,-0.5270943287297009
ACH-000450,-0.8014312821082723
ACH-000452,-0.5189545295207711
ACH-000454,-1.1172242992902826
ACH-000458,-0.4829211138562015
ACH-000459,-0.5914017759971235
ACH-000460,-0.6026576338405584
ACH-000461,-0.761680886038573
ACH-000463,-0.6057067853937544
ACH-000464,-0.4802809655397377
ACH-000466,-0.6130035723465771
ACH-000467,-0.4911028991085822
ACH-000468,-0.6086603352935499
ACH-000469,-0.6381630016068547
ACH-000470,-0.4884568988823299
ACH-000471,-0.7795064916586699
ACH-000472,-0.4462171924224722
ACH-000473,-0.5165829251919366
ACH-000475,-0.9944581804384258
ACH-000476,-0.5492407542833113
ACH-000477,-0.2834807814842551
ACH-000479,-0.9597476256584492
ACH-000480,-1.196403503137112
ACH-000481,-0.4686633810851529
ACH-000483,-0.6398686339380835
ACH-000484,-0.518726951918712
ACH-000485,-0.3229877975122113
ACH-000486,-0.6734464863697782
ACH-000487,-0.6152636958401512
ACH-000488,-0.6101189038063937
ACH-000490,-0.7845546128832397
ACH-000491,-0.4525800312063816
ACH-000495,-0.931317013118128
ACH-000496,-0.36095838728012
ACH-000499,-0.680056602307702
ACH-000500,-0.6155166166966961
ACH-000502,-0.5927842443947291
ACH-000503,-0.4571198986815885
ACH-000505,-0.4211454243311921
ACH-000507,-0.3076016993118499
ACH-000510,-0.7143090479842592
ACH-000511,-0.5669939155142754
ACH-000512,-0.2977517625471018
ACH-000516,-0.4852044357368116
ACH-000517,-0.4170422258917771
ACH-000518,-0.9481990196452116
ACH-000520,-0.8968990031233055
ACH-000521,-0.6445933260851396
ACH-000522,-0.8189249668370375
ACH-000524,-0.3842284187442409
ACH-000527,-0.41955005781471627
ACH-000528,-0.3103317192753352
ACH-000537,-0.7289899977171601
ACH-000541,-0.6348220661389589
ACH-000542,-0.7719674099959689
ACH-000544,-0.792325193990107
ACH-000545,-0.6777849631203622
ACH-000547,-0.4124894492968764
ACH-000548,-0.6372927920067541
ACH-000549,-0.586528342573994
ACH-000550,-0.6084785325022825
ACH-000552,-0.3044077757859297
ACH-000556,-0.3662647855548712
ACH-000557,-0.6872757656691021
ACH-000569,-0.5300977633888734
ACH-000570,-0.8617979447535027
ACH-000571,-0.7188843959348181
ACH-000573,-0.5248274264652709
ACH-000576,-0.41551223422471306
ACH-000579,-0.8292926191701029
ACH-000580,-0.8328413215506367
ACH-000584,-0.5252066156815529
ACH-000585,-0.3981863009190389
ACH-000588,-0.7001440227587461
ACH-000589,-0.5262164337017461
ACH-000591,-0.3784511758783373
ACH-000593,-0.7169344867572518
ACH-000600,-0.5787352929312831
ACH-000601,-0.4938366836176982
ACH-000605,-1.0208376471279048
ACH-000606,-0.457592478451484
ACH-000608,-0.529062905483682
ACH-000614,-0.4964236637433096
ACH-000616,-0.9110055373774214
ACH-000618,-0.656344186207332
ACH-000619,-0.6056088870454255
ACH-000620,-0.6548144185374506
ACH-000621,-0.3591203927754233
ACH-000622,-0.6652317802552832
ACH-000623,-0.4473051525274711
ACH-000624,-0.39197352183828293
ACH-000627,-1.0164535556674057
ACH-000630,-0.9727478095736924
ACH-000631,-0.7345388353047734
ACH-000632,-0.6484524418621587
ACH-000633,-0.3596941691363534
ACH-000637,-0.3817733932494766
ACH-000638,-0.24802612441946106
ACH-000646,-0.4273453479966244
ACH-000647,-0.5390053660967234
ACH-000648,-0.7309822944679764
ACH-000649,-0.865887926253197
ACH-000651,-0.3725772934937788
ACH-000652,-0.4565914203243161
ACH-000653,-0.3174778554987597
ACH-000657,-0.7668373550123663
ACH-000658,-0.5446286344405828
ACH-000661,-0.6247760154562305
ACH-000662,-0.4001650606524531
ACH-000663,-0.6549177834658342
ACH-000665,-0.5753459727672435
ACH-000671,-1.0614669416098377
ACH-000672,-0.590440455509113
ACH-000673,-0.5211128017310318
ACH-000676,-0.531417777971436
ACH-000677,-0.5299871567397799
ACH-000681,-0.6844608603450585
ACH-000683,-0.4935158444664783
ACH-000684,-1.0048605176152097
ACH-000688,-0.7313219912040521
ACH-000693,-0.791169249505939
ACH-000694,-0.464069009712404
ACH-000695,-0.6085563257647993
ACH-000696,-0.4617369233624884
ACH-000697,-0.4388114302171056
ACH-000699,-0.7364878509336099
ACH-000701,-0.5422503520481419
ACH-000706,-0.8113697573723384
ACH-000711,-0.5957974474754518
ACH-000713,-1.0887384175978665
ACH-000714,-0.424806515958052
ACH-000718,-0.4619631730603668
ACH-000720,-0.4408457828532243
ACH-000721,-0.3935829267590578
ACH-000724,-0.7800268015578062
ACH-000725,-0.43169434511107946
ACH-000732,-0.758065887716468
ACH-000734,-0.8288329625597564
ACH-000735,-0.40275838065937547
ACH-000736,-0.5044059811772439
ACH-000738,-0.7381222045950301
ACH-000746,-0.5450415532795864
ACH-000747,-1.0997135739404058
ACH-000748,-0.5399601774585571
ACH-000753,-0.7869645845611535
ACH-000756,-0.7512008025534901
ACH-000757,-0.4949600550757925
ACH-000758,-0.32723804941216883
ACH-000760,-0.4346196725511637
ACH-000762,-0.7385100890657842
ACH-000763,-0.4504151636850718
ACH-000764,-0.7540332198015374
ACH-000765,-0.7161753492697572
ACH-000766,-0.5935285030068116
ACH-000767,-0.5877427438518117
ACH-000768,-0.8279182246445687
ACH-000769,-1.0171990568145897
ACH-000770,-0.8723611167472616
ACH-000771,-0.5758595354239178
ACH-000773,-0.7000041133286204
ACH-000776,-0.6857446377381133
ACH-000777,-0.5022519735011821
ACH-000778,-0.3618456559941352
ACH-000781,-0.5160915802624357
ACH-000782,-0.7071849428090871
ACH-000783,-1.2647861158854508
ACH-000784,-0.8558248524091627
ACH-000785,-0.5491537544978645
ACH-000787,-0.5279265201450952
ACH-000788,-0.9130872480016612
ACH-000791,-0.6183937256990198
ACH-000792,-1.1865205456233392
ACH-000794,-0.7920545035503314
ACH-000796,-0.5630795235396895
ACH-000798,-0.4880806135234333
ACH-000799,-0.5471796426781077
ACH-000800,-0.4255229277158089
ACH-000802,-0.8580006177503497
ACH-000804,-0.5680546983153014
ACH-000805,-0.5554899966557321
ACH-000809,-0.8997627866663368
ACH-000810,-0.7218896406563533
ACH-000811,-0.44821015396650216
ACH-000817,-0.6843076431560038
ACH-000819,-0.9288298244795874
ACH-000820,-0.4518226082053843
ACH-000821,-0.6815787244620958
ACH-000822,-0.4739101812695261
ACH-000823,-0.7044601187094941
ACH-000824,-0.8229199273507597
ACH-000827,-0.9940966871019028
ACH-000829,-0.5822579408516204
ACH-000831,-1.0749008852519368
ACH-000832,-0.730551465747015
ACH-000833,-0.6461312319161149
ACH-000834,-0.2705488386812445
ACH-000835,-0.6409513081573718
ACH-000836,-0.5282578858736443
ACH-000837,-0.3123571423907485
ACH-000838,-0.5764577413395194
ACH-000839,-0.5977038530249611
ACH-000840,-0.219119029999668
ACH-000841,-0.3616239717086017
ACH-000843,-1.1455709835879342
ACH-000846,-0.6475818474390095
ACH-000847,-0.314763560916805
ACH-000848,-0.6058524835401007
ACH-000849,-0.5206265893513923
ACH-000851,-0.5976370398429933
