,GATAD1 (57798)
ACH-000004,-0.2808004896920488
ACH-000005,-0.6309673980922167
ACH-000007,-0.2581294720403712
ACH-000009,-0.02764262940528703
ACH-000011,-0.14638155035738426
ACH-000012,-0.2968730494567273
ACH-000013,-0.15363916928675486
ACH-000014,-0.2576023014599891
ACH-000015,0.009889379674863662
ACH-000017,-0.010350876220122162
ACH-000018,-0.3217730791319052
ACH-000019,-0.3544813629330342
ACH-000021,-0.3529883302796338
ACH-000022,-0.17022123940744455
ACH-000025,-0.17975876222889606
ACH-000028,-0.3515953293826764
ACH-000030,-0.015104827260105891
ACH-000035,-0.22386013796420207
ACH-000036,-0.2470124656593159
ACH-000037,-0.26596339552846826
ACH-000039,-0.12553447033466522
ACH-000040,-0.22362776960772046
ACH-000041,-0.16217273936595591
ACH-000042,-0.2906485740896301
ACH-000045,-0.4461843986783007
ACH-000047,-0.2793615505982085
ACH-000052,-0.27284821892564226
ACH-000053,-0.2527216312306649
ACH-000054,-0.21576066663302487
ACH-000055,-0.3130198514144433
ACH-000060,-0.2219983917127116
ACH-000067,-0.1719260214524476
ACH-000070,-0.34212538664386943
ACH-000075,-0.23143887314914136
ACH-000078,-0.2737309334218842
ACH-000082,-0.2588388858052453
ACH-000085,-0.2577716087158469
ACH-000086,-0.20167343513016106
ACH-000087,-0.18655176748750846
ACH-000092,-0.10833636638359498
ACH-000095,-0.16656952891598667
ACH-000097,-0.18728691582903115
ACH-000098,-0.06670455765130755
ACH-000099,-0.3484958370860349
ACH-000108,-0.23553636564703945
ACH-000113,-0.2763595021832629
ACH-000116,-0.08830046146410546
ACH-000118,-0.30047949842916494
ACH-000120,-0.14051792114574765
ACH-000123,-0.17232828086458668
ACH-000127,-0.3215917622889525
ACH-000128,-0.15384764389374803
ACH-000132,-0.16180288444044624
ACH-000133,-0.3036301515224618
ACH-000137,-0.14065793402302332
ACH-000138,-0.09400024161024148
ACH-000142,-0.26728099322589555
ACH-000143,0.003721800689228281
ACH-000146,-0.1376795373000732
ACH-000148,-0.2635244641129583
ACH-000150,-0.07398827231088928
ACH-000152,-0.30624076184231713
ACH-000153,-0.4285203341510194
ACH-000159,-0.2307756498698952
ACH-000160,-0.1516800090943729
ACH-000163,-0.1674419149804298
ACH-000167,0.23971700095383155
ACH-000168,-0.3603205890299804
ACH-000169,-0.30492638171369324
ACH-000178,-0.4615809746805041
ACH-000183,-0.2304873376913475
ACH-000188,-0.12909909698655714
ACH-000189,-0.11631544782205595
ACH-000190,0.05801059560737368
ACH-000198,-0.2993940423689024
ACH-000203,-0.4424382068710563
ACH-000204,-0.3593848398407564
ACH-000206,-0.21686151222372302
ACH-000207,-0.2310409330996354
ACH-000208,-0.18886157463384665
ACH-000210,0.07852881309685268
ACH-000211,-0.3517514898257905
ACH-000215,-0.13084159455496416
ACH-000221,-0.18899962172328866
ACH-000222,-0.32513640889127804
ACH-000223,-0.16082202229093814
ACH-000226,-0.34621926987419605
ACH-000227,-0.20638277441840164
ACH-000228,-0.1623498225847623
ACH-000231,-0.14890350703904293
ACH-000232,-0.21737603013918155
ACH-000233,-0.14318465039687567
ACH-000234,-0.10809041969581926
ACH-000235,-0.2285188493384587
ACH-000237,-0.3729348220480179
ACH-000238,-0.38744660938790176
ACH-000242,0.007098033174345472
ACH-000243,-0.16620729119348052
ACH-000244,-0.10691912792176683
ACH-000246,-0.12442635877989433
ACH-000248,-0.24157411077760366
ACH-000250,-0.2809135824542392
ACH-000251,-0.17135909652927794
ACH-000252,-0.03703555610027995
ACH-000253,-0.34058015017435844
ACH-000255,-0.21096122130736986
ACH-000256,-0.17539635760685948
ACH-000257,-0.2558273223664636
ACH-000258,-0.2396879781095813
ACH-000259,-0.0781062917292956
ACH-000260,-0.28876420514483625
ACH-000261,-0.19000179375484327
ACH-000262,0.22044335634242745
ACH-000263,-0.0435815129368194
ACH-000264,-0.24928509039494545
ACH-000265,-0.019251949694670367
ACH-000266,-0.3378119834127905
ACH-000272,-0.17184982015730005
ACH-000274,-0.3830396130080892
ACH-000277,-0.08828864679649387
ACH-000278,-0.18850978047042674
ACH-000279,-0.1797154796634949
ACH-000280,-0.02726325574335096
ACH-000281,-0.28066367911658785
ACH-000288,-0.06348739042251582
ACH-000291,-0.016642935650826945
ACH-000293,-0.2697177247056201
ACH-000294,-0.15726653080426353
ACH-000295,-0.1010063936444442
ACH-000296,-0.2810881230973519
ACH-000302,-0.2284243330450121
ACH-000304,-0.3470194174575561
ACH-000307,-0.07900266993563478
ACH-000308,-0.14112924803286028
ACH-000310,-0.23658506204911994
ACH-000311,-0.13270757679981973
ACH-000312,-0.2455909861178687
ACH-000315,-0.4117755718532544
ACH-000316,-0.09971590079565308
ACH-000317,-0.2432504697785745
ACH-000318,-0.28984973623887395
ACH-000319,-0.03169340722717411
ACH-000320,-0.19916959056124192
ACH-000322,-0.04304969791495495
ACH-000323,-0.3432357661322622
ACH-000324,-0.2477154156765556
ACH-000329,-0.014839545909683172
ACH-000330,-0.07546708790525528
ACH-000331,-0.02824930557135256
ACH-000332,-0.122817432398496
ACH-000334,-0.29895114584203303
ACH-000335,-0.4104318931623075
ACH-000336,-0.2062545310431395
ACH-000337,-0.2520279920378686
ACH-000338,-0.6022444116846148
ACH-000339,-0.21929969765076107
ACH-000341,-0.2785768729654324
ACH-000348,-0.21873016149393096
ACH-000350,-0.17240602362195498
ACH-000352,-0.07048012927485801
ACH-000356,-0.15482983439339504
ACH-000361,-0.2671902791132633
ACH-000362,-0.4027757618835624
ACH-000363,-0.3011802259305537
ACH-000364,-0.20448622913050504
ACH-000365,-0.3311477396651606
ACH-000366,-0.4322829363953389
ACH-000368,-0.2660674522447667
ACH-000374,-0.16849127516962692
ACH-000375,0.14044545373393702
ACH-000376,-0.22363740125694365
ACH-000381,-0.2275510218986881
ACH-000383,-0.2915501659145988
ACH-000387,-0.3093575135650051
ACH-000389,-0.22116926818155488
ACH-000390,-0.2480264893191077
ACH-000393,-0.15297292874307505
ACH-000395,-0.019080792788191175
ACH-000396,-0.225720633921552
ACH-000397,-0.2006106654161918
ACH-000401,-0.3222441173692101
ACH-000402,-0.16901412263789914
ACH-000403,-0.2316164581116668
ACH-000404,-0.19405368609445675
ACH-000406,-0.05205105367916851
ACH-000407,-0.1494241889820633
ACH-000408,-0.3443833379020528
ACH-000410,-0.14080216213734548
ACH-000411,-0.18264047224753194
ACH-000414,-0.1315959303522123
ACH-000415,-0.5232733934751767
ACH-000416,-0.1529315629226018
ACH-000420,0.00107562298766634
ACH-000421,-0.32204053542305616
ACH-000424,-0.3551067564009693
ACH-000425,-0.245319197942619
ACH-000426,-0.3606231247498482
ACH-000427,-0.05241520938344249
ACH-000433,-0.15384011199634046
ACH-000435,-0.13065576000375856
ACH-000436,-0.36620716086728894
ACH-000444,-0.3370711092772357
ACH-000445,-0.07842457389290307
ACH-000448,-0.14729090684050025
ACH-000450,-0.3309990966396072
ACH-000452,-0.2450413694618749
ACH-000454,-0.03300106055625265
ACH-000458,-0.19415017245456154
ACH-000459,-0.13525209664761775
ACH-000460,-0.21216486347958136
ACH-000461,-0.23081603696842226
ACH-000463,-0.1669735742825505
ACH-000464,-0.1837705499568387
ACH-000466,-0.2536133373887889
ACH-000467,-0.19194986547162024
ACH-000468,-0.271664572585744
ACH-000469,-0.16928008912411086
ACH-000470,-0.22099415565352248
ACH-000471,-0.0824007698325605
ACH-000472,-0.2434377656420226
ACH-000473,-0.1460702248230132
ACH-000475,-0.1484635025583256
ACH-000476,-0.18547086933615534
ACH-000477,-0.23482346804539245
ACH-000479,-0.2343649254112784
ACH-000480,-0.22530828249894685
ACH-000481,-0.1710960111058274
ACH-000483,-0.16218499483237367
ACH-000484,-0.3080784624945342
ACH-000485,-0.3300087484639669
ACH-000486,-0.2327020648023509
ACH-000487,-0.15881620851106334
ACH-000488,-0.10020578516785332
ACH-000490,-0.3232616248703752
ACH-000491,-0.1084035015463561
ACH-000495,-0.3580281515928457
ACH-000496,-0.20445688705813286
ACH-000499,0.08602936945701083
ACH-000500,-0.33418020535145204
ACH-000502,-0.17481666638545634
ACH-000503,-0.15628133687993112
ACH-000505,-0.30754703695001256
ACH-000507,-0.2759277388871252
ACH-000510,-0.2944205289414608
ACH-000511,-0.11877625877924824
ACH-000512,-0.2683562097850196
ACH-000516,-0.2713040789949823
ACH-000517,-0.16221737312708492
ACH-000518,-0.19534328822515928
ACH-000520,-0.3935662941535078
ACH-000521,-0.12819604940611565
ACH-000522,-0.3878366576376124
ACH-000524,-0.17805483513557374
ACH-000527,-0.05282805036090878
ACH-000528,-0.30954639640880643
ACH-000537,-0.06872802695083312
ACH-000541,-0.5583208742456761
ACH-000542,-0.4738367929916092
ACH-000544,-0.1763715955252802
ACH-000545,-0.3421642524574084
ACH-000547,-0.20594093748454445
ACH-000548,-0.09424985248136558
ACH-000549,-0.28763265105956776
ACH-000550,-0.2818219219866837
ACH-000552,-0.3830345301672636
ACH-000556,-0.2601211974070101
ACH-000557,-0.08149144593493532
ACH-000569,-0.3644207424939334
ACH-000570,-0.2011606393567407
ACH-000571,-0.11925584195110912
ACH-000573,0.00570250850148047
ACH-000576,-0.3784408935426395
ACH-000579,0.09552588269690736
ACH-000580,-0.3295298984743304
ACH-000584,-0.14094589347076858
ACH-000585,-0.18746516515186154
ACH-000588,-0.6303356458976681
ACH-000589,-0.018337377653078454
ACH-000591,-0.2263639698178572
ACH-000593,-0.24789255709157365
ACH-000600,-0.2389937174254835
ACH-000601,-0.13285187611376711
ACH-000605,-0.13690504299572548
ACH-000606,-0.15605664169230032
ACH-000608,-0.2751716613696955
ACH-000614,-0.2469681232249622
ACH-000616,-0.3042946247462994
ACH-000618,-0.16556898763496194
ACH-000619,-0.265950442973107
ACH-000620,-0.04319672270259338
ACH-000621,-0.2082448554994124
ACH-000622,-0.35072226271786244
ACH-000623,-0.09412396681163368
ACH-000624,-0.24639428935594598
ACH-000627,-0.20212818126344284
ACH-000630,0.13615686652738815
ACH-000631,-0.11127796419232999
ACH-000632,-0.23964839558933015
ACH-000633,-0.09176192281497128
ACH-000637,-0.31897358570749723
ACH-000638,-0.20942989633250955
ACH-000646,-0.0945864230214464
ACH-000647,-0.07712857953784019
ACH-000648,-0.02203557540975733
ACH-000649,-0.12567609400211366
ACH-000651,-0.10914266022807384
ACH-000652,-0.3004527130858152
ACH-000653,-0.4228272804117346
ACH-000657,-0.16331598242197953
ACH-000658,0.022175289575053842
ACH-000661,-0.3163516184567909
ACH-000662,-0.17370852328608805
ACH-000663,-0.12140387236315445
ACH-000665,-0.2666165564083825
ACH-000671,-0.07805183476380677
ACH-000672,-0.22103325360690426
ACH-000673,-0.42774013160140173
ACH-000676,-0.6216586569855439
ACH-000677,-0.21731797431801908
ACH-000681,-0.10894074121301124
ACH-000683,-0.2652842488220997
ACH-000684,-0.3639014289429001
ACH-000688,0.16015789966462882
ACH-000693,-0.2641982528576909
ACH-000694,-0.2680201226323569
ACH-000695,-0.11206944924630499
ACH-000696,-0.2329038226207153
ACH-000697,-0.33604655195319266
ACH-000699,-0.3616809959188359
ACH-000701,-0.11062695135529194
ACH-000706,0.006396645465483224
ACH-000711,-0.14410964233378806
ACH-000713,-0.16602732692540534
ACH-000714,-0.1185195487573288
ACH-000718,-0.16443877538199764
ACH-000720,-0.22391087465439727
