,JSRP1 (126306)
ACH-000004,-0.20100418120480856
ACH-000005,-0.5294759948836237
ACH-000007,-0.28328083857669545
ACH-000009,-0.2120498444962496
ACH-000011,-0.08825899244520442
ACH-000012,-0.3497702946935071
ACH-000013,-0.19243508646488308
ACH-000014,0.021620017355062537
ACH-000015,-0.21334005578575574
ACH-000017,-0.22124595937598
ACH-000018,-0.2157646863826597
ACH-000019,-0.2503523544958801
ACH-000021,-0.275317313915812
ACH-000022,-0.11400965952619704
ACH-000025,-0.16326503379528712
ACH-000028,-0.3648063320730264
ACH-000030,-0.1227709064119764
ACH-000035,-0.1966914252367753
ACH-000036,-0.2760944001721026
ACH-000037,-0.18734992876882184
ACH-000039,-0.18423153197432166
ACH-000040,0.03267068233673735
ACH-000041,-0.2289540333514792
ACH-000042,-0.14266773431608384
ACH-000045,-0.2387508444544684
ACH-000047,-0.16959339468419174
ACH-000052,-0.10539080262515396
ACH-000053,-0.102495080651912
ACH-000054,-0.24894018340247295
ACH-000055,-0.34052049365221504
ACH-000060,-0.09490217655558414
ACH-000067,-0.3189524108451049
ACH-000070,-0.08612372994736005
ACH-000075,-0.5621714208507357
ACH-000078,-0.028443629578321687
ACH-000082,-0.1444862626378856
ACH-000085,-0.16686403648246584
ACH-000086,-0.05121467536066029
ACH-000087,-0.2380844827735217
ACH-000092,-0.08360907947909466
ACH-000095,-0.21234108503620328
ACH-000097,-0.3096649120217859
ACH-000098,-0.20897189092636306
ACH-000099,-0.2529994804525114
ACH-000108,-0.1253393200379067
ACH-000113,-0.22595144054924945
ACH-000116,-0.2633726159535903
ACH-000118,-0.134154847486558
ACH-000120,-0.17536678171278974
ACH-000123,-0.1508374508799344
ACH-000127,-0.3933450949170552
ACH-000128,-0.19500032970221853
ACH-000132,-0.13981097111402924
ACH-000133,-0.16095681843974152
ACH-000137,-0.18482989566958208
ACH-000138,-0.1178916261755452
ACH-000142,0.031484749343321634
ACH-000143,-0.2643207513578322
ACH-000146,-0.1506570160696944
ACH-000148,-0.2194060684082885
ACH-000150,-0.2421582600368283
ACH-000152,-0.23181742695677146
ACH-000153,-0.34801571107893325
ACH-000159,-0.08705687146748366
ACH-000160,-0.12297855375252405
ACH-000163,-0.15180506484896528
ACH-000167,-0.12348687345834868
ACH-000168,-0.18356663676371104
ACH-000169,-0.12439340077930545
ACH-000178,-0.07384286872043946
ACH-000183,0.0070363186925887005
ACH-000188,-0.08931704326187485
ACH-000189,0.0032614467057420302
ACH-000190,-0.3490949199529165
ACH-000198,-0.14894957144606755
ACH-000203,0.3134186947928853
ACH-000204,-0.3614503331891349
ACH-000206,-0.2234262566787882
ACH-000207,-0.07002608067573153
ACH-000208,-0.2289604071125091
ACH-000210,-0.4203947355509
ACH-000211,-0.2713489777463795
ACH-000215,-0.09812915525997147
ACH-000221,-0.1988233221218897
ACH-000222,-0.05764848157823633
ACH-000223,-0.18656253395434727
ACH-000226,-0.13730124448233572
ACH-000227,-0.17807296104291567
ACH-000228,-0.2882020603329459
ACH-000231,-0.08053388469759494
ACH-000232,-0.11460516906665785
ACH-000233,-0.11067149903383952
ACH-000234,-0.19274515241558687
ACH-000235,-0.1958986339356129
ACH-000237,-0.18305921258733102
ACH-000238,-0.1811245132098796
ACH-000242,-0.4240285040393322
ACH-000243,-0.17190974761030955
ACH-000244,-0.10168978912058807
ACH-000246,-0.2456964015601199
ACH-000248,-0.2994099967726331
ACH-000250,-0.20464492524186384
