,EXOC3L1 (283849)
ACH-001391,-0.2474862002361876
ACH-001408,-0.20925147472595465
ACH-001430,-0.27324371601888003
ACH-001431,-0.158173172110324
ACH-001450,-0.2623152752584049
ACH-001496,-0.13294676753771906
ACH-001500,-0.07431828208139732
ACH-001523,-0.0005727525826224465
ACH-001532,-0.2419478568230505
ACH-001550,-0.10829428065719927
ACH-001552,-0.09595045749422176
ACH-001554,-0.25881384229337523
ACH-001654,-0.1918180581343572
ACH-001735,-0.2619077304644112
ACH-001736,-0.20887509152978567
ACH-001737,-0.3714961946125119
ACH-001740,-0.2645489458414918
ACH-001745,-0.15267206205373055
ACH-001765,-0.1981613372194096
