,FOSB (2354)
ACH-000255,-0.21479293712427505
ACH-000256,-0.23657929000955186
ACH-000257,-0.379130606845827
ACH-000258,-0.02618491425773193
ACH-000259,-0.17087686654018286
ACH-000260,-0.1591199263237487
ACH-000261,-0.20957026616808594
ACH-000262,-0.2520511236623689
ACH-000263,-0.13320094652626188
ACH-000264,-0.1241071514145035
ACH-000265,-0.2854159737444727
ACH-000266,-0.23652623751226795
ACH-000272,-0.15633672320701236
ACH-000274,-0.2904296184511332
ACH-000277,-0.15651964580792674
ACH-000278,-0.1963975674842772
ACH-000279,-0.03765364358082112
ACH-000280,-0.34881013951060025
ACH-000281,-0.07046988221599229
ACH-000288,-0.05030194271045881
ACH-000291,-0.14404961277818076
ACH-000293,-0.2359284889365977
ACH-000294,-0.30203753348544965
ACH-000295,-0.2290300402419265
ACH-000296,-0.16201349577047414
ACH-000302,-0.35970736839008777
ACH-000304,-0.11383291605359586
ACH-000307,-0.07710076929408502
ACH-000308,-0.26865445775605074
ACH-000310,-0.13167099738515914
ACH-000311,-0.10456094354493607
ACH-000312,-0.1886896257461171
ACH-000315,-0.22437394329377933
ACH-000316,-0.06249240501581125
ACH-000317,-0.0534028221771295
ACH-000318,-0.22099348416048006
ACH-000319,-0.1700754768894381
ACH-000320,-0.277212946404195
ACH-000322,-0.1165368121137174
ACH-000323,-0.35089562550517306
ACH-000324,-0.15082833396509074
ACH-000329,-0.18950342124022565
ACH-000330,-0.18211792866290816
ACH-000331,-0.16150580617766652
ACH-000332,-0.2255587444687253
ACH-000334,-0.14783349986120756
ACH-000335,-0.08233376097002777
ACH-000336,-0.2501509109769245
ACH-000337,-0.2902518655703138
ACH-000338,-0.027939671992239318
ACH-000339,-0.17561221992737153
ACH-000341,-0.3121424920654043
ACH-000348,-0.14638663799744558
ACH-000350,-0.1264854987919106
ACH-000352,-0.18150265558002607
ACH-000356,-0.26114820830988106
ACH-000361,0.1316662069422117
ACH-000362,-0.13679491368877614
ACH-000363,-0.17407054744654268
ACH-000364,-0.11958403078752244
ACH-000365,-0.1286932768194248
ACH-000366,-0.19471509838571036
ACH-000368,-0.07496082893277957
ACH-000374,-0.08204993839548531
ACH-000375,-0.3693390226111414
ACH-000376,-0.13190365166735754
ACH-000381,-0.07345935193723997
ACH-000383,-0.17858792512108282
ACH-000387,-0.1791381167562125
ACH-000389,-0.1550952889749252
ACH-000390,-0.2710502372114287
ACH-000393,-0.0169224092300387
ACH-000395,-0.3709127589737709
ACH-000396,-0.29869517333817225
ACH-000397,-0.2272863644276688
ACH-000401,-0.08028640583138738
ACH-000402,-0.11601662772352757
ACH-000403,-0.17941283403916575
ACH-000404,-0.11496920604316455
ACH-000406,-0.12254293721601416
ACH-000407,-0.17870031837454864
ACH-000408,-0.2924971870176738
ACH-000410,-0.15440462013596554
ACH-000411,-0.18897673223788705
ACH-000414,-0.14255653997614276
ACH-000415,-0.21445290277762524
ACH-000416,-0.1856523792870512
ACH-000420,-0.15327547970527122
ACH-000421,-0.243004219615938
ACH-000424,-0.32572181454979765
ACH-000425,-0.2174117150901954
ACH-000426,-0.18609572995590667
ACH-000427,-0.24836021422752344
ACH-000433,-0.08584237565497847
ACH-000435,-0.2801877001928534
ACH-000436,-0.23359616033174296
ACH-000444,-0.04371567829430914
ACH-000445,-0.19658988298773625
ACH-000448,-0.2413986567631379
ACH-000450,-0.1685310365898661
ACH-000452,-0.4815133545701898
ACH-000454,-0.3268472246413316
ACH-000458,-0.099659816455329
ACH-000459,0.04988169346255605
ACH-000460,-0.17419635159155447
ACH-000461,-0.20166732794173275
ACH-000463,-0.1504123552641134
ACH-000464,-0.2949945873538887
ACH-000466,-0.15039911028691766
ACH-000467,-0.21838775150475725
ACH-000468,-0.25150532664595393
ACH-000469,-0.2686180867532647
ACH-000470,-0.18663238769607865
ACH-000471,-0.2654624764185645
ACH-000472,-0.2802022388676547
ACH-000473,-0.2779346587097258
ACH-000475,-0.18823960833942135
ACH-000476,-0.21346455414412915
ACH-000477,-0.20413586788645946
ACH-000479,-0.03877457469776817
ACH-000480,-0.2428439918709284
ACH-000481,-0.25408234281592473
ACH-000483,-0.1481617854459587
ACH-000484,-0.30672378134821005
ACH-000485,-0.160903419836509
ACH-000486,-0.22705977055679555
ACH-000487,-0.2650573573346352
ACH-000488,-0.17298746503089674
ACH-000490,-0.2005142652098112
ACH-000491,-0.22668423458534784
ACH-000495,-0.013731524653392113
ACH-000496,-0.15124484113943526
ACH-000499,-0.3918200940215901
ACH-000500,0.02194903338249459
ACH-000502,-0.2575578904446572
ACH-000503,-0.3284551887631453
ACH-000505,-0.12031696148627424
ACH-000507,-0.30074904682236503
ACH-000510,-0.3496708565960088
ACH-000511,-0.2454326477542004
ACH-000512,-0.21598534602015626
ACH-000516,-0.18212684057417552
ACH-000517,-0.2650038065965765
ACH-000518,-0.21240158257922087
ACH-000520,-0.25690373458067417
ACH-000521,-0.13847528278016452
ACH-000522,-0.1727002898053866
ACH-000524,-0.2614932100801973
ACH-000527,-0.2039413611326318
ACH-000528,-0.09264765705764724
ACH-000537,-0.16757353975958775
ACH-000541,-0.2245743477273094
ACH-000542,-0.2684558062614288
ACH-000544,-0.2299760091268889
ACH-000545,-0.12849452769690095
ACH-000547,-0.16045102120144716
ACH-000548,-0.1758606054901251
ACH-000549,-0.12519273984053803
ACH-000550,-0.09498282188353004
ACH-000552,-0.3868423490353923
ACH-000556,-0.27745090641177805
ACH-000557,-0.12137601997986393
ACH-000569,-0.16559446701158564
ACH-000570,-0.12968229893643168
ACH-000571,-0.24823729098766745
ACH-000573,-0.12898369934386972
ACH-000576,-0.17544451312648746
ACH-000579,-0.08938274808062359
ACH-000580,-0.14973391327741034
ACH-000584,-0.31606975230417106
ACH-000585,-0.32354897014128725
ACH-000588,-0.21097307369370552
ACH-000589,-0.17658499151630674
ACH-000591,-0.2523691874687934
ACH-000593,-0.25417799572362265
ACH-000600,-0.18061335438508588
ACH-000601,-0.1624793287614453
ACH-000605,-0.00919378880965988
ACH-000606,-0.12044122249886385
ACH-000608,-0.2129780715516421
ACH-000614,-0.1673055062117582
ACH-000616,-0.2838459247396506
ACH-000618,-0.20693906077089907
ACH-000619,-0.01022070676661213
ACH-000620,-0.2892386335803818
ACH-000621,-0.2627798694169958
ACH-000622,-0.12883341403069648
ACH-000623,-0.10244217087314113
ACH-000624,-0.2648961065102388
ACH-000627,-0.3452641659301096
ACH-000630,-0.08396026074419041
ACH-000631,-0.23338420017867784
ACH-000632,-0.13153941354803744
ACH-000633,-0.1911161744776948
ACH-000637,-0.29278132190301565
ACH-000638,-0.2220904071503292
ACH-000646,-0.042504472725043665
ACH-000647,-0.07343533312676086
ACH-000648,-0.18431058668490075
ACH-000649,-0.18343578292360274
ACH-000651,-0.3021925508554161
ACH-000652,-0.20822340789231025
ACH-000653,-0.31294088111322954
ACH-000657,-0.2324548344681357
ACH-000658,-0.15429989314163894
ACH-000661,-0.13664143395217151
ACH-000662,-0.05158961832163169
ACH-000663,-0.2389441720302728
ACH-000665,-0.2143294876966304
ACH-000671,-0.04101710476899978
ACH-000672,-0.4258925237933638
ACH-000673,-0.16748878946681314
ACH-000676,-0.21110819333633354
ACH-000677,-0.3068369169861532
ACH-000681,-0.18505428812276126
ACH-000683,-0.17189946774093118
ACH-000684,-9.26458659882424e-05
ACH-000688,-0.1568587680343088
ACH-000693,-0.2123207975208249
ACH-000694,-0.3172037418255642
ACH-000695,-0.22170569201105955
ACH-000696,-0.2608337455830793
ACH-000697,-0.2097004163502846
ACH-000699,-0.23203380895275946
ACH-000701,-0.3457906736721917
ACH-000706,-0.1697328311762776
ACH-000711,-0.2683333122876845
ACH-000713,-0.23066219904795784
ACH-000714,-0.33453866872971816
ACH-000718,-0.1617900239624497
ACH-000720,-0.1615515070688961
ACH-000721,-0.20238334383854195
ACH-000724,-0.2554233067394629
ACH-000725,-0.22637372231099956
ACH-000732,-0.23065818983790334
ACH-000734,-0.21022344013963545
ACH-000735,-0.2550662330428897
ACH-000736,-0.258610838752037
ACH-000738,-0.14782502300022385
ACH-000746,-0.07017329376918123
ACH-000747,-0.19387822717973194
ACH-000748,-0.17159029343488558
ACH-000753,-0.10828644108653547
ACH-000756,-0.23843240462147294
ACH-000757,-0.31161501349053755
ACH-000758,-0.3281071838854941
ACH-000760,-0.11167762994974637
ACH-000762,-0.14864742663114178
ACH-000763,-0.27461051491786365
ACH-000764,-0.15337511712830074
ACH-000765,-0.14549680024592404
ACH-000766,-0.1657625656302777
ACH-000767,-0.20652609341890388
ACH-000768,-0.048216600480733104
ACH-000769,-0.2118830613482859
ACH-000770,-0.2538927605026245
ACH-000771,-0.040259824981669225
ACH-000773,-0.05873450551648041
ACH-000776,-0.3065823144754039
ACH-000777,-0.3174134036732881
ACH-000778,-0.12967992377890214
ACH-000781,-0.2019275146594265
ACH-000782,-0.2453891011360192
ACH-000783,-0.16613594565804607
ACH-000784,-0.22386862880254788
ACH-000785,-0.15934017828396996
ACH-000787,-0.29328481877971496
ACH-000788,-0.1696305420435613
ACH-000791,-0.23877428627189665
ACH-000792,-0.2359146409817709
ACH-000794,-0.1399711526642423
ACH-000796,-0.24120802893432503
ACH-000798,-0.13915379184139562
ACH-000799,-0.118845233260449
ACH-000800,-0.2609603789606284
ACH-000802,-0.17935291204109816
ACH-000804,-0.13543009176825174
ACH-000805,-0.2367466468551155
ACH-000809,-0.13862566155827874
ACH-000810,-0.049458112325806255
ACH-000811,-0.2135172003897085
ACH-000817,-0.16343195733441096
ACH-000819,-0.3267569441538049
ACH-000820,-0.09442141695178098
ACH-000821,-0.23628939352192105
ACH-000822,-0.3538756153741679
ACH-000823,-0.19168678023692856
ACH-000824,-0.4080333144446059
ACH-000827,-0.2711653563860544
ACH-000829,-0.14828231792742805
ACH-000831,-0.2487968977641221
ACH-000832,-0.13683105237353535
ACH-000833,-0.19130107325346052
ACH-000834,-0.32119794246337513
ACH-000835,-0.2878075730869412
ACH-000836,-0.20696331826889366
ACH-000837,-0.1873543100505862
ACH-000838,-0.14330448616258673
ACH-000839,-0.11475385471828906
ACH-000840,-0.33892699090086986
ACH-000841,-0.1264623197391622
ACH-000843,-0.17438865986829774
ACH-000846,-0.2049310337632569
ACH-000847,-0.23084682533614
ACH-000848,-0.16535993904962393
ACH-000849,-0.022809764297940332
ACH-000851,-0.1571217472307205
ACH-000855,-0.2970487355326168
ACH-000856,-0.243755208914936
ACH-000858,-0.22852251423160855
ACH-000859,-0.16989071298996936
ACH-000861,-0.4878826835119298
ACH-000862,-0.1963556608021096
ACH-000865,-0.2017806366058323
ACH-000866,-0.2804359179823644
ACH-000867,-0.11708863805316885
ACH-000869,-0.1786199626514653
ACH-000872,-0.2015236981897636
ACH-000873,-0.27637923587461605
ACH-000876,-0.18917059948997286
ACH-000878,-0.20350533600285706
ACH-000880,-0.17903553673119452
ACH-000881,-0.14875415377881074
ACH-000882,-0.1083125965212504
ACH-000884,-0.13336381091659946
ACH-000885,-0.2471491939951128
ACH-000887,-0.1735817268770941
ACH-000889,-0.24688023214409974
ACH-000896,-0.1661368486699132
ACH-000898,-0.2520126476616613
ACH-000900,-0.18619819949218192
ACH-000901,-0.2764063636438497
ACH-000905,-0.1702565455207827
ACH-000906,-0.18159363664501807
ACH-000907,0.0002631973737952315
ACH-000910,-0.12223916559434987
ACH-000911,-0.1822530671369242
ACH-000912,-0.16426255279877336
ACH-000913,-0.14528174992629606
ACH-000915,-0.1950082215810667
ACH-000916,-0.04007904879004688
ACH-000917,-0.2948250000918685
ACH-000920,-0.07995182078557046
ACH-000921,-0.2638139813658589
ACH-000924,-0.16390861972512968
ACH-000926,-0.12969710586705271
ACH-000928,-0.23518199911876614
ACH-000929,-0.0048295883717251594
ACH-000932,-0.22543466807798665
ACH-000935,-0.08566050706152946
ACH-000936,-0.19922556335928254
ACH-000937,-0.06875597732703168
ACH-000938,-0.07741020945505392
ACH-000939,-0.2810518561491607
ACH-000941,-0.34362477436611216
ACH-000943,-0.212060393773122
ACH-000946,-0.29339289003540164
ACH-000947,-0.24583635152720998
ACH-000948,-0.1867430704974847
ACH-000950,-0.0594352638944493
ACH-000953,-0.22158953185150332
ACH-000954,-0.19138846940696072
ACH-000957,-0.3071268714030022
ACH-000958,-0.3647476260533469
ACH-000960,-0.12535433108584446
ACH-000963,-0.24900944954306986
ACH-000968,-0.2730910493544438
ACH-000969,-0.2657483693640376
ACH-000972,-0.32303516416031475
ACH-000973,-0.23383668299314625
ACH-000974,-0.31575619201710003
ACH-000978,-0.2843074909706699
ACH-000984,-0.33760667836359504
ACH-000986,-0.01842583588990053
ACH-000988,-0.17331886670906238
ACH-000993,-0.2739807234536541
ACH-000994,-0.3948427208424031
ACH-000996,-0.24270105907250955
ACH-001001,-0.19689052818293912
ACH-001020,-0.28080147007412626
ACH-001028,-0.15893546285098248
ACH-001031,-0.19143748012208656
ACH-001038,-0.23894343374458654
ACH-001048,-0.12795801605531812
ACH-001050,-0.15973805958406248
ACH-001053,-0.26964291414059005
ACH-001054,-0.20351720494945827
ACH-001061,-0.13069816989998606
ACH-001067,-0.09398908195222698
ACH-001075,-0.08686328963690583
ACH-001096,-0.3243270110417622
ACH-001111,-0.20088140127684734
ACH-001119,-0.3116062582630936
ACH-001128,-0.2628840698414707
ACH-001134,-0.12318482182166984
ACH-001151,-0.2367184630328835
ACH-001163,-0.2412601840274209
ACH-001164,-0.3648987392563847
ACH-001183,-0.039570029889401566
ACH-001192,-0.1964476593314199
ACH-001193,-0.05087403775480912
ACH-001196,-0.16610448040973694
ACH-001197,-0.2618523201887217
ACH-001205,-0.16664391491060246
ACH-001211,-0.3722243773784711
ACH-001212,-0.16484368907836466
ACH-001228,-0.22173546320118293
ACH-001232,-0.07566546054893189
ACH-001239,-0.12078809985597888
ACH-001270,-0.02271487449957366
ACH-001274,-0.2967716015593384
ACH-001275,-0.27783184399243466
ACH-001277,-0.2468596678262585
ACH-001278,-0.17649190985131252
ACH-001280,-0.3143550010438609
ACH-001283,-0.13263721634714504
ACH-001289,-0.1724455958398282
ACH-001300,-0.2877011390301893
ACH-001301,-0.30343592293662025
ACH-001302,0.02372327563490307
ACH-001306,-0.11446199142139125
ACH-001318,-0.13606681730725542
ACH-001322,-0.3153920633669137
ACH-001328,-0.24612848281840666
ACH-001332,-0.3815427627993167
ACH-001336,-0.14777299528131105
ACH-001346,-0.11559528942489275
ACH-001353,-0.14131040381309262
ACH-001354,-0.2293614475966401
ACH-001367,-0.011338046585346576
ACH-001368,-0.1361327801418383
ACH-001374,-0.23215796386706236
ACH-001377,-0.2396950585556516
ACH-001380,-0.13066275330802493
ACH-001391,-0.2276386534487876
ACH-001408,-0.2286868739278938
ACH-001430,-0.30495946913805433
ACH-001431,-0.3079362924429917
ACH-001450,0.009550662643667744
ACH-001496,-0.17854427382658414
ACH-001500,-0.15950570128428676
ACH-001523,-0.16805336750463698
ACH-001532,-0.264257276140284
ACH-001550,-0.3000461367917858
ACH-001552,-0.17550003678946474
ACH-001554,-0.2146451692792498
ACH-001654,-0.2908938314458487
ACH-001735,-0.2255430294847748
ACH-001736,-0.04196367060571896
ACH-001737,0.12642281484299342
ACH-001740,-0.4384144393579024
ACH-001745,-0.2481025531137572
ACH-001765,-0.18649667569343864
