,LEPR (3953)
ACH-000004,-0.2083724949506699
ACH-000005,-0.31161927663947103
ACH-000007,0.030318444235195488
ACH-000009,-0.1343775422097768
ACH-000011,-0.10106088907831433
ACH-000012,-0.07603981904011145
ACH-000013,-0.11258754832702499
ACH-000014,-0.07445265585979684
ACH-000015,-0.22781420537202945
ACH-000017,-0.09297020215966824
ACH-000018,-0.1043136454169805
ACH-000019,-0.0377908707743343
ACH-000021,-0.3346097927649973
ACH-000022,-0.12139507823330163
ACH-000025,-0.2554554518426758
ACH-000028,-0.1058406639509122
ACH-000030,-0.08318137114009796
ACH-000035,-0.20820516306861825
ACH-000036,0.16570617681606695
ACH-000037,-0.11061955232822918
ACH-000039,-0.0978831287924578
ACH-000040,-0.14617350283083386
ACH-000041,-0.0390749953534491
ACH-000042,0.000827628716352051
ACH-000045,-0.030540450006661533
ACH-000047,0.007662957733324205
ACH-000052,-0.08914812065647958
ACH-000053,-0.08699590175907597
ACH-000054,-0.12489575138214072
ACH-000055,-0.02756518570095316
ACH-000060,-0.0326348927824894
ACH-000067,-0.2476533926592357
ACH-000070,0.07507471223435998
ACH-000075,-0.025715520111763337
ACH-000078,-0.0606431714751846
ACH-000082,-0.06160051649558593
ACH-000085,-0.04906963599114442
ACH-000086,-0.19040076224757949
ACH-000087,-0.05314231181659743
ACH-000092,-0.10638446678988699
ACH-000095,-0.04649144877137087
ACH-000097,-0.022560671167438203
ACH-000098,-0.17272569538598226
ACH-000099,-0.10338011559868307
ACH-000108,-0.12468633131922124
ACH-000113,-0.17525786755196374
ACH-000116,-0.024004524512896447
ACH-000118,-0.049438093122158674
ACH-000120,-0.14672518973985688
ACH-000123,-0.1061724859852081
ACH-000127,-0.10545063403867999
ACH-000128,-0.0715829060663524
ACH-000132,-0.04157320324191847
ACH-000133,-0.061838092347727636
ACH-000137,-0.1785759703336589
ACH-000138,-0.035118139572870744
ACH-000142,-0.0692525023070427
ACH-000143,0.07584316018844249
ACH-000146,-0.08382888572201924
ACH-000148,-0.12307914087273265
ACH-000150,-0.0616063426356292
ACH-000152,-0.08162099179582227
ACH-000153,-0.09166237858398686
ACH-000159,-0.15959975533079254
ACH-000160,-0.23617956478371094
ACH-000163,0.00023791381949993907
ACH-000167,-0.15996497801392195
ACH-000168,-0.036535196692386834
ACH-000169,-0.038463327071979116
ACH-000178,-0.035854438909720225
ACH-000183,-0.06305389094153041
ACH-000188,-0.16213476686174288
ACH-000189,-0.11447394865830712
ACH-000190,-0.19773665312002006
ACH-000198,-0.11691473632801637
ACH-000203,-0.9844721362723196
ACH-000204,-0.17405930345560985
ACH-000206,-0.03512274960452333
ACH-000207,-0.22370318335102246
ACH-000208,-0.19596262123544034
ACH-000210,-0.0044563522637772425
ACH-000211,-0.01020481448607298
ACH-000215,-0.12682598891535093
ACH-000221,-0.20757926743009575
ACH-000222,-0.09025463824371444
ACH-000223,-0.16116004758317087
ACH-000226,-0.1014246071998414
ACH-000227,0.039042708732101465
ACH-000228,0.013887252498253106
ACH-000231,-0.10709631222520732
ACH-000232,-0.1905868793977472
ACH-000233,-0.1557086696659009
ACH-000234,0.06214179783181584
ACH-000235,-0.0075100738085351545
ACH-000237,-0.15551390234912274
ACH-000238,-0.05535231073620751
ACH-000242,0.2862469727524771
ACH-000243,-0.05241678675655677
ACH-000244,-0.02115634604480146
ACH-000246,-0.0842376277621916
ACH-000248,0.05259010273819003
ACH-000250,-0.022454766330704732
ACH-000251,-0.09289374776666362
ACH-000252,0.02702071748226753
ACH-000253,0.014849850070808884
ACH-000255,-0.07140909958888891
ACH-000256,-0.035489322858751754
ACH-000257,-0.14154850527755106
ACH-000258,-0.20049397696671056
ACH-000259,-0.04407857338142706
ACH-000260,-0.07521833408529009
ACH-000261,0.11428517478554895
ACH-000262,-0.0999719008833904
ACH-000263,-0.11518498744548847
ACH-000264,-0.06563296088434424
ACH-000265,-0.08686605883243917
ACH-000266,-0.06553227668872122
ACH-000272,-0.23208696730922104
ACH-000274,-0.1297232671010666
ACH-000277,-0.1135402882310946
ACH-000278,-0.17144189865734236
ACH-000279,-0.10117232774601738
ACH-000280,-0.18043177758146012
ACH-000281,0.033941147828980944
ACH-000288,-0.1354621438050845
ACH-000291,-0.20647209174937886
ACH-000293,0.0595572918987643
ACH-000294,0.03887713976455467
ACH-000295,-0.16735375301204386
ACH-000296,-0.04470728354764664
