,RC3H1 (149041)
ACH-000004,-0.3327123986788328
ACH-000005,-0.3029251936001764
ACH-000007,0.0948838028067485
ACH-000009,-0.20074307159986396
ACH-000011,-0.129953892617188
ACH-000012,-0.31486653229213024
ACH-000013,-0.2352121512902823
ACH-000014,-0.4834645419759143
ACH-000015,-0.42101639228097054
ACH-000017,-0.05892531449317985
ACH-000018,-0.22090419139580136
ACH-000019,-0.2491464625627582
ACH-000021,-0.2372984387446493
ACH-000022,-0.1497295054405295
ACH-000025,-0.5689231789393779
ACH-000028,-0.17195465611272587
ACH-000030,-0.23218844102736425
ACH-000035,-0.3951318667190569
ACH-000036,-0.2543818093819559
ACH-000037,-0.1639490555309615
ACH-000039,-0.25204740655753644
ACH-000040,-0.4158078203287601
ACH-000041,-0.2238001392230191
ACH-000042,-0.1917257180096785
ACH-000045,0.09530717085513084
ACH-000047,-0.28261743396850514
ACH-000052,0.039759335558966304
ACH-000053,0.09058704555342297
ACH-000054,-0.3366270703917895
ACH-000055,-0.28053675361454605
ACH-000060,0.1514901349413302
ACH-000067,-0.4296844121358071
ACH-000070,-0.2001974343791356
ACH-000075,-0.2960151063021546
ACH-000078,-0.20923310412990026
ACH-000082,-0.2105777618385142
ACH-000085,-0.15594830631115092
ACH-000086,-0.3900624394446256
ACH-000087,-0.04544249651690034
ACH-000092,-0.1166836565287914
ACH-000095,-0.16665741086378694
ACH-000097,-0.08314253449012479
ACH-000098,-0.3048900011677114
ACH-000099,-0.16264277950733774
ACH-000108,-0.09967288724614803
ACH-000113,0.07120942554952413
ACH-000116,-0.03193880643954546
ACH-000118,-0.17606650688929568
ACH-000120,-0.1857412367768759
ACH-000123,-0.15546930082428045
ACH-000127,-0.33037442699012515
ACH-000128,-0.19616814070513788
ACH-000132,-0.4616230726808057
ACH-000133,-0.2506147871875141
ACH-000137,-0.14599828837998918
ACH-000138,-0.014496122206903644
ACH-000142,-0.14911252134447425
ACH-000143,-0.09016502241233756
ACH-000146,-0.10643983988534436
