,CRISP3 (10321)
ACH-000004,0.023581557399537014
ACH-000005,0.12502959362921642
ACH-000007,0.3133173411838279
ACH-000009,0.13898206320598586
ACH-000011,0.16393851350760186
ACH-000012,0.0933794715573042
ACH-000013,0.05713489472321365
ACH-000014,-0.11008624283223008
ACH-000015,0.11357817122207126
ACH-000017,0.15097184739690447
ACH-000018,0.13630279149258814
ACH-000019,-0.24312129792848966
ACH-000021,0.045584506465473414
ACH-000022,0.18330653702598693
ACH-000025,0.02483526988364749
ACH-000028,0.11755553486749723
ACH-000030,0.11741389063902072
ACH-000035,-0.11409477916128948
ACH-000036,0.0839311501050019
ACH-000037,0.15976560003090498
ACH-000039,0.045743149108463096
ACH-000040,7.417858001401182e-05
ACH-000041,-0.0077205292248801825
ACH-000042,0.09609964960993424
ACH-000045,0.2086164675659399
ACH-000047,-0.05786008974474261
ACH-000052,-0.02806273013694494
ACH-000053,0.09692150767762936
ACH-000054,0.17347873689575125
ACH-000055,0.101230356494368
ACH-000060,0.14299489434075005
ACH-000067,0.0401666046818186
ACH-000070,0.1232549717786794
ACH-000075,0.17695333770368932
ACH-000078,0.14781134659432585
ACH-000082,-0.09354613966994
ACH-000085,0.04849383423349797
ACH-000086,0.05470778953301736
ACH-000087,0.16264992540216944
ACH-000092,0.17496977543167724
ACH-000095,0.06492693658294554
ACH-000097,0.020314384007869387
ACH-000098,-0.01676667407060084
ACH-000099,0.1081449174810656
ACH-000108,0.1833847048788532
ACH-000113,0.12944866359531845
ACH-000116,0.07501816877554765
ACH-000118,0.094073973772739
ACH-000120,0.09291142421396932
ACH-000123,-0.032930979138214696
ACH-000127,0.023171609281264237
ACH-000128,-0.08729974479565096
ACH-000132,0.09230714482910413
ACH-000133,0.09970691017107287
ACH-000137,0.14436798587381058
ACH-000138,0.0949368411155145
ACH-000142,0.07323905638626584
ACH-000143,0.1928122676393811
ACH-000146,0.06169504116558309
ACH-000148,0.17350951885615765
ACH-000150,-0.0009989785489375768
ACH-000152,0.08645688559106303
ACH-000153,-0.00714775221247558
ACH-000159,0.10333878314925156
ACH-000160,0.12959146189988674
ACH-000163,0.1496116337114272
ACH-000167,0.3383471123224575
ACH-000168,0.1480010849376409
ACH-000169,-0.0201340958509895
ACH-000178,0.1245557034709902
ACH-000183,0.03950277428592859
ACH-000188,0.00676592751168947
ACH-000189,0.2599282735204253
ACH-000190,-0.18834794191055146
ACH-000198,0.024471525247965854
ACH-000203,0.04565406378496352
ACH-000204,0.09439440982660156
ACH-000206,0.2281160436220323
ACH-000207,0.01418074093693085
ACH-000208,0.0404534934757648
ACH-000210,0.2355856137055927
ACH-000211,0.2325272936098891
ACH-000215,0.04543146808072043
ACH-000221,0.0787124985945029
ACH-000222,0.12694604774550164
ACH-000223,0.10661631805211493
ACH-000226,0.03248802264965037
ACH-000227,0.0857795546561766
ACH-000228,0.05899401266004015
ACH-000231,0.07358558903903968
ACH-000232,0.0904727100910078
ACH-000233,0.09341277424746827
ACH-000234,0.16808459463921366
ACH-000235,0.08667031917827936
ACH-000237,0.04781964703591063
ACH-000238,0.06825912871812745
ACH-000242,-0.11087064415182896
ACH-000243,0.10030519475412876
ACH-000244,0.1893363475784304
ACH-000246,0.12579920681758275
ACH-000248,0.029713803350799886
ACH-000250,0.09156835898218188
ACH-000251,0.05128195883767499
ACH-000252,-0.07777154219447534
ACH-000253,0.09107808474300016
ACH-000255,0.11600686931292988
ACH-000256,0.0178660293029717
ACH-000257,-0.08410297867325442
ACH-000258,0.08402368695432659
ACH-000259,0.02896109812765442
ACH-000260,0.010353930815380831
ACH-000261,0.05362973044273141
ACH-000262,-0.01996504756090096
ACH-000263,0.2292420811306829
ACH-000264,0.10785450783397994
ACH-000265,0.04401119422265901
ACH-000266,0.060557567687216235
ACH-000272,0.10570074524419913
ACH-000274,0.1574512556292163
ACH-000277,0.0030516027348901475
ACH-000278,0.09921353027322123
ACH-000279,0.06183402478686738
ACH-000280,0.16611782842949904
ACH-000281,0.2059548124622669
ACH-000288,0.1080018575039198
ACH-000291,0.1029203491875586
ACH-000293,0.041152701143801866
ACH-000294,0.11481876963159016
ACH-000295,0.1919818365520092
ACH-000296,-0.07526842727091719
ACH-000302,0.0973485875086919
ACH-000304,0.22445854582080196
ACH-000307,0.14748102814529884
ACH-000308,0.0751810237570332
