,SAPCD1 (401251)
ACH-000004,-0.21619707774455404
ACH-000005,-0.10959517935188176
ACH-000007,-0.15205853509129755
ACH-000009,-0.1176242929273511
ACH-000011,-0.037592815694872266
ACH-000012,-0.1629784139878668
ACH-000013,-0.08477857684161225
ACH-000014,-0.16650148050823912
ACH-000015,-0.1339875277117643
ACH-000017,0.026572276888702704
ACH-000018,0.05653942391957281
ACH-000019,-0.011596683459528
ACH-000021,-0.061618931544150865
ACH-000022,-0.0748349330421922
ACH-000025,0.032368364305930535
ACH-000028,-0.10088147042439673
ACH-000030,-0.030895090761398687
ACH-000035,-0.2084081649736956
ACH-000036,0.058097072030188164
ACH-000037,0.07681780693531888
ACH-000039,-0.15163333271320611
ACH-000040,-0.057695068994519975
ACH-000041,-0.27664779554151897
ACH-000042,-0.014412053230251843
ACH-000045,-0.12506028300845207
ACH-000047,-0.26638501235099754
ACH-000052,-0.26185857555969616
ACH-000053,-0.06282210732921574
ACH-000054,0.0862812001725283
ACH-000055,-0.05969290582047504
ACH-000060,-0.01855311352357841
ACH-000067,-0.0692732347370414
ACH-000070,-0.017689728880355256
ACH-000075,-0.17166063690290975
ACH-000078,-0.006428838149905772
ACH-000082,-0.07168066072035492
ACH-000085,-0.07185897041192155
ACH-000086,-0.08014757625264611
ACH-000087,0.008590527723733752
ACH-000092,0.06316364749552025
ACH-000095,-0.19447445281972925
ACH-000097,-0.018832021869527846
ACH-000098,-0.05143143067282474
ACH-000099,-0.059214223161226924
ACH-000108,-0.003815874274582873
ACH-000113,0.11276149227945227
ACH-000116,0.06625763440195567
ACH-000118,0.06401770820189187
ACH-000120,-0.03980092645053086
ACH-000123,-0.10812084010745407
ACH-000127,-0.05857030597776426
ACH-000128,-0.16606681881831867
ACH-000132,-0.059458115230835676
ACH-000133,0.0217095647645786
ACH-000137,0.14077715785645853
ACH-000138,0.012539047613545422
ACH-000142,-0.020147003250897532
ACH-000143,-0.03108682222275272
ACH-000146,-0.04207617966245803
ACH-000148,-0.01822090692693408
ACH-000150,-0.11589680453067665
ACH-000152,-0.055695046495685976
ACH-000153,-0.3210100641510934
ACH-000159,-0.10783698181137466
ACH-000160,-0.006671466191894382
ACH-000163,0.017798294694771042
ACH-000167,0.07686187793994534
ACH-000168,-0.013664171141332265
ACH-000169,-0.04480081746177226
ACH-000178,0.030373541645030137
ACH-000183,-0.27607132726210604
ACH-000188,-0.13127703571434926
ACH-000189,-0.016522365124374817
ACH-000190,-0.11440041146094478
ACH-000198,0.0216724064752984
ACH-000203,0.17899200068142046
ACH-000204,0.013937135853362495
ACH-000206,0.08219531221754191
ACH-000207,-0.1892286312507812
ACH-000208,0.03790562725541383
ACH-000210,0.007009875708122475
ACH-000211,-0.12387864337607833
ACH-000215,0.022206153055889348
ACH-000221,-0.07973692957307367
ACH-000222,0.007433146654934924
ACH-000223,-0.009825146761965496
ACH-000226,0.04510492851387738
ACH-000227,-0.07337762722700879
ACH-000228,-0.07986623751006988
ACH-000231,-0.03934772997463946
ACH-000232,-0.0060394901995275705
ACH-000233,0.038326167689150537
ACH-000234,-0.13060741998253048
ACH-000235,-0.058413178522873976
ACH-000237,0.018301773492868344
ACH-000238,0.09437573121111056
ACH-000242,-0.0259032441612668
ACH-000243,-0.06958253785295489
ACH-000244,-0.2313246364973689
ACH-000246,-0.006992927520764951
ACH-000248,-0.04529458388655348
ACH-000250,-0.06740735416222267
ACH-000251,-0.2640107418586333
ACH-000252,-0.01090313257920403
ACH-000253,-0.08754255903006193
ACH-000255,0.01283636307362486
ACH-000256,-0.3031132414260888
ACH-000257,-0.2975397704027613
ACH-000258,0.09326913728413763
ACH-000259,-0.010082384775868923
ACH-000260,-0.07578314812681601
ACH-000261,-0.019556079877423745
ACH-000262,-0.10837148355450504
ACH-000263,-0.07297868256593736
ACH-000264,-0.034305322932229106
ACH-000265,-0.1468329860438346
ACH-000266,-0.0013059707254076591
ACH-000272,-0.06453254963586813
ACH-000274,0.04743583934752533
ACH-000277,-0.018491627080604967
ACH-000278,-0.01337882940329572
ACH-000279,-0.03869370156754582
ACH-000280,-0.05940755933791575
ACH-000281,-0.09387283737521164
ACH-000288,0.03049979938353776
ACH-000291,0.011948004435798416
ACH-000293,-0.18418022240173
ACH-000294,-0.14135070127415889
ACH-000295,-0.04223646742351191
ACH-000296,-0.13175266055576726
ACH-000302,-0.243915357106924
ACH-000304,-0.1449103813550665
ACH-000307,-0.039874737516011366
ACH-000308,-0.045420743378840486
ACH-000310,-0.2175323598988539
ACH-000311,0.08075029933086439
ACH-000312,0.11400721950125148
ACH-000315,-0.06343166355717522
ACH-000316,-0.2561976327880129
ACH-000317,-0.019856461256849197
ACH-000318,-0.13583610751746952
ACH-000319,-0.07881601491083398
ACH-000320,0.08072447956548726
ACH-000322,0.21451909646241546
ACH-000323,-0.045257416929969374
ACH-000324,-0.13842542298499835
ACH-000329,0.06771784474830919
ACH-000330,0.04894056042840424
ACH-000331,0.030748172385796274
ACH-000332,-0.04567986742985626
ACH-000334,-0.14133515739330954
ACH-000335,0.003650512180458668
ACH-000336,-0.3087068902062651
ACH-000337,-0.13522999907285205
ACH-000338,-0.2565720445272699
ACH-000339,-0.0010074138496019203
ACH-000341,-0.047886250682017815
ACH-000348,-0.030902213352526527
ACH-000350,-0.04492232121004528
ACH-000352,-0.20223495832431307
ACH-000356,0.15247937283392296
ACH-000361,-0.05649885666246871
ACH-000362,-0.08956230910373
ACH-000363,-0.11256526632637624
ACH-000364,0.026770531176035967
ACH-000365,-0.07972500594899655
ACH-000366,-0.007717996432213373
ACH-000368,-0.2544001448029569
ACH-000374,-0.3000965747720767
ACH-000375,-0.15393653030694418
ACH-000376,-0.12558045150775626
ACH-000381,-0.16400179308836133
ACH-000383,-0.11319677226485812
ACH-000387,-0.039816492747688816
ACH-000389,0.02955587887604925
ACH-000390,-0.12225438668495697
ACH-000393,-0.2052430302672976
ACH-000395,-0.25038079167567195
ACH-000396,-0.3299281200372718
ACH-000397,-0.05678373858031584
ACH-000401,0.006705526216927019
ACH-000402,-0.31843503511982596
ACH-000403,-0.10677644470769067
ACH-000404,0.10054584648635706
ACH-000406,-0.11757734002964272
ACH-000407,-0.034061837867426184
ACH-000408,0.1171432727606359
ACH-000410,-0.06768628658269851
ACH-000411,-0.09450938099285278
ACH-000414,-0.06869003633140372
ACH-000415,-0.07216320096226815
ACH-000416,-0.03937773512444995
ACH-000420,-0.183758598597502
