,CACNA1D (776)
ACH-000004,0.09325210783287312
ACH-000005,0.33589214864254896
ACH-000007,-0.02202269229279165
ACH-000009,-0.1120579057066449
ACH-000011,0.20015188005329992
ACH-000012,-0.11010386852062563
ACH-000013,0.016017955944886343
ACH-000014,-0.20769426551771653
ACH-000015,-0.14567849267912006
ACH-000017,0.03598004500569302
ACH-000018,0.053706845035606514
ACH-000019,0.13532758999258326
ACH-000021,-0.037909130543226865
ACH-000022,0.006848405617281267
ACH-000025,-0.09026426962387353
ACH-000028,-0.052175900804031984
ACH-000030,-0.0022179134639704378
ACH-000035,0.04758921220195711
ACH-000036,-0.011833251093528356
ACH-000037,0.11858559588114148
ACH-000039,-0.043312096427872336
ACH-000040,-0.10783783027483827
ACH-000041,-0.007751626750970839
ACH-000042,-0.05268086793836985
ACH-000045,0.028609875988261983
ACH-000047,-0.019641801650688503
ACH-000052,-0.10805347623251292
ACH-000053,-0.06670302548014623
ACH-000054,-0.10651252937937948
ACH-000055,-0.055515184295751176
ACH-000060,-0.08076290531938783
ACH-000067,0.010121934897263984
ACH-000070,-0.1116326126720275
ACH-000075,-0.04689304981253032
ACH-000078,-0.04128801600931824
ACH-000082,0.012251877811524642
ACH-000085,0.1838715448453844
ACH-000086,0.08171396558158317
ACH-000087,0.04972850781597647
ACH-000092,0.06095616352095715
ACH-000095,0.02137137705702049
ACH-000097,0.055076959453231336
ACH-000098,-0.007782481357134459
ACH-000099,-0.022581652252493083
ACH-000108,-0.02033248424764673
ACH-000113,0.013616237402137113
ACH-000116,-0.07405209958706938
ACH-000118,-0.1613661955444499
ACH-000120,0.039825543358433885
ACH-000123,-0.09036212834293272
ACH-000127,-0.11575669066117936
ACH-000128,-0.12293585598120785
ACH-000132,0.09805303445519686
ACH-000133,-0.050501528306902736
ACH-000137,0.07580618580028556
ACH-000138,-0.01504062899243398
ACH-000142,-0.05154203952814762
ACH-000143,0.15054869871533802
ACH-000146,-0.04714730131657333
ACH-000148,0.06906687458725888
ACH-000150,-0.2255131891785709
ACH-000152,0.007153927376165806
ACH-000153,0.1729702653475962
ACH-000159,-0.02149869067058504
ACH-000160,-0.03797014853344778
ACH-000163,-0.04024122316936415
ACH-000167,0.12225043187951952
ACH-000168,-0.07072995087263545
ACH-000169,0.00024724950055828157
ACH-000178,0.04175784233287781
ACH-000183,-0.03496539380811441
ACH-000188,0.0311652866425159
ACH-000189,-0.07785617313247424
ACH-000190,-0.022295299392472996
ACH-000198,-0.03513209202608071
ACH-000203,-0.3373836973628305
ACH-000204,-0.05627417605830829
ACH-000206,-0.057040507408102924
ACH-000207,0.013593221680174931
ACH-000208,0.0218748707823184
ACH-000210,0.09568638526459973
ACH-000211,0.044853553856582816
ACH-000215,-0.13312386611611549
ACH-000221,0.010963796579448263
ACH-000222,-0.07075396012469776
ACH-000223,0.06440740033281946
ACH-000226,-0.041304929142497546
ACH-000227,-0.1499665862259399
ACH-000228,0.02369091034668598
ACH-000231,0.04396660479101353
ACH-000232,-0.04193932071473312
ACH-000233,-0.0024117185285157496
ACH-000234,0.0691955831840101
ACH-000235,0.02627964710582792
ACH-000237,0.050694979114710034
ACH-000238,-0.040158654295829904
ACH-000242,-0.05514659173740925
ACH-000243,-0.006143388683383186
ACH-000244,0.0057762667594113545
ACH-000246,-0.0932118095314886
ACH-000248,-0.03277201254650551
ACH-000250,0.0295534196880956
ACH-000251,0.07726956603605534
ACH-000252,-0.07809950444968197
ACH-000253,0.022519240512283628
ACH-000255,-0.0227738984938988
ACH-000256,-0.07707319584035556
ACH-000257,-0.03934678038618153
ACH-000258,-0.08771312681140807
ACH-000259,-0.04263687346496568
ACH-000260,-0.010738363130937506
