,CAMTA2 (23125)
ACH-000004,-0.08361669075932568
ACH-000005,0.008217155214154883
ACH-000007,0.008259138393546509
ACH-000009,-0.26371702858196744
ACH-000011,0.10263909771686637
ACH-000012,-0.11795091618782302
ACH-000013,-0.09920891158153476
ACH-000014,-0.03504034668874043
ACH-000015,-0.17099498248714248
ACH-000017,-0.09556528794614502
ACH-000018,-0.041442747323207386
ACH-000019,-0.024651055717808592
ACH-000021,-0.02681435146056635
ACH-000022,-0.1924901771685058
ACH-000025,-0.08518799342548647
ACH-000028,0.05238389848062283
ACH-000030,0.04749825771986396
ACH-000035,-0.07821347821547381
ACH-000036,-0.1697857092131055
ACH-000037,0.01685068426579216
ACH-000039,-0.012119618998432108
ACH-000040,-0.1477009857826994
ACH-000041,-0.13094848702350287
ACH-000042,-0.2077910873212216
ACH-000045,-0.03796893351464604
ACH-000047,-0.09216088049007397
ACH-000052,-0.2327802525355792
ACH-000053,-0.08138669922172444
ACH-000054,-0.15130510268767305
ACH-000055,-0.1562810074662472
ACH-000060,-0.1874937534639774
ACH-000067,-0.14343912377062185
ACH-000070,-0.03554863121504457
ACH-000075,0.09613699496286968
ACH-000078,0.007226211182720837
ACH-000082,-0.18675395265212924
ACH-000085,-0.4312753079144884
ACH-000086,-0.012847356791679412
ACH-000087,0.053836410588164685
ACH-000092,0.05141872008623501
ACH-000095,-0.07026534789947643
ACH-000097,-0.13226529454643812
ACH-000098,-0.13790672267519016
ACH-000099,-0.1298956137460831
ACH-000108,-0.09301758473337374
ACH-000113,-0.08933756403145156
ACH-000116,-0.021737287277289637
ACH-000118,-0.12025171628963108
ACH-000120,-0.050529774013831234
ACH-000123,-0.004869294137821797
ACH-000127,0.014440235301522684
ACH-000128,-0.05172573758676313
ACH-000132,-0.0016818264689627631
ACH-000133,-0.11845947258159772
ACH-000137,-0.09947099860849223
ACH-000138,-0.14336018672168035
ACH-000142,-0.03806614615958349
ACH-000143,0.0624862067915427
ACH-000146,-0.023773246822033932
ACH-000148,-0.06099738176332897
ACH-000150,-0.030621289058350813
ACH-000152,-0.017499850206446562
ACH-000153,-0.05416820580472775
ACH-000159,0.00476995737583704
ACH-000160,-0.053668742255342405
ACH-000163,0.07003017292811138
ACH-000167,-0.18495755641151426
ACH-000168,-0.26916575712484325
ACH-000169,0.002914424787990313
ACH-000178,-0.1015077333651784
ACH-000183,0.0015078332437982252
ACH-000188,-0.2948314905652863
ACH-000189,0.04755828843293247
ACH-000190,-0.0707337045391901
ACH-000198,-0.07361800383118243
ACH-000203,0.028098449348889214
ACH-000204,0.09476272929502287
ACH-000206,-0.08181908756586237
ACH-000207,-0.2324704371775441
ACH-000208,-0.4019241999841156
ACH-000210,-0.20254673955383484
ACH-000211,-0.08493258635460442
ACH-000215,-0.07441228153300784
ACH-000221,-0.11583532541017087
ACH-000222,0.06285455009515234
ACH-000223,-0.003310646109566936
ACH-000226,-0.031520498784858485
ACH-000227,-0.1662163941131934
ACH-000228,-0.10277682956553587
ACH-000231,-0.04528704236468245
ACH-000232,0.062304985880762914
ACH-000233,-0.016119048225879243
ACH-000234,-0.03955828254230465
ACH-000235,-0.10050810854370007
ACH-000237,-0.11290573892440148
ACH-000238,-0.08053923495937954
ACH-000242,0.11992153663343802
ACH-000243,-0.11658022996142288
ACH-000244,-0.1447458045424805
ACH-000246,-0.02124366412413702
ACH-000248,0.025689311007727485
ACH-000250,-0.16044019151606542
ACH-000251,-0.06663103495756054
ACH-000252,-0.053185544271307936
ACH-000253,-0.02565872974041608
ACH-000255,-0.005710568093332194
ACH-000256,-0.16288658681155044
ACH-000257,-0.12951224209001913
ACH-000258,0.026551840154292985
ACH-000259,-0.07864832458054571
ACH-000260,0.003427595571203336
ACH-000261,0.0529477366782618
ACH-000262,-0.14791080265951606
ACH-000263,-0.003434889326072628
ACH-000264,-0.09794791375241098
ACH-000265,0.032431845658959485
ACH-000266,-0.08446683532668392
ACH-000272,-0.11215081424361434
ACH-000274,-0.11842628732034136
