,ASZ1 (136991)
ACH-000335,-0.3453307485201797
ACH-000336,-0.13717284809163355
ACH-000337,0.029758843719109727
ACH-000338,0.06535762526534522
ACH-000339,-0.15736513860265536
ACH-000341,-0.09883769871911473
ACH-000348,-0.10655120361982484
ACH-000350,-0.011448782649310582
ACH-000352,-0.09352275206266447
ACH-000356,-0.8950449093262672
ACH-000361,-0.16914286578431706
ACH-000362,-0.0317222824331068
ACH-000363,-0.01675078345410979
ACH-000364,-0.15610574013771591
ACH-000365,-0.22459605227774376
ACH-000366,-0.1267693111847579
ACH-000368,-0.2087156831196552
ACH-000374,-0.137858099770818
ACH-000375,-0.04920157574378888
ACH-000376,-0.08424238929694479
ACH-000381,-0.1042365133597898
ACH-000383,-0.15261695910029272
ACH-000387,-0.2700142643593574
ACH-000389,-0.08752992048009392
ACH-000390,-0.06570122711096159
ACH-000393,-0.055525805875654484
ACH-000395,0.014820263006176441
ACH-000396,0.05736585801859422
ACH-000397,-0.1932471055392856
ACH-000401,-0.38030209339919496
ACH-000402,-0.35758621440189275
ACH-000403,-0.17311095072268873
ACH-000404,-0.4319945052982677
ACH-000406,-0.1163511154524004
ACH-000407,-0.20614760065383836
ACH-000408,0.005712320325428046
ACH-000410,-0.08043433353452634
ACH-000411,-0.2056534630513322
ACH-000414,-0.11055021114378344
ACH-000415,-0.14301087256983455
ACH-000416,-0.1082542003989171
ACH-000420,-0.18130827651596826
ACH-000421,-0.029745039988390107
ACH-000424,0.00041949676999336334
ACH-000425,-0.04931297988711069
ACH-000426,0.011384291172015427
ACH-000427,-0.08326645678506939
ACH-000433,-0.16062236325387036
ACH-000435,-0.33787572834580426
ACH-000436,-0.2300987224763786
ACH-000444,0.014716515308244712
ACH-000445,-0.25922369755522506
ACH-000448,-0.16434210858957704
ACH-000450,-0.15644826258985725
ACH-000452,-0.1529350521984613
ACH-000454,0.10801658547881993
ACH-000458,-0.1042614295073474
ACH-000459,-0.15921093561934244
ACH-000460,-0.15135521524217546
ACH-000461,-0.10155584989230586
ACH-000463,-0.06608760441117023
ACH-000464,-0.10699549870617883
ACH-000466,-0.10615530069074214
ACH-000467,-0.1179477249041498
ACH-000468,-0.1976657335419738
ACH-000469,-0.1381942330262188
ACH-000470,-0.06492579165959096
ACH-000471,-0.13077137644600945
ACH-000472,-0.08566933086281155
ACH-000473,-0.050879142389047935
ACH-000475,-0.15835228717431885
ACH-000476,-0.06424625674367655
ACH-000477,-0.1900054490080782
ACH-000479,-0.12488015119791228
ACH-000480,-0.13271098365711148
ACH-000481,-0.10747590695878648
ACH-000483,-0.1285008725423911
ACH-000484,-0.17003186998638847
ACH-000485,-0.2166587108969783
ACH-000486,-0.03818819464837965
ACH-000487,-0.15588571158613154
ACH-000488,-0.1235658354984106
ACH-000490,-0.16766848982869526
ACH-000491,-0.19480183072230733
ACH-000495,-0.06855157412698787
ACH-000496,-0.06470577797692285
ACH-000499,-0.20425011263001933
ACH-000500,-0.054122232300979324
ACH-000502,-0.15294008662850364
ACH-000503,-0.002804838155130209
ACH-000505,-0.19637250965690853
ACH-000507,0.015540671691100991
ACH-000510,-0.1761683661039713
ACH-000511,-0.14112818006583658
ACH-000512,-0.1641143813477489
ACH-000516,-0.12774687128022288
ACH-000517,-0.048999803546988435
ACH-000518,-0.15189658256503558
ACH-000520,-0.14937261595794352
ACH-000521,-0.10073118469188884
ACH-000522,-0.14599003026733676
ACH-000524,-0.09002792490860438
ACH-000527,-0.068628921107027
ACH-000528,-0.12462282853260953
ACH-000537,-0.08995129329328329
ACH-000541,-0.08396824252111693
ACH-000542,-0.17222156667805089
ACH-000544,-0.10551150937250983
ACH-000545,-0.14427893686720128
ACH-000547,-0.015098254366831525
ACH-000548,-0.17710525452488673
ACH-000549,-0.2303381151875925
ACH-000550,-0.12740725947541126
ACH-000552,-0.10531362084614597
ACH-000556,-0.06670897432742673
ACH-000557,-0.17126004306889234
ACH-000569,-0.18508129132080112
ACH-000570,-0.09817736633737092
ACH-000571,-0.08931327230517079
ACH-000573,-0.18434015918014726
ACH-000576,-0.06091305702618235
ACH-000579,-0.04910223675637528
ACH-000580,-0.1250202512151059
ACH-000584,-0.09681583052825644
ACH-000585,-0.09869115945171594
ACH-000588,-0.10754211055241304
ACH-000589,-0.07037470034578013
ACH-000591,-0.0944008746478323
ACH-000593,-0.2155355035235174
ACH-000600,-0.1587227538979707
ACH-000601,-0.05076317714051435
ACH-000605,-0.11168059419159708
ACH-000606,-0.29293160102930016
ACH-000608,-0.13972284904693918
ACH-000614,-0.2210204849372807
ACH-000616,-0.5668429352338921
ACH-000618,-0.12232686308684605
ACH-000619,-0.020932717174106892
ACH-000620,-0.08906223421402144
ACH-000621,-0.20579079569550726
ACH-000622,-0.06419207537115369
ACH-000623,-0.06135295125212305
ACH-000624,-0.1589660670776334
ACH-000627,-0.13917261103559686
ACH-000630,-0.1466150072624203
ACH-000631,-0.2455823581308948
ACH-000632,-0.15701267169516026
ACH-000633,-0.03453709642657965
ACH-000637,-0.05289195678054998
ACH-000638,0.00017729495328121976
ACH-000646,-0.023058899444091827
ACH-000647,-0.02859640476823028
ACH-000648,-0.18535364330810505
ACH-000649,-0.19338645094266704
ACH-000651,-0.057995821277963
ACH-000652,-0.07905467733736743
ACH-000653,-0.1007581865967584
ACH-000657,-0.16456500823511128
ACH-000658,-0.07134550000890512
ACH-000661,-0.14158233361840006
ACH-000662,0.06990824072328236
ACH-000663,-0.09548269161452866
ACH-000665,-0.060049952753444436
ACH-000671,-0.14545763924333666
ACH-000672,-0.30650981170998376
ACH-000673,-0.2258880574388353
ACH-000676,-0.12043175885470482
ACH-000677,-0.1870047640925974
ACH-000681,-0.14899715501104924
ACH-000683,-0.06218045614558219
ACH-000684,-0.2520669926719945
ACH-000688,-0.15092592984875014
ACH-000693,-0.1519624000419053
ACH-000694,-0.1328236362257854
ACH-000695,-0.15907766761907624
ACH-000696,-0.2128291328536585
ACH-000697,-0.18189262624820052
ACH-000699,-0.1452521319596425
ACH-000701,-0.19198420606485653
ACH-000706,-0.15297463880276774
ACH-000711,-0.13318439897051332
ACH-000713,-0.10805823864544843
ACH-000714,-0.18485944635544105
ACH-000718,-0.15962063538443966
ACH-000720,-0.04768831688652438
ACH-000721,-0.10517413742095204
ACH-000724,-0.17958584832450286
ACH-000725,-0.061897747420123925
ACH-000732,-0.021383809229601747
ACH-000734,-0.1087801552093801
ACH-000735,-0.13164012696432556
ACH-000736,-0.15391649182346134
ACH-000738,-0.12048713720849473
ACH-000746,-0.09050093870371524
ACH-000747,-0.09491212069748788
ACH-000748,-0.128614917015901
ACH-000753,-0.12839708997409058
ACH-000756,0.03059673131114045
ACH-000757,-0.006395966216759201
ACH-000758,-0.13255253568763214
ACH-000760,-0.09478489904965734
ACH-000762,-0.03881464826789534
ACH-000763,-0.10423786113603332
ACH-000764,0.09017618482083098
ACH-000765,-0.12021423522705872
ACH-000766,-0.19642932544914946
ACH-000767,-0.04169521294461688
ACH-000768,-0.1849974139189504
ACH-000769,-0.16067558047156846
ACH-000770,-0.1258890429608942
ACH-000771,-0.17988029035790934
ACH-000773,-0.15384797931054692
ACH-000776,-0.1377419544178516
ACH-000777,-0.026738271680039564
ACH-000778,-0.03986101649371127
ACH-000781,-0.04764781424873065
ACH-000782,-0.2742336624541128
ACH-000783,-0.05565599490256402
ACH-000784,-0.18055593797079095
ACH-000785,0.023219817530073357
ACH-000787,-0.07159699266687862
ACH-000788,-0.16653908119346272
ACH-000791,-0.08488028510579848
ACH-000792,-0.09456361288976707
ACH-000794,-0.029013646522166526
ACH-000796,-0.09388526793730308
ACH-000798,-0.08648497902181099
ACH-000799,-0.24645289308942664
ACH-000800,-0.2713124942950577
ACH-000802,-0.06397404522806496
ACH-000804,-0.06291645964843345
ACH-000805,-0.02674798709769494
ACH-000809,-0.08094915582686123
ACH-000810,-0.3290884609365136
ACH-000811,-0.11499389958547425
ACH-000817,0.10344878619671397
ACH-000819,-0.03716373407909255
ACH-000820,0.0007043547323226601
ACH-000821,0.07994209193323037
ACH-000822,-0.16541283910803886
ACH-000823,-0.22221084447417405
ACH-000824,-0.15192692845088138
ACH-000827,-0.232912646769952
ACH-000829,-0.0911607843228091
ACH-000831,-0.12798090435313902
ACH-000832,-0.17913349817822494
ACH-000833,0.17899531486548018
ACH-000834,-0.04229918007121025
ACH-000835,-0.0955334526167291
ACH-000836,0.020585105337278246
ACH-000837,-0.06693181074159263
ACH-000838,-0.08517128637308191
ACH-000839,-0.13302749636904218
ACH-000840,-0.10850424444893904
ACH-000841,-0.216390895433314
ACH-000843,-0.09874180667636198
ACH-000846,-0.13255861706510252
ACH-000847,-0.05934293089986764
ACH-000848,-0.17870308302198945
ACH-000849,-0.1807223893281988
ACH-000851,-0.12393791394879157
ACH-000855,-0.17119116595570935
ACH-000856,-0.1024332887445949
ACH-000858,-0.04854310594994688
ACH-000859,-0.0865775117375402
ACH-000861,-0.06571509080418181
ACH-000862,-0.08999684682672829
ACH-000865,-0.1618428874025475
ACH-000866,-0.11234363081845536
ACH-000867,-0.08327761692578542
ACH-000869,-0.0970663580672552
ACH-000872,-0.01592785963024972
ACH-000873,-0.14458987650760954
ACH-000876,-0.06939544710609395
ACH-000878,-0.14834658142070026
ACH-000880,-0.05100878054528527
ACH-000881,-0.08954595345645068
ACH-000882,-0.11683997667094805
ACH-000884,-0.226310430037663
ACH-000885,-0.08790295231029026
ACH-000887,-0.10346798315672012
ACH-000889,-0.14506452099146872
ACH-000896,-0.1188722270956598
ACH-000898,-0.061640909013319124
ACH-000900,-0.004403371771888352
ACH-000901,-0.12017168342768557
ACH-000905,-0.2020736965151249
ACH-000906,-0.1372296985519151
ACH-000907,-0.26040112829146705
ACH-000910,-0.11182172033962584
ACH-000911,-0.015384583309715602
ACH-000912,-0.1180323384730679
ACH-000913,-0.0621691812760909
ACH-000915,-0.18992524908242828
ACH-000916,-0.42720117912118816
ACH-000917,-0.02341285766735409
ACH-000920,-0.15233934276266084
ACH-000921,-0.15059473762569944
ACH-000924,-0.08399101739329504
ACH-000926,-0.1798401298990812
ACH-000928,-0.14847521465947106
ACH-000929,-0.20765001430869248
ACH-000932,-0.22229888507177112
ACH-000935,-0.23013496574298345
ACH-000936,-0.058577340663377775
ACH-000937,-0.16101262371299369
ACH-000938,-0.14037128574296004
ACH-000939,0.09328571170092556
ACH-000941,-0.1303121262472714
ACH-000943,-0.14970838265768685
ACH-000946,-0.12698994335055908
ACH-000947,-0.1676977471533006
ACH-000948,-0.12869130791243394
ACH-000950,-0.08889721566804815
ACH-000953,-0.062136970766687324
ACH-000954,0.031015152536278838
ACH-000957,-0.10217108608869932
ACH-000958,-0.10156042819760316
ACH-000960,-0.1304709779473509
ACH-000963,-0.2220263845968582
ACH-000968,-0.025503951495730943
ACH-000969,-0.14802840681892546
ACH-000972,0.059719640537385675
ACH-000973,-0.10372736284434493
ACH-000974,-0.14306973427417352
ACH-000978,-0.20750114271733627
ACH-000984,-0.03726338880710922
ACH-000986,-0.11348163703549675
ACH-000988,-0.3329326067845929
ACH-000993,-0.1832018393146276
ACH-000994,-0.1811951266045298
ACH-000996,-0.016068083921193937
ACH-001001,-0.2282791738181982
ACH-001020,0.3790961266343397
ACH-001028,0.009955990840150341
ACH-001031,-0.08807639819004824
ACH-001038,-0.1394833759116514
ACH-001048,-0.0977788614292348
ACH-001050,-0.19570839158770692
ACH-001053,-0.07974823005163315
ACH-001054,-0.05996442203315755
ACH-001061,-0.06673670915047017
ACH-001067,-0.08624895069087514
ACH-001075,-0.09013400862564858
ACH-001096,-0.1988442684046439
ACH-001111,-0.10265863869047633
ACH-001119,-0.17529169273541018
ACH-001128,0.5126219494799382
ACH-001134,-0.18374497716996932
ACH-001151,-0.08945422255431315
ACH-001163,-0.14835111162132686
ACH-001164,-0.06904822696117953
ACH-001183,-0.14199242873671178
ACH-001192,-0.2492494663338451
ACH-001193,-0.3279730522959003
ACH-001196,-0.12486257247202892
ACH-001197,-0.12306685394353238
ACH-001205,-0.32849057766331885
ACH-001211,-0.11410974212489924
ACH-001212,-0.13079649211224545
ACH-001228,-0.024187585574682268
ACH-001232,-0.06323056755969067
ACH-001239,-0.209357182198846
ACH-001270,-0.1297258451824624
ACH-001274,-0.1715004423832704
ACH-001275,-0.14713942256889992
ACH-001277,-0.2682758255249373
ACH-001278,-0.06543831789124059
ACH-001280,-0.16545356434537015
ACH-001283,-0.14869680235100027
ACH-001289,-0.1505438498823927
ACH-001300,-0.11525336829119365
ACH-001301,-0.08069307172986648
ACH-001302,-0.08727199279328691
ACH-001306,-0.21870417176464368
ACH-001318,-0.034565699314803494
ACH-001322,-0.18964785767467887
ACH-001328,-0.14811474429924146
ACH-001332,-0.20076586514463196
ACH-001336,-0.13201656106462398
ACH-001346,-0.14217517103517546
ACH-001353,-0.06892521885377634
ACH-001354,-0.2170261487020736
ACH-001367,-0.07681593783164324
ACH-001368,-0.1657051156048577
ACH-001374,-0.318468234982257
ACH-001377,-0.15620193432805074
ACH-001380,-0.14284034928407038
ACH-001391,-0.061080043594707985
ACH-001408,-0.1382573237491543
ACH-001430,-0.2882629664892846
ACH-001431,-0.21059291446474512
ACH-001450,0.017764765377829925
ACH-001496,0.05463838589657341
ACH-001500,-0.050166981724833706
ACH-001523,-0.2400237319273209
ACH-001532,-0.20424699958627196
ACH-001550,0.05522518250647454
ACH-001552,0.04552316838856632
ACH-001554,-0.1446315087959463
ACH-001654,-0.1713287802793917
ACH-001735,-0.1267442984654039
ACH-001736,-0.009449218673401094
ACH-001737,-0.21967816937225249
ACH-001740,-0.0792350555012262
ACH-001745,-0.1743933834673609
ACH-001765,-0.16582764941635456
