,PRIM1 (5557)
ACH-000004,-1.3047007155363002
ACH-000005,-1.009171557330906
ACH-000007,-1.0767490894067986
ACH-000009,-1.1790753984319062
ACH-000011,-0.8726556097344402
ACH-000012,-1.1513779260598402
ACH-000013,-1.1110266261103978
ACH-000014,-0.9611886271345008
ACH-000015,-0.9232782854294002
ACH-000017,-1.2960782628393697
ACH-000018,-1.1099233772598436
ACH-000019,-1.146090750864461
ACH-000021,-1.1135215540511203
ACH-000022,-1.0479269632546224
ACH-000025,-0.9100058845277093
ACH-000028,-0.8805145580069352
ACH-000030,-1.1049047426307803
ACH-000035,-0.9877556736788238
ACH-000036,-1.0535563868910969
ACH-000037,-1.2758074385491034
ACH-000039,-1.047327148648984
ACH-000040,-0.8991310564707976
ACH-000041,-1.0519020751073591
ACH-000042,-1.1961459738680809
ACH-000045,-0.9985831603931059
ACH-000047,-1.0466535984725789
ACH-000052,-1.0968977261947472
ACH-000053,-1.2165019942557491
ACH-000054,-0.9878764081563688
ACH-000055,-0.967325259693917
ACH-000060,-0.9562498058108606
ACH-000067,-1.0013063083564542
ACH-000070,-1.043628084386055
ACH-000075,-1.1622649894387334
ACH-000078,-1.2703426256555002
ACH-000082,-1.2710419140285951
ACH-000085,-1.1916802645506417
ACH-000086,-0.9344534641351716
ACH-000087,-1.0172667636515198
ACH-000092,-1.160321785762901
ACH-000095,-1.1850317238903685
ACH-000097,-1.1988507616707895
ACH-000098,-1.0752665712435885
ACH-000099,-1.0735532112057102
ACH-000108,-1.0492497329581223
ACH-000113,-1.1306682146533285
ACH-000116,-1.07138037936664
ACH-000118,-1.1033430617762832
ACH-000120,-0.9781143802896596
ACH-000123,-1.0154186682858846
ACH-000127,-0.9745736260385718
ACH-000128,-1.0448241171527173
ACH-000132,-1.103602153320231
ACH-000133,-1.085499491420307
ACH-000137,-1.3137166540627163
ACH-000138,-1.0041527734432176
ACH-000142,-0.9825227656115796
ACH-000143,-1.2928637156260845
ACH-000146,-1.4313516720090356
ACH-000148,-1.0239584170053415
ACH-000150,-1.2448661079378602
ACH-000152,-1.2202841922225292
ACH-000153,-1.4350492832477992
ACH-000159,-1.1088440720303747
ACH-000160,-1.1035553149847697
ACH-000163,-0.9926227412214772
ACH-000167,-2.023758854003753
ACH-000168,-1.2316489400592712
