,CKAP2 (26586)
ACH-000004,-0.2574754788765106
ACH-000005,-0.11606988924873833
ACH-000007,-0.4344328793464589
ACH-000009,-0.17373759055701293
ACH-000011,-0.5782200632222536
ACH-000012,-0.4221980522554221
ACH-000013,-0.3206667232519936
ACH-000014,-0.3354612703133548
ACH-000015,-0.2489909170708635
ACH-000017,-0.3017194858370664
ACH-000018,-0.16705355294108828
ACH-000019,0.032592483070355366
ACH-000021,-0.1476336070290454
ACH-000022,-0.188071587975482
ACH-000025,-0.3689114656674611
ACH-000028,-0.1184172876813218
ACH-000030,-0.20769787757098376
ACH-000035,-0.3399581954418113
ACH-000036,-0.5059533336780124
ACH-000037,-0.20178771433600315
ACH-000039,-0.4753314385758998
ACH-000040,-0.3128030341584159
ACH-000041,-0.04812160675449628
ACH-000042,-0.17607261801890262
ACH-000045,-0.12478612741896895
ACH-000047,-0.19930037097621725
ACH-000052,-0.02743133289904265
ACH-000053,-0.2168729184256936
ACH-000054,-0.23335769956409935
ACH-000055,-0.349628474600731
ACH-000060,-0.21168185935846426
ACH-000067,-0.5614664451161225
ACH-000070,-0.2773754571924729
ACH-000075,-0.392897491330138
ACH-000078,-0.5165619562286163
ACH-000082,-0.2315555699317013
ACH-000085,-0.06931869562254953
ACH-000086,-0.3047292157797121
ACH-000087,-0.18342551564842624
ACH-000092,-0.30885992185736616
ACH-000095,-0.29216975689451546
ACH-000097,-0.42430573487303497
ACH-000098,-0.30802606474791233
ACH-000099,-0.14262723129663535
ACH-000108,-0.18132159313754587
ACH-000113,-0.2733347895963905
ACH-000116,-0.2861349704063701
ACH-000118,-0.2170735855328832
ACH-000120,-0.0487654225817336
ACH-000123,-0.16706690374693536
ACH-000127,-0.32265071578861554
ACH-000128,-0.20923497706411334
ACH-000132,-0.4440900133594257
ACH-000133,-0.2671468012363292
ACH-000137,-0.26323374439612685
ACH-000138,-0.1637601703801337
ACH-000142,-0.26311377143673625
ACH-000143,-0.1577366953623378
ACH-000146,-0.3611477795591276
ACH-000148,-0.343142319690421
ACH-000150,-0.194855164730776
ACH-000152,-0.3048465569369877
ACH-000153,-0.055728306631689435
ACH-000159,-0.2790884920838993
ACH-000160,-0.3343543514804224
ACH-000163,-0.33474347748467365
ACH-000167,-0.42230964162840695
ACH-000168,-0.3084875307923315
ACH-000169,-0.3821883459346125
ACH-000178,-0.17615779166556164
ACH-000183,-0.12470928890797416
ACH-000188,-0.4182862169649912
ACH-000189,-0.07314144167236537
ACH-000190,-0.0563736178810746
ACH-000198,-0.17437067129751824
ACH-000203,-0.456378532222833
ACH-000204,-0.2826844851156189
ACH-000206,-0.29039053148116584
ACH-000207,-0.2121649254140686
ACH-000208,-0.16438291274538033
ACH-000210,-0.19419095484567694
ACH-000211,-0.2628563005576189
ACH-000215,-0.24450037228304555
ACH-000221,-0.050928301923987486
ACH-000222,-0.02507221331044737
ACH-000223,-0.5102963718038325
ACH-000226,-0.26656062469086195
ACH-000227,-0.2953500283845568
ACH-000228,-0.4915655947153448
ACH-000231,-0.2509434646792829
ACH-000232,-0.2674832433370968
ACH-000233,-0.26822336780659045
ACH-000234,-0.3998396545892777
ACH-000235,-0.248142811039046
ACH-000237,-0.4674413967279007
ACH-000238,-0.2882025565885667
ACH-000242,-0.0963669603896476
ACH-000243,-0.14956750297153093
ACH-000244,-0.14774289369928742
ACH-000246,-0.2469420141127463
ACH-000248,-0.19015865366563486
ACH-000250,-0.22512018085748306
ACH-000251,-0.4719804999752609
ACH-000252,-0.3455618400042013
ACH-000253,-0.3242230652792467
ACH-000255,-0.29952165504125555
