,EDDM3A (10876)
ACH-000004,0.17713074986802713
ACH-000005,-0.024506919213128715
ACH-000007,0.16944625969892474
ACH-000009,0.07997213218733147
ACH-000011,0.1010004004683253
ACH-000012,0.16412408162918865
ACH-000013,0.09132078200958216
ACH-000014,-0.016656465572822368
ACH-000015,0.05207719266474714
ACH-000017,0.0859208684194447
ACH-000018,0.137831426095992
ACH-000019,0.10210910741221703
ACH-000021,0.2186478682756744
ACH-000022,0.2239379119182032
ACH-000025,0.10735272861725484
ACH-000028,0.1586732166899145
ACH-000030,0.10294877431852496
ACH-000035,0.17324000390271116
ACH-000036,0.2064233327920293
ACH-000037,0.05867461084952332
ACH-000039,0.16829793226012685
ACH-000040,0.06763626374773328
ACH-000041,-0.03975273595839747
ACH-000042,0.2830147548835055
ACH-000045,0.11161947935420856
ACH-000047,0.13571558845141185
ACH-000052,0.13354617660681914
ACH-000053,0.08838540196307942
ACH-000054,0.03193039663242548
ACH-000055,0.3154785432475057
ACH-000060,0.15149981174146585
ACH-000067,0.1308344505881974
ACH-000070,0.2788461897752945
ACH-000075,0.1236449976123008
ACH-000078,0.12055815380831587
ACH-000082,0.07714782657240822
ACH-000085,0.0938996980884613
ACH-000086,0.1393345984887266
ACH-000087,-0.08088165113619447
ACH-000092,0.09237698327958677
ACH-000095,0.10376347245405046
ACH-000097,0.08115470241652366
ACH-000098,0.1435349933289262
ACH-000099,0.188358601917772
ACH-000108,0.09353753399812094
ACH-000113,0.08124654518436107
ACH-000116,0.3763929782216921
ACH-000118,0.10027482005235668
ACH-000120,0.08006418957141741
ACH-000123,0.12119137938183536
ACH-000127,0.08636214848857618
ACH-000128,0.13946524019623327
ACH-000132,0.2400082920335853
ACH-000133,0.1225969827951364
ACH-000137,0.1068482527975648
ACH-000138,0.2160006154355656
ACH-000142,0.3097749570932817
ACH-000143,0.11728151373813475
ACH-000146,0.046801852643279615
ACH-000148,0.1527375008903916
ACH-000150,0.21764304002129325
ACH-000152,0.1636505192653844
ACH-000153,0.2725242832571197
ACH-000159,0.13833700060722304
ACH-000160,-0.13367784209275804
ACH-000163,0.16325630093615404
ACH-000167,0.18677386964126105
ACH-000168,0.07219447347945193
ACH-000169,0.0953702665088229
ACH-000178,0.20508096619920868
ACH-000183,0.11588364973169578
ACH-000188,0.18700056974637325
ACH-000189,0.0072157132291525376
ACH-000190,0.20623366816597136
ACH-000198,0.10674410288739904
ACH-000203,0.3798561445838667
ACH-000204,0.4468808018716319
ACH-000206,0.13125938366002524
ACH-000207,0.2686962804485568
ACH-000208,0.30577707469026155
ACH-000210,0.10313083000741037
ACH-000211,0.14410679905476734
ACH-000215,0.15678347563593614
ACH-000221,0.16114568229569892
ACH-000222,0.23978384034779626
ACH-000223,0.2151651268872528
ACH-000226,0.09665210761426753
ACH-000227,0.21226796535503306
ACH-000228,0.12999891599051028
ACH-000231,0.16210000890496304
ACH-000232,0.0625199591000175
ACH-000233,0.10822206972735808
ACH-000234,0.11397637710661697
ACH-000235,0.12569965986896167
ACH-000237,0.172967065624861
ACH-000238,0.14940535968936694
ACH-000242,0.3429011720000823
ACH-000243,0.08561820248266658
ACH-000244,0.1207428903227055
ACH-000246,0.05751002010724834
ACH-000248,0.12621205418314793
ACH-000250,0.07484675425407658
ACH-000251,0.05782591773231624
ACH-000252,0.06442901516498369
ACH-000253,0.16481223136933235
ACH-000255,0.16404836516572308
ACH-000256,0.07931392666495234
ACH-000257,0.18226166571077215
ACH-000258,0.19693305334362948
ACH-000259,0.11399381471564365
ACH-000260,0.06671645284004253
ACH-000261,0.10348615291966053
ACH-000262,0.258987874165095
ACH-000263,-0.15096968650040538
ACH-000264,0.15362982794250124
ACH-000265,0.05291776713121691
ACH-000266,0.22246169849211
ACH-000272,0.1294333481092252
ACH-000274,0.18341713018557634
ACH-000277,0.04198926980984498
ACH-000278,0.05225755167058947
ACH-000279,0.02920783718524695
ACH-000280,0.1265231445495599
ACH-000281,0.2507603111680365
ACH-000288,0.13902560979709866
ACH-000291,0.2522822988413645
ACH-000293,0.1379719416251026
ACH-000294,0.08657221491162358
ACH-000295,0.12195186502990553
ACH-000296,0.1365703323317711
ACH-000302,0.20599779396921467
ACH-000304,0.08506462016423368
ACH-000307,0.19762387842746806
ACH-000308,0.20196159202530184
ACH-000310,0.09594010047555898
ACH-000311,0.14039897717144806
ACH-000312,0.273163587466657
ACH-000315,0.04248830748592152
ACH-000316,0.009478356697929131
ACH-000317,0.04757129428400752
ACH-000318,0.005913597671373593
ACH-000319,0.29453370448305083
ACH-000320,0.21364439752520584
ACH-000322,0.24306203117348446
ACH-000323,-0.045509748308164386
ACH-000324,0.14404874777290935
ACH-000329,0.16762324620500102
ACH-000330,0.1374188992867552
ACH-000331,0.2274464609209067
ACH-000332,0.24233286535927684
