,GHRHR (2692)
ACH-000004,0.061915146373682624
ACH-000005,-0.038292973934388005
ACH-000007,-0.2188180760285524
ACH-000009,0.004055940595916329
ACH-000011,-0.0525979988284496
ACH-000012,0.022033723931702737
ACH-000013,-0.0019967991185209713
ACH-000014,-0.17215311150357396
ACH-000015,-0.1138219436902304
ACH-000017,0.09626548403116957
ACH-000018,-0.02259816892913379
ACH-000019,0.10098547191300647
ACH-000021,0.0003350724668867068
ACH-000022,-0.09722507704831823
ACH-000025,0.006873763963202735
ACH-000028,0.05499323502303207
ACH-000030,0.0682507251026064
ACH-000035,-0.1159619731935242
ACH-000036,0.11611069394570002
ACH-000037,0.05172573037855208
ACH-000039,0.01936533749387731
ACH-000040,-0.020405425478086624
ACH-000041,-0.0305968904823548
ACH-000042,-0.10977574672731656
ACH-000045,0.054822816464360116
ACH-000047,-0.02287781876858863
ACH-000052,0.028193445520089313
ACH-000053,-0.06763808694049928
ACH-000054,-0.027969872017079532
ACH-000055,-0.14960716686808692
ACH-000060,0.07113038190281933
ACH-000067,0.12839820942527672
ACH-000070,0.08159103756525694
ACH-000075,0.015184174033920462
ACH-000078,-0.09597183234365267
ACH-000082,-0.013977348396677988
ACH-000085,-0.14560827133553148
ACH-000086,0.19572990495084566
ACH-000087,-0.03325485451040445
ACH-000092,0.07719723295411349
ACH-000095,0.04474722413951342
ACH-000097,0.04392372625780927
ACH-000098,-0.057007619938969724
ACH-000099,-0.026061216320060303
ACH-000108,0.0211213103999267
ACH-000113,-0.060666628453808165
ACH-000116,-0.02399768115924581
ACH-000118,0.08041557826396455
ACH-000120,-0.014817093278250525
ACH-000123,-0.015005194737670353
ACH-000127,-0.016344139064925822
ACH-000128,-0.12276184531993885
ACH-000132,0.1867748447376328
ACH-000133,-0.049466360935732666
ACH-000137,0.056046694846014364
ACH-000138,0.14199379320606753
ACH-000142,-0.10391907823964876
ACH-000143,0.005025712026350715
ACH-000146,-0.04991947162031582
ACH-000148,-0.009047885863656192
ACH-000150,0.030383431516690682
ACH-000152,-0.03840744309779827
ACH-000153,-0.10102471852189758
ACH-000159,0.04160548235276117
ACH-000160,-0.016353905175651606
ACH-000163,0.09992727715279204
ACH-000167,0.1885766028002292
ACH-000168,-0.04716964045463807
ACH-000169,-0.00012909243935184468
ACH-000178,-0.02072766971898211
ACH-000183,-0.057677979520444185
ACH-000188,-0.006926485721418296
ACH-000189,0.15602578965615016
ACH-000190,0.1665932917975201
ACH-000198,-0.04345812231072392
ACH-000203,0.04017158732615378
ACH-000204,-0.050500969332803895
ACH-000206,0.14358544881223434
ACH-000207,0.12509432335331
ACH-000208,-0.0680484072800977
ACH-000210,0.031301377457380465
ACH-000211,-0.000916088654780908
ACH-000215,0.01914046101030199
ACH-000221,-0.12264196228827592
ACH-000222,0.09301325824517218
ACH-000223,0.0044343891771674825
ACH-000226,0.06852719093453921
ACH-000227,0.059268976612406515
ACH-000228,-0.06030473680481305
ACH-000231,-0.010914129080422968
ACH-000232,0.09937592302260703
ACH-000233,0.032666673054137965
ACH-000234,0.03197093025663233
ACH-000235,-0.04435678975719677
ACH-000237,-0.028094943343246737
ACH-000238,0.010508878488438787
ACH-000242,0.10750346218324656
ACH-000243,-0.04785451770099746
ACH-000244,-0.1304581483805382
ACH-000246,0.00802199770661107
ACH-000248,0.008497000612638434
ACH-000250,-0.020338292314496968
