,EDIL3 (10085)
ACH-000004,-0.14775943676812653
ACH-000005,-0.6316590256840942
ACH-000007,-0.28863540433345475
ACH-000009,-0.13589687933676733
ACH-000011,-0.04554316596147937
ACH-000012,-0.17433105498390633
ACH-000013,-0.09739958135022926
ACH-000014,-0.2267682066441348
ACH-000015,-0.3203165834016379
ACH-000017,-0.0946795207552238
ACH-000018,-0.02699820754567732
ACH-000019,-0.20517820333636888
ACH-000021,-0.21315015121192712
ACH-000022,-0.11752040664241635
ACH-000025,-0.12084261506455042
ACH-000028,-0.21536563064136088
ACH-000030,-0.18381359720337
ACH-000035,-0.07251053228953527
ACH-000036,-0.2622065138157333
ACH-000037,-0.17056524175056878
ACH-000039,-0.17174384007544855
ACH-000040,-0.23115089784657744
ACH-000041,-0.2342641842910424
ACH-000042,-0.17300369349290326
ACH-000045,-0.225197684152865
ACH-000047,-0.05700704352057171
ACH-000052,-0.10674230437917286
ACH-000053,-0.15340778090050072
ACH-000054,-0.19543145663524614
ACH-000055,-0.4365144041250959
ACH-000060,-0.160985848275461
ACH-000067,-0.21927639785804506
ACH-000070,-0.2843821581653257
ACH-000075,-0.2106328522968993
ACH-000078,-0.07962316430066506
ACH-000082,-0.24245524067511845
ACH-000085,-0.043323159718251465
ACH-000086,-0.2525704247181935
ACH-000087,-0.2119009701235324
ACH-000092,-0.19620290624826847
ACH-000095,-0.15107647266648308
ACH-000097,-0.13249670301502744
ACH-000098,-0.18532007880553691
ACH-000099,-0.08918370334091899
ACH-000108,-0.2100196348023096
ACH-000113,-0.06359736208369021
ACH-000116,-0.19207099324806012
ACH-000118,-0.027086157738874718
ACH-000120,-0.010481334471216509
ACH-000123,-0.10723978853702973
ACH-000127,-0.15934466261023475
ACH-000128,-0.0718172482294108
ACH-000132,-0.18458242893242027
ACH-000133,-0.27118975581847543
ACH-000137,-0.1971437166650024
ACH-000138,-0.18354251208462696
ACH-000142,-0.21173528165382152
ACH-000143,-0.10693593397979206
ACH-000146,-0.1343902938223859
ACH-000148,-0.2643589835515394
ACH-000150,-0.34659726050470097
ACH-000152,-0.19791174898488773
ACH-000153,-0.05187931175933845
ACH-000159,-0.1856391273672457
ACH-000160,-0.2586950886220309
ACH-000163,-0.1901360006496836
ACH-000167,0.04838700930072864
ACH-000168,-0.0516270508861957
ACH-000169,-0.10626958294883923
ACH-000178,-0.09722918858793513
ACH-000183,-0.18401127751512986
ACH-000188,-0.14950591299721766
ACH-000189,-0.2165053094320797
ACH-000190,-0.2642588117614124
ACH-000198,-0.2130240670292596
ACH-000203,-0.0434642209219392
ACH-000204,-0.3244877860019108
ACH-000206,-0.12603002879287967
ACH-000207,-0.13626169175529482
ACH-000208,-0.10696184245328573
ACH-000210,-0.15152385348906272
ACH-000211,-0.14433295873978674
ACH-000215,-0.1848698173635146
ACH-000221,0.004954226185993719
ACH-000222,-0.20154174991967952
ACH-000223,-0.1995829586165018
ACH-000226,-0.1571029445535113
ACH-000227,-0.30675816167510306
ACH-000228,-0.2507815529307991
ACH-000231,-0.2124606651131
ACH-000232,-0.2294892214584148
ACH-000233,-0.2523122970047308
ACH-000234,-0.11395656015215705
ACH-000235,-0.2163320612144334
ACH-000237,-0.13439593993569324
ACH-000238,-0.1370880927047488
ACH-000242,-0.25193701368348337
ACH-000243,-0.15728387587196827
ACH-000244,-0.21970316787373573
ACH-000246,-0.3224387420607608
ACH-000248,-0.2060662951002923
ACH-000250,-0.1135230617769728
ACH-000251,-0.2861492667074818
ACH-000252,-0.09533728877491414
ACH-000253,-0.05302487501158496
ACH-000255,-0.16242931900136565
ACH-000256,-0.12533505348563315
ACH-000257,-0.1654740640307759
ACH-000258,-0.03859467895341662
ACH-000259,-0.1907843438211721
ACH-000260,-0.2565895206071684
ACH-000261,-0.07030084282172079
ACH-000262,-0.09812718788911384
ACH-000263,-0.30229336197626383
ACH-000264,-0.2427538708397165
ACH-000265,-0.13824805512100574
ACH-000266,-0.20299050590074807
ACH-000272,-0.12960830519770594
ACH-000274,-0.20203488280085213
ACH-000277,-0.12421437343790225
ACH-000278,-0.10692011772061087
ACH-000279,-0.202655855034146
ACH-000280,-0.20791618225715333
ACH-000281,-0.1120560011041166
ACH-000288,-0.04598762773889733
ACH-000291,-0.1948804612923535
ACH-000293,-0.2963914037251343
ACH-000294,-0.2090406456661126
ACH-000295,-0.22377919271007007
ACH-000296,-0.05629035379875641
ACH-000302,-0.1723322532236013
ACH-000304,-0.06476148131096512
ACH-000307,-0.22742060933980016
ACH-000308,-0.1868653741819404
ACH-000310,-0.18881092645241992
ACH-000311,-0.10351119072535206
ACH-000312,-0.056658434977250025
ACH-000315,-0.1086555652028785
ACH-000316,-0.19657127413964853
ACH-000317,-0.15864334531865515
ACH-000318,-0.16149249594713402
ACH-000319,-0.13793104420223742
ACH-000320,-0.3216588177668161
ACH-000322,-0.10566347626505357
ACH-000323,-0.007800753053979588
ACH-000324,-0.13636279164110765
ACH-000329,-0.2982344623060108
ACH-000330,-0.22067991830404102
ACH-000331,-0.17945892424948778
ACH-000332,-0.09758623235714664
ACH-000334,-0.2832012887932991
ACH-000335,-0.3769966386852711
ACH-000336,-0.3953678164039732
ACH-000337,0.045813727089674544
ACH-000338,-0.3890649087635861
ACH-000339,-0.05437912631296625
ACH-000341,-0.2299188224758217
ACH-000348,-0.222590036668045
ACH-000350,-0.23769665041306196
ACH-000352,-0.2248371832070686
ACH-000356,-0.27067312052806114
ACH-000361,-0.2673154892559487
ACH-000362,-0.10023579759517633
ACH-000363,-0.13307432333882538
ACH-000364,-0.2554802501593185
ACH-000365,-0.20275384718613876
ACH-000366,-0.22531852839888705
ACH-000368,-0.16597090893492722
ACH-000374,-0.1435174664375099
ACH-000375,-0.09289751549624067
ACH-000376,-0.07801110449823741
ACH-000381,-0.19283172873742052
ACH-000383,-0.18341400451509698
ACH-000387,-0.16337192415815965
ACH-000389,-0.2889487088050395
ACH-000390,-0.20397054871636824
ACH-000393,-0.2372037521554041
ACH-000395,-0.09447030792982293
ACH-000396,-0.16767093244338244
ACH-000397,-0.2694177935116847
ACH-000401,-0.16275899107426178
ACH-000402,-0.1517268929496399
ACH-000403,-0.0940917712833111
ACH-000404,-0.05925667940247455
ACH-000406,-0.1776286288792802
ACH-000407,-0.22073408404008368
ACH-000408,-0.1279207361323692
ACH-000410,-0.2473065268402329
ACH-000411,-0.1969024827069787
ACH-000414,-0.09375018826882206
ACH-000415,-0.09090912333003197
ACH-000416,-0.18621093299846075
ACH-000420,-0.17697473117039805
ACH-000421,-0.17928863540569834
ACH-000424,-0.3835858029303613
ACH-000425,-0.24703464949585055
ACH-000426,-0.17714123729945405
ACH-000427,-0.12264479951317753
ACH-000433,-0.2807416011454257
ACH-000435,-0.5019731415813291
ACH-000436,-0.2759751416178508
ACH-000444,-0.04442636284715956
ACH-000445,-0.3340644673298703
ACH-000448,-0.1056345683975353
ACH-000450,-0.19120647634551471
ACH-000452,-0.06952080196713188
ACH-000454,-0.044727083535211175
ACH-000458,-0.11061796200786383
ACH-000459,0.012408000293145515
ACH-000460,-0.22016854044375156
ACH-000461,-0.2306180548182568
ACH-000463,-0.10576849371567668
ACH-000464,0.07271634437400122
ACH-000466,-0.2543797705309209
ACH-000467,-0.12131414579391885
ACH-000468,-0.3158025626867943
ACH-000469,-0.0894374918191077
ACH-000470,-0.08740740409403633
ACH-000471,-0.2232933474584004
ACH-000472,-0.16573999794892785
ACH-000473,-0.121626538718739
ACH-000475,-0.2471623490662643
ACH-000476,-0.23082782244582545
ACH-000477,-0.19883894600748636
ACH-000479,0.04831692568449018
ACH-000480,-0.19741855335786526
ACH-000481,-0.2095318071303743
ACH-000483,-0.2160411205372223
ACH-000484,-0.13664150657062954
ACH-000485,-0.08428940258939993
ACH-000486,-0.14658983301223094
ACH-000487,-0.05419832302444458
ACH-000488,-0.22610791377239997
ACH-000490,-0.1405378300318572
ACH-000491,-0.1721940521582927
ACH-000495,-0.1883294755371948
ACH-000496,-0.12054592995035235
ACH-000499,-0.042637785507777526
ACH-000500,-0.0014189384012243836
ACH-000502,-0.12741417088315415
ACH-000503,-0.1990419431247172
ACH-000505,-0.20953410833532024
ACH-000507,-0.20895452634609696
ACH-000510,-0.26427079829119604
ACH-000511,-0.17968718319663796
ACH-000512,-0.1839523841564494
ACH-000516,-0.20476277919047825
ACH-000517,-0.14576322671835312
ACH-000518,-0.19504486624701567
ACH-000520,-0.3837324121305622
ACH-000521,-0.09959699154857793
ACH-000522,-0.20960885545683836
ACH-000524,-0.1835905531778089
ACH-000527,-0.16037381636045908
ACH-000528,-0.1258065307245893
ACH-000537,-0.18636109503132373
ACH-000541,-0.12265203150819785
ACH-000542,-0.136430014207132
ACH-000544,-0.3350566530741533
ACH-000545,-0.3265371756776321
ACH-000547,-0.2316224790170893
ACH-000548,-0.2357962908841676
ACH-000549,-0.06464108158600174
ACH-000550,-0.1656275031367222
ACH-000552,-0.28371444565042464
ACH-000556,-0.05535410849854047
ACH-000557,-0.1464910542927432
ACH-000569,-0.10630799087125123
ACH-000570,-0.13731440798066294
ACH-000571,-0.1452235483625797
ACH-000573,-0.08378462814064819
ACH-000576,-0.19702327668799416
ACH-000579,-0.22114801270321044
ACH-000580,-0.08677181289653496
ACH-000584,-0.12083068073129508
ACH-000585,-0.16077028332780016
ACH-000588,-0.06797687325970997
ACH-000589,-0.08363522816933634
ACH-000591,-0.14919849589930814
ACH-000593,-0.26979153114104515
ACH-000600,-0.08554132521368171
ACH-000601,-0.14681097836758247
ACH-000605,-0.30165304320319897
ACH-000606,-0.0802159668717355
ACH-000608,-0.1359658583986105
ACH-000614,-0.04729494526054854
ACH-000616,-0.14001187038888566
ACH-000618,-0.17407924462472496
ACH-000619,-0.14812551888473766
ACH-000620,-0.2757216780116138
ACH-000621,-0.11031343833418712
