,PHYKPL (85007)
ACH-000444,-0.14137142793770965
ACH-000445,-0.2020449589598516
ACH-000448,-0.1749816508210076
ACH-000450,-0.06260463415201357
ACH-000452,-0.08033649460753553
ACH-000454,-0.21708259581864744
ACH-000458,-0.04909953275590096
ACH-000459,0.042482051478999264
ACH-000460,-0.10185489161174792
ACH-000461,-0.1800829909000683
ACH-000463,-0.13685258178085427
ACH-000464,-0.12882044507135246
ACH-000466,-0.2499736446213321
ACH-000467,-0.14882116715486665
ACH-000468,-0.08983129796564371
ACH-000469,-0.11261236612021636
ACH-000470,-0.19166946392625367
ACH-000471,-0.12131369634430107
ACH-000472,-0.15514207627566687
ACH-000473,-0.1632300140312765
ACH-000475,-0.24440382880920306
ACH-000476,-0.046267688609656576
ACH-000477,-0.1004283538612042
ACH-000479,-0.3017769004749425
ACH-000480,-0.12889284330855372
ACH-000481,-0.02038438847481615
ACH-000483,-0.02775544422921884
ACH-000484,-0.2679383470605357
ACH-000485,-0.1409126374115481
ACH-000486,-0.09164626758112804
ACH-000487,-0.20622421279629105
ACH-000488,-0.11283125520962142
ACH-000490,-0.09209290778453126
ACH-000491,-0.1368507698531682
ACH-000495,-0.1643921705049971
ACH-000496,0.015272200362717437
ACH-000499,-0.18742703637726751
ACH-000500,-0.14541517508264315
ACH-000502,-0.1691618177741472
ACH-000503,-0.19602664878993464
ACH-000505,-0.15229669139765326
ACH-000507,-0.10432664354589308
ACH-000510,-0.12077208662875767
ACH-000511,-0.2896771554122597
ACH-000512,-0.103447522650884
ACH-000516,-0.17440125157887154
ACH-000517,-0.2351348932914757
ACH-000518,-0.02142219608747248
ACH-000520,-0.2082205670641578
ACH-000521,-0.23637810077428456
ACH-000522,-0.19726215406249384
ACH-000524,-0.08187673227323168
ACH-000527,-0.12719791828889598
ACH-000528,-0.14199990222413306
ACH-000537,-0.07082731756717511
ACH-000541,0.06976803028926469
ACH-000542,-0.07247493510086027
ACH-000544,-0.1857837543889618
ACH-000545,-0.1690185461223946
ACH-000547,-0.11536833423458233
ACH-000548,-0.1598386574705893
ACH-000549,-0.10071888383772253
ACH-000550,-0.11371402152055933
ACH-000552,-0.192774594218633
ACH-000556,-0.0971483380674466
ACH-000557,-0.21489196078408104
ACH-000569,-0.083607697010379
ACH-000570,-0.2128885865314846
ACH-000571,-0.21669554809560346
ACH-000573,-0.043864010651970174
ACH-000576,-0.06523287889073577
ACH-000579,-0.09392354548454218
ACH-000580,-0.0908682978689947
ACH-000584,-0.19536093017545889
ACH-000585,-0.2644033637598264
ACH-000588,0.02054224285819412
ACH-000589,-0.18225689274779208
ACH-000591,-0.0872667347852954
ACH-000593,-0.11101424487955668
ACH-000600,-0.15442234082354167
ACH-000601,-0.22312626771111135
ACH-000605,-0.0855360127171098
ACH-000606,-0.10488017768824442
ACH-000608,-0.18644104178078316
ACH-000614,-0.04495036576309033
ACH-000616,-0.022523066115155976
ACH-000618,-0.0627645309169111
ACH-000619,-0.20397219223512364
ACH-000620,-0.1332239334118539
ACH-000621,-0.15312803135973255
ACH-000622,0.01406539618874553
ACH-000623,-0.11132800538938167
ACH-000624,-0.0849702022455678
ACH-000627,-0.37545143891871535
ACH-000630,-0.12638924100535914
ACH-000631,-0.004386363627395453
ACH-000632,-0.12866287219622366
ACH-000633,-0.17368614402713947
ACH-000637,-0.029574556163285106
ACH-000638,0.0018920131810016031
ACH-000646,-0.2066352480960597
ACH-000647,-0.15204889927771367
ACH-000648,-0.2523854101704989
ACH-000649,-0.24705654547362335
ACH-000651,-0.06687202350817792
ACH-000652,-0.05726039660151246
ACH-000653,-0.19252914798692794
ACH-000657,-0.14958902952965095
ACH-000658,-0.2473370379808426
ACH-000661,-0.08370936940290634
ACH-000662,-0.12434705402225425
ACH-000663,-0.03269937527940692
ACH-000665,-0.02577869027717516
ACH-000671,-0.15396488671306294
ACH-000672,-0.4438359656189867
ACH-000673,-0.1373268749087566
ACH-000676,-0.14181462318649496
ACH-000677,-0.2695237438332625
ACH-000681,-0.10397632646978963
ACH-000683,-0.08906441112865952
ACH-000684,-0.06934960178298367
ACH-000688,-0.16027542583387436
ACH-000693,-0.1073521244368712
ACH-000694,-0.12877820412312274
ACH-000695,-0.2394241343959433
ACH-000696,-0.2249342979358148
ACH-000697,-0.18779096364778491
ACH-000699,-0.05225360436531703
ACH-000701,-0.13975918642937585
ACH-000706,-0.16746275437301494
ACH-000711,-0.15874263705642594
ACH-000713,-0.15506885033506496
ACH-000714,-0.04065220812866992
ACH-000718,-0.059322715843225814
ACH-000720,-0.14882352900144016
ACH-000721,-0.15881740844810313
ACH-000724,-0.15267082132792806
ACH-000725,-0.08475354639166033
ACH-000732,-0.06602619565337928
ACH-000734,-0.10562876288917036
ACH-000735,-0.16592071687218876
ACH-000736,-0.13401333874474328
ACH-000738,-0.15461896420795362
ACH-000746,-0.15485628087384348
ACH-000747,-0.20200623623001213
ACH-000748,-0.13929756100508509
ACH-000753,-0.11519309521332148
ACH-000756,-0.1382350828821294
ACH-000757,-0.11368367699029708
ACH-000758,-0.07190490874616487
ACH-000760,-0.14872502455449965
ACH-000762,-0.1936584987175511
ACH-000763,-0.04449324003781044
ACH-000764,-0.17569524914223628
ACH-000765,-0.15154615891152565
ACH-000766,-0.16337887482482644
ACH-000767,-0.1802310734047043
ACH-000768,-0.06379905235095573
ACH-000769,-0.07303380519950471
ACH-000770,-0.058898226890897985
ACH-000771,-0.1373774659658819
ACH-000773,-0.3820836302152615
ACH-000776,-0.20137656414010385
ACH-000777,-0.1546866948260085
ACH-000778,-0.04093012017772875
ACH-000781,-0.12378780516863952
ACH-000782,-0.20821070383152648
ACH-000783,-0.3319012947824395
ACH-000784,-0.13221842911352222
ACH-000785,-0.1800479074538342
ACH-000787,-0.18626899446111309
ACH-000788,-0.130957709836188
ACH-000791,-0.2248327341372227
ACH-000792,-0.07461392006413503
ACH-000794,-0.28088341010734474
ACH-000796,-0.2811293300054131
ACH-000798,-0.24358986256683304
ACH-000799,-0.15948133568942746
ACH-000800,-0.03377067519499746
ACH-000802,-0.20356987646664107
ACH-000804,-0.028907679951790367
ACH-000805,-0.01895540843921376
ACH-000809,-0.15309705368659118
ACH-000810,-0.3012911960857776
ACH-000811,-0.10936860499796852
ACH-000817,0.07712431151964755
ACH-000819,-0.16137995123859805
ACH-000820,-0.24457548197617604
ACH-000821,-0.0067255253731203155
ACH-000822,-0.05689039602914519
ACH-000823,-0.10266763930131342
ACH-000824,-0.12921044563474224
ACH-000827,-0.17246262629385692
ACH-000829,-0.06252169702779416
ACH-000831,-0.12669645606269905
ACH-000832,-0.22223345539461012
ACH-000833,-0.06427742937692488
ACH-000834,-0.09286860262245757
ACH-000835,-0.1154509590969524
ACH-000836,-0.16690564478800315
ACH-000837,-0.25722615331057963
ACH-000838,-0.0007361709629888997
ACH-000839,-0.0857293083052709
ACH-000840,-0.042397480569989834
ACH-000841,-0.2635186073028804
ACH-000843,-0.09816590742890538
ACH-000846,-0.1115607294330812
ACH-000847,-0.1514016397390392
ACH-000848,-0.2631245621377886
ACH-000849,-0.3704710812742962
ACH-000851,-0.10132692483073504
ACH-000855,0.003706576074754573
ACH-000856,-0.1568735652340601
ACH-000858,-0.13897372280152098
ACH-000859,-0.07828737956437044
ACH-000861,-0.1370176886323526
ACH-000862,-0.1929216233498425
ACH-000865,-0.2400586802234098
ACH-000866,-0.17124122677295628
ACH-000867,-0.15952972637688714
ACH-000869,-0.11767561806718214
ACH-000872,-0.19911662932521712
ACH-000873,-0.4704564959384723
ACH-000876,-0.14668373872642052
ACH-000878,-0.1832090613167043
ACH-000880,-0.1919124204094694
ACH-000881,-0.21718411788669886
ACH-000882,-0.2257053881803463
ACH-000884,-0.12964471088985152
ACH-000885,-0.09904285940652742
ACH-000887,-0.11172843492659083
ACH-000889,-0.2125000556146156
ACH-000896,-0.10345108239115088
ACH-000898,-0.15591163104750175
ACH-000900,-0.15830027639737215
ACH-000901,-0.21658582206222474
ACH-000905,-0.17113893772800132
ACH-000906,-0.19743080904092747
ACH-000907,-0.11828393202127703
ACH-000910,-0.2564907656365547
ACH-000911,-0.15602179231552746
ACH-000912,-0.17242233773417304
ACH-000913,-0.1159559894280154
ACH-000915,-0.16904879176458942
ACH-000916,-0.475783830626621
ACH-000917,0.01246572536385704
ACH-000920,-0.0059090276430340885
ACH-000921,-0.09047335296989538
ACH-000924,-0.12408446992610266
ACH-000926,-0.10872543436411568
ACH-000928,-0.2513761738778171
ACH-000929,-0.235406462053588
ACH-000932,-0.1818090330191169
ACH-000935,-0.08781715992825137
ACH-000936,-0.13157877559350326
ACH-000937,-0.14415065635639734
ACH-000938,-0.12150466356171855
ACH-000939,-0.04929638956453804
ACH-000941,-0.05495286032679928
ACH-000943,-0.029695923890297512
ACH-000946,-0.11492161416065645
ACH-000947,-0.11381638573653588
ACH-000948,-0.17068040503613313
ACH-000950,-0.22835301733322602
ACH-000953,-0.2402765318426772
ACH-000954,-0.4256258032872002
ACH-000957,-0.0364583036176508
ACH-000958,-0.08837925394608244
ACH-000960,-0.16918866897883378
ACH-000963,-0.08512557439705039
ACH-000968,-0.06548370718089351
ACH-000969,0.044146101061101416
ACH-000972,-0.12447776963213288
ACH-000973,-0.10500681388333026
ACH-000974,-0.23113896028452366
ACH-000978,-0.19360709396631395
ACH-000984,-0.18045117997657664
ACH-000986,-0.1836438161417149
ACH-000988,-0.1594799915471017
ACH-000993,-0.04190621232714538
ACH-000994,-0.0016036189040836966
ACH-000996,-0.22940073439419714
ACH-001001,-0.1803381742797146
ACH-001020,-0.3766856227232577
ACH-001028,-0.25557783193814004
ACH-001031,-0.18714497984855608
ACH-001038,-0.2379819466940773
ACH-001048,-0.11097862446932437
ACH-001050,-0.07302429271977802
ACH-001053,-0.05369106779480886
ACH-001054,-0.21835665682369612
ACH-001061,-0.1102434089759616
ACH-001067,-0.18205312911732996
ACH-001075,-0.36667866390309184
ACH-001096,-0.21377667258448274
ACH-001111,0.06650430716790541
ACH-001119,-0.17453422118822415
ACH-001128,-0.04161941060711555
ACH-001134,-0.2140055323287806
ACH-001151,-0.1707277055181708
ACH-001163,-0.17596551369976693
ACH-001164,-0.13404319705444348
ACH-001183,-0.13168847768725353
ACH-001192,-0.09448591621480464
ACH-001193,0.02595497526716974
ACH-001196,-0.1087848684104342
ACH-001197,-0.14303506083191644
ACH-001205,0.006858743049031618
ACH-001211,-0.005841176028013898
ACH-001212,-0.031495953506280365
ACH-001228,-0.12280739763087956
ACH-001232,-0.18384571747114475
ACH-001239,-0.13334640287812685
ACH-001270,-0.30389999934852563
ACH-001274,-0.3267326798444911
ACH-001275,-0.06732348794161966
ACH-001277,-0.2053300462016932
ACH-001278,-0.18120691535276626
ACH-001280,-0.3336074869588702
ACH-001283,-0.16783885894982367
ACH-001289,-0.01434323522237916
ACH-001300,-0.15899636677066015
ACH-001301,-0.16587394114285786
ACH-001302,-0.18873381460382446
ACH-001306,-0.04530154393471776
ACH-001318,-0.16800590098812804
ACH-001322,-0.12949429735349416
ACH-001328,-0.17946049505177075
ACH-001332,0.07255985431411903
ACH-001336,-0.19787998566452494
ACH-001346,-0.09787811144453896
ACH-001353,-0.12287620757717595
ACH-001354,-0.16259946402396938
ACH-001367,-0.05929939288973263
ACH-001368,-0.21528465263651614
ACH-001374,-0.14905332209749245
ACH-001377,-0.2014299654072627
ACH-001380,-0.17725204940824
ACH-001391,-0.1949011178451567
ACH-001408,-0.11591156233199527
ACH-001430,-0.04395306464635256
ACH-001431,-0.2205192842971679
ACH-001450,-0.19000024490657827
ACH-001496,-0.06782452561820371
ACH-001500,-0.2225886818648813
ACH-001523,-0.17206874780842765
ACH-001532,-0.16071788691147604
ACH-001550,-0.17490893561044082
ACH-001552,-0.1031237157011838
ACH-001554,-0.13622078630181594
ACH-001654,-0.0974065822944819
ACH-001735,-0.2456351468147411
ACH-001736,-0.2798690557950003
ACH-001737,-0.2592572630922579
ACH-001740,-0.17410999992625084
ACH-001745,-0.228709535866498
ACH-001765,-0.16467174455021474
