,PNO1 (56902)
ACH-000004,-0.4846062816447122
ACH-000005,-0.4287542425545332
ACH-000007,-0.5894090543021564
ACH-000009,-0.3349385171865596
ACH-000011,-0.5463457957316546
ACH-000012,-0.4223545878842757
ACH-000013,-0.3763486830513306
ACH-000014,-0.4934400383785572
ACH-000015,-0.2339647181558335
ACH-000017,-0.6769790330970442
ACH-000018,-0.7527309447628996
ACH-000019,-0.5391142163240586
ACH-000021,-0.3103773162702652
ACH-000022,-0.20103344357015854
ACH-000025,-0.7214545188443642
ACH-000028,-0.6235657342465751
ACH-000030,-0.23240975293819294
ACH-000035,-0.3840300758466701
ACH-000036,-0.6289655975830148
ACH-000037,-0.7776475697867364
ACH-000039,-0.309180508113323
ACH-000040,-0.6762006334165668
ACH-000041,-0.4475476051327077
ACH-000042,-0.41733891662744094
ACH-000045,-0.2568210849787869
ACH-000047,-0.31724840031603696
ACH-000052,-0.8227534485444498
ACH-000053,-0.6177001997969709
ACH-000054,-0.7641045777624933
ACH-000055,-0.2481203211356645
ACH-000060,-0.2897534471801927
ACH-000067,-0.4835546702470871
ACH-000070,-0.5303486023932299
ACH-000075,-0.6015628646838945
ACH-000078,-0.5457870367602761
ACH-000082,-0.6439746774854483
ACH-000085,-0.8316383968691903
ACH-000086,-0.4692689659070611
ACH-000087,-0.3436693759381637
ACH-000092,-0.5249206923034163
ACH-000095,-0.21994178586164334
ACH-000097,-0.3960598617901279
ACH-000098,-0.4081599056525833
ACH-000099,-0.2296318354525665
ACH-000108,-0.20656240057583114
ACH-000113,-0.5076643478347166
ACH-000116,-0.6017313501744865
ACH-000118,-0.5352785370389601
ACH-000120,-0.4478584091160799
ACH-000123,-0.4133447037425339
ACH-000127,-0.5439027158577533
ACH-000128,-0.3325169197232082
ACH-000132,-0.5304759212546926
ACH-000133,-0.6910241898369105
ACH-000137,-0.5059889937995512
ACH-000138,-0.5407004026041171
ACH-000142,-0.4444043590653992
ACH-000143,-0.4208352401390713
ACH-000146,-0.29611195964450016
ACH-000148,-0.4561806677368376
ACH-000150,-0.3419312472078942
ACH-000152,-0.8371131326148629
ACH-000153,-0.2398680690732575
ACH-000159,-0.2732679974886674
ACH-000160,-0.5046373300064787
ACH-000163,-0.5417093095572411
ACH-000167,-0.37496254312458294
ACH-000168,-0.2908366380534804
ACH-000169,-0.4260431070453967
ACH-000178,-0.5602123464917976
ACH-000183,-0.5146807058659534
ACH-000188,-0.5285942422433842
ACH-000189,-0.6682701191793857
ACH-000190,-0.6835753037025133
ACH-000198,-0.7402200699718585
ACH-000203,-0.2774895296600676
ACH-000204,-0.4717859219881439
ACH-000206,-0.7615588791733829
ACH-000207,-0.5381508726542312
ACH-000208,-0.6280091875907052
ACH-000210,-0.13959261272204712
ACH-000211,-0.5771858368765087
ACH-000215,-0.7330263719418041
ACH-000221,-0.12165214868562085
ACH-000222,-0.4183582977239257
ACH-000223,-0.6370229873431269
ACH-000226,-0.5321604996125334
ACH-000227,-0.17109615550475427
ACH-000228,-0.4856609308839116
ACH-000231,-0.45176307863240006
ACH-000232,-0.29804651249477426
ACH-000233,-0.4966109731819151
ACH-000234,-0.8419171319717634
ACH-000235,-0.357994315891126
ACH-000237,-0.39143226098388
ACH-000238,-0.3710031022169271
ACH-000242,-0.4885773242803599
ACH-000243,-0.641810365291985
ACH-000244,-0.2733106945190526
ACH-000246,-0.4605009123471915
ACH-000248,-0.3623965179553977
ACH-000250,-0.2690228817394047
ACH-000251,-0.5301617066891283
ACH-000252,-0.7876944730626675
ACH-000253,-0.4162815403294193
ACH-000255,-0.5432065887299646
ACH-000256,-0.3359733204818244
ACH-000257,-0.2828193518235709
ACH-000258,-0.34662075164799466
ACH-000259,-0.3452001785714388
ACH-000260,-0.521199262362273
ACH-000261,-0.355050937526379
ACH-000262,-0.7387952382692702
ACH-000263,-0.3373391272621605
ACH-000264,-0.4479751551823729
ACH-000265,-0.3033900966404458
ACH-000266,-0.3140071473755533
ACH-000272,-0.5246357084318817
ACH-000274,-0.3238556099611173
ACH-000277,-0.5022944419919451
ACH-000278,-0.6662939216551121
ACH-000279,-0.14255242517926275
ACH-000280,-0.4104234938975976
ACH-000281,-0.26268681441116937
ACH-000288,-0.465001901554208
ACH-000291,-0.44660467616556304
ACH-000293,-0.40057423433246503
ACH-000294,-0.3127536089272259
ACH-000295,-0.3661128908765954
ACH-000296,-0.33774130639478644
ACH-000302,-0.18126696982123036
ACH-000304,-0.44617891783415337
ACH-000307,-0.37548821552320294
ACH-000308,-0.4209443398638957
ACH-000310,-0.3909653129965172
ACH-000311,-0.5975966974695575
ACH-000312,-0.3546678081677534
ACH-000315,-0.4169639617665962
ACH-000316,-0.5813978075767506
ACH-000317,-0.546927820848204
ACH-000318,-0.4748153007356336
ACH-000319,-0.33651165064821725
ACH-000320,-0.30217218138135865
ACH-000322,-0.5595618376734999
ACH-000323,-0.7785953678370122
ACH-000324,-0.31737518310437896
ACH-000329,-0.3423627578685466
ACH-000330,-0.18911265846040773
ACH-000331,-0.625981221860539
ACH-000332,-0.4217230719405401
ACH-000334,-0.33208653065980737
ACH-000335,-0.4987223346769419
ACH-000336,0.06628779327026539
ACH-000337,-0.09182830853035873
ACH-000338,-0.41162137141149496
ACH-000339,-0.4681389141197807
ACH-000341,-0.5342622611131697
ACH-000348,-0.39586637776204175
ACH-000350,-0.3250375734181049
ACH-000352,-0.3364959296050738
ACH-000356,-0.3755866330050687
ACH-000361,-0.22438570485906456
ACH-000362,-0.4871642252718689
ACH-000363,-0.4554506380954368
ACH-000364,-0.4207679724887132
ACH-000365,-0.3588706422970467
ACH-000366,-0.3229290743763513
ACH-000368,-0.5689306467886259
ACH-000374,-0.4495843564925163
ACH-000375,-0.1373354010263123
ACH-000376,-0.5469423975136365
ACH-000381,-0.4113138534886204
ACH-000383,-0.11588773219769945
ACH-000387,-0.3957275578465123
ACH-000389,-0.7336160134759181
ACH-000390,-0.3381494898181396
ACH-000393,-0.29750486232834045
ACH-000395,-0.3008501011540849
ACH-000396,-0.5601841206502471
ACH-000397,-0.2803214911865775
ACH-000401,-0.5182761595691563
ACH-000402,-0.3113932137361681
ACH-000403,-0.4917263090522258
ACH-000404,-0.5735731208385292
ACH-000406,-0.6562959001345121
ACH-000407,-0.2385411703531641
ACH-000408,-0.3439651865001091
ACH-000410,-0.39269069793072586
ACH-000411,-0.4638632696826783
ACH-000414,-0.4312448041611989
ACH-000415,-0.3923443043611793
ACH-000416,-0.3831132070596879
ACH-000420,-0.6808505648271171
ACH-000421,-0.5412455522621736
ACH-000424,-0.595509218927871
ACH-000425,-0.5846132214899137
ACH-000426,-0.4253434328701438
ACH-000427,-0.35699502635756625
ACH-000433,-0.5317895420739669
ACH-000435,-0.4525800454958857
ACH-000436,-0.2189692866019544
ACH-000444,-0.4356706591096191
ACH-000445,-0.4681451101149601
ACH-000448,-0.5549258249389851
ACH-000450,-0.4192384018160375
ACH-000452,-0.6634144352452378
ACH-000454,-0.6729338179187874
ACH-000458,-0.33624314595615
ACH-000459,-0.4107947884224782
ACH-000460,-0.3288236380493525
ACH-000461,-0.4586983970756325
ACH-000463,-0.2939475149782139
ACH-000464,-0.2307574824702895
ACH-000466,-0.39103268376458095
ACH-000467,-0.5661632411220594
ACH-000468,-0.5040130156608208
ACH-000469,-0.4034243801557099
ACH-000470,-0.20707004230154288
ACH-000471,-0.3764857181972996
ACH-000472,-0.2634556269279805
ACH-000473,-0.4672070131327039
ACH-000475,-0.4313968857364772
ACH-000476,-0.3662317586179363
ACH-000477,-0.2814287199489844
ACH-000479,-0.5116617562590069
ACH-000480,-0.5553552831670381
ACH-000481,-0.5111060607064518
ACH-000483,-0.3908809724322408
ACH-000484,-0.3783887759685064
ACH-000485,-0.5470510090799003
ACH-000486,-0.6105645515518308
ACH-000487,-0.24877564160131066
ACH-000488,-0.28075605574700085
ACH-000490,-0.44362045348450657
ACH-000491,-0.16315427884525818
ACH-000495,-0.6707534829918799
ACH-000496,-0.4003973163141934
ACH-000499,-0.5742586130461275
ACH-000500,0.09912457411890256
ACH-000502,-0.4461270890654937
ACH-000503,-0.21988645854341254
ACH-000505,-0.1963500256283353
ACH-000507,-0.6993550967482665
ACH-000510,-0.2694184984594136
ACH-000511,-0.6104466962063781
ACH-000512,-0.5697870568396045
ACH-000516,-0.27133436091240043
ACH-000517,-0.2771956899924715
ACH-000518,-0.7855227676456586
ACH-000520,-0.5590914243499326
ACH-000521,-0.42240947859355177
ACH-000522,-0.3804867298700622
ACH-000524,-0.5868116080948987
ACH-000527,-0.5707811403920723
ACH-000528,-0.25000122883615844
ACH-000537,-0.37842646122942974
ACH-000541,-0.1866614707705512
ACH-000542,-0.6986378913873915
ACH-000544,-0.3562380721827358
ACH-000545,-0.7194383695116848
ACH-000547,-0.608028336994544
ACH-000548,-0.3607756040877709
ACH-000549,-0.218551509280878
ACH-000550,-0.4896993483456185
ACH-000552,-0.4423819384101624
ACH-000556,-0.5934628917217583
ACH-000557,-0.3528383013600656
ACH-000569,-0.5149733638753935
ACH-000570,-0.4648219403345214
ACH-000571,-0.3783673343119488
ACH-000573,-0.37832061628474295
ACH-000576,-0.3761735337529735
ACH-000579,-0.2069661060229
ACH-000580,-0.4421801660838668
ACH-000584,-0.19116701495324664
ACH-000585,-0.3138922979408477
ACH-000588,-0.6118130344294306
ACH-000589,-0.3686528559865941
ACH-000591,-0.387403778174529
ACH-000593,-0.6906521370623432
ACH-000600,-0.3346210244283106
ACH-000601,-0.22270491472702536
ACH-000605,-0.4832975089110486
ACH-000606,-0.5434969097462524
ACH-000608,-0.293579111471214
ACH-000614,-0.4695503040992769
ACH-000616,-0.3138022920216258
ACH-000618,-0.38370354492337705
ACH-000619,-0.40376144776331424
ACH-000620,-0.11389421775683865
ACH-000621,-0.19736071584924145
ACH-000622,-0.4862521660944802
ACH-000623,-0.3727255404258552
ACH-000624,-0.4858720030754631
ACH-000627,-0.6476881246625921
ACH-000630,-0.4532527341838177
ACH-000631,-0.4055585535136038
ACH-000632,-0.3320885469738104
ACH-000633,-0.2121084558293881
ACH-000637,-0.6600887751476994
ACH-000638,-0.5453387421457229
ACH-000646,-0.4698757462744919
ACH-000647,-0.3044231938383912
ACH-000648,-0.3414577965620051
ACH-000649,-0.521267742586565
ACH-000651,-0.39818133324708704
ACH-000652,-0.22583853207794224
ACH-000653,-0.5653694250986306
ACH-000657,-0.455897641140124
ACH-000658,-0.4837648295781658
ACH-000661,-0.7293822238850814
ACH-000662,-0.5539168978394947
ACH-000663,-0.22816557867336715
ACH-000665,-0.4341791050612731
ACH-000671,-0.4861148412894982
ACH-000672,-0.1867824264947739
ACH-000673,-0.4319139392137473
ACH-000676,-0.6108864366415546
ACH-000677,-0.4037348096794488
ACH-000681,-0.3654795034371729
ACH-000683,-0.04972259385928195
ACH-000684,-0.47145012916432394
ACH-000688,-0.339123232652763
ACH-000693,-0.4485060837830019
ACH-000694,-0.6494870130295909
ACH-000695,-0.8921637873607331
ACH-000696,-0.5829772285187071
ACH-000697,-0.4570497543248897
ACH-000699,-0.3915122591878897
ACH-000701,-0.6311513278541169
ACH-000706,-0.2625890782755951
ACH-000711,-0.41806550393636494
ACH-000713,-0.22457541719297705
ACH-000714,-0.44694514718756617
ACH-000718,-0.30039708329317666
ACH-000720,-0.2358485748139515
ACH-000721,-0.3861289445979648
ACH-000724,-0.285286476098265
ACH-000725,-0.3241252561717536
ACH-000732,-0.2821216745289094
ACH-000734,-0.12708916557602914
ACH-000735,-0.20449453900717532
ACH-000736,-0.5149306638728124
ACH-000738,-0.2544674572145288
ACH-000746,-0.23262544626892945
ACH-000747,-0.5460798275836447
ACH-000748,-0.6526348662366024
ACH-000753,-0.2362980770276989
ACH-000756,-0.388068428160815
ACH-000757,-0.2661423442930921
ACH-000758,-0.4316127099378996
ACH-000760,-0.6734290538645629
ACH-000762,-0.3736272477913346
ACH-000763,-0.4380503159826671
ACH-000764,-0.2333699034278043
ACH-000765,-0.4906752277475971
ACH-000766,-0.4816386827083481
ACH-000767,-0.25569097867794155
ACH-000768,-0.4282474538583421
ACH-000769,-0.4406744541887993
ACH-000770,-0.5332114989845258
ACH-000771,-0.33561698856046823
ACH-000773,-0.5055473967982095
ACH-000776,-0.3730192675794479
ACH-000777,-0.5453871274067973
ACH-000778,-0.5149015432187118
ACH-000781,-0.5945752940968796
ACH-000782,-0.2365823619257708
ACH-000783,-0.36069593887579293
ACH-000784,-0.4800185346372978
ACH-000785,-0.2694551485706658
ACH-000787,-0.4733727669887774
ACH-000788,-0.5616924367428664
ACH-000791,-0.332724241782867
ACH-000792,-0.4853065213066176
ACH-000794,-0.299540860579394
ACH-000796,-0.274169874284496
ACH-000798,-0.5468135225756908
ACH-000799,-0.7274304744238703
ACH-000800,-0.5730906328740215
ACH-000802,-0.4117872302271909
ACH-000804,-0.399189080136613
ACH-000805,-0.4607529964930398
ACH-000809,-0.20639794725570004
ACH-000810,-0.3564391113648984
ACH-000811,-0.4121263384438174
ACH-000817,-0.5242711921668971
ACH-000819,-0.5381061426012476
ACH-000820,-0.4737526136553907
ACH-000821,-0.2479172622111276
ACH-000822,-0.2888245300456433
ACH-000823,-0.3451427143454303
ACH-000824,-0.5752112429973409
ACH-000827,-0.6852984203298569
ACH-000829,-0.3653314283300701
ACH-000831,-0.5767709019419996
ACH-000832,-0.3871988412006505
ACH-000833,-0.4703088992010026
ACH-000834,-0.4085826536449473
ACH-000835,-0.3084834977943765
ACH-000836,-0.5793531892735456
ACH-000837,-0.2788079048100323
ACH-000838,-0.3593950435106823
ACH-000839,-0.3690257073392442
ACH-000840,-0.4722608659184548
ACH-000841,-0.3340836371711732
ACH-000843,-0.3757320048998232
ACH-000846,-0.5028381541239403
ACH-000847,-0.4223735609795469
ACH-000848,-0.3134644457685372
ACH-000849,-0.3158410731054977
ACH-000851,-0.4076822467641293
ACH-000855,-0.3672255183297569
ACH-000856,-0.3072503807869585
ACH-000858,-0.7872002980327191
ACH-000859,-0.4889182828724098
ACH-000861,-0.24717357479657506
ACH-000862,-0.4235235703868747
ACH-000865,-0.2743429878014764
ACH-000866,-0.5185305349267065
ACH-000867,-0.5424009795252561
ACH-000869,-0.4610180603550073
ACH-000872,-0.2453487665993324
ACH-000873,-0.5164159210860527
ACH-000876,-0.35582680994204785
ACH-000878,-0.5145756793449046
ACH-000880,-0.4327369675378975
ACH-000881,-0.33640871496275104
ACH-000882,-0.7410684534492978
ACH-000884,-0.6323485549370687
ACH-000885,-0.3817374628574611
ACH-000887,-0.4769006105993845
ACH-000889,-0.31316274579429304
ACH-000896,-0.3938921239311585
ACH-000898,-0.2303230053409528
ACH-000900,-0.3592846835491644
ACH-000901,-0.2401384695719989
ACH-000905,-0.4781676776496209
ACH-000906,-0.2681823003104521
ACH-000907,-0.4548144451259566
