,PNO1 (56902)
ACH-000910,-0.5163051131481803
ACH-000911,-0.2929469992927608
ACH-000912,-0.6305195917261934
ACH-000913,-0.34478184804360656
ACH-000915,-0.2734410768138692
ACH-000916,-0.221590740531368
ACH-000917,-0.2435076791029734
ACH-000920,-0.5127174871893089
ACH-000921,-0.63094250767227
ACH-000924,-0.33595566912167674
ACH-000926,-0.4330495057713559
ACH-000928,-0.4483364616452057
ACH-000929,-0.36383169409233457
ACH-000932,-0.32361383236964897
ACH-000935,-0.4204468851719453
ACH-000936,-0.33409791847681386
ACH-000937,-0.2764555528952624
ACH-000938,-0.4735622708820386
ACH-000939,-0.4182519545347672
ACH-000941,-0.3866962009979042
ACH-000943,-0.5554890800115679
ACH-000946,-0.5567013140776402
ACH-000947,-0.5350472978398215
ACH-000948,-0.35820620132242065
ACH-000950,-0.34842275005650303
ACH-000953,-0.1379007709683183
ACH-000954,-0.5206815134059691
ACH-000957,-0.5190316490495462
ACH-000958,-0.5730473117327053
ACH-000960,-0.2888091363850719
ACH-000963,-0.7992768523945559
ACH-000968,-0.499571532400875
ACH-000969,-0.6976309926187688
ACH-000972,-0.3657535110471468
ACH-000973,-0.4872274993807136
ACH-000974,-0.2514289290989842
ACH-000978,-0.4436763351802096
ACH-000984,-0.5781576419081382
ACH-000986,-0.5025360385949332
ACH-000988,-0.3251923985884965
ACH-000993,-0.4047473490661199
ACH-000994,-0.4658421495252023
ACH-000996,-0.6077854813865521
ACH-001001,-0.21789560253819476
ACH-001020,-0.2594147630205645
ACH-001028,-0.2745977992179096
ACH-001031,-0.18736724330255544
ACH-001038,-0.3384212878719277
ACH-001048,-0.4139519677096726
ACH-001050,-0.7647699381559653
ACH-001053,-0.1472461036655211
ACH-001054,-0.3607610476708358
ACH-001061,-0.4147577527211333
ACH-001067,-0.337011101597953
ACH-001075,-0.3729303527508751
ACH-001096,-0.3458036780891645
ACH-001111,-0.7438954748755072
ACH-001119,-0.2890386033421582
ACH-001128,-0.4882667381813833
ACH-001134,-0.5827367069274819
ACH-001151,-0.4363510214891247
ACH-001163,-0.5275224187263908
ACH-001164,-0.5235935452791507
ACH-001183,-0.5346414135692791
ACH-001192,-0.5666580997809488
ACH-001193,-0.2896203732822914
ACH-001196,-0.3296278764120304
ACH-001197,-0.5426733550211632
ACH-001205,-0.2849636935876401
ACH-001211,-0.18089086003809904
ACH-001212,-0.3263277495751213
ACH-001228,-0.6875502486350491
ACH-001232,-0.7562443903542888
ACH-001239,-0.5777419095045316
ACH-001270,-0.7580161835623922
ACH-001274,-0.4456549904351607
ACH-001275,-0.3237880983600217
ACH-001277,-0.1401018791648755
ACH-001278,-0.270111693591795
ACH-001280,-0.3913503354295144
ACH-001283,-0.2515292429691605
ACH-001289,-0.4869005515552929
ACH-001300,-0.5999286973452903
ACH-001301,-0.26653109366594496
ACH-001302,-0.7187876904104751
ACH-001306,-0.36729654331537626
ACH-001318,-0.3013738482056745
ACH-001322,-0.3949668427818247
ACH-001328,-0.376896457192187
ACH-001332,-0.4774862634604782
ACH-001336,-0.3828971513540814
ACH-001346,-0.3219648747212152
ACH-001353,-0.6784197234073369
ACH-001354,-0.5749879346074627
ACH-001367,-0.6368090231856691
ACH-001368,-0.456663842802833
ACH-001374,-0.3923883375281209
ACH-001377,-0.4461974893110289
ACH-001380,-0.4221284395728685
ACH-001391,-0.381786730205144
ACH-001408,-0.2764487669569546
ACH-001430,-0.17587444123523696
ACH-001431,-0.29550056031946664
ACH-001450,-0.6204058222662571
ACH-001496,-0.3788931748640881
ACH-001500,-0.0644858098317105
ACH-001523,-0.4452727522600804
ACH-001532,-0.5420286234438275
ACH-001550,-0.5683096888926962
ACH-001552,-0.4397567187935239
ACH-001554,-0.30027594141905045
ACH-001654,-0.21348944650073576
ACH-001735,-0.20333580507485527
ACH-001736,-0.29753337122366724
ACH-001737,-0.1901994650455432
ACH-001740,-0.2775464434341169
ACH-001745,-0.21936410111093935
ACH-001765,-0.17224487723399393
