,PRIMA1 (145270)
ACH-000004,-0.12061665329327312
ACH-000005,0.21361773937281486
ACH-000007,-0.07088530225533309
ACH-000009,-0.04024016354326499
ACH-000011,-0.10386767406953493
ACH-000012,-0.0268346627483247
ACH-000013,0.03240216110474983
ACH-000014,-0.09939997734670088
ACH-000015,-0.0774525800837304
ACH-000017,0.12574077850335205
ACH-000018,-0.07655177141461328
ACH-000019,-0.14163788148370185
ACH-000021,0.0610165170550723
ACH-000022,-0.11808416611986865
ACH-000025,0.16349896214247933
ACH-000028,-0.28018674518787606
ACH-000030,-0.02675640247822978
ACH-000035,0.06685766155571664
ACH-000036,-0.019850858184461244
ACH-000037,0.007375196505516266
ACH-000039,0.09581148705067856
ACH-000040,-0.10079197442404918
ACH-000041,-0.20364439616111632
ACH-000042,-0.042791571783085375
ACH-000045,-0.08134893841001037
ACH-000047,-0.07169402371791286
ACH-000052,-0.16705552444961713
ACH-000053,-0.05684437338670815
ACH-000054,-0.02208602939346096
ACH-000055,-0.2472658957449051
ACH-000060,-0.07054123525058742
ACH-000067,-0.1375210475930198
ACH-000070,-0.11632571021011474
ACH-000075,-0.28923495448094433
ACH-000078,8.268523457381752e-05
ACH-000082,-0.013808063381425572
ACH-000085,0.05653731942551118
ACH-000086,-0.08305459240327498
ACH-000087,-0.11363875571850092
ACH-000092,0.04818697622641213
ACH-000095,-0.06940255582198847
ACH-000097,-0.1023987025513193
ACH-000098,-0.02526808376686611
ACH-000099,0.08744072806124174
ACH-000108,0.022145997688656216
ACH-000113,-0.2782819025242259
ACH-000116,-0.05067596029092164
ACH-000118,-0.002503545735713891
ACH-000120,-0.05944192490484559
ACH-000123,0.013554487836937941
ACH-000127,-0.06991665413067819
ACH-000128,-0.17656577927798486
ACH-000132,-0.1274293217727324
ACH-000133,0.07658688664744992
ACH-000137,0.003801847488613668
ACH-000138,-0.05255219646430783
ACH-000142,-0.034954974315862544
ACH-000143,0.10474065509964607
ACH-000146,-0.10764680047677593
ACH-000148,-0.02889518492232265
ACH-000150,-0.11264036781815667
ACH-000152,-0.056700069424450925
ACH-000153,0.05192400983202528
ACH-000159,-0.07931726643289964
ACH-000160,-0.08040134531934709
ACH-000163,-0.11596882740379905
ACH-000167,0.17996401516187702
ACH-000168,0.045898888727546966
ACH-000169,-0.02635072876434081
ACH-000178,-0.0101528882209907
ACH-000183,-0.011098954575430928
ACH-000188,-0.05790024881876741
ACH-000189,-0.0997397731413833
ACH-000190,0.060036398955653325
ACH-000198,-0.05317440846787947
ACH-000203,-0.08864449481747493
ACH-000204,0.018593751011712685
ACH-000206,-0.040847867885188745
ACH-000207,0.052085200928747535
ACH-000208,0.07713352882192602
ACH-000210,0.14380575745265745
ACH-000211,-0.04153067589067092
ACH-000215,0.025680402862370097
ACH-000221,-0.028715309635879205
ACH-000222,-0.043259248869863744
ACH-000223,0.09189049451487677
ACH-000226,0.012601704804731936
ACH-000227,-0.18403710838586254
ACH-000228,-0.14622318024713946
ACH-000231,-0.009253807062027277
ACH-000232,-0.030375924787991764
ACH-000233,-0.10252445584674423
ACH-000234,-0.028730791349460705
ACH-000235,-0.09070641161725347
ACH-000237,0.09406114936076433
ACH-000238,-0.15615189529167645
ACH-000242,0.16221424189524894
ACH-000243,-0.017650545488958332
ACH-000244,-0.05356935055933175
ACH-000246,-0.04457347634598348
ACH-000248,0.06423040721922912
ACH-000250,-0.07249559389732194
ACH-000251,-0.3131150447728365
ACH-000252,-0.2493454901214546
ACH-000253,-0.017556812275316806
ACH-000255,-0.049493507310373816
ACH-000256,-0.09050570960054673
ACH-000257,-0.3042874681577099
ACH-000258,0.11446090825932913
ACH-000259,-0.15493089480793662
ACH-000260,0.03426743995074221
ACH-000261,0.006950487143337921
ACH-000262,-0.17123879006630804
ACH-000263,-0.11861965604427427
ACH-000264,-0.05081828033475002
ACH-000265,-0.06165139931862994
ACH-000266,0.002657137966022353
ACH-000272,-0.1211992634739676
ACH-000274,-0.05914930387765524
ACH-000277,-0.0468983003643095
ACH-000278,-0.03742288795819612
ACH-000279,-0.08133737874142448
ACH-000280,0.03034837229714412
ACH-000281,-0.2008481755901284
ACH-000288,0.013623981646181052
ACH-000291,-0.07297483237270916
ACH-000293,0.07295560542565875
ACH-000294,0.00743520060114891
ACH-000295,-0.09278858308871844
ACH-000296,0.07373901482226433
ACH-000302,-0.05357713665773558
ACH-000304,0.05478447203781055
ACH-000307,0.06405322520271338
ACH-000308,-0.047208899224761264
ACH-000310,-0.043499721080152334
ACH-000311,-0.0813243225549855
ACH-000312,-0.06569703671567627
ACH-000315,-0.15058851568841095
ACH-000316,-0.07115704629716467
ACH-000317,-0.16350324214331266
ACH-000318,0.0365406953016932
ACH-000319,-0.1468704660779788
ACH-000320,-0.04946299542893797
ACH-000322,-0.07244236753519817
ACH-000323,-0.061753280159273234
ACH-000324,-0.1198320437410464
ACH-000329,-0.07678668706517833
ACH-000330,-0.038449173487968516
ACH-000331,0.028844054585031517
ACH-000332,-0.08075764517522104
ACH-000334,-0.08115426086106947
ACH-000335,-0.17217232991102388
ACH-000336,-0.0006568268608178156
ACH-000337,0.014992413912274115
ACH-000338,0.0732127194940539
ACH-000339,-0.06542771909391654
ACH-000341,-0.1098526062913464
ACH-000348,0.01178921927684178
ACH-000350,-0.03782819558497353
ACH-000352,-0.16891967527412122
ACH-000356,0.053715271371425975
ACH-000361,0.061160750222223725
ACH-000362,0.03205218539779635
ACH-000363,-0.03418839047348387
ACH-000364,-0.12764255346183098
ACH-000365,-0.05699855467364458
