,BPIFB1 (92747)
ACH-000004,-0.0041208118908714
ACH-000005,0.0917566318089351
ACH-000007,0.06491089185387522
ACH-000009,-0.05935777609367365
ACH-000011,-0.07515609515215768
ACH-000012,0.009969179849198595
ACH-000013,0.008189262722391387
ACH-000014,0.15853237936984346
ACH-000015,0.010027897821857028
ACH-000017,0.08226045851225737
ACH-000018,0.17266786579238644
ACH-000019,0.053960116582034416
ACH-000021,0.02611359787862728
ACH-000022,-0.0179856390481909
ACH-000025,-0.014386740789662771
ACH-000028,0.04892385493821778
ACH-000030,-0.07514406288041353
ACH-000035,-0.082393236410772
ACH-000036,-0.09108525994876084
ACH-000037,0.18760144613860175
ACH-000039,0.1335037204923108
ACH-000040,0.07331522852952628
ACH-000041,0.15036306947811662
ACH-000042,-0.0672748088419609
ACH-000045,0.08489919748937501
ACH-000047,-0.11681289637767335
ACH-000052,-0.18889074327697625
ACH-000053,-0.05111880492545444
ACH-000054,-0.001795805120049682
ACH-000055,0.19511026479477406
ACH-000060,-0.09503030664322892
ACH-000067,0.06944522322921877
ACH-000070,-0.09234922544462598
ACH-000075,0.015720917686546942
ACH-000078,-0.08004615184030868
ACH-000082,-0.07524852271172508
ACH-000085,-0.20068887133614985
ACH-000086,-0.15002164638308413
ACH-000087,0.09051248890016532
ACH-000092,-0.12450734986094975
ACH-000095,0.009777557841404385
ACH-000097,0.015358377987347146
ACH-000098,0.005606916943010328
ACH-000099,0.010337821536796087
ACH-000108,-0.08834877945568617
ACH-000113,0.04015013824966165
ACH-000116,-0.2462050820050903
ACH-000118,-0.0683648175091357
ACH-000120,-0.039601613026139126
ACH-000123,-0.15721535172173187
ACH-000127,0.049703970866649995
ACH-000128,-0.010954989271788895
ACH-000132,0.02618673858758708
ACH-000133,-0.08327701534154762
ACH-000137,0.09147074512473193
ACH-000138,-0.06411353636422121
ACH-000142,0.10530926098801566
ACH-000143,-0.09154664243932173
ACH-000146,0.04528829865681297
ACH-000148,-0.08932626870997147
ACH-000150,-0.005614723183433976
ACH-000152,0.01496846984864078
ACH-000153,-0.1272029732600449
ACH-000159,0.09204725071474762
ACH-000160,-0.08424003287866258
ACH-000163,-0.04681192615473668
ACH-000167,0.08141140589058747
ACH-000168,-0.11557395693452333
ACH-000169,-0.1205418048992696
ACH-000178,0.01582997563831379
ACH-000183,-0.016172678376704483
ACH-000188,-0.13531891842439192
ACH-000189,-0.06337217760730368
ACH-000190,-0.10576613812192727
ACH-000198,-0.006458601778256712
ACH-000203,-0.10167867792671616
ACH-000204,0.061061103179337335
ACH-000206,-0.02382543864080824
ACH-000207,0.06508356459264186
ACH-000208,0.07833452880190138
ACH-000210,0.17994722248279926
ACH-000211,-0.030932771899662405
ACH-000215,-0.005441755180994707
ACH-000221,-0.02253046656925701
ACH-000222,-0.12716634828465595
ACH-000223,0.045557702412989946
ACH-000226,-0.0096686257016967
ACH-000227,-0.08460237594028834
ACH-000228,-0.11097187245484172
ACH-000231,-0.07148532245581712
ACH-000232,-0.09255898570904228
ACH-000233,-0.053758138138510325
ACH-000234,-0.09526591023035406
ACH-000235,-0.003105297092609133
ACH-000237,0.029032913500276588
ACH-000238,0.03739834122693459
ACH-000242,0.35024111950491804
ACH-000243,-0.08301755679632361
ACH-000244,-0.16131275745311788
ACH-000246,0.014262333632184862
ACH-000248,0.07326026113003692
ACH-000250,0.00893808014109836
ACH-000251,0.04779469439150615
ACH-000252,-0.11244217088119922
ACH-000253,-0.044634979639531454
ACH-000255,-0.2283393069674436
ACH-000256,-0.02073531533599322
ACH-000257,-0.1584273307604405
ACH-000258,-0.1450559398693566
ACH-000259,-0.07172068690031193
ACH-000260,-0.15610076945025309
ACH-000261,-0.07329938718407678
ACH-000262,0.02727498921905681
ACH-000263,-0.17457863576631175
ACH-000264,-0.1140795931672378
ACH-000265,-0.059475346617676374
ACH-000266,0.002350468879478649
ACH-000272,-0.09764696113408453
ACH-000274,-0.12313827370112955
ACH-000277,0.0008170786434739978
ACH-000278,0.08738652668972194
ACH-000279,0.05451878682554023
ACH-000280,0.002171339217182492
ACH-000281,0.0520877727686707
ACH-000288,-0.06631755012612263
ACH-000291,-0.06678006859358432
ACH-000293,-0.11687217202808654
ACH-000294,-0.10544915695555288
ACH-000295,-0.05581014353873616
ACH-000296,-0.11347163126780264
ACH-000302,0.02957672234302178
ACH-000304,-0.07027151878184869
ACH-000307,0.05220981833616608
ACH-000308,-0.0592496199650855
ACH-000310,0.050340085422969534
ACH-000311,-0.07094239689324218
ACH-000312,-0.025424711359228674
ACH-000315,-0.06462375510122663
ACH-000316,0.03994929685763378
ACH-000317,-0.14209341468598272
ACH-000318,-0.15970511380220115
ACH-000319,0.024035135255008267
ACH-000320,-0.07955862561644772
ACH-000322,-0.04326122342566263
ACH-000323,-0.020605380285449157
ACH-000324,0.019815203087570062
ACH-000329,-0.017139665129199948
ACH-000330,-0.04896698293971533
ACH-000331,-0.15012232979550624
ACH-000332,-0.030653640346782817
ACH-000334,0.04685309183035862
ACH-000335,0.1873820581530198
ACH-000336,0.11905883295219467
ACH-000337,-0.2323087785984737
ACH-000338,0.10020407898891928
ACH-000339,0.12345248598275793
ACH-000341,-0.13967477093998906
ACH-000348,0.013931222605200437
ACH-000350,0.08385800937786889
ACH-000352,0.024213968240696656
ACH-000356,-0.028394517960729594
ACH-000361,0.12384441240346472
ACH-000362,0.025796922500209603
ACH-000363,-0.1086810038779536
ACH-000364,0.2540899645202755
ACH-000365,-0.20987398158602136
ACH-000366,0.07214396808527558
ACH-000368,-0.015697887436876484
ACH-000374,-0.11792182914294788
ACH-000375,-0.11809420928300643
ACH-000376,-0.012698994740579743
ACH-000381,0.057753779811681026
ACH-000383,0.05481495550272028
ACH-000387,-0.028492319213493083
ACH-000389,0.05703921028559417
ACH-000390,0.11917232753746608
ACH-000393,0.08762559853971849
ACH-000395,-0.01725131450165384
ACH-000396,0.09347546328026428
ACH-000397,0.03741187655033535
ACH-000401,-0.09975962799858047
ACH-000402,0.04748768822056259
ACH-000403,-0.07715335758899873
ACH-000404,-0.07100216373578683
ACH-000406,-0.024518723423885662
ACH-000407,0.023583494147994218
ACH-000408,0.0022859245734469496
ACH-000410,-0.045686843465423545
ACH-000411,0.03248572096675703
ACH-000414,-0.06529551521850856
ACH-000415,0.014822498658178557
ACH-000416,0.11698765134349685
ACH-000420,-0.006978909775013579
ACH-000421,-0.010689965380964941
ACH-000424,-0.32400153176166296
ACH-000425,-0.07652494403628053
ACH-000426,-0.0551530560046296
ACH-000427,-0.0929132836701607
ACH-000433,-0.06027328528837921
ACH-000435,-0.040908905354507086
ACH-000436,0.0810692524192311
ACH-000444,-0.047405190702503465
ACH-000445,-0.012094178639094507
ACH-000448,-0.08970055668900473
ACH-000450,-0.15466240767973075
ACH-000452,0.0207405688461692
ACH-000454,0.018527100192867182
ACH-000458,-0.09296362851612894
ACH-000459,-0.1341111025088766
ACH-000460,0.03952829460875525
ACH-000461,0.07191550640880184
ACH-000463,0.14407514536888638
ACH-000464,0.08533228529851512
ACH-000466,-0.08492256125571351
ACH-000467,-0.08578923009476469
ACH-000468,-0.009341414473146192
ACH-000469,-0.030221932513863962
ACH-000470,-0.06716604197051146
ACH-000471,-0.010300066343391624
ACH-000472,0.028522587527333925
ACH-000473,-0.08109975576430349
ACH-000475,0.02893754576209876
ACH-000476,0.0965634714093181
ACH-000477,-0.06546490597320394
ACH-000479,-0.375415576750734
ACH-000480,-0.16214067980606153
ACH-000481,-0.10881379587976993
ACH-000483,0.13731101614221589
ACH-000484,0.20826512096224334
ACH-000485,-0.05079225437091055
ACH-000486,0.07062861457348751
ACH-000487,-0.000724610041309114
ACH-000488,-0.10704948034947816
ACH-000490,-0.026993324699470016
ACH-000491,-0.08794543615684676
ACH-000495,-0.026626858356939773
ACH-000496,-0.18338712946722052
ACH-000499,-0.10729077508842448
ACH-000500,-0.4186628201114337
ACH-000502,-0.045327318244910035
ACH-000503,0.20433252683644929
ACH-000505,0.0903929007332774
ACH-000507,-0.08556828663880736
ACH-000510,-0.2603589238490263
ACH-000511,0.004537457075521222
ACH-000512,0.09161814460728003
ACH-000516,-0.008549473095937002
ACH-000517,-0.014439350168591863
ACH-000518,-0.1282933555330973
ACH-000520,-0.034504627461422924
ACH-000521,0.09696690137197192
ACH-000522,-0.036422823064888386
ACH-000524,0.0753365578393566
ACH-000527,-0.08326486359270506
ACH-000528,-0.07829543952646563
ACH-000537,0.062308297627632965
ACH-000541,-0.08926889390258819
ACH-000542,-0.019541650197552336
ACH-000544,0.009526186595623534
ACH-000545,-0.05386903698100755
ACH-000547,-0.3112213922057909
ACH-000548,-0.10812438266751333
ACH-000549,-0.22119248171587286
ACH-000550,-0.0008790634703121108
ACH-000552,0.1539166141900702
ACH-000556,-0.0934117749824113
ACH-000557,0.0015673143361662465
ACH-000569,0.2945610878543916
ACH-000570,-0.05405436916565936
ACH-000571,0.04705015300488878
