,GTF2A1 (2957)
ACH-000004,-0.6961004342056231
ACH-000005,-0.6881080468746439
ACH-000007,-0.8976372379770203
ACH-000009,-0.5726312917817302
ACH-000011,-0.8920932947996397
ACH-000012,-0.8178453259717717
ACH-000013,-0.905549440768494
ACH-000014,-0.6523661645696885
ACH-000015,-0.6419866900576605
ACH-000017,-0.7247923491805677
ACH-000018,-0.6515389453655348
ACH-000019,-0.5578380088343814
ACH-000021,-0.6198487798409078
ACH-000022,-0.6268844641136502
ACH-000025,-0.4842246867461362
ACH-000028,-0.6617322030877499
ACH-000030,-0.9889084768770884
ACH-000035,-0.7302246175276599
ACH-000036,-0.8816225658745981
ACH-000037,-0.5148971005555935
ACH-000039,-0.5321969531214351
ACH-000040,-0.4518882936276416
ACH-000041,-0.7870886217740899
ACH-000042,-0.5843028577294538
ACH-000045,-0.5197124328347459
ACH-000047,-0.8226911106713327
ACH-000052,-0.6414338573646797
ACH-000053,-0.7181576460163774
ACH-000054,-0.7013544642428984
ACH-000055,-0.690908278846298
ACH-000060,-0.557869994484556
ACH-000067,-0.6682051601276623
ACH-000070,-0.6600429827946707
ACH-000075,-0.6489796753352896
ACH-000078,-0.5855348109854865
ACH-000082,-0.8264661627988232
ACH-000085,-0.8172201160965965
ACH-000086,-0.640033128101056
ACH-000087,-0.982046707573672
ACH-000092,-0.8394155094883875
ACH-000095,-0.5583341126552019
ACH-000097,-0.7113088660981014
ACH-000098,-0.8346126352434683
ACH-000099,-0.6498888397019594
ACH-000108,-0.7196982189106526
ACH-000113,-0.5960793340309934
ACH-000116,-0.7392920337438945
ACH-000118,-0.7503668796549703
ACH-000120,-0.6014728442196827
ACH-000123,-0.8637748828085787
ACH-000127,-0.5574551431683539
ACH-000128,-0.5422950289565356
ACH-000132,-0.7532255814086484
ACH-000133,-0.6476346098647091
ACH-000137,-1.0278816405028546
ACH-000138,-0.5000218758035764
ACH-000142,-0.5624124765172739
ACH-000143,-0.8893032394313862
ACH-000146,-0.5447135650820389
ACH-000148,-0.7916163656581302
