,XKR8 (55113)
ACH-000004,-0.1985136100312776
ACH-000005,0.15358771562479984
ACH-000007,-0.3166901040668397
ACH-000009,0.01318706443599363
ACH-000011,-0.19134290464784487
ACH-000012,-0.19299671317995076
ACH-000013,-0.1452229496772068
ACH-000014,-0.2531998119557037
ACH-000015,0.0058937053650564755
ACH-000017,-0.09826936747477008
ACH-000018,-0.07668787249508519
ACH-000019,-0.15468797662805528
ACH-000021,0.00715090220534242
ACH-000022,-0.038965952408929125
ACH-000025,-0.1993678217382892
ACH-000028,-0.16871813891042334
ACH-000030,-0.14458684005146166
ACH-000035,-0.1149839624447671
ACH-000036,-0.08255112629997903
ACH-000037,-0.1233114120248417
ACH-000039,-0.09464121142752792
ACH-000040,-0.19379636082325769
ACH-000041,-0.10162206123823453
ACH-000042,-0.004180431365696715
ACH-000045,-0.10020847717525164
ACH-000047,-0.05764835913966064
ACH-000052,0.09772754205681188
ACH-000053,-0.10303628820137636
ACH-000054,-0.12336057467929787
ACH-000055,-0.12385542749779015
ACH-000060,-0.13896536762984246
ACH-000067,-0.1973783867980852
ACH-000070,0.018281346372395053
ACH-000075,0.0546258559399869
ACH-000078,-0.0775220146493671
ACH-000082,-0.1177144884033594
ACH-000085,-0.2597435736961232
ACH-000086,-0.18348741696899964
ACH-000087,-0.23453127741119606
ACH-000092,-0.2549128981024518
ACH-000095,-0.0322059426928481
ACH-000097,0.028039652804223297
ACH-000098,-0.1334099160109175
ACH-000099,-0.029910535549814776
ACH-000108,-0.03438399107282887
ACH-000113,-0.07697363297794732
ACH-000116,-0.14347192699692551
ACH-000118,0.03311662204178427
ACH-000120,0.19284547258439128
ACH-000123,-0.07242452020340147
ACH-000127,-0.06063188537170607
ACH-000128,-0.11436032987449668
ACH-000132,-0.31693810845091075
ACH-000133,-0.20312204201345424
ACH-000137,-0.17277056318023562
ACH-000138,-0.054637333928098594
ACH-000142,-0.2610092321955407
ACH-000143,-0.16652034120187167
ACH-000146,-0.01037614437114646
ACH-000148,-0.0097212527632559
ACH-000150,-0.04559277564400237
ACH-000152,-0.17911608364262702
ACH-000153,-0.2379964264625621
ACH-000159,-0.1191404412708619
ACH-000160,0.012101273813457351
ACH-000163,-0.02715836181884632
ACH-000167,-0.12742922643297305
