,RNPS1 (10921)
ACH-001283,-1.0530811772182829
ACH-001289,-1.1752843443887475
ACH-001300,-0.9856474244705308
ACH-001301,-0.6952276113861431
ACH-001302,-0.8428911619942537
ACH-001306,-0.6498260886534449
ACH-001318,-0.7757055667886119
ACH-001322,-0.8898386214297813
ACH-001328,-0.9032076178464116
ACH-001332,-0.8072164365210802
ACH-001336,-0.7781314361063572
ACH-001346,-0.7371918878762778
ACH-001353,-0.8375467937933065
ACH-001354,-0.9731019942658624
ACH-001367,-0.8066864671863005
ACH-001368,-0.8307156957509267
ACH-001374,-0.7651663464856492
ACH-001377,-0.7649361273266894
ACH-001380,-0.7238432441140294
ACH-001391,-0.7576770383707422
ACH-001408,-0.7633160540988799
ACH-001430,-0.4481134744324932
ACH-001431,-0.6610256860958501
ACH-001450,-0.8645936039688609
ACH-001496,-0.5968251063148227
ACH-001500,-0.8970277363658208
ACH-001523,-0.8624333478808142
ACH-001532,-0.8463315037054946
ACH-001550,-0.6836356022030793
ACH-001552,-0.6573540265137892
ACH-001554,-0.7371618080638586
ACH-001654,-0.8255758775357136
ACH-001735,-0.8297609214424856
ACH-001736,-0.9541203780959258
ACH-001737,-0.7826696888058599
ACH-001740,-1.046007134117073
ACH-001745,-0.9903407187136984
ACH-001765,-0.9042173992089828
