,RNPS1 (10921)
ACH-000004,-0.9265628025283658
ACH-000005,-0.6917965118019918
ACH-000007,-1.026255045887959
ACH-000009,-0.8651784235995442
ACH-000011,-0.9440135779263916
ACH-000012,-0.7210078398304964
ACH-000013,-0.6917810897221545
ACH-000014,-0.8811809014020408
ACH-000015,-1.0499669042172484
ACH-000017,-0.7795934109612083
ACH-000018,-0.7100179220226736
ACH-000019,-0.5618659362208123
ACH-000021,-0.9135099214796496
ACH-000022,-0.6832389466597735
ACH-000025,-0.8838999185431199
ACH-000028,-0.9020468076104434
ACH-000030,-0.8180166271576932
ACH-000035,-0.6120925450029711
ACH-000036,-0.7017774234997984
ACH-000037,-0.9233202714497212
ACH-000039,-0.6432046911667904
ACH-000040,-0.6405453547274398
ACH-000041,-0.5942648672043763
ACH-000042,-0.8526298709602476
ACH-000045,-0.833762901422886
ACH-000047,-0.5978477020224682
ACH-000052,-0.8871086360368887
ACH-000053,-0.3887224358261788
ACH-000054,-0.5554994306433475
ACH-000055,-0.767542346477886
ACH-000060,-1.0341461071520681
ACH-000067,-0.7732117137994272
ACH-000070,-0.9565817273326505
ACH-000075,-1.025573250120437
ACH-000078,-0.8998611285278075
ACH-000082,-0.9750982604309456
ACH-000085,-0.9196944796427486
ACH-000086,-0.7391199535285151
ACH-000087,-0.7905277864423845
ACH-000092,-0.4777276054905501
ACH-000095,-0.7339050068239517
ACH-000097,-0.6862854361373443
ACH-000098,-0.4841167957923499
ACH-000099,-0.8968681704797439
ACH-000108,-0.8088670432828099
ACH-000113,-1.0141123252939923
ACH-000116,-0.7913199619227911
ACH-000118,-0.7609765609875073
ACH-000120,-0.9331346104783508
ACH-000123,-0.8587064907862867
ACH-000127,-0.8348907507842943
ACH-000128,-0.9894535000030572
ACH-000132,-0.9136075674346243
ACH-000133,-0.9778156338559326
ACH-000137,-0.8125310864900877
ACH-000138,-0.8568872838105588
ACH-000142,-0.8704952727590514
ACH-000143,-0.8574345854803511
ACH-000146,-0.5740341921371132
ACH-000148,-0.7718555034773867
ACH-000150,-1.0479898714281146
ACH-000152,-0.6354726459710849
ACH-000153,-0.6461940044702075
ACH-000159,-0.8141581469850426
ACH-000160,-0.6648347340892502
ACH-000163,-0.7467604460631673
ACH-000167,-0.6807159359330269
ACH-000168,-0.7100282631346001
ACH-000169,-0.7534668354174278
ACH-000178,-0.8437134281947382
ACH-000183,-0.6898686750748578
ACH-000188,-0.6894789460271137
ACH-000189,-0.5415497944980212
ACH-000190,-0.5658270803868561
ACH-000198,-0.8228377340171975
ACH-000203,-1.2529877512334102
ACH-000204,-0.5800881450608898
ACH-000206,-0.9196116949986674
ACH-000207,-0.7478786394777678
ACH-000208,-0.3371828362323694
ACH-000210,-0.8404276618969198
ACH-000211,-0.7243642259111961
ACH-000215,-0.8688397341263059
ACH-000221,-0.9767291110851716
ACH-000222,-0.7669245296481909
ACH-000223,-1.0004436598115265
ACH-000226,-0.71871519973586
ACH-000227,-0.7879746878420087
ACH-000228,-0.6997803616793699
ACH-000231,-0.7684064430780921
ACH-000232,-0.7547473593773281
ACH-000233,-0.9781906338662628
ACH-000234,-0.7399936313017286
ACH-000235,-0.6675753548147781
ACH-000237,-1.0889136331199976
ACH-000238,-0.5211660899547448
ACH-000242,-0.8675822597286343
ACH-000243,-0.8942847896841207
ACH-000244,-0.928380531647038
ACH-000246,-0.6517022891996788
ACH-000248,-0.9645867220697152
ACH-000250,-0.6867362932037161
ACH-000251,-0.5603276975206131
ACH-000252,-0.8955329594303606
ACH-000253,-0.676053554322101
ACH-000255,-0.7522735437026731
ACH-000256,-0.6686551651877554
ACH-000257,-0.7638569402725559
ACH-000258,-0.8554855885006758
ACH-000259,-0.7562699927947613
ACH-000260,-0.975456141170112
ACH-000261,-0.8505358698459984
ACH-000262,-0.8127988295699522
ACH-000263,-1.06136228764365
ACH-000264,-0.9262804237328032
ACH-000265,-0.9594033630557862
ACH-000266,-1.0178803331246664
ACH-000272,-0.4807781602706744
ACH-000274,-0.933041690744728
ACH-000277,-0.6819648612066201
ACH-000278,-0.6884983097200111
ACH-000279,-0.5172182042106926
ACH-000280,-0.9841211225912336
ACH-000281,-0.7923836294435382
ACH-000288,-0.8398969362824823
ACH-000291,-0.8318443732595149
ACH-000293,-0.4984042748233208
ACH-000294,-0.7290922548985979
ACH-000295,-1.0246103168393714
ACH-000296,-0.9662236427501852
ACH-000302,-0.8195202928108914
ACH-000304,-0.8361001496647927
ACH-000307,-0.7281496000368904
ACH-000308,-0.8561170549715491
ACH-000310,-0.9931367217599252
ACH-000311,-0.9067516495840496
ACH-000312,-0.7113872809244308
ACH-000315,-0.9580950262423744
ACH-000316,-1.332847031997477
ACH-000317,-0.6006947872342598
ACH-000318,-0.9726206330466928
ACH-000319,-0.7346536080015372
ACH-000320,-0.6848484359580159
ACH-000322,-0.8314992870260158
ACH-000323,-1.09199315353999
ACH-000324,-1.0010887060603892
ACH-000329,-0.5695308643311918
ACH-000330,-0.8878869522106171
ACH-000331,-0.8832210464249858
ACH-000332,-0.7678056213098047
ACH-000334,-0.6335806752112079
ACH-000335,-0.6407030391854636
ACH-000336,-0.6602789435522212
ACH-000337,-1.0358683792430816
ACH-000338,-0.38267697835454406
ACH-000339,-1.033065225202307
ACH-000341,-0.8696605264325837
ACH-000348,-0.9231007470658864
ACH-000350,-0.8237716458348325
ACH-000352,-0.8436017212244846
ACH-000356,-0.9382871299914824
ACH-000361,-1.2069669459265522
ACH-000362,-0.8932602961841385
ACH-000363,-0.7912914136424201
ACH-000364,-0.9168895529694192
ACH-000365,-0.6136986211052003
ACH-000366,-0.6303717351999508
ACH-000368,-0.8362779132192929
ACH-000374,-1.0018714090061298
ACH-000375,-0.8059451417275089
ACH-000376,-0.7537954428448153
ACH-000381,-0.7178705269863408
ACH-000383,-0.4548391042279387
ACH-000387,-0.7631359194972225
ACH-000389,-0.9503606896041112
ACH-000390,-0.8440641507933119
ACH-000393,-0.6633392125298238
ACH-000395,-0.6305763158184191
ACH-000396,-1.0099423227805675
ACH-000397,-1.0504199014289521
ACH-000401,-1.0662421495159475
ACH-000402,-0.7846433743338547
ACH-000403,-0.8185850538029875
ACH-000404,-0.4819584698961941
ACH-000406,-0.948858311146944
ACH-000407,-0.7864282083173807
ACH-000408,-0.7719555552863291
ACH-000410,-0.9646392319907116
ACH-000411,-0.7662353439718568
ACH-000414,-0.6522978626285836
ACH-000415,-0.5641161472712407
ACH-000416,-0.7349587688808632
ACH-000420,-0.5904373650296203
ACH-000421,-0.8748414663428055
ACH-000424,-0.9232083766681468
ACH-000425,-0.7965936877225023
ACH-000426,-0.8089067659408834
ACH-000427,-0.6900830542999128
ACH-000433,-0.6981357140410017
ACH-000435,-0.4421668213016056
ACH-000436,-0.7564561607427432
ACH-000444,-1.0705950142783291
ACH-000445,-1.144521849119107
ACH-000448,-0.7707462617967621
ACH-000450,-0.9012058630767266
ACH-000452,-0.7146314130184288
ACH-000454,-0.7863767828378935
ACH-000458,-0.5149919323744372
ACH-000459,-0.99426988878657
ACH-000460,-0.9765086275653986
ACH-000461,-0.7539553452654557
ACH-000463,-0.8635080348368784
ACH-000464,-0.8196513524964751
ACH-000466,-0.3301248855875033
ACH-000467,-0.7792117336929392
ACH-000468,-0.7823899789798405
ACH-000469,-0.8573177672278399
ACH-000470,-0.3520091008243811
ACH-000471,-0.9235699932155432
ACH-000472,-1.0674595956257136
ACH-000473,-0.7625810383721082
ACH-000475,-0.8781314655127671
ACH-000476,-0.7832495852065277
ACH-000477,-0.5619817521535787
ACH-000479,-0.9146923486286812
ACH-000480,-0.6278440783076473
ACH-000481,-0.794596542846525
ACH-000483,-1.0912912577871927
ACH-000484,-0.7056654431155194
ACH-000485,-0.7522087264214103
ACH-000486,-0.8502729841246721
ACH-000487,-0.6617741360771164
ACH-000488,-0.7841118244679521
ACH-000490,-0.6564254906724346
ACH-000491,-0.7088916296386287
ACH-000495,-1.1169805009237772
ACH-000496,-0.8461706549867865
ACH-000499,-1.0359881088782652
ACH-000500,-0.6913590510381115
ACH-000502,-0.7500664276526877
ACH-000503,-0.9127861275390444
ACH-000505,-1.107342820784918
ACH-000507,-0.9054556986583452
ACH-000510,-0.8853769450301372
ACH-000511,-0.808771165152278
ACH-000512,-0.6181823464070261
ACH-000516,-0.7795282338961311
ACH-000517,-0.8506361450135467
ACH-000518,-0.4128874776289456
ACH-000520,-0.8078218823510815
ACH-000521,-0.925018343033134
ACH-000522,-0.7968965091725364
ACH-000524,-0.6595948784257236
ACH-000527,-0.7191422863408977
ACH-000528,-0.7713355391935396
ACH-000537,-0.7681573182216058
ACH-000541,-0.3937643844897165
ACH-000542,-0.8608657517888771
ACH-000544,-0.655297254882679
ACH-000545,-0.687150872301545
ACH-000547,-1.0353794730155108
ACH-000548,-0.7644425638817508
ACH-000549,-0.7665901190022193
ACH-000550,-0.6870555741992439
ACH-000552,-0.7042569420076638
ACH-000556,-0.7502851662661829
ACH-000557,-0.6494508139309619
ACH-000569,-0.716710737580346
ACH-000570,-0.7295230182164808
ACH-000571,-0.7747481025488981
ACH-000573,-0.7524083155305533
ACH-000576,-0.7928416261339677
ACH-000579,-0.8607571796272634
ACH-000580,-0.7782869667713433
ACH-000584,-1.3175395341980596
ACH-000585,-1.1802235659797833
ACH-000588,-0.6279578063771923
ACH-000589,-0.8263494760595609
ACH-000591,-0.779661381874129
ACH-000593,-0.7031102661135539
ACH-000600,-0.6791732747196307
ACH-000601,-1.0211270445536873
ACH-000605,-0.9494181624802048
ACH-000606,-0.8237652073655276
ACH-000608,-0.5887081616524096
ACH-000614,-0.5676802142071848
ACH-000616,-0.7921455805740452
ACH-000618,-0.6953697269763347
ACH-000619,-0.6135158211580016
ACH-000620,-0.6390023034884441
ACH-000621,-1.084971988541624
ACH-000622,-0.6314995025974118
ACH-000623,-0.9021483971634059
ACH-000624,-0.6637056630786575
ACH-000627,-0.6153831789417579
ACH-000630,-0.4959199554184096
ACH-000631,-0.5393579736618747
ACH-000632,-0.9090987832390872
ACH-000633,-0.6899131501121794
ACH-000637,-0.9295810982774301
ACH-000638,-0.7652299551750501
ACH-000646,-0.9067088725916436
ACH-000647,-0.7369327479629635
ACH-000648,-0.8901588855847856
ACH-000649,-0.4130265807036799
ACH-000651,-0.6645205905301584
ACH-000652,-0.7489631523829459
ACH-000653,-0.7160348546301649
ACH-000657,-0.6678931575105039
ACH-000658,-0.5721246999284118
ACH-000661,-0.8755366172658049
ACH-000662,-0.791693120018297
ACH-000663,-0.6020837025583233
ACH-000665,-0.5572194946242481
ACH-000671,-1.1020608772796594
ACH-000672,-0.6971257668804066
ACH-000673,-0.6129010013040785
ACH-000676,-1.098381829403483
ACH-000677,-0.6112923647101545
ACH-000681,-0.7690880319392136
ACH-000683,-0.8422914578081205
ACH-000684,-0.9870522989250544
ACH-000688,-1.0886233671065757
ACH-000693,-0.7511947994113504
ACH-000694,-0.9151475701746552
ACH-000695,-0.6644506287317471
ACH-000696,-0.7180861092952112
ACH-000697,-0.7963220863813701
ACH-000699,-0.8637742321230094
ACH-000701,-0.7260167723840208
ACH-000706,-1.1386428466148621
ACH-000711,-0.6731231323004679
ACH-000713,-1.0411833109815218
ACH-000714,-0.5352423514080761
ACH-000718,-0.558744657198812
ACH-000720,-0.5697190418874246
ACH-000721,-0.7480945049187434
ACH-000724,-0.5757678155405337
ACH-000725,-1.1058874304997517
ACH-000732,-0.7679355084708678
ACH-000734,-0.8326988796700344
ACH-000735,-0.5845991670071392
ACH-000736,-0.7866448101244226
ACH-000738,-0.8487103724241565
ACH-000746,-0.5044509170979107
ACH-000747,-0.6233819818797629
ACH-000748,-0.7997649099299715
ACH-000753,-0.9097261986592258
ACH-000756,-1.1423743462605285
ACH-000757,-1.0834026652679696
ACH-000758,-0.9514419268362612
ACH-000760,-0.9333517789109992
ACH-000762,-0.8574967734426692
ACH-000763,-0.5976045969225476
ACH-000764,-0.6184252833543773
ACH-000765,-1.0334876487356368
ACH-000766,-0.9165392614254012
ACH-000767,-1.0562739840290394
ACH-000768,-0.855563821510385
ACH-000769,-0.8774327007066876
ACH-000770,-0.7426474842876828
ACH-000771,-0.6880132707020911
ACH-000773,-0.6980246392179799
ACH-000776,-0.925372684354524
ACH-000777,-0.608909326940166
ACH-000778,-0.9717795722105632
ACH-000781,-0.6077770333985862
ACH-000782,-0.8412218614564763
ACH-000783,-0.6923995447446559
ACH-000784,-0.931953043432325
ACH-000785,-1.0136694012734475
ACH-000787,-0.7334162702620155
ACH-000788,-0.7356113047723867
ACH-000791,-0.7411274495327644
ACH-000792,-0.7944576971950875
ACH-000794,-0.761233884719318
ACH-000796,-0.7996861290763249
ACH-000798,-0.680816084866651
ACH-000799,-0.6537078081301776
ACH-000800,-1.1329117968043845
ACH-000802,-0.7225290158540358
ACH-000804,-0.7840876036145857
ACH-000805,-0.7508119519867755
ACH-000809,-0.9038166959935992
ACH-000810,-0.4031160760897854
ACH-000811,-0.5790671195059666
ACH-000817,-0.448334129153952
ACH-000819,-0.7262884086264809
ACH-000820,-0.6928145086329762
ACH-000821,-0.8385524541482339
ACH-000822,-0.7175518745847783
ACH-000823,-0.6151266596710675
ACH-000824,-0.5941721490546599
ACH-000827,-0.8305633343454385
ACH-000829,-0.9503711943609292
ACH-000831,-0.93429305260088
ACH-000832,-0.6674978802422837
ACH-000833,-1.0548774129057774
ACH-000834,-0.8862743395364124
ACH-000835,-0.8831743751139991
ACH-000836,-0.4340296118595669
ACH-000837,-0.8362783280608486
ACH-000838,-0.8971675054314415
ACH-000839,-0.6457456030140113
ACH-000840,-0.7540999664800778
ACH-000841,-0.741025635935897
ACH-000843,-0.5846024830190808
ACH-000846,-0.7743774252728358
ACH-000847,-0.7589692496365179
ACH-000848,-0.7562295995044463
ACH-000849,-1.1438866208936913
ACH-000851,-0.8334331104447927
ACH-000855,-0.7496726920989382
ACH-000856,-0.7954984290921354
ACH-000858,-0.838492178731996
ACH-000859,-0.7551403246531295
ACH-000861,-0.8562819187320059
ACH-000862,-0.6807722455153682
ACH-000865,-0.6195948825743248
ACH-000866,-0.753055949759381
ACH-000867,-0.825916079940848
ACH-000869,-0.7434149107755416
ACH-000872,-1.1122153153751635
ACH-000873,-0.9188791474946388
ACH-000876,-0.8203993238092246
ACH-000878,-0.7597450262602441
ACH-000880,-1.2542726098253942
ACH-000881,-0.8574937268852915
ACH-000882,-0.8749856709887038
ACH-000884,-0.7622603015215873
ACH-000885,-0.6798252304617061
ACH-000887,-0.8363323879438619
ACH-000889,-0.8472637557433074
ACH-000896,-0.6652841578123152
ACH-000898,-0.7587127777301682
ACH-000900,-0.7810079988314419
ACH-000901,-0.8599486115987012
ACH-000905,-1.0655083748314829
ACH-000906,-0.5941309949305403
ACH-000907,-0.9719467659337556
ACH-000910,-0.8597296578253184
ACH-000911,-0.5993545280207414
ACH-000912,-0.4039982585247473
ACH-000913,-0.6816954525049921
ACH-000915,-0.7634567746192071
ACH-000916,-0.8123773065802531
ACH-000917,-0.6782776938216859
ACH-000920,-0.9442012397304728
ACH-000921,-0.6629050037469374
ACH-000924,-0.5959164342076639
ACH-000926,-0.5664114680941501
ACH-000928,-0.9424737459377796
ACH-000929,-1.2059136063988902
ACH-000932,-0.7982478680758139
ACH-000935,-0.6338133326658264
ACH-000936,-0.6838142844174071
ACH-000937,-0.8002555840010317
ACH-000938,-1.03643363732854
ACH-000939,-0.4819305081451239
ACH-000941,-1.0378353605657542
ACH-000943,-0.5942369147236218
ACH-000946,-0.7105282519539119
ACH-000947,-0.7126004510630607
ACH-000948,-0.7931119822856327
ACH-000950,-1.0233821088397852
ACH-000953,-0.9169392475777984
ACH-000954,-0.7115984027183119
ACH-000957,-0.5802001929879577
ACH-000958,-0.6577620825341064
ACH-000960,-0.9504994072536131
ACH-000963,-0.6841001305344109
ACH-000968,-0.8450489664714566
ACH-000969,-0.5307453350869332
ACH-000972,-0.7857801961943932
ACH-000973,-0.5524111077934681
ACH-000974,-0.6456330207324775
ACH-000978,-0.8935895447044232
ACH-000984,-1.0318718214168858
ACH-000986,-0.5824495761988108
ACH-000988,-0.9186731762466329
ACH-000993,-1.100744448846016
ACH-000994,-1.042701877120199
ACH-000996,-0.8880740866695537
ACH-001001,-0.7945623564653532
ACH-001020,-0.7320975596497757
ACH-001028,-0.5781042171809571
ACH-001031,-0.9008716052952862
ACH-001038,-0.8079493936439757
ACH-001048,-0.6301946619672635
ACH-001050,-0.7557003138412374
ACH-001053,-0.6148573316946894
ACH-001054,-0.9209037256489876
ACH-001061,-0.9365378124561088
ACH-001067,-0.7493917157708776
ACH-001075,-0.9637920164079532
ACH-001096,-1.062220114683049
ACH-001111,-0.8521331001373433
ACH-001119,-0.6539298680067754
ACH-001128,-0.3094837984489607
ACH-001134,-0.6810152574528955
ACH-001151,-0.5732677615143164
ACH-001163,-0.6306917692700044
ACH-001164,-1.2546547255483422
ACH-001183,-0.72150900086685
ACH-001192,-0.8404081769162266
ACH-001193,-0.7985159377394702
ACH-001196,-0.995972896355664
ACH-001197,-0.7318681647186468
ACH-001205,-0.620788660705756
ACH-001211,-0.9238559756271536
ACH-001212,-1.1046048056440028
ACH-001228,-0.9357344273710856
ACH-001232,-0.6745134108802687
ACH-001239,-0.8501564240602181
ACH-001270,-0.8639258565020338
ACH-001274,-0.8427106398607205
ACH-001275,-0.7725267919324771
ACH-001277,-0.7433011715262129
ACH-001278,-1.063251197099912
ACH-001280,-0.9918157441559432
