,NFE2L3 (9603)
ACH-000004,-0.2936829871113115
ACH-000005,-0.34611156710979685
ACH-000007,-0.0032725486847221953
ACH-000009,0.049158417010024456
ACH-000011,-0.2122936176516019
ACH-000012,-0.16865419465320985
ACH-000013,-0.1937043326174971
ACH-000014,-0.045556549556629834
ACH-000015,-0.4435043606769899
ACH-000017,-0.11177157137782746
ACH-000018,-0.09090273414845844
ACH-000019,-0.1856288933556547
ACH-000021,-0.1213708996066178
ACH-000022,-0.4130396898893766
ACH-000025,-0.11522366328974465
ACH-000028,-0.05326327152144954
ACH-000030,-0.20652685294226175
ACH-000035,-0.2127803982501137
ACH-000036,-0.26037533416813274
ACH-000037,-0.03896571063107268
ACH-000039,-0.2855544606886053
ACH-000040,-0.2213385528274004
ACH-000041,-0.2231254013253316
ACH-000042,-0.30137326088849303
ACH-000045,-0.2478364618847087
ACH-000047,-0.2203018690372124
ACH-000052,-0.1713727420909237
ACH-000053,-0.04235529734417379
ACH-000054,-0.20256701571580693
ACH-000055,-0.18373590104133625
ACH-000060,-0.1731569249965397
ACH-000067,-0.14976183812182392
ACH-000070,-0.085286160326574
ACH-000075,-0.0555008620488765
ACH-000078,-0.28034297935120706
ACH-000082,-0.2282681415139796
ACH-000085,-0.1518703879581544
ACH-000086,-0.051036108323007805
ACH-000087,-0.4008683904997112
ACH-000092,-0.2483769895866351
ACH-000095,-0.1292388257783599
ACH-000097,-0.1839216710706458
ACH-000098,-0.23099090359678545
ACH-000099,-0.2070488723449751
ACH-000108,-0.12347726724703205
ACH-000113,-0.119180049419959
ACH-000116,-0.15682583793490162
ACH-000118,-0.117436230762374
ACH-000120,-0.18268336695762274
ACH-000123,-0.14971517203579998
ACH-000127,-0.12178192205645726
ACH-000128,-0.2597200156070242
ACH-000132,-0.20859872243408087
ACH-000133,-0.0860285302817764
ACH-000137,-0.08732525823626114
ACH-000138,-0.2614564622105855
ACH-000142,-0.21566937964528568
ACH-000143,-0.3233328049405509
ACH-000146,-0.11229964505191566
ACH-000148,-0.14779924469975494
ACH-000150,-0.20263286084660204
ACH-000152,-0.43672627839850603
ACH-000153,-0.2412348669839924
ACH-000159,-0.10896666857331727
ACH-000160,-0.10107495764860687
ACH-000163,-0.06931736009938226
ACH-000167,0.09707193308908403
ACH-000168,-0.06893514660462999
ACH-000169,-0.2779227918308394
ACH-000178,-0.1038301660080067
ACH-000183,-0.06814451312832424
ACH-000188,-0.18927806786814844
ACH-000189,-0.4138518267071128
ACH-000190,-0.07288340314684133
ACH-000198,-0.22545989539382305
ACH-000203,0.08869415258674307
ACH-000204,-0.3736671143768701
ACH-000206,-0.30639586088896464
ACH-000207,-0.1348759096236858
ACH-000208,0.020070397628263074
ACH-000210,-0.24568046727094586
ACH-000211,-0.16368811582837536
ACH-000215,-0.16012913082617794
ACH-000221,-0.17313128201001116
ACH-000222,-0.1277946375677083
ACH-000223,-0.1411027412509896
ACH-000226,-0.17605363567913304
ACH-000227,-0.3064497642021666
ACH-000228,-0.041622707730118384
ACH-000231,-0.2366506091526529
ACH-000232,-0.12635947912893572
ACH-000233,-0.15066922223901272
ACH-000234,-0.10337676878951438
ACH-000235,-0.28518261229092234
ACH-000237,-0.13281404464972388
ACH-000238,-0.2168891020151667
ACH-000242,-0.40456642587625335
ACH-000243,-0.2170323186182221
ACH-000244,-0.4086676793219809
ACH-000246,-0.2486747185634561
ACH-000248,-0.31873288364391184
ACH-000250,-0.2123893822490434
ACH-000251,-0.5230289331558445
ACH-000252,0.06565250298046557
ACH-000253,-0.2872183598026012
ACH-000255,-0.1955032292344933
ACH-000256,-0.07143598281383122
ACH-000257,0.06889061896861101
ACH-000258,-0.015455673348305816
ACH-000259,-0.1836397840807128
ACH-000260,-0.12665043074938073
ACH-000261,-0.1409480737525218
ACH-000262,-0.13471981841986294
ACH-000263,-0.5164378590495889
ACH-000264,-0.11996118560039555
ACH-000265,-0.14959793737264232
ACH-000266,-0.2684595655074841
ACH-000272,-0.12103242633174033
ACH-000274,-0.3715946316968722
ACH-000277,-0.17358066405032446
ACH-000278,-0.12928240846459355
ACH-000279,-0.1356480981224184
ACH-000280,-0.11551051078841655
ACH-000281,-0.20191406079285326
ACH-000288,-0.24372504661563066
ACH-000291,-0.03289123930006522
ACH-000293,-0.3647783340302219
ACH-000294,-0.267180013803743
