,MS4A4A (51338)
ACH-000004,-0.05415274095471664
ACH-000005,-0.0759011677165621
ACH-000007,0.0072485589447718515
ACH-000009,0.12003451802136254
ACH-000011,0.026144988072025702
ACH-000012,0.01078431169463808
ACH-000013,0.04082195087443151
ACH-000014,0.12730018255505773
ACH-000015,0.10330738481619783
ACH-000017,0.05396093796245231
ACH-000018,0.012934132959659386
ACH-000019,0.19455289932516467
ACH-000021,-0.02542344206288215
ACH-000022,0.01980014761046326
ACH-000025,0.08465990530995941
ACH-000028,0.0636341003427072
ACH-000030,0.040368684299245235
ACH-000035,0.169335978961231
ACH-000036,0.052474371583761364
ACH-000037,0.0222854379580475
ACH-000039,-0.016346845207145994
ACH-000040,0.0020491659208235536
ACH-000041,0.08783450976090551
ACH-000042,-0.0035862563544849296
ACH-000045,0.0946209532334964
ACH-000047,0.06469714547055674
ACH-000052,-0.10039384912421408
ACH-000053,0.03932491947233617
ACH-000054,0.02220159462080824
ACH-000055,-0.04608522236149155
ACH-000060,0.1328616219585253
ACH-000067,0.1434811548594427
ACH-000070,0.07521419510587732
ACH-000075,0.032099258263998794
ACH-000078,0.06856458467970912
ACH-000082,-0.031072900598625625
ACH-000085,0.04063645759824553
ACH-000086,-0.23963068248818456
ACH-000087,0.011193765087578458
ACH-000092,0.01124267647371645
ACH-000095,0.08482887725223788
ACH-000097,0.13500736198837696
ACH-000098,0.07650022875631142
ACH-000099,0.13629854738118893
ACH-000108,-0.03767574600535232
ACH-000113,0.003359481515160107
ACH-000116,0.05585093095752048
ACH-000118,0.04524725756247449
ACH-000120,0.16459418140868698
ACH-000123,0.03983355869651982
ACH-000127,0.052703373989441464
ACH-000128,0.16520626528078602
ACH-000132,-0.022986544028309974
ACH-000133,0.04295809344197127
ACH-000137,-0.04683507874366012
ACH-000138,0.07252330349482382
ACH-000142,-0.11330615466548916
ACH-000143,-0.034381857895894714
ACH-000146,0.02941061429591598
ACH-000148,0.04796872913855735
ACH-000150,-0.06553597140349074
ACH-000152,-0.011166198277918777
ACH-000153,-0.10301797539875948
ACH-000159,0.06878218197224963
ACH-000160,0.15382222339162602
ACH-000163,-0.02423306665541169
ACH-000167,0.0837998342907261
ACH-000168,0.0782527524842083
ACH-000169,0.03292276281479168
ACH-000178,0.018134405856235884
ACH-000183,0.042616449998353824
ACH-000188,0.009791441390112182
ACH-000189,-0.0809048139078709
ACH-000190,0.06274152076932786
ACH-000198,0.036228698812738
ACH-000203,0.11794055887916613
ACH-000204,0.15173194794780426
ACH-000206,-0.13435902028884913
ACH-000207,-0.0387881822393036
ACH-000208,-0.25355203534067466
ACH-000210,0.1740830969214357
ACH-000211,0.10442779446570233
ACH-000215,0.0264774214767673
ACH-000221,-0.02379121114504535
ACH-000222,-0.08540337044098753
ACH-000223,0.10403086827869648
ACH-000226,-0.02186882511136557
ACH-000227,0.03863562329933884
ACH-000228,-0.057129526429822323
ACH-000231,0.05545022599096056
ACH-000232,0.06096348926909617
ACH-000233,-0.048535100314913884
ACH-000234,0.1775845571437312
ACH-000235,0.13439806128332762
ACH-000237,-0.008576012079788423
ACH-000238,0.09861227787912637
ACH-000242,0.1784431427725416
ACH-000243,0.12459915130405373
ACH-000244,0.11916872102091793
ACH-000246,0.055276628564836235
ACH-000248,0.17726400454593805
ACH-000250,0.06312454296291219
ACH-000251,0.10661739819188644
ACH-000252,-0.02812932380186138
ACH-000253,0.026707073995751673
ACH-000255,0.04117665339440296
ACH-000256,0.002754571421349619
ACH-000257,0.06307101956751701
ACH-000258,0.1566588609125303
ACH-000259,0.09239356607535358
ACH-000260,0.1250787027446825
ACH-000261,0.22004479904293506
ACH-000262,0.021852676589892296
ACH-000263,-0.0759071644603924
ACH-000264,0.060775074909856584
ACH-000265,0.1407384190743774
ACH-000266,0.030276475515442613
ACH-000272,0.06513429616698402
ACH-000274,0.17794334701569647
ACH-000277,0.09827609596488693
ACH-000278,0.046570394960757135
ACH-000279,0.1861791882864064
ACH-000280,0.1287613762345764
ACH-000281,0.04190457473213239
ACH-000288,0.005369343600469332
ACH-000291,0.22018222393051293
ACH-000293,-0.005081208972049575
ACH-000294,-0.05514569085914427
ACH-000295,0.10147746858642992
ACH-000296,0.049139506884391615
ACH-000302,0.14849156434733085
ACH-000304,0.4830893565315196
ACH-000307,0.15451674676061308
ACH-000308,0.008654123136634965
ACH-000310,0.09388540638602202
ACH-000311,0.012694498130459687
ACH-000312,0.19811464427781555
ACH-000315,0.228734417842602
ACH-000316,-0.113123521076968
ACH-000317,-0.025595464495985036
ACH-000318,-0.10911838619417766
ACH-000319,0.010914222314462155
ACH-000320,0.07788110001290839
ACH-000322,0.007198954373355934
ACH-000323,0.12184661034934137
ACH-000324,0.1257554985653797
ACH-000329,0.1656465095789076
ACH-000330,0.15187622655546973
ACH-000331,0.1316067937660482
ACH-000332,0.03471989255729742
ACH-000334,-0.09862523238754976
ACH-000335,-0.2530648952947052
